GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,6.364469189874698e-28,1.0399542656255257e-24,"(31, 168)","(53, 3339)"
GO:0006412,translation,BP,5.3739339276620435e-20,4.39050401889989e-17,"(33, 168)","(98, 3339)"
GO:0000028,ribosomal small subunit assembly,BP,2.8742896314037503e-08,1.5655297525712426e-05,"(9, 168)","(17, 3339)"
GO:0000027,ribosomal large subunit assembly,BP,2.1049005788527735e-07,8.59851886461358e-05,"(10, 168)","(26, 3339)"
