gene,Reg-Arrest1 rep1,Reg-Arrest1 rep2,Reg-Arrest1 rep3,Reg-Arrest2+SHX 400min,Reg-Arrest2+SHX 511min,Reg-Arrest2+SHX 621min,Dis-Arrest1 rep1,Dis-Arrest1 rep2,Dis-Arrest1 rep3,Dis-Arrest2 rep1t6,Dis-Arrest2 rep1t7,Dis-Arrest2 rep1t8
frlB,1.90829,1.98204,1.9244,1.94773,1.87911,1.9722,1.69883,1.94931,1.85885,1.85587,2.02188,2.14201
frlC,1.32203,0.630847,1.66544,1.50578,1.56315,1.42011,1.45942,0.79067,1.46492,1.50082,1.43995,1.53292
frlD,1.81272,1.82271,2.13626,1.72468,2.0177,1.84321,1.90544,1.64046,1.82789,1.74411,1.71674,1.83865
frmA,3.07498,3.00125,2.99551,3.07717,3.33688,3.11361,3.28104,3.44104,3.46424,3.39817,3.31354,3.31333
frmR,2.43597,2.27329,2.05771,2.41093,2.56653,2.38819,2.71264,2.81841,2.75916,2.74196,2.73219,2.64534
frr,3.60327,3.7263,3.78475,3.75307,4.0997,3.91515,3.52441,3.84047,3.68226,3.72348,3.79944,3.85982
frsA,2.72326,2.77351,2.68488,2.71496,3.07867,2.88235,2.47549,2.57094,2.52382,2.56206,2.52124,2.50976
fruA,4.06189,4.00818,4.0152,3.80508,4.1329,4.14618,3.61916,3.76179,3.74093,3.78795,3.96893,4.07703
fruB,3.26861,3.24044,3.32979,3.27757,3.65444,3.58333,2.33869,3.06651,2.81438,3.27779,3.56065,3.73373
fruK,3.44463,3.42907,3.33589,3.4228,3.69567,3.69021,3.12,3.23305,3.21391,3.39303,3.55507,3.70147
frvB,1.78514,1.72743,1.66544,1.9341,1.84369,1.58389,1.78229,1.3098,1.28391,1.41576,1.48935,1.59484
frvR,1.23026,1.56838,1.37369,1.4803,1.10915,1.47603,1.65019,1.28136,1.154,1.39436,1.45029,1.43363
frvX,1.56801,1.31481,1.66544,1.67733,1.30042,1.3559,1.53272,1.3365,1.154,1.16955,1.33381,1.35764
frwC,1.11376,0.877846,0,1.04315,1.45136,1.11568,1.15348,0.688563,1.24477,0.930138,0.8828,0.79437
frwD,1.39775,1.03432,0.931839,1.4803,1.45136,1.28053,1.2908,1.18277,1.48892,1.1105,1.21112,1.05906
fryC,0.954067,1.23981,1.20669,0.281746,1.10915,0.974806,1.5652,1.18277,1.10034,1.18758,1.26128,1.28554
fsa,2.1957,2.19909,2.35684,2.11311,2.24379,2.22975,1.86028,1.88107,1.94034,1.86709,1.93746,1.93209
fsr,2.4607,2.30259,2.51261,2.12813,2.03228,2.08893,2.01258,2.00272,2.07426,1.96282,1.84511,1.8548
ftnA,2.26697,2.14149,2.1817,2.18867,2.26668,2.45915,1.99549,2.00272,1.95654,2.26296,2.1573,2.05797
ftnB,2.37455,2.41984,2.52256,2.41705,2.67151,2.66858,2.84919,2.76681,2.68262,2.98297,2.84693,2.85463
ftsA,3.35564,3.28099,3.33132,3.24769,3.15094,3.18753,3.25627,3.27707,3.27032,3.28688,3.19077,3.15456
ftsB,2.33626,2.48963,2.22283,2.83623,2.695,2.75576,2.46968,2.71695,2.56294,2.5867,2.61737,2.53032
ftsE,2.9246,2.86787,2.96818,2.81001,3.12662,2.98945,2.92102,2.95185,2.99501,2.86843,2.78727,2.80243
ftsH,4.58242,4.57414,4.56712,4.29243,4.606,4.49204,4.47467,4.65305,4.69432,4.45384,4.41893,4.48978
ftsI,2.95453,2.92554,2.95017,2.76746,2.58833,2.59935,2.74588,2.83762,2.85239,2.7584,2.75049,2.76961
ftsK,3.5932,3.59619,3.66818,3.62415,3.64264,3.67874,3.51026,3.7694,3.70612,3.79332,3.89229,3.93638
ftsL,2.45465,2.39192,2.38475,2.39844,2.1303,2.24787,2.30868,2.32347,2.35479,2.23381,2.31946,1.96201
ftsN,2.28536,2.16155,2.44756,2.71724,2.68235,2.57358,2.4046,2.33661,2.43045,2.37372,2.28797,2.26066
ftsP,2.62408,2.71459,2.61126,2.8549,2.7073,2.76844,2.92582,2.82012,2.93416,2.72693,2.73855,2.77281
ftsQ,3.17036,3.08248,3.04845,3.27904,3.16876,3.19461,3.12778,3.27109,3.23661,3.27361,3.29349,3.1914
ftsW,2.53762,2.54165,2.35684,2.56702,2.17382,2.17388,2.28845,2.08857,2.16677,2.0676,2.17112,2.21471
ftsX,3.20419,3.23219,3.31098,3.02913,3.03629,3.07221,3.04652,3.07604,3.09991,2.94425,2.92785,2.96476
ftsY,3.00883,2.94372,3.01176,2.8007,3.156,2.99425,3.05217,3.04221,3.09934,2.98297,2.83572,2.77915
ftsZ,3.82594,3.81619,3.79222,3.63522,3.70633,3.62659,3.62343,3.61755,3.63987,3.61489,3.59595,3.57106
fucA,1.46221,1.23981,0,1.52985,1.68511,1.62301,1.31928,1.21818,0.882412,1.55709,1.47026,1.48611
fucI,2.06799,1.96696,2.11162,2.12813,1.80512,1.97775,2.1965,1.7725,1.70509,1.8887,1.82403,1.87545
fucK,2.00413,1.56838,1.66544,1.94324,1.69562,1.93127,1.9195,1.72226,1.70509,1.80358,1.85729,1.94085
fucO,2.49535,2.48032,2.37102,2.26177,2.58566,2.34072,2.13366,2.1755,2.07426,2.17618,2.12396,1.99768
fucP,1.51832,1.63912,1.66544,1.66033,1.67435,1.64726,1.19209,1.14422,0.967783,1.34811,1.29176,1.40481
fucR,1.78514,1.98204,2.0855,2.03643,2.5051,2.26527,1.99549,1.95558,1.97977,2.08134,2.01636,2.01992
fucU,2.24778,2.12046,2.34218,2.11616,2.30659,2.25375,2.35168,2.53312,2.42777,2.54843,2.48507,2.38914
fumB,3.70163,3.6557,3.68475,3.29601,3.39742,3.48706,2.75203,2.93391,2.81877,2.89381,2.95265,2.9773
fumC,3.73898,3.75246,3.80524,3.3536,3.16841,3.45154,2.96989,3.00553,2.9127,3.01591,3.16455,3.27065
fumD,1.72408,1.63912,1.78803,2.48049,1.93038,2.25955,1.90544,2.20801,1.9235,2.44466,2.25561,1.93209
fumE,2.02099,2.12046,1.66544,2.32433,2.28842,2.19777,2.20376,2.12377,2.12026,2.02867,2.06115,2.07102
fur,3.26011,3.44313,3.44733,3.35832,3.60762,3.58727,2.94123,3.1899,3.0065,3.31713,3.35845,3.35353
fusA,4.69273,4.63509,4.64881,4.39579,4.7812,4.61695,4.66793,4.59332,4.72977,4.44497,4.34418,4.4068
fxsA,2.7362,2.86787,2.67806,2.60309,2.79402,2.72828,2.5414,3.28588,3.10105,3.01748,2.92375,2.8477
gabD,3.90011,3.92744,3.88304,3.24431,3.0947,3.158,3.24399,3.37381,3.28958,3.49658,3.7256,3.86856
gabP,3.17036,3.17244,3.11618,2.74379,1.50283,1.9609,2.03437,2.4953,2.34188,2.65859,3.03971,3.18551
gabT,3.82125,3.83218,3.79538,3.34509,2.90512,3.02049,2.97601,3.21868,3.08891,3.34773,3.61517,3.76927
gadA,2.94675,2.91874,3.01176,3.36947,2.78482,2.71637,2.57172,2.74915,2.71709,2.71241,2.73908,2.81882
gadB,2.96027,2.92385,2.96106,3.43008,2.74594,2.68618,2.673,2.8277,2.76414,2.82551,2.8424,2.89549
gadC,3.00712,2.98093,2.99219,3.40522,2.58966,2.73891,2.64004,2.72865,2.67963,2.90445,2.9893,3.05286
gadE,1.39775,1.91831,2.02802,2.33178,2.04639,1.65889,0.9515,1.46931,0.882412,1.60013,1.68221,1.79843
gadW,2.18449,1.93514,2.29498,3.22301,2.41014,2.5217,1.69883,1.79107,1.79455,2.01312,2.00226,1.93209
gadX,2.50086,2.50323,2.39806,3.24431,2.85563,2.83757,2.12079,2.47129,2.25115,2.58174,2.54075,2.46154
galE,2.54263,2.59897,2.49199,2.60309,2.78057,2.78506,2.02902,2.24789,2.2347,2.24632,2.36154,2.4576
galF,3.69186,3.74969,3.68271,3.5839,4.00299,3.83448,3.5682,3.70681,3.71063,3.67771,3.54917,3.46254
galK,2.64816,2.60608,2.56917,2.65522,2.56232,2.65836,3.11474,2.75314,2.74385,2.6334,2.76706,2.75787
galM,2.733,2.85614,2.82294,2.9201,3.22806,2.99213,3.67704,3.57961,3.63623,3.50115,3.42665,3.39064
galP,3.39303,3.38274,3.358,3.32884,3.55627,3.61315,3.69353,3.82418,3.76185,3.81617,3.82986,3.8232
galR,2.68911,2.82537,2.79757,2.90703,3.0233,3.03328,2.73225,2.8999,2.82528,2.84264,2.88159,2.91387
galS,1.83865,1.75328,2.0855,2.0023,2.49203,2.12962,1.59542,1.3365,1.24477,1.42607,1.47026,1.46066
galT,2.43597,2.38612,2.50242,2.41856,2.36368,2.52484,1.8909,1.96785,1.98725,2.11808,2.25079,2.39069
galU,4.00192,4.0058,4.03439,3.49036,3.73427,3.71632,3.26322,3.34988,3.24895,3.29371,3.2595,3.3532
gapA,4.16904,4.10003,4.08735,4.19612,4.17356,4.19683,3.79935,4.07496,3.92881,4.08361,4.05893,4.11407
garD,3.09775,3.18747,3.21652,3.10044,3.59602,3.47671,2.25461,2.51117,2.43839,2.69189,2.76508,2.85569
garK,2.82523,2.73338,2.83748,2.84254,2.70528,2.87543,2.36428,2.4479,2.47605,2.5391,2.61388,2.60687
garL,2.05288,1.95134,2.05771,2.05078,2.02262,2.19443,1.58057,1.60006,1.69067,1.74899,1.87301,2.1109
garP,2.22769,2.02437,2.24203,2.15392,2.1526,2.45366,1.54926,1.7725,1.48892,1.75381,1.82833,1.96201
garR,2.57614,2.52922,2.51261,2.588,2.62403,2.58462,2.22138,2.19025,2.19523,2.22092,2.3514,2.44826
gatA,3.77132,3.89446,3.84775,3.97866,3.08167,3.36137,2.00127,2.05525,2.05567,2.48297,2.60681,2.71191
gatB,2.8789,3.04696,3.1659,3.09379,2.08192,2.26527,1.51552,1.60006,1.24477,1.92249,1.93746,1.89996
gatD,2.97523,3.11312,3.02434,3.33328,2.24379,2.46457,2.485,2.50769,2.46632,2.66569,2.61317,2.58084
gatY,4.88812,5.02093,4.98782,4.75006,4.93871,4.93371,3.08268,3.4491,3.25259,3.63128,3.7808,3.87989
gatZ,4.8306,4.90718,4.87454,4.70975,4.46679,4.62189,3.0779,3.38041,3.23911,3.66666,3.79696,3.83298
gcd,4.32485,4.24606,4.23328,4.10277,3.61418,3.87091,3.23067,3.47111,3.31921,3.39806,3.56757,3.67702
gcl,2.35199,2.4144,2.29498,2.63914,2.65588,2.61614,2.51762,2.4617,2.48791,2.51652,2.50533,2.56154
gcvA,2.65205,2.70065,2.67806,2.49721,2.53315,2.46992,2.68859,2.58723,2.55898,2.67899,2.63774,2.64791
gcvH,2.09671,2.05046,1.99615,2.03277,2.45028,2.66633,1.98372,2.18661,2.05567,2.03373,2.22753,2.29268
gcvP,2.69964,2.75139,2.65691,2.71266,3.00333,3.21614,2.39544,2.58285,2.43045,2.5867,2.7586,2.91016
gcvR,3.09077,3.24854,3.1261,3.07883,3.13274,3.0357,2.58836,2.75512,2.5803,2.70389,2.7581,2.83015
gcvT,2.3442,2.34314,2.61126,2.14832,2.99194,3.1063,2.45782,2.57544,2.63363,2.60934,2.66163,2.79156
gdhA,2.24778,2.14149,2.38475,2.26177,1.93038,1.87226,3.06025,2.85207,2.88827,2.75602,2.51248,2.52471
gfcA,0.954067,0,0,0.868759,0.968492,1.22187,2.31984,1.93649,2.2176,1.87803,1.63812,1.71215
gfcB,0.954067,1.23981,1.49402,0.281746,1.06713,0.846708,1.86028,1.3098,1.46492,1.33573,1.40737,1.17441
gfcC,0,0.630847,1.37369,0.572803,0.339599,0.343448,1.78229,1.25091,0.776048,1.20488,1.15441,1.22232
gfcD,1.32203,0.630847,1.37369,1.36012,1.27384,1.30714,2.08919,1.58571,1.53326,1.29634,1.43995,1.30472
gfcE,1.11376,1.31481,1.58813,1.32406,1.4692,1.49318,1.83581,1.42939,1.61032,1.62015,1.60364,1.64904
ggt,3.02223,3.01657,3.01176,3.07883,2.59098,2.66745,2.86907,2.89706,2.94245,2.79127,2.78207,2.77089
ghoS,2.303,2.32334,2.27804,2.86907,2.85419,2.97583,2.64398,3.01159,2.73068,3.22281,3.20105,3.02341
ghoT,1.39775,1.14911,1.20669,1.59496,1.48634,1.55571,1.43898,1.67742,1.41255,2.03373,1.78329,1.78622
ghrA,2.1957,2.1311,2.11162,2.47654,2.7907,2.61232,2.80197,2.84571,2.72799,2.92786,2.8424,2.80421
ghrB,2.16117,2.08687,1.88352,2.09438,1.92429,1.9609,2.21791,2.26957,2.3611,2.15003,2.02188,2.09902
ghxP,1.75568,1.69994,1.49402,1.65157,1.68511,1.65889,2.07491,2.03499,2.18124,1.79056,1.75888,1.77999
ghxQ,2.16117,2.16155,0.931839,2.2746,2.03704,2.04875,2.16228,2.14841,2.11477,2.01312,2.08311,2.14201
glcA,2.70652,2.66217,2.54181,3.18067,3.05755,2.97804,2.60151,2.63142,2.52811,2.73501,2.64368,2.65717
glcB,3.12463,3.07177,3.01494,3.17408,3.35453,3.22992,3.23101,3.12841,3.23828,3.13006,3.08747,3.10698
glcC,2.84304,2.97192,3.01494,3.09855,3.57721,3.34584,2.61006,2.74715,2.61483,2.72846,2.77487,2.75522
glcD,2.33626,2.40889,2.31129,2.65258,2.83354,2.7312,1.71018,1.70042,1.69067,1.80358,1.93746,2.03415
glcE,2.13652,2.22526,1.73104,2.37232,2.30404,2.30072,1.41754,1.3365,1.41255,1.39436,1.45029,1.54387
glcF,2.67098,2.62671,2.71116,2.77485,2.7222,2.76215,2.65302,2.48622,2.50847,2.53277,2.50172,2.42897
glcG,2.38897,2.34314,2.1817,2.29719,2.40001,2.34547,2.32802,2.10653,2.20432,2.17618,2.04326,2.03064
gldA,2.11039,1.86351,2.22283,2.01398,2.31164,2.27649,1.98965,1.92994,1.95654,1.91594,1.89557,1.95786
glf,2.51169,2.48032,2.56917,2.64815,2.40001,2.53412,2.1965,2.28441,2.19062,2.71399,2.49716,2.35208
glgA,3.50454,3.43276,3.43906,3.43724,3.38846,3.39044,3.48711,3.55496,3.60343,3.48774,3.49407,3.53029
glgB,3.21491,3.228,3.08767,3.3006,2.88074,2.97804,3.12131,3.31021,3.2269,3.33308,3.36571,3.42963
glgC,3.44774,3.34588,3.36229,3.38051,3.4911,3.51272,3.2713,3.40054,3.40248,3.37045,3.41016,3.44238
glgP,3.51792,3.51998,3.54351,3.47056,3.08124,3.25274,3.25881,3.27766,3.2734,3.30423,3.34421,3.46359
glgS,2.84054,2.46597,2.55112,3.1625,2.59492,3.08142,2.06513,2.62347,2.16677,2.78818,2.92099,2.43178
glgX,3.31134,3.24126,3.34929,3.32417,3.22958,3.32256,2.93326,3.09496,3.1112,3.15797,3.21707,3.30329
glk,3.28961,3.2765,3.28796,3.16414,3.33545,3.33774,2.96804,3.06457,3.02183,3.09305,3.05419,3.06671
glmM,3.19209,3.14482,3.21453,2.99036,3.07305,3.02841,3.15798,3.09042,3.27912,3.0696,3.03068,3.04679
glmS,3.96156,3.88566,3.86419,3.75384,4.23448,4.08871,3.59545,3.67404,3.69246,3.67335,3.68046,3.76441
glmU,3.47995,3.45576,3.43306,3.41326,3.58074,3.51127,3.18622,3.31703,3.30376,3.21922,3.26486,3.29912
glnA,2.69265,2.78298,2.86517,2.38557,2.02262,2.18084,2.18913,2.3181,2.08622,2.26296,2.26977,2.33841
glnB,1.98658,2.29545,2.11162,2.32807,2.16686,2.15962,2.02361,2.10211,1.97217,2.05819,2.08311,2.00522
glnD,3.05709,2.99697,3.01176,2.62808,2.66821,2.63595,2.5447,2.5129,2.60243,2.51569,2.44457,2.49184
glnE,3.01558,3.0193,2.98884,2.95047,2.64318,2.6926,2.75305,2.67629,2.75664,2.65197,2.70064,2.64277
glnG,3.0779,3.02471,3.03657,3.09697,3.00638,3.16771,3.10446,3.22139,3.19088,3.23754,3.35312,3.41255
glnH,3.06163,3.07656,3.04551,3.21293,3.35996,3.29187,2.89179,2.8999,2.87022,3.06142,3.09216,3.11518
glnK,1.46221,1.31481,0,0.451214,0,0.764983,1.2908,1.10191,1.28391,1.16955,1.35974,1.14832
glnL,2.81737,2.85016,2.71749,2.8007,2.95983,3.03231,2.95802,3.07273,3.07942,3.08441,3.18554,3.22961
glnP,2.50086,2.39192,2.59491,2.44354,2.55088,2.4481,2.35168,2.4146,2.55298,2.42467,2.42444,2.46674
glnQ,2.46667,2.43052,2.55112,2.53699,2.79732,2.5447,2.58687,2.66061,2.72529,2.60934,2.5618,2.56258
glnS,2.99324,3.01106,3.0305,2.86259,3.16631,3.05179,2.73544,3.01377,2.99719,2.94947,2.81461,2.84501
gloA,2.42305,2.51642,2.50242,2.84026,2.82822,2.91218,2.57326,2.86299,2.62519,2.88892,3.00808,2.90028
gloB,1.90829,1.93514,2.0855,2.72924,2.47684,2.50238,2.07005,2.28732,1.90599,2.47938,2.59158,2.51672
gloC,2.61994,2.65593,2.6916,2.87068,2.89013,2.75022,3.00253,2.88988,3.00151,2.76639,2.69253,2.60405
glpA,1.32203,1.03432,0,0.745518,1.06713,1.30714,1.59542,1.28136,1.24477,1.26794,1.27678,1.41946
glpB,1.23026,1.43446,1.49402,1.26363,1.24552,1.43956,1.47894,1.52305,1.55385,1.61358,1.39594,1.54387
glpC,1.23026,1.03432,0,1.51798,1.4692,1.45818,1.53272,1.50587,1.20175,1.50932,1.49859,1.64046
glpD,3.63337,3.49796,3.50119,3.56929,3.95422,3.93535,3.19032,3.53934,3.42306,3.47244,3.5985,3.6645
glpE,1.90829,2.09835,2.11162,2.05778,2.06894,1.93127,2.18539,2.17923,2.10921,1.95685,2.06115,2.0163
glpF,2.76992,2.76869,2.64222,2.81001,3.06559,3.0405,2.30012,2.61126,2.53865,2.82224,3.01398,3.10639
glpG,2.13652,1.98204,2.11162,2.23491,2.25824,2.14861,2.50523,2.3738,2.49024,2.23697,2.23262,2.0774
glpK,2.99147,2.94855,2.95017,2.98588,2.93123,3.0424,2.52283,2.6937,2.66275,2.86063,3.02879,3.15931
glpQ,3.22434,3.24207,3.26006,3.10545,3.141,3.15398,2.67422,2.94361,2.85036,2.91911,2.96532,2.98363
glpT,2.17299,2.24187,1.9244,2.04366,2.24084,2.14861,1.93978,1.93649,2.11477,2.03873,2.11521,2.0774
glpX,2.69265,2.66525,2.70474,2.53119,2.49862,2.53564,2.52283,2.42528,2.61657,2.46002,2.516,2.61795
glrR,2.14902,2.1311,2.15957,2.36037,2.30659,2.10975,2.6581,2.5799,2.68412,2.47576,2.45983,2.4442
glsA,2.11039,1.95134,1.78803,3.0239,2.02748,1.69204,1.79168,1.61395,1.64426,1.70837,1.55024,1.70474
glsB,1.56801,1.56838,1.20669,1.5414,1.75381,1.6353,2.20376,1.92994,2.17165,1.8922,1.86913,1.67379
gltA,4.29815,4.28331,4.2928,3.65506,3.90328,4.20094,3.70104,3.93769,3.73422,4.13988,4.28344,4.35203
gltB,2.95645,3.05954,2.90365,2.61959,2.18067,2.10975,2.65936,2.28732,2.45637,2.1481,2.10628,2.18609
gltD,2.4607,2.50767,2.38475,2.18609,1.75381,1.5409,2.08919,1.76291,1.94034,1.69759,1.6447,1.79237
gltF,0.954067,0,1.20669,0.919344,1.02061,0.764983,1.49761,1.76291,1.5923,1.71889,1.55024,1.30472
gltI,2.80936,2.8904,2.92753,2.64096,3.0377,3.05457,2.28845,2.36176,2.38547,2.41537,2.50533,2.59836
gltJ,1.23026,1.63912,1.58813,1.66033,1.43275,1.11568,1.9528,1.96176,1.89696,1.71889,1.68816,1.74739
gltK,1.65302,1.69994,1.49402,1.42436,1.45136,1.22187,1.91253,1.76291,1.9235,1.68091,1.78329,1.71215
gltL,1.72408,1.72743,1.37369,1.72468,1.87225,1.72283,1.92637,2.06017,1.67574,1.95985,1.94733,1.97423
gltP,2.00413,2.05046,2.02802,1.96954,2.41807,2.14488,2.75406,2.77349,2.84113,2.49182,2.40899,2.33141
gltS,2.88798,2.8211,2.91972,2.77618,3.14948,2.93829,3.08125,3.03657,3.12274,2.88005,2.82162,2.79944
gltX,3.14748,3.13451,3.04551,2.9433,3.21914,3.09719,3.35833,3.39128,3.39035,3.34602,3.27949,3.25684
gluQRS,2.16117,1.98204,2.24203,2.25521,2.30659,2.27925,2.47741,2.53147,2.55699,2.5515,2.52037,2.43872
glxK,2.21729,1.93514,1.9244,2.37063,2.03704,1.98863,1.99549,1.9914,2.01592,1.87077,2.01913,1.97822
glxR,1.23026,1.37874,1.49402,1.37709,1.32547,1.28053,1.62367,1.14422,1.41255,1.49215,1.38421,1.43363
glyA,2.78156,2.7386,2.61126,2.64277,3.1705,2.82912,2.96866,2.738,2.81986,2.63213,2.49624,2.4706
glyQ,3.08794,3.09523,3.05138,2.71876,3.13988,2.88097,3.21798,3.10035,3.22519,2.95944,2.7868,2.78478
glyS,3.55478,3.53517,3.5491,3.02503,3.18988,3.06865,3.41161,3.33585,3.42954,3.19561,3.05648,3.02946
gmd,1.11376,0.877846,1.37369,1.28472,0.909259,1.0736,1.79168,1.55551,1.82789,1.71366,1.48935,1.63171
gmhB,2.18449,2.17124,2.1817,2.32433,2.36368,2.33833,1.79168,1.82599,1.85885,1.84044,1.8368,1.90469
gmk,3.04473,3.12608,3.02743,3.28257,3.2555,3.19993,2.91547,3.13996,3.01632,3.1073,3.1941,3.23581
gmm,0.698812,0.877846,0,0.572803,0.527821,0.664228,1.11109,0.942663,0.882412,0.960958,0.952395,0.728915
gndA,3.99495,4.01013,4.03379,3.81697,3.69432,3.76679,3.64387,3.72189,3.69144,3.72384,3.68974,3.68717
gnsA,1.23026,1.31481,1.37369,1.32406,1.4692,1.55571,1.84412,2.02978,1.80595,2.10118,2.07591,1.69721
gnsB,0,1.03432,1.20669,1.49323,1.32547,1.15403,1.73204,1.78188,1.5735,1.88517,1.80639,1.41946
gntK,1.83865,1.93514,1.99615,2.03277,2.24379,2.15231,1.9528,1.90269,1.90599,2.09027,2.16722,2.12815
gntP,2.76696,2.79682,2.8079,2.22083,3.00891,2.9316,2.1583,2.4953,2.50173,2.64709,2.68247,2.66461
gntR,2.63629,2.73338,2.76504,3.09379,3.13576,3.05779,2.55443,2.7431,2.67661,2.72334,2.81239,2.77978
gntT,2.68911,2.64961,2.70474,2.53352,3.00333,2.7446,2.63607,2.66306,2.63862,2.55757,2.66538,2.7141
gntU,2.36716,2.33004,2.24203,2.04723,1.87911,1.79564,2.2914,2.13626,2.243,2.13634,2.23931,2.25649
gntX,1.8863,2.15164,2.0855,2.06123,2.50025,2.23588,2.22823,2.27258,2.28604,2.14226,2.11077,2.09295
gorA,3.18079,3.21084,3.2003,3.07116,3.20363,3.11401,2.78626,2.90969,2.87981,2.80978,2.87047,2.91016
gph,2.45465,2.45113,2.20275,2.23951,2.36811,2.22666,2.44973,2.31539,2.43312,2.30265,2.19199,2.17611
gpmA,4.19761,4.22911,4.22924,4.11694,4.20203,4.29364,3.34528,3.48843,3.31921,3.51566,3.65901,3.63148
gpmB,2.396,2.485,2.49199,2.51332,3.00077,2.7062,2.66686,2.74815,2.75664,2.60463,2.54897,2.56875
gpmM,3.3692,3.3647,3.3978,3.22158,3.61829,3.50296,2.98264,3.1583,3.13027,3.14783,3.15437,3.17527
gppA,2.92666,2.99266,2.94648,3.11101,2.77972,2.73507,2.82061,2.7431,2.81548,2.61663,2.60681,2.65717
gpr,3.25241,3.37621,3.38584,3.36573,3.83145,3.79218,2.31984,2.57395,2.52597,2.72693,2.92409,2.98402
gpsA,3.76955,3.71576,3.74828,3.5451,3.11056,3.36658,2.8851,3.05428,2.94817,3.04112,3.27645,3.4105
gpt,2.08259,1.99661,1.9244,1.90053,2.19074,2.20761,2.07005,2.10653,2.01592,2.12425,1.95058,1.90938
grcA,2.50086,2.55769,2.51261,2.16491,2.53315,2.57913,1.78229,1.9971,1.69067,1.94775,2.00796,2.17611
greA,2.33626,2.4033,2.63469,2.3262,2.65814,2.37071,2.673,2.44589,2.43312,2.42569,2.33037,2.39832
greB,1.92922,1.99661,2.05771,2.22793,2.20703,2.17036,2.1583,2.19744,2.15686,2.25548,2.23931,2.20063
groL,3.48906,3.45676,3.49073,3.43651,3.51739,3.47827,3.75781,4.10677,4.08953,3.99291,3.89333,3.87142
groS,2.53256,2.32334,2.42351,2.59611,2.79977,2.67193,2.84181,3.19171,3.07642,3.17774,3.04908,3.00993
grpE,3.28603,3.37681,3.37767,3.04011,3.00025,3.05411,3.31989,3.82343,3.68761,3.60468,3.47702,3.36266
grxB,3.25628,3.28983,3.26186,3.45512,3.55926,3.63951,2.67786,3.04577,2.76784,3.04309,3.21742,3.29029
grxC,2.78156,2.8774,2.90772,2.8991,2.85707,2.85981,2.95548,2.9874,2.89839,2.9636,2.98752,2.99755
grxD,3.05095,3.15885,3.20441,2.93278,3.19517,3.01243,2.82751,3.08905,2.91182,2.94239,2.93794,2.85937
gshA,3.49576,3.5289,3.56545,3.62669,3.39014,3.45979,3.58361,3.58636,3.58995,3.54925,3.54054,3.52115
gshB,2.87428,2.83588,2.77063,2.73439,2.984,2.94725,2.81448,2.86759,2.97184,2.83515,2.82118,2.794
gsiA,2.69616,2.66217,2.82294,2.9713,2.85992,2.8684,3.29057,3.2815,3.32572,3.2388,3.22897,3.22082
gsiB,2.45465,2.44095,2.52256,2.92058,2.35239,2.56226,2.71928,2.75413,2.7894,2.73949,2.79148,2.84446
gsiC,1.8863,1.77767,1.96175,2.37063,1.72569,1.88608,2.31429,2.03499,2.28974,2.11392,2.19199,2.18609
gsiD,1.69,1.48383,1.73104,2.13979,1.61611,1.6353,2.04486,1.8343,2.00182,1.91923,1.96953,1.99768
gsk,1.78514,1.93514,1.58813,1.98623,1.8925,1.79564,2.3115,2.21492,2.28229,2.05819,1.98471,1.91402
gspA,1.61259,1.37874,0.931839,1.58477,1.27384,1.3559,1.9528,1.7725,1.94034,1.88517,1.74355,1.67379
gspB,1.56801,1.14911,0.931839,1.86414,1.79698,1.86517,1.5652,1.60006,1.24477,1.60013,1.54205,1.62278
gspC,1.61259,1.75328,1.49402,1.96527,1.82096,1.81208,2.08919,1.91653,2.13103,2.13435,2.05611,2.06127
gspD,1.75568,1.84358,1.58813,1.94324,1.43275,1.65889,2.20376,1.9971,2.07426,1.98024,2.02461,1.95786
gspE,1.75568,1.69994,1.20669,1.67733,1.57701,1.49318,1.72125,1.36165,1.62762,1.38325,1.55828,1.63171
gspF,1.11376,0.877846,0.931839,1.26363,0.759137,0.915463,1.19209,0.942663,0.634881,0.77883,0.91899,1.0247
gspL,0.698812,0,0,1.39343,1.32547,1.30714,1.01145,0.942663,0.882412,1.26794,1.27678,1.17441
gspM,1.11376,1.48383,1.49402,1.61467,1.39296,1.49318,1.2908,1.38542,1.5923,1.51766,1.63812,1.52168
gspO,1.69,1.63912,1.9244,1.5414,1.39296,1.52557,1.41754,1.61395,1.41255,1.34811,1.39594,1.46066
gss,2.995,2.92723,2.95383,2.6986,2.69708,2.65489,2.60294,2.62079,2.6915,2.64278,2.67033,2.71556
gstA,3.3564,3.34201,3.32979,3.51985,3.81204,3.74989,3.06274,3.33507,3.15764,3.40975,3.50465,3.54542
gstB,2.81737,2.70348,2.67112,2.61768,2.98931,2.72533,2.53809,2.67152,2.44619,2.51403,2.40673,2.41754
guaA,3.13493,3.07775,3.19822,2.58077,2.99299,2.82286,3.02427,3.1428,3.1695,3.02525,2.92169,2.85357
guaB,2.94675,2.87928,2.91576,2.28088,2.91085,2.77814,3.21728,3.22408,3.34824,3.14531,2.98544,2.93853
guaC,2.60726,2.53755,2.63469,2.12219,2.31912,2.17738,2.44973,2.26654,2.12568,2.17436,2.2241,2.18855
guaD,1.96829,2.05046,2.02802,2.10385,1.70587,1.95513,1.86814,1.65313,1.62762,1.90593,1.96016,2.09902
gudD,2.24778,1.80077,1.78803,2.40316,2.38541,2.27091,2.31984,2.35187,2.37649,2.28889,2.3153,2.33841
