gene,Reg-Arrest1 rep1,Reg-Arrest1 rep2,Reg-Arrest1 rep3,Reg-Arrest2+SHX 400min,Reg-Arrest2+SHX 511min,Reg-Arrest2+SHX 621min,Dis-Arrest1 rep1,Dis-Arrest1 rep2,Dis-Arrest1 rep3,Dis-Arrest2 rep1t6,Dis-Arrest2 rep1t7,Dis-Arrest2 rep1t8
HQ24_RS02850,2.11039,1.88255,1.49402,2.39526,2.30659,2.31107,1.97771,2.09313,1.95654,2.37142,2.33837,2.24802
HQ24_RS14780,1.32203,1.31481,0,1.58477,1.53404,1.74221,1.22754,1.21818,1.38378,1.79056,1.74872,1.64904
HQ24_RS14810,2.05288,2.24994,2.31129,2.48957,1.9423,2.24787,1.89823,2.06017,1.88774,2.50221,2.56886,2.46545
HQ24_RS14995,0.954067,0.630847,0.931839,0.964647,1.30042,1.0736,1.51552,1.66544,1.5735,1.73918,1.52518,1.24443
HQ24_RS15045,0,1.03432,0,0.868759,0.527821,0.974806,1.15348,0.554821,0.776048,1.13109,0.91899,1.09089
HQ24_RS15200,1.86313,1.75328,1.78803,1.87485,2.11079,2.06707,2.40233,2.52815,2.61132,2.6403,2.56417,2.44556
HQ24_RS24660,0,0.630847,0,0.66769,0.658701,0.664228,0.881924,0.873282,0,1.23756,0.843317,0.651815
KanR,5.34825,5.30889,5.30547,4.82691,5.34266,5.08467,5.11859,5.2387,5.25047,5.1548,5.07081,5.03782
Spc,4.21499,4.28494,4.26735,4.05097,3.9953,4.0077,3.87342,3.98665,3.97357,3.83941,3.88247,3.76402
YFP,4.1715,4.25761,4.31795,4.8098,4.44974,4.757,3.68245,4.17277,3.88496,4.47792,4.50466,4.4681
aaeA,1.51832,1.75328,1.66544,1.81238,1.69562,1.72283,2.18162,1.96176,2.09787,1.98308,1.89557,1.92764
aaeB,1.75568,1.77767,1.73104,2.11918,2.06452,1.90603,2.51937,2.28441,2.45637,2.20932,2.24427,2.28292
aaeR,2.57614,2.4033,2.35684,2.48049,2.30912,2.42708,2.69444,2.63273,2.71013,2.74638,2.68307,2.68851
aaeX,1.65302,1.52816,1.58813,1.63351,1.50283,1.49318,1.67519,1.84245,1.61032,1.65159,1.74872,1.63171
aas,2.98071,3.0152,3.0305,3.08114,2.86063,2.8117,2.79832,2.81585,2.7998,2.83793,2.88007,2.85727
aat,2.72326,2.55374,2.56024,2.77948,3.09096,2.97027,2.47549,2.58138,2.50399,2.61399,2.65594,2.6854
abgR,2.08259,1.75328,2.0855,2.24631,2.31415,2.30593,2.04486,2.02978,2.05567,2.10759,2.14716,2.13927
abpA,2.28536,2.30962,2.11162,2.76881,2.64784,2.54767,2.45982,2.42528,2.3611,2.56651,2.65338,2.6462
abpB,2.22769,2.17124,2.02802,2.588,2.1187,2.24192,2.30868,2.26041,2.19062,2.3597,2.41678,2.45495
abrB,1.39775,1.03432,1.49402,1.36012,0.968492,1.30714,1.19209,1.3098,0.882412,1.22153,1.35974,1.17441
accA,3.17036,3.2388,3.23217,3.13607,3.41796,3.29902,3.19069,3.29481,3.28736,3.20112,3.17159,3.12181
accB,2.36716,2.38023,2.34218,2.39685,2.44105,2.37954,2.55763,2.49169,2.58966,2.46934,2.35268,2.33141
accC,2.75185,2.79226,2.63469,2.58492,2.42199,2.40499,2.83006,2.79111,2.89839,2.61925,2.52124,2.60966
accD,3.36172,3.38917,3.35512,2.98629,3.4911,3.14955,3.39294,3.44489,3.48144,3.24177,3.14333,3.09801
aceA,3.36096,3.52722,3.48001,3.75118,3.47708,3.60178,3.4078,3.27289,3.23744,3.32927,3.3611,3.36918
aceB,3.43261,3.58451,3.55916,3.64611,3.66033,3.65623,3.58361,3.45702,3.43933,3.43254,3.40076,3.42396
aceE,3.63699,3.55936,3.62532,3.40491,3.30948,3.44577,3.07307,3.17589,3.0353,3.2427,3.27706,3.35185
aceF,3.619,3.58191,3.57689,3.30534,2.96432,3.20908,2.94712,2.96362,2.92055,2.96063,3.06425,3.18871
aceK,2.79289,2.86787,2.84222,3.08864,2.53765,2.63474,2.45782,2.30992,2.35479,2.37257,2.43936,2.52584
ackA,3.86342,3.79665,3.82872,3.80552,3.14618,3.54253,3.00023,3.0863,2.9802,3.23675,3.45048,3.60383
acnA,3.91683,3.83218,3.87959,4.03246,3.36019,3.72833,3.64165,3.80577,3.72483,3.8829,4.0651,4.20264
acnB,4.14621,4.1229,4.12187,3.6628,3.99269,3.81864,3.98361,3.91059,3.9999,3.8016,3.64062,3.64291
acpH,2.28536,2.19909,2.22283,2.48441,2.87391,2.58325,2.62938,2.86683,2.81658,2.65136,2.56964,2.57885
acpP,3.46355,3.531,3.57515,3.94865,3.96563,3.94852,3.47108,3.66037,3.47691,3.83815,3.78455,3.80992
acpS,2.35199,2.48032,2.31129,2.04366,1.97623,1.82792,1.85227,1.71148,1.90599,1.60691,1.75383,1.65744
acpT,2.27626,2.30259,2.26041,2.75509,2.62768,2.48901,2.18539,2.36176,2.35479,2.33274,2.26667,2.3876
acrA,2.92045,2.92045,2.96106,3.01442,3.11255,2.97969,3.43122,3.44043,3.48828,3.39566,3.31938,3.29415
acrB,3.18079,3.23798,3.28965,3.12432,3.10775,3.03666,3.78013,3.79707,3.85597,3.69616,3.65882,3.67318
acrD,2.31995,2.22526,2.29498,2.29719,2.19074,2.17036,2.74381,2.51974,2.65005,2.49007,2.4736,2.4991
acrE,0,0.877846,0,0.572803,0.339599,0.764983,1.26032,0.873282,1.10034,0.86104,1.06505,0.728915
acrF,2.00413,2.02437,1.66544,2.3534,2.20059,2.14861,2.40233,2.13626,2.18124,2.12425,2.10853,2.13927
acrR,0.954067,1.14911,0.931839,1.43903,1.50283,1.37838,1.62367,1.85046,1.5735,1.79494,1.72766,1.73363
acrZ,2.43597,2.52922,2.56024,2.43489,2.50349,2.64434,1.59542,2.21492,1.90599,2.04857,2.16917,2.13375
acs,3.63175,3.63047,3.61906,4.11929,4.38804,4.28753,2.98024,3.49602,3.30483,3.80057,3.97824,4.03965
actP,3.10463,3.11312,3.15686,3.31944,3.33924,3.40777,2.34911,2.78929,2.59518,2.96093,3.12514,3.19358
actS,2.24778,2.19909,2.13626,2.34987,2.14159,2.28472,2.36922,2.4357,2.40854,2.44368,2.46282,2.34014
ada,3.02878,3.0152,3.06287,3.0654,3.26874,3.22183,2.89692,3.16909,3.11673,3.11883,3.22315,3.29874
add,3.4268,3.45076,3.36371,2.93186,3.36399,3.30736,2.94971,3.05229,3.02046,2.91383,2.87549,2.80421
adeD,2.396,2.56161,2.4591,2.51574,2.52707,2.68833,2.2914,2.31267,2.49945,2.44074,2.43726,2.37819
adeP,2.1957,2.30259,2.29498,1.86953,1.88586,1.74221,2.35928,2.25419,2.3611,2.02354,1.98471,1.97019
adeQ,2.29427,2.31654,2.4357,2.45482,2.27768,2.30333,2.09846,2.14035,2.19523,2.16702,2.2241,2.27295
adhE,4.74623,4.63254,4.64244,4.47198,4.24708,4.48901,3.51115,3.92812,3.74755,4.05668,4.2109,4.33543
adhP,3.74838,3.67655,3.65677,3.67252,3.89837,3.73454,3.53022,3.5868,3.5806,3.54679,3.56128,3.62038
adiA,2.18449,1.91831,1.20669,1.77408,1.73527,1.7128,1.5652,1.3098,1.69067,1.56457,1.68816,1.65744
adiC,2.00413,1.98204,1.83839,1.87485,1.70587,1.76974,1.8909,1.58571,1.61032,1.80783,1.82403,1.74739
adiY,1.83865,2.05046,1.66544,1.86953,1.80512,1.91248,1.54926,1.53959,1.61032,1.97162,1.85729,1.79237
adk,2.57614,2.63994,2.51261,2.47255,2.68978,2.47521,2.67906,2.76873,2.736,2.62445,2.50443,2.37181
adrA,2.78726,2.82324,2.81297,2.38882,2.33844,2.44247,2.09385,2.28148,2.22194,2.16516,2.19199,2.19584
aegA,1.94919,1.93514,2.20275,2.05778,2.15621,1.96659,2.16622,2.07931,2.18124,1.9887,1.98471,1.99386
aer,2.36716,2.20799,2.29498,2.5121,2.29369,2.32118,3.25944,3.06214,3.16656,3.04013,2.9937,2.98871
aes,2.06799,2.27329,1.66544,2.0847,2.25539,2.18084,1.74256,1.85046,1.77082,1.84435,1.91352,1.78622
agaB,0,0,0,0.964647,0.840653,0.974806,1.15348,1.21818,1.48892,1.66942,1.68816,1.80441
agaC,0.698812,0,0.931839,0.572803,1.06713,1.02701,1.19209,1.50587,1.24477,1.57192,1.50764,1.61367
agaD,1.65302,2.01071,1.78803,1.40917,1.24552,1.55571,1.43898,1.52305,1.55385,1.54949,1.61076,1.58512
agaI,0.954067,1.03432,0,1.19341,0.759137,0.764983,1.2908,1.25091,1.38378,1.13109,1.32024,1.28554
agaR,2.56683,2.71459,2.5865,2.68571,2.65015,2.63956,2.74069,2.85913,2.7847,2.63529,2.62358,2.54025
agaS,1.51832,1.60519,0.931839,1.66891,2.09865,2.01973,2.12941,2.47507,2.3611,2.57888,2.66225,2.65634
agaV,1.72408,1.69994,0.931839,1.85869,2.20382,2.13348,1.69883,2.08857,1.79455,2.2972,2.52124,2.61886
agn43,2.18449,2.16155,2.0855,2.26177,1.87911,1.98863,2.4998,2.1755,2.35795,2.15003,2.22753,2.41025
agp,3.73452,3.71984,3.73401,3.62547,3.79924,3.99141,2.67665,2.91656,2.80771,3.12295,3.30691,3.40368
ahpC,3.16207,3.1772,3.12855,3.04871,3.11532,3.12435,3.00367,3.11136,2.95301,3.24534,3.26029,3.31019
ahpF,3.05556,3.02605,3.04255,2.69381,2.78482,2.7312,3.09115,3.11911,3.18575,3.02242,3.03148,3.01836
ahr,3.62274,3.64359,3.6353,3.56682,3.73304,3.75008,3.33901,3.51118,3.492,3.52761,3.62818,3.62453
aidB,3.07644,3.08365,3.11618,3.27883,3.39286,3.31906,2.95929,3.13091,3.07702,3.07076,3.13178,3.14247
ais,1.56801,1.52816,1.66544,1.51798,1.43275,1.47603,1.60977,1.61395,1.46492,1.65159,1.50764,1.32308
alaA,2.25748,2.1311,2.15957,2.29317,1.89905,2.01973,2.94451,2.83269,2.91005,2.75171,2.69545,2.6367
alaC,3.55089,3.62814,3.59308,3.04407,3.64381,3.70512,3.19511,3.33037,3.3644,3.18932,3.26455,3.26882
alaE,3.56906,3.75572,3.74887,2.77284,3.30796,3.25768,1.86814,1.8956,1.82789,1.85206,1.93076,1.95367
alaS,3.24655,3.22632,3.19614,3.07217,3.24771,3.09171,3.48636,3.47035,3.58995,3.32233,3.22931,3.21255
aldA,4.13043,4.13097,4.11963,4.18886,4.40945,4.33962,2.56395,3.20907,2.98544,3.4669,3.55176,3.62165
aldB,3.80903,3.86014,3.86059,4.43829,4.37085,4.29727,2.85964,3.19959,2.99501,3.41449,3.65322,3.74735
alkA,2.3442,2.4033,2.44756,2.72253,2.62157,2.51376,2.303,2.33919,2.28229,2.19912,2.21189,2.27092
alkB,2.33626,2.17124,2.22283,2.47255,2.4887,2.51376,2.24816,2.4146,2.53656,2.40586,2.55624,2.55526
allA,1.86313,1.95134,2.0855,1.51798,1.78022,1.69204,1.5652,1.50587,1.55385,1.4833,1.54205,1.60436
allB,2.00413,1.88255,1.9244,2.05429,1.97623,2.0534,2.2514,2.00272,2.2176,2.16143,2.18451,2.12532
allC,2.23785,2.12046,1.88352,1.88531,2.02748,2.04404,1.96543,1.86603,2.12026,1.94467,1.92395,1.8548
allD,1.11376,1.14911,0,1.07765,1.27384,1.0736,1.31928,0.688563,1.154,1.04213,1.0395,0.79437
allE,2.26697,2.23364,2.27804,1.92477,2.32158,2.38819,1.98372,2.07931,1.94034,2.16886,2.01913,2.03064
allR,3.84397,3.8683,3.83595,3.77332,3.84188,3.96414,3.24595,3.66804,3.42712,3.6916,3.88866,3.946
allS,1.32203,1.03432,0,1.55266,1.6284,1.61036,1.26032,1.18277,0.776048,1.446,1.38421,1.35764
alr,1.69,1.69994,1.73104,1.97377,1.87911,1.75158,2.65174,2.3314,2.44101,2.22092,2.09716,2.16848
alsA,1.65302,1.75328,0,1.32406,1.14747,1.25219,1.73204,1.46931,1.35297,1.60691,1.46039,1.61367
alsB,2.08259,2.18073,1.88352,2.10696,1.81311,1.97775,1.95916,1.85046,1.90599,2.02867,2.0327,1.99768
alsC,1.39775,1.37874,1.58813,1.24146,1.14747,1.22187,1.62367,1.18277,1.31981,1.45563,1.21112,1.24443
alsE,1.39775,1.23981,0.931839,1.37709,1.34915,1.3559,1.54926,1.05503,1.35297,1.13109,1.19303,1.40481
alsK,1.78514,1.99661,1.20669,1.91524,1.95391,1.95513,1.85227,1.64046,1.46492,1.56457,1.71117,1.78622
alsR,2.40974,2.53755,2.54181,2.37899,2.4611,2.45181,1.86028,1.91653,1.83845,1.8922,1.98769,1.94944
alx,2.06799,2.05046,1.83839,1.9341,1.99225,1.88608,2.73012,2.81841,2.85742,2.39395,2.24097,2.21239
amiA,2.33626,2.19909,2.26041,2.54271,2.65927,2.54767,3.07598,3.08951,3.08656,3.00717,2.98305,2.99335
amiB,2.96406,2.95491,2.93521,3.04906,3.01642,3.00421,3.18056,3.30993,3.38475,3.2312,3.23117,3.28306
amiC,2.06799,2.01071,2.15957,2.32244,2.19074,2.06256,3.25849,2.97567,3.11838,2.95008,2.85061,2.76051
amiD,3.02552,3.01657,3.14995,3.29641,3.39431,3.44745,3.03235,3.17514,3.08597,3.20622,3.30234,3.31425
amn,3.11674,3.04824,2.97517,3.14269,2.35009,2.75392,2.20734,2.4357,2.25115,2.66628,2.81062,2.85621
ampC,1.46221,1.31481,0.931839,1.83033,1.83624,1.77855,2.00127,2.11523,2.10921,2.22092,2.11521,1.99386
ampD,2.38182,2.48032,2.32701,2.23491,2.56513,2.34072,1.82733,1.87361,2.03625,1.92249,2.01913,1.81612
ampE,2.81205,2.61652,2.59491,2.51332,2.99036,2.6174,2.31984,2.3832,2.28974,2.13634,2.12612,2.18855
ampG,2.05288,1.93514,1.96175,1.70165,1.41331,1.02701,2.03437,2.11523,2.06815,1.79056,1.6447,1.55455
ampH,2.24778,2.28819,2.24203,2.83796,2.7569,2.63352,2.37167,2.43981,2.243,2.43975,2.53238,2.53477
amtB,2.50631,2.43052,2.52256,2.17563,2.09865,2.23283,2.48122,2.41675,2.42508,2.26592,2.27132,2.19584
amyA,3.50018,3.45923,3.47455,3.67311,3.3155,3.5051,3.39918,3.38623,3.34108,3.45847,3.52953,3.51657
anmK,2.49535,2.64319,2.61921,2.37063,2.44477,2.43867,2.51762,2.52144,2.58407,2.50732,2.50533,2.46545
ansA,1.98658,1.77767,1.20669,2.05778,1.85101,1.72283,2.27644,2.37853,2.31485,2.28609,2.19751,2.15544
ansB,2.25748,2.1311,2.13626,1.91524,2.08617,2.02962,2.76308,2.60012,2.69587,2.63403,2.55943,2.59356
ansP,1.86313,1.91831,1.66544,1.51798,1.57701,1.59733,2.32531,1.95558,2.18595,1.87803,1.86913,1.76072
apaG,2.86014,2.84206,2.83268,2.97299,2.67042,2.82678,2.69676,2.88184,2.75916,2.74295,2.93192,2.76116
apaH,3.06463,2.9339,2.87838,3.19911,2.81738,2.89983,2.86202,2.90412,2.94573,2.92979,2.99312,3.01908
apbC,2.92871,2.95805,2.92364,2.99279,2.70222,2.80683,2.951,3.02079,3.04514,3.02396,2.96749,3.00771
apbE,1.11376,1.03432,1.37369,1.43903,1.32547,1.37838,2.53137,2.34684,2.5803,2.19912,1.96016,1.88047
aphA,1.78514,1.6706,1.88352,1.92477,2.30912,1.99397,1.92637,2.00827,2.14671,1.98308,1.86522,1.57517
appA,2.40292,2.08687,2.37102,2.47654,2.60013,2.48389,2.19283,2.21833,2.2347,2.30401,2.32495,2.41318
appB,2.38182,2.15164,2.24203,2.14265,1.78868,1.88608,1.86028,1.84245,1.74571,1.77257,1.94733,2.03064
appC,2.50631,2.54572,2.38475,2.44354,2.01273,2.20107,2.02902,1.78188,1.89696,1.80783,2.09485,2.37661
appY,1.23026,1.75328,1.49402,2.32433,2.09453,2.1138,1.31928,1.44981,1.64426,1.84822,1.89922,1.76072
apt,1.83865,1.96696,1.73104,2.02907,1.99225,1.77855,2.58238,2.20452,2.34514,2.0558,1.8153,1.80441
aqpZ,3.54101,3.53058,3.4854,3.49609,3.47364,3.44987,2.63474,2.78006,2.68113,2.77697,2.74792,2.74034
araA,2.517,2.24187,2.65691,2.46717,2.4611,2.61992,1.82733,1.7725,1.81706,1.85587,1.96016,2.18609
araB,2.56683,2.37427,2.44756,2.46035,2.78398,2.74835,1.7727,1.87361,1.67574,1.81621,2.00226,2.17611
araC,2.81737,2.78996,2.88269,2.87809,3.22715,3.20551,2.53474,2.78838,2.68262,2.74686,2.93628,2.99945
araD,2.05288,2.09835,1.88352,1.92946,2.32158,2.2204,2.00127,2.22507,2.18595,2.11182,2.02461,2.17863
araE,2.69964,2.75889,2.71116,2.22558,2.33369,2.31107,2.7025,2.781,2.76414,2.56651,2.5758,2.57584
araF,2.43597,2.45614,2.53229,2.75439,3.14581,3.0109,2.37411,2.26654,2.32177,2.29994,2.28499,2.39222
araG,2.64424,2.51207,2.4591,2.67912,2.67805,2.86269,2.34132,2.20452,2.17647,2.3013,2.2924,2.35876
araH,2.69964,2.61994,2.67806,2.85045,2.32158,2.75851,2.29723,2.28441,2.33194,2.36677,2.47263,2.53144
araJ,2.52743,2.55374,2.4591,2.62433,2.50187,2.56796,2.07491,2.27557,2.14155,2.1481,2.21012,2.26273
arcA,4.08377,4.16901,4.1849,4.174,4.63044,4.41796,3.90373,4.16056,4.03161,4.17527,4.27056,4.32185
arcB,3.48167,3.40847,3.49494,3.25875,2.93483,3.18137,2.55121,2.6751,2.5803,2.71869,2.85706,2.90595
arcC,2.49535,2.5334,2.56917,2.27671,2.28576,2.38172,2.01258,2.23826,2.07426,2.15195,2.26354,2.2372
arfA,1.72408,1.98204,1.96175,2.29518,2.33369,2.31616,2.31707,2.41025,2.37649,2.64092,2.54241,2.45495
arfB,2.05288,2.03761,1.83839,2.18089,2.15621,2.16323,2.42235,2.34684,2.41134,2.2494,2.20296,2.1659
argA,3.31304,3.40569,3.28286,2.97803,2.17382,2.18769,2.57936,2.5129,2.51949,2.43578,2.36653,2.31339
argB,3.30965,3.38392,3.32361,2.64815,2.21963,2.058,2.55921,2.60851,2.70448,2.56429,2.43831,2.35876
argC,3.32388,3.41726,3.39517,2.67242,1.61611,1.47603,1.78229,1.60006,1.74571,1.6921,1.54205,1.43363
argD,3.34084,3.37919,3.37767,2.9984,2.2258,2.23283,2.83261,2.86759,2.88641,2.87063,2.79704,2.78849
argE,3.13493,3.16375,3.23978,2.98711,3.22958,3.20648,2.56551,2.71043,2.70306,2.79608,2.83446,2.81011
argF,3.39162,3.47141,3.41955,2.96875,1.98697,1.91248,2.53809,2.34684,2.54893,2.38395,2.24097,2.12247
argG,3.42939,3.52637,3.51342,3.13229,3.17842,3.0109,3.12218,3.15908,3.16509,3.19785,3.08559,3.03752
argH,3.6764,3.70523,3.69014,2.91771,2.91085,2.74742,3.23404,3.34761,3.38296,3.13864,3.05824,2.99526
argO,1.61259,1.43446,1.73104,1.56363,1.45136,1.18928,2.86044,2.92798,3.00862,2.77969,2.64433,2.53255
argP,2.58975,2.63994,2.75363,2.55059,2.99922,2.74835,2.45177,2.42948,2.42777,2.33526,2.35396,2.2648
argR,2.83549,2.95962,2.93521,3.14752,2.95127,2.89785,2.85324,3.09856,2.9127,3.05691,3.10343,3.18254
argS,2.90126,2.78996,2.82784,2.78732,2.95357,2.83144,2.89105,2.8124,2.8993,2.75982,2.67947,2.70524
argT,3.07352,3.15389,3.04845,3.69956,3.83957,3.76481,2.98976,3.05823,3.01074,3.24052,3.33962,3.39629
ariR,2.16117,2.07507,2.42351,2.81973,2.86063,3.02049,3.28135,3.60097,3.26605,3.82861,3.73514,3.63421
arnA,2.54263,2.51207,2.4591,2.86313,1.9423,2.0534,2.3115,2.36419,2.28229,2.43278,2.53238,2.59066
arnB,2.58526,2.64641,2.56024,2.946,2.4521,2.46457,2.93926,2.97089,2.9749,3.10325,3.02852,3.0051
arnC,2.31156,2.14149,2.24203,2.56916,1.27384,1.64726,2.13786,2.12377,2.12568,2.33021,2.40333,2.44284
arnD,1.65302,1.69994,1.78803,2.23951,1.64035,1.45818,2.15024,2.0245,1.84877,1.9859,1.94078,1.99768
arnE,1.78514,1.82271,1.83839,2.4857,2.21652,2.17388,1.76288,1.80888,1.86869,1.84044,1.89189,1.98218
arnF,1.69,1.43446,1.73104,2.15113,1.82867,1.79564,1.60977,1.52305,1.74571,1.77257,1.67006,1.80441
arnT,2.11039,2.08687,2.38475,2.57659,2.29106,2.28472,2.05002,2.03499,1.97217,1.95685,2.00796,2.10796
aroA,2.35199,2.41984,2.4357,2.34987,2.08617,2.03448,2.13786,2.16793,2.25915,2.17798,2.14095,2.13095
aroB,3.11541,3.19207,3.09564,3.20681,3.27315,3.12514,3.10717,3.10567,3.19687,3.05476,3.01314,2.99335
aroC,2.3442,2.34314,2.22283,2.58077,2.695,2.62243,2.75406,2.66061,2.76538,2.60056,2.48507,2.45362
aroD,2.06799,2.26564,1.73104,1.99031,2.50187,2.34783,2.24816,2.29308,2.28604,2.29583,2.12612,1.99768
aroE,3.04473,3.06692,3.03354,3.08735,3.1316,3.1432,2.93057,3.00994,3.02727,2.91516,2.91262,2.92255
aroF,3.07935,3.06935,2.96818,2.99999,2.98293,3.14245,2.88435,2.78654,2.75916,2.90207,2.98959,3.00435
aroG,2.89022,3.09408,2.92364,3.01057,3.3423,3.17477,3.16394,3.31486,3.28326,3.06891,2.98722,2.91016
aroH,2.16117,1.99661,2.02802,2.01398,2.28842,2.08032,2.50881,2.40806,2.47605,2.36088,2.18263,2.13652
aroK,2.84054,2.85416,2.86962,2.90654,3.07996,2.91346,2.92582,2.87214,2.89839,2.84108,2.71029,2.72636
aroL,2.35199,2.06294,2.11162,1.90053,2.10678,1.95513,2.11641,2.30992,2.19523,2.15003,2.08784,1.96201
aroM,2.55731,2.63006,2.70474,2.9011,2.58833,2.56654,2.47741,2.48254,2.50173,2.52391,2.5758,2.64705
aroP,3.0139,3.0152,2.99551,2.60801,3.02184,2.93708,2.90199,3.09945,3.04058,2.92432,2.94257,2.95605
arsB,1.83865,2.02437,2.24203,2.01012,2.12647,2.08893,1.95916,2.04015,2.05567,1.92894,1.84921,1.78622
arsC,2.36716,2.25786,2.37102,2.50348,2.44661,2.46277,2.27948,2.06504,2.25517,2.18158,2.23765,2.2261
arsR,0.954067,1.31481,0,1.24146,1.43275,1.15403,1.2908,1.3365,1.41255,1.36014,1.24519,0.987391
artJ,4.0202,4.04134,4.0484,3.64124,3.13951,3.31172,3.07015,3.32428,3.29032,3.27173,3.30335,3.3863
artM,3.38666,3.44823,3.43185,3.17434,2.09865,2.35713,2.73964,2.77159,2.94409,2.55454,2.57809,2.58479
artP,3.71522,3.74639,3.70912,3.52045,3.33019,3.29902,2.96555,3.13174,3.12437,3.20043,3.2825,3.30778
artQ,3.34005,3.40119,3.34929,3.23263,2.25539,2.4481,2.81712,2.91519,3.03992,2.67498,2.72247,2.78787
ascB,2.76098,2.80803,2.83748,2.94958,2.78819,3.01039,2.3115,2.46939,2.42237,2.63718,2.90083,3.00134
ascF,2.97523,2.98093,2.95383,2.87174,3.13501,3.18719,2.33071,2.62614,2.46878,2.7454,2.91822,3.03821
ascG,2.1957,2.26564,2.32701,2.21119,2.40001,2.31362,2.46576,2.39468,2.51291,2.44758,2.41011,2.24802
asd,2.98071,2.98976,3.02123,3.06197,3.10209,3.02939,3.00367,2.95498,2.91446,2.94917,2.90516,2.86919
aslA,2.12366,2.26564,2.29498,2.22321,2.24379,2.19108,2.41798,2.3181,2.243,2.3238,2.43831,2.49427
aslB,1.23026,1.03432,0,1.46697,1.21523,1.39974,1.92637,1.42939,1.74571,1.39436,1.5165,1.54387
asmA,2.64816,2.68035,2.67806,2.76132,2.74871,2.67637,2.71264,2.67629,2.79865,2.69245,2.67033,2.68305
asnA,3.34478,3.33286,3.25096,2.73876,3.058,3.10506,2.72365,2.94105,2.89839,2.54145,2.44145,2.50029
asnB,2.97339,2.97795,3.0657,2.60801,2.64668,2.74835,2.68147,2.65815,2.63862,2.57672,2.50623,2.50268
asnC,1.72408,1.69994,1.37369,2.21844,2.35009,2.37954,2.18162,2.66306,2.50173,2.62958,2.67644,2.55315
asnS,3.85984,3.87461,3.89614,3.1352,3.59979,3.43108,3.33504,3.41719,3.44063,3.22831,3.12449,3.14842
aspA,4.17255,4.17892,4.18232,4.10614,4.14135,4.22216,2.44563,2.69709,2.47364,2.78373,3.07915,3.27187
aspC,2.58526,2.58069,2.5865,2.6148,2.89931,2.6514,2.77483,2.67033,2.67812,2.50647,2.42008,2.3453
aspS,3.30105,3.29922,3.33285,2.9478,3.25864,3.08012,3.24136,3.14603,3.2734,3.06354,2.95007,2.94244
asr,1.83865,1.52816,1.78803,2.32807,1.66331,2.058,0.9515,1.14422,0.967783,1.43615,1.35974,1.44736
astA,3.41827,3.37019,3.40431,3.6332,3.98375,4.09042,2.80827,2.92264,2.90917,3.06448,3.24907,3.37304
astB,3.36172,3.27499,3.28457,3.63541,3.20072,3.69657,2.46968,2.4479,2.3611,2.59919,2.89242,3.08947
astC,3.56482,3.48698,3.49284,3.85391,4.52181,4.43779,3.28225,3.37405,3.34239,3.40667,3.5086,3.57014
astD,3.47938,3.41124,3.43063,3.69574,3.55397,3.90919,2.68385,2.74209,2.68856,2.85724,3.07481,3.26184
astE,3.08223,3.07894,3.1334,3.44726,2.8358,3.41928,2.02361,1.94295,1.89696,2.22741,2.52642,2.7313
atoB,2.09671,1.96696,2.11162,1.73209,1.65198,1.65889,1.74256,1.88839,1.82789,1.79928,1.82403,1.82753
atoC,2.21729,2.01071,1.78803,2.34631,1.88586,2.31616,1.59542,1.64046,1.66029,1.74899,1.78801,1.83865
atoE,1.51832,1.14911,1.20669,1.19341,1.27384,1.3322,1.15348,1.18277,1.28391,1.38325,1.26128,1.41946
atoS,2.36716,2.43052,2.20275,2.40316,2.43919,2.57218,1.58057,1.7725,1.43952,1.77714,1.90284,2.00522
atpA,3.18421,3.18562,3.08228,3.0055,2.81026,2.68076,3.1984,2.93652,2.99574,2.86175,2.7606,2.79217
atpB,3.02878,2.88115,3.0181,2.79311,2.67588,2.64552,2.95292,2.75611,2.77756,2.76964,2.5901,2.64018
atpC,2.88346,2.79909,3.02434,2.61577,2.56232,2.38604,2.70816,2.67033,2.68262,2.51236,2.46578,2.60311
atpD,3.32961,3.3084,3.27943,2.9944,2.97427,2.92419,3.11957,2.95248,3.08597,2.83753,2.79241,2.91063
atpE,2.63629,2.51642,2.61126,2.49086,2.21338,2.1138,2.49798,2.35931,2.37649,2.19567,2.01913,2.04792
atpF,2.78442,2.74887,2.77616,2.74308,2.57757,2.45733,2.83261,2.61537,2.74255,2.57383,2.4648,2.52244
atpG,2.87428,2.8717,2.82294,2.63087,2.45392,2.44247,2.74381,2.50769,2.62176,2.49964,2.45277,2.52471
atpH,2.69265,2.66525,2.83268,2.49721,2.29106,2.00961,2.80106,2.53966,2.71013,2.27756,2.14303,2.20538
atpI,2.54758,2.485,2.4357,2.20132,2.26107,2.07595,2.41134,2.30716,2.47121,2.20084,2.11741,2.04109
avtA,2.76098,2.70907,2.72372,2.5461,2.5286,2.29809,2.86281,2.82519,2.91882,2.66037,2.58564,2.52471
azoR,1.78514,1.93514,1.78803,1.69369,2.16334,2.10975,1.72125,2.00827,1.84877,1.78166,1.81087,1.62278
azuC,0.954067,1.14911,0,1.19341,1.10915,1.42011,1.88344,1.82599,1.55385,1.43615,1.46039,1.24443
bacA,2.27626,2.2808,2.24203,2.49214,2.33129,2.26242,2.51937,2.52144,2.44361,2.31861,2.35396,2.34014
baeR,2.66726,2.68035,2.59491,2.63272,2.71926,2.70825,2.35928,2.61401,2.54893,2.54067,2.59232,2.61704
