group,names,scores,logfoldchanges,pvals,pvals_adj
2,SCG2,0.34787026,0.823928,0.72793761387327,0.9999437191164053
2,COX15,0.34775493,-0.07406297,0.7280242447048251,0.9999437191164053
2,NEU3,0.34742358,0.15628059,0.7282731153397117,0.9999437191164053
2,AMBRA1,0.34726867,0.13126649,0.7283894913041464,0.9999437191164053
2,UGGT1,0.34723023,-0.105748296,0.7284183739002166,0.9999437191164053
2,TKT,0.34689322,-0.0030586035,0.7286715378564701,0.9999437191164053
2,WDR19,0.34684008,-0.022118036,0.728711469102615,0.9999437191164053
2,BMP8B,0.34654266,1.1010464,0.7289349277423183,0.9999437191164053
2,RP11-172H24.4,0.3463425,0.50951725,0.7290853292239095,0.9999437191164053
2,REM2,0.34567982,1.1906915,0.7295833429666576,0.9999437191164053
2,WNT9A,0.3451834,0.30404928,0.7299565031106245,0.9999437191164053
2,KIAA0922,0.34498549,0.54793924,0.7301052749865856,0.9999437191164053
2,JPH1,0.34487242,1.3095953,0.7301902920478592,0.9999437191164053
2,GALR2,0.3447356,1.2999942,0.7302931671251583,0.9999437191164053
2,RP1-32I10.10,0.3445897,2.389315,0.7304028492051058,0.9999437191164053
2,ESR2,0.34441894,1.110063,0.7305312437602156,0.9999437191164053
2,RP11-634H22.1,0.34430924,0.09228982,0.7306137263654118,0.9999437191164053
2,DANT1,0.34424818,0.33062172,0.7306596458666768,0.9999437191164053
2,CTD-2589H19.6,0.34360248,0.6430136,0.7311452611150322,0.9999437191164053
2,P2RY11,0.3435776,0.18513067,0.7311639734917083,0.9999437191164053
2,RP11-95P2.3,0.34356856,0.33056384,0.7311707780319747,0.9999437191164053
2,DOC2A,0.34326547,0.79301596,0.7313987423497137,0.9999437191164053
2,SLC19A3,0.3423936,0.14245307,0.7320546972645692,0.9999437191164053
2,PSD3,0.3422907,-0.07366344,0.7321321315923325,0.9999437191164053
2,ETV6,0.34213465,-0.017994171,0.732249564678279,0.9999437191164053
2,PLCG1,0.34185195,0.12044154,0.732462321742731,0.9999437191164053
2,LNP1,0.3416857,0.11665189,0.7325874324978339,0.9999437191164053
2,MAP3K12,0.34163028,0.827653,0.7326291376622291,0.9999437191164053
2,ZBTB3,0.34135097,0.07950602,0.7328393777537644,0.9999437191164053
2,AC133644.2,0.34129217,1.0489866,0.7328836413805373,0.9999437191164053
2,HAGHL,0.3411135,-0.10673296,0.7330181401577962,0.9999437191164053
2,MINPP1,0.34110445,-0.094264306,0.7330249504405428,0.9999437191164053
2,RP1-315G1.3,0.3401636,1.8910303,0.7337333344997332,0.9999437191164053
2,PDCD4-AS1,0.3399442,0.44568142,0.733898543211259,0.9999437191164053
2,ZDHHC8,0.33971238,0.15185693,0.7340731328160566,0.9999437191164053
2,LINC01560,0.33963662,0.42211208,0.734130196790564,0.9999437191164053
2,ANK3,0.33913565,0.02058887,0.7345075373228026,0.9999437191164053
2,VCX2,0.33875456,0.85363,0.7347946316402372,0.9999437191164053
2,KCNAB1,0.33869576,0.4789131,0.7348389343619632,0.9999437191164053
2,LMTK2,0.3385386,0.18368472,0.73495736327639,0.9999437191164053
2,LINC00460,0.33852386,1.3209349,0.7349684396842229,0.9999437191164053
2,BBOX1-AS1,0.3378906,1.7450576,0.7354456295552876,0.9999437191164053
2,LINC00847,0.33781144,-0.08589109,0.7355052854728334,0.9999437191164053
2,CREBL2,0.3377662,-0.09450624,0.7355393752848369,0.9999437191164053
2,RP5-906C1.1,0.3376045,6.3756576,0.7356612506216587,0.9999437191164053
2,TTLL11,0.33718383,0.37693787,0.7359783281142427,0.9999437191164053
2,PTPN13,0.33703795,0.36075538,0.7360882929116858,0.9999437191164053
2,INA,0.33686492,-0.06702672,0.7362187232850778,0.9999437191164053
2,TDRD7,0.33643633,0.2169561,0.7365418482498095,0.9999437191164053
2,RP1-191J18.66,0.3363832,0.5731608,0.7365819224042611,0.9999437191164053
2,RP11-62F24.2,0.33631194,0.48008642,0.7366356399478922,0.9999437191164053
2,RAP2C,0.3357963,-0.10235539,0.7370244910027367,0.9999437191164053
2,RP11-323J4.1,0.33448565,1.4083823,0.7380131236362044,0.9999437191164053
2,LHFPL4,0.33408418,0.41322762,0.7383160271575974,0.9999437191164053
2,RIPK4,0.3339519,-0.12240751,0.7384158662358162,0.9999437191164053
2,ALPK2,0.33372006,1.6697352,0.738590808589392,0.9999437191164053
2,RP11-73E17.2,0.33334574,0.37057593,0.7388733050531149,0.9999437191164053
2,SORBS1,0.33288664,0.43301103,0.7392198594221662,0.9999437191164053
2,LMO1,0.3322692,0.32230794,0.7396859988031903,0.9999437191164053
2,MCPH1,0.33220813,-0.031402986,0.7397321057000514,0.9999437191164053
2,PANK4,0.33191073,0.3477793,0.7399566767328573,0.9999437191164053
2,RP1-292L20.3,0.33181345,0.09926969,0.7400301154174613,0.9999437191164053
2,STARD3,0.33158955,-0.06452431,0.7401992041877883,0.9999437191164053
2,BIVM,0.33151945,-0.04586197,0.7402521537579203,0.9999437191164053
2,RP3-475N16.1,0.33135775,0.8615357,0.7403742840719205,0.9999437191164053
2,AF213884.2,0.33135435,1.3981016,0.7403768463164376,0.9999437191164053
2,PAEP,0.33088505,2.1740305,0.7407313178877187,0.9999437191164053
2,AC144652.1,0.3307437,0.18582532,0.740838097223921,0.9999437191164053
