X,Y
1011,1
1041,0.998239436619718
1071,0.996478873239437
1071,0.994718309859155
1071,0.992957746478873
1071,0.991197183098592
1071,0.98943661971831
1086,0.987676056338028
1086,0.985915492957746
1086,0.984154929577465
1086,0.982394366197183
1086,0.980633802816901
1086,0.97887323943662
1086,0.977112676056338
1086,0.975352112676056
1086,0.973591549295775
1086,0.971830985915493
1086,0.970070422535211
1086,0.96830985915493
1086,0.966549295774648
1086,0.964788732394366
1086,0.963028169014085
1101,0.961267605633803
1101,0.959507042253521
1101,0.957746478873239
1101,0.955985915492958
1101,0.954225352112676
1101,0.952464788732394
1101,0.950704225352113
1101,0.948943661971831
1101,0.947183098591549
1101,0.945422535211268
1101,0.943661971830986
1101,0.941901408450704
1101,0.940140845070423
1101,0.938380281690141
1101,0.936619718309859
1101,0.934859154929577
1101,0.933098591549296
1101,0.931338028169014
1101,0.929577464788732
1101,0.927816901408451
1101,0.926056338028169
1101,0.924295774647887
1101,0.922535211267606
1101,0.920774647887324
1101,0.919014084507042
1101,0.917253521126761
1101,0.915492957746479
1101,0.913732394366197
1101,0.911971830985915
1101,0.910211267605634
1101,0.908450704225352
1101,0.90669014084507
1101,0.904929577464789
1101,0.903169014084507
1101,0.901408450704225
1101,0.899647887323944
1101,0.897887323943662
1101,0.89612676056338
1101,0.894366197183099
1101,0.892605633802817
1101,0.890845070422535
1101,0.889084507042254
1101,0.887323943661972
1116,0.88556338028169
1116,0.883802816901408
1116,0.882042253521127
1116,0.880281690140845
1116,0.878521126760563
1116,0.876760563380282
1116,0.875
1116,0.873239436619718
1116,0.871478873239437
1116,0.869718309859155
1116,0.867957746478873
1116,0.866197183098592
1116,0.86443661971831
1116,0.862676056338028
1116,0.860915492957746
1116,0.859154929577465
1116,0.857394366197183
1116,0.855633802816901
1116,0.85387323943662
1116,0.852112676056338
1116,0.850352112676056
1116,0.848591549295775
1116,0.846830985915493
1116,0.845070422535211
1116,0.84330985915493
1116,0.841549295774648
1116,0.839788732394366
1116,0.838028169014085
1116,0.836267605633803
1116,0.834507042253521
1116,0.832746478873239
1116,0.830985915492958
1116,0.829225352112676
1116,0.827464788732394
1116,0.825704225352113
1116,0.823943661971831
1116,0.822183098591549
1116,0.820422535211268
1116,0.818661971830986
1116,0.816901408450704
1116,0.815140845070423
1116,0.813380281690141
1116,0.811619718309859
1116,0.809859154929577
1116,0.808098591549296
1116,0.806338028169014
1116,0.804577464788732
1116,0.802816901408451
1116,0.801056338028169
1116,0.799295774647887
1116,0.797535211267606
1116,0.795774647887324
1116,0.794014084507042
1116,0.792253521126761
1116,0.790492957746479
1116,0.788732394366197
1116,0.786971830985915
1116,0.785211267605634
1116,0.783450704225352
1116,0.78169014084507
1116,0.779929577464789
1116,0.778169014084507
1116,0.776408450704225
1116,0.774647887323944
1116,0.772887323943662
1116,0.77112676056338
1116,0.769366197183099
1116,0.767605633802817
1116,0.765845070422535
