X,Y
1017,1
1047,0.999120492524186
1047,0.998240985048373
1047,0.997361477572559
1047,0.996481970096746
1062,0.995602462620932
1062,0.994722955145119
1062,0.993843447669305
1062,0.992963940193492
1062,0.992084432717678
1062,0.991204925241865
1062,0.990325417766051
1062,0.989445910290237
1062,0.988566402814424
1062,0.98768689533861
1062,0.986807387862797
1077,0.985927880386983
1077,0.98504837291117
1077,0.984168865435356
1077,0.983289357959543
1077,0.982409850483729
1077,0.981530343007916
1077,0.980650835532102
1077,0.979771328056289
1077,0.978891820580475
1077,0.978012313104661
1077,0.977132805628848
1077,0.976253298153034
1077,0.975373790677221
1077,0.974494283201407
1077,0.973614775725594
1077,0.97273526824978
1077,0.971855760773967
1077,0.970976253298153
1077,0.97009674582234
1077,0.969217238346526
1077,0.968337730870712
1077,0.967458223394899
1077,0.966578715919085
1077,0.965699208443272
1077,0.964819700967458
1077,0.963940193491645
1077,0.963060686015831
1077,0.962181178540018
1077,0.961301671064204
1077,0.96042216358839
1077,0.959542656112577
1077,0.958663148636763
1077,0.95778364116095
1077,0.956904133685136
1077,0.956024626209323
1092,0.955145118733509
1092,0.954265611257696
1092,0.953386103781882
1092,0.952506596306069
1092,0.951627088830255
1092,0.950747581354441
1092,0.949868073878628
1092,0.948988566402814
1092,0.948109058927001
1092,0.947229551451187
1092,0.946350043975374
1092,0.94547053649956
1092,0.944591029023747
1092,0.943711521547933
1092,0.94283201407212
1092,0.941952506596306
1092,0.941072999120492
1092,0.940193491644679
1092,0.939313984168865
1092,0.938434476693052
1092,0.937554969217238
1092,0.936675461741425
1092,0.935795954265611
1092,0.934916446789798
1092,0.934036939313984
1092,0.933157431838171
1092,0.932277924362357
1092,0.931398416886544
1092,0.93051890941073
1092,0.929639401934916
1092,0.928759894459103
1092,0.927880386983289
1092,0.927000879507476
1092,0.926121372031662
1092,0.925241864555849
1092,0.924362357080035
1092,0.923482849604222
1092,0.922603342128408
1092,0.921723834652595
1092,0.920844327176781
1092,0.919964819700967
1092,0.919085312225154
1092,0.91820580474934
1092,0.917326297273527
1092,0.916446789797713
1092,0.9155672823219
