,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CDN75_RS00290,100.32615542065669,1.528809780519463,0.16651542365001168,9.18119022855668,4.263524950063034e-20,2.1552268395107869e-19
CDN75_RS00595,0.9999270795595864,5.679753276863538,3.9597803868578105,1.4343606771007245,0.15146936310862474,0.19260478366419234
CDN75_RS00600,0.95050639310258,5.634202526432743,3.9608822623153253,1.4224615005696437,0.15489232033759484,0.1960698092250771
CDN75_RS00615,8.418852574315077,-3.041606970782701,0.7516557878033923,-4.046542340439322,5.197972630954555e-05,9.929047720279122e-05
CDN75_RS00685,29.19173137677414,-1.4415277413671561,0.3016694326947143,-4.7785011841950995,1.7660672325327471e-06,3.8139631029734213e-06
CDN75_RS01980,279.5038038642644,-1.3191515034518106,0.30111502606406165,-4.380888993467778,1.1819607901848968e-05,2.3933042829400558e-05
CDN75_RS02765,3.2835442977746068,-1.2256743023432057,0.772922395048992,-1.585766320389146,0.11279232837883328,0.1476871342467162
CDN75_RS05190,7.405314732402611,2.7478406783189757,0.6547350791920264,4.19687407265537,2.7062430563307026e-05,5.3079742272510876e-05
CDN75_RS05665,10609.206702595735,-2.8679403211200802,0.16810330386201722,-17.0605827204571,2.916315362816291e-65,8.449485517636193e-64
CDN75_RS07125,1.9850061416990683,0.6733082842590327,1.0514764211435588,0.6403455852360054,0.5219479507958864,0.5846521285899952
CDN75_RS07385,2.249671359258513,-4.284103030384045,1.866645831665804,-2.2950808116400365,0.021728493520782485,0.032201135094135934
CDN75_RS07395,0.3867695264277611,-1.3609902883562264,2.3024083835360702,-0.5911159367244827,0.5544427424615219,0.6164123922756606
CDN75_RS09705,0.44092210876005666,-1.11232518776708,2.291538897710492,-0.48540532690866356,0.627388854456955,0.6842945135651023
CDN75_RS10005,1.4502532747996553,-3.313859927087399,1.772109251902922,-1.8700088177570984,0.06148259337687587,0.08434075488019484
CDN75_RS10700,20.43978849777997,1.8553711783135092,0.27582156113356987,6.726708277222113,1.7354417679802473e-11,5.1775411972154305e-11
CDN75_RS12755,96.6668958881412,-1.730888528117288,0.20910645268465802,-8.27754718180575,1.2573831982396254e-16,5.130551291871893e-16
