,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CDN75_RS00290,100.32615542065669,1.5334624411818323,0.15538324354192032,9.868904820281504,5.678115411988764e-23,2.9146758898401307e-22
CDN75_RS00595,0.9999270795595864,2.1745428587709914,4.040578085122813,0.5381761750323646,0.5904554266673647,0.6476107919011721
CDN75_RS00600,0.95050639310258,2.174543004531994,4.040578113401893,0.5381762073400868,0.5904554043648795,0.6476107919011721
CDN75_RS00615,8.418852574315077,-2.474068587879626,0.5816044223242887,-4.253868252913911,2.1010895024331444e-05,4.058346032216503e-05
CDN75_RS00685,29.19173137677414,-0.7394052555158436,0.2389000130093146,-3.095040666603122,0.001967859139979859,0.0031973082074870348
CDN75_RS01980,279.5038038642644,-2.1554901278557868,0.2882773222134739,-7.477140800758557,7.595702222209304e-14,2.454389707580656e-13
CDN75_RS02765,3.2835442977746068,-2.409847863978103,0.8795654202283815,-2.7398165145605424,0.006147349243725279,0.0094711301517352
CDN75_RS05190,7.405314732402611,2.3516462608679407,0.6322254077370251,3.719632637488228,0.00019951275344322027,0.00035458894879142935
CDN75_RS05665,10609.206702595735,-3.1218415311612926,0.1585670827455566,-19.687828502027315,2.7419435751951125e-86,9.864142011764418e-85
CDN75_RS07125,1.9850061416990683,1.6634247449461483,0.8570308005622105,1.9409159435751262,0.05226847380515643,0.07142861709935433
CDN75_RS07385,2.249671359258513,-4.364643654705979,1.654109995964544,-2.638665908164632,0.008323296210739281,0.012625323169979436
CDN75_RS07395,0.3867695264277611,-0.8609606991472311,1.932184879971597,-0.44558919183752593,0.6558940192353457,0.7089370257984445
CDN75_RS09705,0.44092210876005666,-0.6123601175089705,1.921332111153513,-0.3187164332257617,0.74994155212323,0.792727149979428
CDN75_RS10005,1.4502532747996553,-1.4593978328690669,0.9582911284060763,-1.5229169817073025,0.12777947664577968,0.16422268552540364
CDN75_RS10700,20.43978849777997,0.8612636119791552,0.2884112579814726,2.9862343724268987,0.002824360886337423,0.004510827209144896
CDN75_RS12755,96.6668958881412,-1.6715818280044472,0.18999572131548265,-8.797997220310197,1.392794878998863e-18,5.7482748495584055e-18
CDN75_RS12855,0.4904730958259401,-0.4380261310183731,2.0397909676645436,-0.21474069547424787,0.8299694922452033,0.8596397068192282
CDN75_RS13240,0.0,,,,,
CDN75_RS13515,41.50589038227638,1.2842656181733385,0.3103556149943309,4.138045378031255,3.502771048865865e-05,6.623505307907989e-05
CDN75_RS13680,0.22899174699368116,0.13319819046546336,3.6942876329529297,0.03605517590924423,0.9712383635114199,0.9773510525125407
CDN75_RS17410,108.67578343631872,0.27396605371359706,0.23519205267369184,1.1648610171947464,0.2440752552868949,0.29580934224411154
CDN75_RS17475,8.009308078065668,-0.7124647776829298,0.7349846262306406,-0.9693601093900378,0.33236554798218976,0.39074675126337505
CDN75_RS17695,14.3662840655698,-0.1705759424216664,0.32857733864865163,-0.5191348348099671,0.6036667178632906,0.6597542331685634
CDN75_RS18610,0.8849934012788488,-3.0033280501831587,1.6136444345216927,-1.8612080740534318,0.06271479862084299,0.08468557574168882
CDN75_RS19670,8.493700300453385,3.7123831372903395,0.8034642002945,4.620471124823745,3.828696299146659e-06,7.800133045500769e-06
CDN75_RS20180,53.19015058904133,2.374330636725837,0.28224542871026154,8.41229084763389,4.020793694727055e-17,1.5320182153695232e-16
