file_name,category,GMP_Cor,n_genes_kept,n_modes,threshold_scr,n_modes_above_threshold,eig_1,eig_10,score_sum,score_mean,score_max,score_median,score_top5pct_fraction,top_gene
Expira_biorep_t0A_filtered.csv,r,32.719418,1997,10,7.055782304495084,9,17.158692868731144,6.7162764146497596,0.49778275379516623,0.00024926527480979784,0.00250766732378617,0.00011016886296950195,0.3853951983012555,alla
SHX_biorep2A.csv,d,9.602742,1997,10,6.424201677760834,10,9.502630943003776,6.785122662621977,0.9911240203252434,0.0004963064698674228,0.0028197625632682046,0.0003291316249389652,0.18723616241796068,nrfG
SHX_biorep2B.csv,d,1.365394,1998,10,6.200900583030825,4,7.650877962848165,5.983370103843092,1.0095875477973775,0.0005052990729716604,0.00204903041200187,0.0004428516266747994,0.12608891382128706,intR
SHX_biorep4A.csv,d,2.976518,1997,10,5.840887567590363,3,8.332470332179255,5.611695499143541,1.0243030672879703,0.0005129209150165099,0.0014773018705876136,0.0004893340150433895,0.0937778155276873,phnI
SHX_biorep6A.csv,d,7.026156,1998,10,5.918550666968494,10,9.054606785308952,6.071166049954988,1.0753530092505428,0.000538214719344616,0.0018287473216077237,0.0004880619121023935,0.11052080162759088,yadS
VapC_biorep_t2A_filtered.csv,r,27.848066,1797,10,6.19047758336901,10,14.627572567856369,6.96842581052885,1.2769224626898072,0.0007105856776237102,0.003750962694053519,0.0005311973911643221,0.16598450106835644,ybjH
VapC_biorep_t5A_filtered.csv,r,13.132393,1797,10,5.837459058187132,10,12.060115369374117,6.0689042326531215,1.237841553920223,0.0006888378152032404,0.0031405160380412146,0.0006334746999428458,0.11496698906044021,fecC
VapC_biorep_t5B_filtered.csv,r,29.985002,1798,10,5.820566061940334,10,30.00167648018674,6.026837488971553,1.6052020437377421,0.0008927708808330045,0.003017953459831435,0.0008587627768363955,0.10119782710073001,tyrT
VapC_biorep_tONA_filtered.csv,d,4.650962,1797,10,5.8007334963499595,5,10.245887753403245,5.663875478124901,1.143485718465261,0.0006363303942488931,0.0017908043146206054,0.000627215058199762,0.08105032588032504,tyrT
adam_matrix_filtered.csv,r,21.186037,3973,10,5.914437727774294,10,11.249617786161068,6.654983732138441,0.7324970564453585,0.00018436875319540862,0.0012584034266771096,0.00014217262340904648,0.17367941490470615,frc
adam_matrix_filtered2.csv,r,13.845759,2007,10,5.827349028385496,10,12.945902967428415,5.882475401660634,1.1397895264813176,0.0005679070884311498,0.0020554775736712234,0.0005236252662391503,0.107114827583579,hdeA
deb_Ec_CDS_untreated.csv,r,137.340599,2273,10,7.049752431902246,10,19.184687926295904,11.975449561124945,0.5485908526611177,0.0002413510130493259,0.00346815027527793,6.577282613182649e-05,0.5514142859253219,308234.1
deb_KP_CDS_untreated.csv,r,128.622796,2725,10,6.818715722566731,10,63.70707057997606,8.885359059554098,1.1658146022112756,0.00042782187237111035,0.002846101012750729,0.00019562096008370148,0.2731108510226923,RS21745
sample_13a_filtered.csv,d,2.535518,2037,10,6.677307126536951,4,8.242494324391716,6.029552071736716,0.88977632669843,0.0004368072296015857,0.002509002529024684,0.00030765466281051224,0.18562501832224304,phnJ
sample_13b_filtered.csv,r,21.947842,2023,10,6.382663516052829,10,14.258587122087865,6.867400565111142,1.2802897579562187,0.0006328669095186449,0.00255579845331485,0.0005645661598966034,0.1410822240628581,hha
sample_15a_filtered.csv,d,0.0,2004,10,6.631722243397486,0,6.094979017903905,5.415796404811272,0.7497373842433072,0.0003741204512192151,0.0021708310686217778,0.0002963792029670394,0.18561835031604318,ilvC
sample_15b_filtered.csv,r,31.643176,2023,10,6.286960457598972,10,17.281707289680952,7.137693841161639,1.2468598606293817,0.0006163419973452208,0.002912209833388389,0.0005269936959409663,0.14795706624229138,yzgL
sample_2b_filtered.csv,r,38.101015,2071,10,6.041800849185643,10,19.408975736238933,6.856997873093255,1.255521781473941,0.0006062393923099667,0.0025152926845650146,0.0005290567515010412,0.13587626935358202,tmRNA
