GO_ID,Term,p_uncorrected,set_size,study_count
GO:0052778,diacetylchitobiose metabolic process,0.2536820721178263,1,1
GO:0019264,glycine biosynthetic process from serine,0.2536820721178263,1,1
GO:0045828,positive regulation of isoprenoid metabolic process,0.2536820721178263,1,1
GO:0009143,nucleoside triphosphate catabolic process,0.2536820721178263,1,1
GO:0032265,XMP salvage,0.2536820721178263,1,1
GO:0034203,glycolipid translocation,0.2536820721178263,1,1
GO:0042558,pteridine-containing compound metabolic process,0.2536820721178263,1,1
GO:0002939,tRNA N1-guanine methylation,0.2536820721178263,1,1
GO:0045723,positive regulation of fatty acid biosynthetic process,0.2536820721178263,1,1
GO:0006231,dTMP biosynthetic process,0.2536820721178263,1,1
GO:0033320,UDP-D-xylose biosynthetic process,0.2536820721178263,1,1
GO:1903801,L-leucine import across plasma membrane,0.2536820721178263,1,1
GO:0046086,adenosine biosynthetic process,0.2536820721178263,1,1
GO:0006428,isoleucyl-tRNA aminoacylation,0.2536820721178263,1,1
GO:0006761,dihydrofolate biosynthetic process,0.2536820721178263,1,1
GO:0016259,selenocysteine metabolic process,0.2536820721178263,1,1
GO:1901425,response to formic acid,0.2536820721178263,1,1
GO:0034213,quinolinate catabolic process,0.2536820721178263,1,1
GO:0015835,peptidoglycan transport,0.2536820721178263,1,1
GO:0016579,protein deubiquitination,0.2536820721178263,1,1
GO:1900372,negative regulation of purine nucleotide biosynthetic process,0.2536820721178263,1,1
GO:0006437,tyrosyl-tRNA aminoacylation,0.2536820721178263,1,1
GO:1900376,regulation of secondary metabolite biosynthetic process,0.2536820721178263,1,1
GO:0048034,heme O biosynthetic process,0.2536820721178263,1,1
GO:0006228,UTP biosynthetic process,0.2536820721178263,1,1
GO:0090357,regulation of tryptophan metabolic process,0.2536820721178263,1,1
GO:0006168,adenine salvage,0.2536820721178263,1,1
GO:0015807,L-amino acid transport,0.2536820721178263,1,1
GO:0045913,positive regulation of carbohydrate metabolic process,0.2536820721178263,1,1
GO:0045337,farnesyl diphosphate biosynthetic process,0.2536820721178263,1,1
GO:0006533,aspartate catabolic process,0.2536820721178263,1,1
GO:0031667,response to nutrient levels,0.2536820721178263,1,1
GO:0015977,carbon fixation,0.2536820721178263,1,1
GO:0046132,pyrimidine ribonucleoside biosynthetic process,0.2536820721178263,1,1
GO:0071963,establishment or maintenance of cell polarity regulating cell shape,0.2536820721178263,1,1
GO:0101030,tRNA-guanine transglycosylation,0.2536820721178263,1,1
GO:0006105,succinate metabolic process,0.2536820721178263,1,1
GO:0070929,trans-translation,0.2536820721178263,1,1
GO:0009411,response to UV,0.2583744128343928,16,6
GO:0000725,recombinational repair,0.2583744128343928,16,6
GO:0006520,amino acid metabolic process,0.2583744128343928,16,6
GO:0032508,DNA duplex unwinding,0.2583744128343928,16,6
GO:0006396,RNA processing,0.26540487729135653,26,9
GO:0032259,methylation,0.2668676274212739,53,17
GO:0006808,regulation of nitrogen utilization,0.2678957550157015,4,2
GO:0042255,ribosome assembly,0.2678957550157015,4,2
GO:1904823,purine nucleobase transmembrane transport,0.2678957550157015,4,2
GO:0008156,negative regulation of DNA replication,0.2678957550157015,4,2
GO:0046474,glycerophospholipid biosynthetic process,0.2678957550157015,4,2
GO:0034355,NAD salvage,0.2678957550157015,4,2
GO:0015801,aromatic amino acid transport,0.2678957550157015,4,2
GO:0006083,acetate metabolic process,0.2678957550157015,4,2
GO:0006749,glutathione metabolic process,0.2678957550157015,4,2
GO:0031556,transcriptional attenuation by ribosome,0.2678957550157015,4,2
GO:0019324,L-lyxose metabolic process,0.2678957550157015,4,2
GO:0019629,"propionate catabolic process, 2-methylcitrate cycle",0.2678957550157015,4,2
GO:2001059,D-tagatose 6-phosphate catabolic process,0.2678957550157015,4,2
GO:0000724,double-strand break repair via homologous recombination,0.2678957550157015,4,2
GO:0000018,regulation of DNA recombination,0.2678957550157015,4,2
GO:0036386,bacterial nucleoid packaging,0.2678957550157015,4,2
GO:2001295,malonyl-CoA biosynthetic process,0.2678957550157015,4,2
GO:0000920,septum digestion after cytokinesis,0.2678957550157015,4,2
GO:0043414,macromolecule methylation,0.2678957550157015,4,2
GO:0042823,pyridoxal phosphate biosynthetic process,0.2678957550157015,4,2
GO:0015825,L-serine transport,0.2678957550157015,4,2
GO:0009185,ribonucleoside diphosphate metabolic process,0.2678957550157015,4,2
GO:0001510,RNA methylation,0.2678957550157015,4,2
GO:0008299,isoprenoid biosynthetic process,0.2859734058570943,10,4
GO:0046654,tetrahydrofolate biosynthetic process,0.2859734058570943,10,4
GO:0009099,L-valine biosynthetic process,0.2859734058570943,10,4
GO:0036460,cellular response to cell envelope stress,0.28879087312806045,19,7
GO:0006826,iron ion transport,0.2989770993812259,30,10
GO:0009314,response to radiation,0.3052193380249575,46,15
GO:0006400,tRNA modification,0.31041916229358735,20,7
GO:0030488,tRNA methylation,0.3354290834664602,13,5
GO:0009097,isoleucine biosynthetic process,0.3354290834664602,13,5
GO:0009306,protein secretion,0.3354290834664602,13,5
GO:0006508,proteolysis,0.3794869561634625,85,25
GO:0015889,cobalamin transport,0.3798761425331538,7,3
GO:0032297,negative regulation of DNA-templated DNA replication initiation,0.3798761425331538,7,3
GO:0006265,DNA topological change,0.3798761425331538,7,3
GO:0051302,regulation of cell division,0.3798761425331538,7,3
GO:1990145,maintenance of translational fidelity,0.3798761425331538,7,3
GO:0042594,response to starvation,0.3798761425331538,7,3
GO:0030244,cellulose biosynthetic process,0.3798761425331538,7,3
GO:0006457,protein folding,0.3895035623919219,28,9
GO:0006631,fatty acid metabolic process,0.4006351999829116,17,6
GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,0.4006351999829116,17,6
GO:0006979,response to oxidative stress,0.40320208761518495,48,15
GO:0019344,cysteine biosynthetic process,0.42659697625212617,8,3
GO:0050821,protein stabilization,0.42659697625212617,8,3
GO:0016042,lipid catabolic process,0.42659697625212617,8,3
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,0.42659697625212617,8,3
GO:0008616,queuosine biosynthetic process,0.42659697625212617,8,3
GO:0006097,glyoxylate cycle,0.42659697625212617,8,3
GO:0042274,ribosomal small subunit biogenesis,0.42659697625212617,8,3
GO:0006783,heme biosynthetic process,0.42659697625212617,8,3
GO:0006310,DNA recombination,0.42763767512243983,53,16
GO:0032329,serine transport,0.4430576397973518,2,1
GO:0006522,alanine metabolic process,0.4430576397973518,2,1
GO:0019272,L-alanine biosynthetic process from pyruvate,0.4430576397973518,2,1
GO:0019477,L-lysine catabolic process,0.4430576397973518,2,1
GO:0006106,fumarate metabolic process,0.4430576397973518,2,1
GO:0005977,glycogen metabolic process,0.4430576397973518,2,1
GO:0006304,DNA modification,0.4430576397973518,2,1
GO:0046417,chorismate metabolic process,0.4430576397973518,2,1
GO:2000766,negative regulation of cytoplasmic translation,0.4430576397973518,2,1
GO:1900233,positive regulation of single-species biofilm formation on inanimate substrate,0.4430576397973518,2,1
GO:0002128,tRNA nucleoside ribose methylation,0.4430576397973518,2,1
GO:0002097,tRNA wobble base modification,0.4430576397973518,2,1
GO:0016094,polyprenol biosynthetic process,0.4430576397973518,2,1
GO:0015693,magnesium ion transport,0.4430576397973518,2,1
GO:0000154,rRNA modification,0.4430576397973518,2,1
GO:0006183,GTP biosynthetic process,0.4430576397973518,2,1
GO:0110155,NAD-cap decapping,0.4430576397973518,2,1
GO:0035461,vitamin transmembrane transport,0.4430576397973518,2,1
GO:0046854,phosphatidylinositol phosphate biosynthetic process,0.4430576397973518,2,1
GO:0033387,putrescine biosynthetic process from ornithine,0.4430576397973518,2,1
GO:0071266,'de novo' L-methionine biosynthetic process,0.4430576397973518,2,1
GO:0018364,peptidyl-glutamine methylation,0.4430576397973518,2,1
GO:0046323,D-glucose import,0.4430576397973518,2,1
GO:0097510,"base-excision repair, AP site formation via deaminated base removal",0.4430576397973518,2,1
GO:0002099,tRNA wobble guanine modification,0.4430576397973518,2,1
GO:0006785,heme B biosynthetic process,0.4430576397973518,2,1
GO:0006220,pyrimidine nucleotide metabolic process,0.4430576397973518,2,1
GO:0006542,glutamine biosynthetic process,0.4430576397973518,2,1
GO:0015853,adenine transport,0.4430576397973518,2,1
GO:0032026,response to magnesium ion,0.4430576397973518,2,1
GO:0098721,uracil import across plasma membrane,0.4430576397973518,2,1
GO:0048545,response to steroid hormone,0.4430576397973518,2,1
GO:1903966,monounsaturated fatty acid biosynthetic process,0.4430576397973518,2,1
GO:0050992,dimethylallyl diphosphate biosynthetic process,0.4430576397973518,2,1
GO:0051131,chaperone-mediated protein complex assembly,0.4430576397973518,2,1
GO:0015756,fucose transmembrane transport,0.4430576397973518,2,1
GO:1901913,regulation of capsule organization,0.4430576397973518,2,1
GO:0030258,lipid modification,0.4430576397973518,2,1
GO:0009416,response to light stimulus,0.4430576397973518,2,1
GO:0042914,colicin transport,0.4430576397973518,2,1
GO:0009273,peptidoglycan-based cell wall biogenesis,0.4430576397973518,2,1
GO:0015710,tellurite transport,0.4430576397973518,2,1
GO:0042158,lipoprotein biosynthetic process,0.4430576397973518,2,1
GO:0015818,isoleucine transport,0.4430576397973518,2,1
GO:0006082,organic acid metabolic process,0.4430576397973518,2,1
GO:0036001,'de novo' pyridoxal 5'-phosphate biosynthetic process,0.4430576397973518,2,1
GO:0006241,CTP biosynthetic process,0.4430576397973518,2,1
GO:0032272,negative regulation of protein polymerization,0.4430576397973518,2,1
GO:0055130,D-alanine catabolic process,0.4430576397973518,2,1
GO:0015969,guanosine tetraphosphate metabolic process,0.4430576397973518,2,1
GO:0046037,GMP metabolic process,0.4430576397973518,2,1
GO:0071271,1-butanol biosynthetic process,0.4430576397973518,2,1
GO:0009250,glucan biosynthetic process,0.4430576397973518,2,1
GO:0001896,autolysis,0.4430576397973518,2,1
GO:0006177,GMP biosynthetic process,0.4430576397973518,2,1
GO:0046294,formaldehyde catabolic process,0.4430576397973518,2,1
GO:0015827,tryptophan transport,0.4430576397973518,2,1
GO:0030497,fatty acid elongation,0.4430576397973518,2,1
GO:0006849,plasma membrane pyruvate transport,0.4430576397973518,2,1
GO:0001514,selenocysteine incorporation,0.4430576397973518,2,1
GO:0006835,dicarboxylic acid transport,0.4430576397973518,2,1
GO:0009132,nucleoside diphosphate metabolic process,0.4430576397973518,2,1
GO:0044210,'de novo' CTP biosynthetic process,0.4430576397973518,2,1
GO:1901137,carbohydrate derivative biosynthetic process,0.4430576397973518,2,1
GO:0015970,guanosine tetraphosphate biosynthetic process,0.4430576397973518,2,1
GO:0006545,glycine biosynthetic process,0.4430576397973518,2,1
GO:0006644,phospholipid metabolic process,0.4430576397973518,2,1
GO:0042278,purine nucleoside metabolic process,0.4430576397973518,2,1
GO:0006793,phosphorus metabolic process,0.4430576397973518,2,1
GO:0009107,lipoate biosynthetic process,0.4430576397973518,2,1
GO:0009226,nucleotide-sugar biosynthetic process,0.4430576397973518,2,1
GO:0044806,G-quadruplex DNA unwinding,0.4430576397973518,2,1
GO:0015813,L-glutamate transmembrane transport,0.4430576397973518,2,1
GO:0042942,D-serine transmembrane transport,0.4430576397973518,2,1
GO:0035864,response to potassium ion,0.4430576397973518,2,1
GO:0098710,guanine import across plasma membrane,0.4430576397973518,2,1
GO:0006751,glutathione catabolic process,0.4430576397973518,2,1
GO:0006424,glutamyl-tRNA aminoacylation,0.4430576397973518,2,1
GO:0015829,valine transport,0.4430576397973518,2,1
GO:0035344,hypoxanthine transport,0.4430576397973518,2,1
GO:0006532,aspartate biosynthetic process,0.4430576397973518,2,1
GO:0036376,sodium ion export across plasma membrane,0.4430576397973518,2,1
GO:0046493,lipid A metabolic process,0.4430576397973518,2,1
GO:0046256,"2,4,6-trinitrotoluene catabolic process",0.4430576397973518,2,1
GO:0000413,protein peptidyl-prolyl isomerization,0.4430576397973518,2,1
GO:0017000,antibiotic biosynthetic process,0.4430576397973518,2,1
GO:0043039,tRNA aminoacylation,0.4430576397973518,2,1
GO:0006426,glycyl-tRNA aminoacylation,0.4430576397973518,2,1
GO:0006430,lysyl-tRNA aminoacylation,0.4430576397973518,2,1
GO:0006399,tRNA metabolic process,0.4430576397973518,2,1
GO:0019478,D-amino acid catabolic process,0.4430576397973518,2,1
GO:0019853,L-ascorbic acid biosynthetic process,0.4430576397973518,2,1
GO:2000104,negative regulation of DNA-templated DNA replication,0.4430576397973518,2,1
GO:0071139,resolution of DNA recombination intermediates,0.4430576397973518,2,1
GO:0046133,pyrimidine ribonucleoside catabolic process,0.4430576397973518,2,1
GO:0035821,modulation of process of another organism,0.4430576397973518,2,1
GO:0046813,receptor-mediated virion attachment to host cell,0.4430576397973518,2,1
GO:0046081,dUTP catabolic process,0.4430576397973518,2,1
GO:0042875,D-galactonate transmembrane transport,0.4430576397973518,2,1
GO:0071294,cellular response to zinc ion,0.4430576397973518,2,1
GO:0015822,ornithine transport,0.4430576397973518,2,1
GO:0046677,response to antibiotic,0.4716351833783557,94,27
GO:0009085,lysine biosynthetic process,0.48593163947677154,11,4
GO:0033212,iron import into cell,0.48593163947677154,11,4
GO:0006313,DNA transposition,0.48593163947677154,11,4
GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,0.5138165013411063,12,4
GO:0009089,lysine biosynthetic process via diaminopimelate,0.5138165013411063,12,4
GO:0009117,nucleotide metabolic process,0.5138165013411063,12,4
GO:0015847,putrescine transport,0.5513088981533382,15,5
GO:0033214,siderophore-dependent iron import into cell,0.5513088981533382,15,5
GO:0007165,signal transduction,0.5571344723065419,34,10
GO:2000142,regulation of DNA-templated transcription initiation,0.5967282568429486,19,6
GO:0006857,oligopeptide transport,0.6062944298593727,5,2
GO:0006564,L-serine biosynthetic process,0.6062944298593727,5,2
GO:0009116,nucleoside metabolic process,0.6062944298593727,5,2
GO:0006098,pentose-phosphate shunt,0.6062944298593727,5,2
GO:0009396,folic acid-containing compound biosynthetic process,0.6062944298593727,5,2
GO:0006465,signal peptide processing,0.6062944298593727,5,2
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",0.6062944298593727,5,2
GO:1990169,stress response to copper ion,0.6062944298593727,5,2
GO:0015820,L-leucine transport,0.6062944298593727,5,2
GO:0006796,phosphate-containing compound metabolic process,0.6062944298593727,5,2
GO:0043171,peptide catabolic process,0.6062944298593727,5,2
GO:0006565,L-serine catabolic process,0.6062944298593727,5,2
GO:0044874,lipoprotein localization to outer membrane,0.6062944298593727,5,2
GO:0017038,protein import,0.6062944298593727,5,2
GO:0019545,arginine catabolic process to succinate,0.6062944298593727,5,2
GO:0019544,arginine catabolic process to glutamate,0.6062944298593727,5,2
GO:0016114,terpenoid biosynthetic process,0.6062944298593727,5,2
GO:0033228,cysteine export across plasma membrane,0.6062944298593727,5,2
GO:0034775,glutathione transmembrane transport,0.6062944298593727,5,2
GO:0042780,tRNA 3'-end processing,0.6062944298593727,5,2
GO:0006152,purine nucleoside catabolic process,0.6062944298593727,5,2
GO:0034628,'de novo' NAD biosynthetic process from aspartate,0.6062944298593727,5,2
GO:0019430,removal of superoxide radicals,0.6062944298593727,5,2
GO:0009062,fatty acid catabolic process,0.6062944298593727,5,2
GO:0006869,lipid transport,0.6062944298593727,5,2
GO:0009410,response to xenobiotic stimulus,0.6306277718573412,23,7
GO:0015826,threonine transport,0.6474368120937478,6,2
GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",0.6474368120937478,6,2
GO:0006289,nucleotide-excision repair,0.6474368120937478,6,2
GO:0031119,tRNA pseudouridine synthesis,0.6474368120937478,6,2
GO:0009265,2'-deoxyribonucleotide biosynthetic process,0.6474368120937478,6,2
GO:1904659,D-glucose transmembrane transport,0.6474368120937478,6,2
GO:0009263,deoxyribonucleotide biosynthetic process,0.6474368120937478,6,2
GO:0006276,plasmid maintenance,0.6474368120937478,6,2
GO:0015774,polysaccharide transport,0.6474368120937478,6,2
GO:0019323,pentose catabolic process,0.6474368120937478,6,2
GO:0015886,heme transport,0.6474368120937478,6,2
GO:0006012,galactose metabolic process,0.6474368120937478,6,2
GO:0043213,bacteriocin transport,0.7009238197669281,9,3
GO:0019563,glycerol catabolic process,0.7009238197669281,9,3
GO:0002098,tRNA wobble uridine modification,0.7009238197669281,9,3
GO:0006284,base-excision repair,0.7009238197669281,9,3
GO:1990451,cellular stress response to acidic pH,0.7009238197669281,9,3
GO:0032196,transposition,0.7009238197669281,9,3
GO:0006308,DNA catabolic process,0.7009238197669281,9,3
GO:0009435,NAD biosynthetic process,0.7009238197669281,9,3
GO:0016310,phosphorylation,0.709567706267385,158,42
GO:0006364,rRNA processing,0.7117514377169872,39,11
GO:0071897,DNA biosynthetic process,0.7210195468174577,10,3
GO:1990539,fructose import across plasma membrane,0.7210195468174577,10,3
GO:0046718,symbiont entry into host cell,0.7210195468174577,10,3
GO:0046656,folic acid biosynthetic process,0.7210195468174577,10,3
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,0.7554081998992401,55,15
GO:0031167,rRNA methylation,0.7619115776002297,14,4
GO:0006352,DNA-templated transcription initiation,0.7619115776002297,14,4
GO:0017148,negative regulation of translation,0.7619115776002297,14,4
GO:0009254,peptidoglycan turnover,0.7799040314104071,17,5
GO:0008654,phospholipid biosynthetic process,0.7799040314104071,17,5
GO:0098869,cellular oxidant detoxification,0.7799040314104071,17,5
GO:0015949,nucleobase-containing small molecule interconversion,0.7888291165942235,18,5
GO:0042254,ribosome biogenesis,0.8082633025706984,22,6
GO:0046835,carbohydrate phosphorylation,0.8082633025706984,22,6
GO:0071978,bacterial-type flagellum-dependent swarming motility,0.8082633025706984,22,6
GO:0018106,peptidyl-histidine phosphorylation,0.8176902671477811,25,7
GO:0006417,regulation of translation,0.8304838032833093,29,8
GO:0015795,sorbitol transmembrane transport,1.0,7,2
GO:0019301,rhamnose catabolic process,1.0,7,2
GO:0009970,cellular response to sulfate starvation,1.0,3,1
GO:0009063,amino acid catabolic process,1.0,7,2
GO:0006801,superoxide metabolic process,1.0,3,1
GO:0009082,branched-chain amino acid biosynthetic process,1.0,11,3
GO:0033499,galactose catabolic process via UDP-galactose,1.0,7,2
GO:0046685,response to arsenic-containing substance,1.0,3,1
GO:0019450,L-cysteine catabolic process to pyruvate,1.0,3,1
GO:0009407,toxin catabolic process,1.0,3,1
GO:0006096,glycolytic process,1.0,15,4
GO:0048473,D-methionine transmembrane transport,1.0,3,1
GO:0006294,"nucleotide-excision repair, preincision complex assembly",1.0,3,1
GO:0009298,GDP-mannose biosynthetic process,1.0,3,1
GO:0019852,L-ascorbic acid metabolic process,1.0,3,1
GO:0030174,regulation of DNA-templated DNA replication initiation,1.0,3,1
GO:0045900,negative regulation of translational elongation,1.0,3,1
GO:0015937,coenzyme A biosynthetic process,1.0,3,1
GO:0009443,pyridoxal 5'-phosphate salvage,1.0,3,1
GO:0009093,cysteine catabolic process,1.0,3,1
GO:0006750,glutathione biosynthetic process,1.0,3,1
GO:0006995,cellular response to nitrogen starvation,1.0,3,1
GO:0030490,maturation of SSU-rRNA,1.0,7,2
GO:0015771,trehalose transport,1.0,3,1
GO:0006536,glutamate metabolic process,1.0,3,1
GO:0097171,ADP-L-glycero-beta-D-manno-heptose biosynthetic process,1.0,3,1
GO:0030388,"fructose 1,6-bisphosphate metabolic process",1.0,3,1
GO:0010038,response to metal ion,1.0,3,1
GO:0006612,protein targeting to membrane,1.0,3,1
GO:0006655,phosphatidylglycerol biosynthetic process,1.0,3,1
GO:0036448,cellular response to glucose-phosphate stress,1.0,3,1
GO:0031669,cellular response to nutrient levels,1.0,3,1
GO:0006273,lagging strand elongation,1.0,3,1
GO:0009247,glycolipid biosynthetic process,1.0,3,1
GO:0045947,negative regulation of translational initiation,1.0,7,2
GO:0045471,response to ethanol,1.0,3,1
GO:0001558,regulation of cell growth,1.0,3,1
GO:0009257,10-formyltetrahydrofolate biosynthetic process,1.0,3,1
GO:0070297,regulation of phosphorelay signal transduction system,1.0,3,1
GO:0032298,positive regulation of DNA-templated DNA replication initiation,1.0,3,1
GO:0051260,protein homooligomerization,1.0,3,1
GO:1903830,magnesium ion transmembrane transport,1.0,3,1
GO:0009267,cellular response to starvation,1.0,11,3
GO:0015755,fructose transmembrane transport,1.0,3,1
GO:1901652,response to peptide,1.0,3,1
GO:0015860,purine nucleoside transmembrane transport,1.0,3,1
GO:0006523,alanine biosynthetic process,1.0,3,1
GO:0006203,dGTP catabolic process,1.0,3,1
GO:0006744,ubiquinone biosynthetic process,1.0,19,5
GO:0046777,protein autophosphorylation,1.0,3,1
GO:1901605,alpha-amino acid metabolic process,1.0,3,1
GO:0034220,monoatomic ion transmembrane transport,1.0,23,6
GO:0046940,nucleoside monophosphate phosphorylation,1.0,7,2
GO:0005996,monosaccharide metabolic process,1.0,7,2
GO:0046686,response to cadmium ion,1.0,3,1
GO:1903712,cysteine transmembrane transport,1.0,3,1
GO:0009098,L-leucine biosynthetic process,1.0,7,2
GO:0006272,leading strand elongation,1.0,3,1
GO:0097339,glycolate transmembrane transport,1.0,3,1
GO:0015751,arabinose transmembrane transport,1.0,3,1
GO:0034204,lipid translocation,1.0,3,1
GO:0035443,tripeptide transmembrane transport,1.0,3,1
GO:0042150,plasmid recombination,1.0,3,1
GO:0006285,"base-excision repair, AP site formation",1.0,3,1
GO:0051276,chromosome organization,1.0,7,2
GO:0006538,glutamate catabolic process,1.0,3,1
GO:0030003,intracellular monoatomic cation homeostasis,1.0,3,1
GO:0009166,nucleotide catabolic process,1.0,3,1
GO:1903692,methionine import across plasma membrane,1.0,3,1
GO:0009236,cobalamin biosynthetic process,1.0,7,2
GO:0042177,negative regulation of protein catabolic process,1.0,3,1
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,1.0,3,1
GO:1903457,lactate catabolic process,1.0,3,1
GO:0006107,oxaloacetate metabolic process,1.0,3,1
GO:1900232,negative regulation of single-species biofilm formation on inanimate substrate,1.0,3,1
