"",bulk,single-cell
roxa,0.017712,0.035
rpla,0.023597,0.039
rplc,0.015133,0.061
rpld,0.011700,0.040
rple,0.041065,0.052
rplf,0.039744,0.063
rpli,0.014243,0.024
rpll,0.078769,0.143
rplm,0.014649,0.013
rpln,0.028063,0.035
rplo,0.090861,0.088
rplq,0.025164,0.021
rpls,0.010279,0.051
rplt,0.099554,0.170
rplv,0.012685,0.010
rplw,0.014132,0.036
rpmc,0.016229,0.054
rpmg,0.009299,0.029
rpna,0.000037,0.019
rpnb,0.000273,0.093
rpnc,0.000087,0.018
rpoa,0.040977,0.094
rpob,0.013214,0.039
rpoc,0.017089,0.075
rpod,0.032057,0.072
rpoe,0.064780,0.129
rpoh,0.029859,0.023
rpos,0.152803,0.101
rpoz,0.010067,0.015
rpph,0.002748,0.060
rpsa,0.082167,0.148
rpsc,0.014798,0.013
rpsd,0.038670,0.036
rpse,0.042010,0.075
rpsh,0.025148,0.027
rpsl,0.056300,0.088
rpsn,0.042754,0.048
rpsq,0.023748,0.025
rraa,0.016681,0.055
rrab,0.034627,0.029
rrrq,0.000044,0.075
rsd,0.009038,0.066
rseb,0.008315,0.147
rsma,0.006179,0.020
rsmc,0.000872,0.026
rsmf,0.000238,0.019
rsmg,0.000652,0.037
rspa,0.000303,0.077
rspb,0.000428,0.089
rssa,0.004613,0.042
rssb,0.021885,0.037
rsta,0.001772,0.026
rsua,0.001764,0.052
rtcb,0.002405,0.070
ruta,0.000207,0.034
ruva,0.001976,0.056
ruvb,0.001910,0.073
rzpq,0.000000,0.048
sapb,0.005460,0.025
sapd,0.003574,0.066
sapf,0.002426,0.036
sbcc,0.000207,0.066
sbcd,0.000154,0.049
sbmc,0.011242,0.104
scpb,0.000108,0.032
sdaa,0.041859,0.032
sdhc,0.020158,0.031
sdhe,0.001184,0.010
sdia,0.005434,0.166
seca,0.002026,0.027
secd,0.002022,0.028
secf,0.008382,0.012
secm,0.001526,0.008
secy,0.072680,0.054
selo,0.001498,0.061
sera,0.002728,0.064
serc,0.006870,0.035
sfsa,0.012983,0.118
sgcb,0.001280,0.031
sgcc,0.001847,0.051
sgce,0.000816,0.012
sgcq,0.002339,0.037
sgcr,0.000188,0.055
sgrr,0.000409,0.027
sieb,0.000085,0.028
sixa,0.054947,0.031
slma,0.000563,0.017
slp,0.001986,0.015
slya,0.013387,0.079
slyb,0.077622,0.057
smg,0.026139,0.077
soda,0.053038,0.023
sodb,0.002549,0.048
soxr,0.008938,0.024
spea,0.030368,0.090
speb,0.006325,0.013
spec,0.000251,0.029
sped,0.000730,0.068
spee,0.001065,0.021
spef,0.000058,0.074
speg,0.001958,0.027
spot,0.001409,0.044
spy,0.002288,0.044
sra,0.039351,0.050
srka,0.001855,0.028
sseb,0.000387,0.165
sstt,0.029220,0.031
ssua,0.000046,0.020
ssue,0.000015,0.007
stfq,0.000030,0.062
stfr,0.000103,0.062
stpa,0.000310,0.039
succ,0.004900,0.007
sufa,0.013450,0.050
sufb,0.011049,0.070
sufc,0.011306,0.042
sufs,0.006724,0.076
suhb,0.000207,0.038
sula,0.020118,0.074
sura,0.005491,0.034
syd,0.001184,0.091
tama,0.000372,0.035
tap,0.000639,0.041
tar,0.001424,0.128
tcyj,0.019359,0.060
tcyl,0.007034,0.067
tcyn,0.011055,0.073
tdca,0.000107,0.025
tdcb,0.000170,0.056
tdcc,0.000177,0.037
tdcd,0.000107,0.026
tdce,0.000171,0.033
tdcg,0.000359,0.063
tdh,0.017392,0.024
tdk,0.001061,0.009
tetr,0.295627,1.602
tgt,0.000347,0.022
thil,0.000256,0.016
thrs,0.031301,0.123
thya,0.000823,0.118
tig,0.002358,0.053
tisb,0.323598,0.312
tkta,0.025064,0.020
tldd,0.009047,0.022
tmar,0.013444,0.049
tmca,0.001329,0.026
tmrna,38.131793,58.627
tola,0.003292,0.026
tolq,0.001432,0.027
tomb,0.009960,0.031
topa,0.004008,0.026
topai,0.000204,0.022
torr,0.000134,0.030
tors,0.000155,0.086
tort,0.000187,0.008
tory,0.000218,0.171
torz,0.000169,0.113
traj,0.000793,0.072
traq,0.000116,0.078
tray,0.000581,0.721
trea,0.004952,0.140
treb,0.000317,0.027
trec,0.000089,0.013
trer,0.000201,0.026
trho,0.000491,0.012
trka,0.006560,0.020
trma,0.013583,0.042
trpa,0.002550,0.085
trps,0.003064,0.029
trua,0.002516,0.052
trud,0.000291,0.035
trxa,0.027318,0.055
trxc,0.007511,0.027
tsab,0.000436,0.021
tsua,0.000940,0.088
tsub,0.001544,0.036
tsx,0.005347,0.027
ttca,0.001991,0.052
tusa,0.000615,0.021
tuse,0.000915,0.051
tyna,0.000098,0.088
tyra,0.003220,0.074
tyrp,0.001273,0.024
tyrr,0.007082,0.037
tyrs,0.006667,0.073
ubia,0.005700,0.020
ubib,0.000713,0.028
ubid,0.002640,0.023
ubii,0.001744,0.024
ubit,0.008666,0.012
ubix,0.000415,0.052
udk,0.000306,0.016
ugd,0.005212,0.125
ugpa,0.000624,0.008
uhpt,0.000640,0.038
uida,0.000284,0.103
uidb,0.000211,0.054
uidc,0.000648,0.079
ular,0.000709,0.023
umpg,0.001737,0.023
umuc,0.001133,0.013
uraa,0.000064,0.135
usha,0.001815,0.019
uspb,0.031942,0.060
uspc,0.000087,0.045
uspd,0.017573,0.023
uspf,0.018338,0.081
uvra,0.006446,0.072
uvrb,0.010292,0.028
uvrc,0.000944,0.089
uvry,0.002198,0.097
uxab,0.000577,0.088
uxac,0.000476,0.031
uxua,0.003702,0.013
uxur,0.008926,0.019
vals,0.004564,0.095
ves,0.000198,0.065
viaa,0.000440,0.019
vsr,0.000299,0.040
waab,0.001787,0.030
waag,0.003640,0.046
waah,0.000224,0.041
waaj,0.001113,0.042
waao,0.001087,0.040
waap,0.001661,0.058
waaq,0.004179,0.052
waay,0.000645,0.031
waaz,0.000493,0.031
wbbi,0.001588,0.126
wbbj,0.001152,0.053
wbbk,0.001250,0.078
wcaa,0.000029,0.026
wcab,0.000009,0.030
wcac,0.000076,0.040
wcad,0.000074,0.105
wcae,0.000017,0.140
wcaf,0.000019,0.054
wcai,0.000028,0.117
wcaj,0.000036,0.081
wcak,0.000022,0.050
wcal,0.000059,0.039
wcam,0.000024,0.126
wece,0.001357,0.012
wech,0.000852,0.009
wza,0.000008,0.088
wzc,0.000025,0.120
wzxc,0.000038,0.084
wzye,0.002383,0.004
wzzb,0.011472,0.168
xapa,0.000044,0.097
xapb,0.000340,0.119
xapr,0.001189,0.048
xdha,0.000383,0.032
xdhb,0.000234,0.012
xdhc,0.000721,0.003
xerd,0.001518,0.017
xisr,0.000012,0.016
xyla,0.006334,0.058
xyle,0.000381,0.042
xylf,0.000219,0.023
xylg,0.000104,0.021
yaaa,0.000487,0.067
yaai,0.000000,0.030
yaaj,0.000531,0.059
yabi,0.007317,0.018
yabp,0.002535,0.053
yach,0.000178,0.019
yadc,0.000253,0.075
yade,0.000515,0.016
yadg,0.003714,0.026
yadh,0.006325,0.013
yadk,0.000052,0.068
yadl,0.000173,0.063
yadm,0.000110,0.085
yadn,0.000048,0.053
yadv,0.000137,0.056
yaef,0.000071,0.092
yaeh,0.017171,0.047
yaei,0.000108,0.071
yafc,0.003038,0.074
yafd,0.016670,0.015
yafl,0.000346,0.014
yafo,0.001064,0.030
yafq,0.001503,0.048
yaft,0.000078,0.023
yafw,0.000000,0.015
yagb,0.000459,0.026
yagj,0.000827,0.033
yagk,0.000842,0.086
yagl,0.000050,0.069
yagm,0.000027,0.059
yagn,0.000623,0.036
yagu,0.002065,0.015
yahb,0.000215,0.045
yahc,0.000165,0.027
yahd,0.000145,0.020
yahk,0.012311,0.021
yaho,0.060525,0.012
yail,0.000719,0.027
yaio,0.002924,0.062
yaip,0.000210,0.045
yaiw,0.000550,0.007
yajd,0.005840,0.031
yaji,0.000585,0.019
yajl,0.002036,0.015
yajo,0.022890,0.023
yajr,0.000178,0.056
ybaa,0.033415,0.014
ybaq,0.003331,0.044
ybbc,0.000052,0.008
ybbo,0.000781,0.018
ybbp,0.000572,0.014
ybch,0.000564,0.019
ybcl,0.000544,0.014
ybcm,0.002982,0.035
ybdg,0.001938,0.066
ybdk,0.013312,0.031
ybdm,0.000231,0.049
ybdn,0.000188,0.058
ybdo,0.000031,0.048
ybdr,0.001292,0.018
ybed,0.011475,0.057
ybef,0.000007,0.087
ybeq,0.000203,0.074
yber,0.000015,0.015
ybet,0.000014,0.101
ybeu,0.000004,0.028
ybey,0.007639,0.022
ybez,0.011296,0.044
ybfe,0.000054,0.025
ybff,0.000831,0.027
ybga,0.003105,0.017
ybgd,0.000073,0.029
ybgo,0.000238,0.076
ybgp,0.000014,0.057
ybgq,0.000019,0.057
ybgs,0.036832,0.034
ybha,0.000264,0.055
ybhb,0.008888,0.025
ybhd,0.000049,0.073
ybhf,0.001007,0.021
ybhh,0.000016,0.022
ybhi,0.000036,0.031
ybhj,0.000071,0.014
ybhn,0.000527,0.041
ybhr,0.000547,0.017
ybhs,0.000637,0.015
ybio,0.001084,0.054
ybir,0.001355,0.012
ybiv,0.000923,0.089
ybiw,0.000128,0.053
ybix,0.000296,0.024
ybiy,0.000024,0.037
ybjc,0.000588,0.007
ybji,0.001127,0.072
ybjl,0.002649,0.073
ybjn,0.001374,0.020
ybjs,0.000233,0.008
ybjt,0.000739,0.029
ybjx,0.004037,0.046
ycac,0.004273,0.079
ycai,0.000261,0.021
ycak,0.000023,0.027
ycam,0.000658,0.015
ycan,0.000218,0.091
ycao,0.000266,0.085
ycap,0.000741,0.042
ycbf,0.000067,0.017
ycbj,0.002444,0.031
ycbz,0.009986,0.086
ycca,0.035345,0.059
ycce,0.000024,0.032
yccf,0.000381,0.067
yccj,0.216245,0.145
yccm,0.000089,0.061
yccs,0.000366,0.103
ycct,0.001618,0.034
ycdu,0.000159,0.028
yceb,0.003529,0.027
ycef,0.007711,0.038
ycei,0.000154,0.074
ycfh,0.020108,0.099
ycfp,0.007096,0.027
ycft,0.000051,0.071
ycfz,0.000028,0.108
ycgb,0.044374,0.158
ycgv,0.000185,0.072
ycgx,0.000021,0.029
ycgy,0.002902,0.013
ycgz,0.001267,0.033
ychf,0.004318,0.058
ychj,0.000595,0.043
ycho,0.000118,0.020
ycia,0.000201,0.051
ycib,0.012346,0.078
ycie,0.007351,0.093
ycif,0.008975,0.107
ycii,0.000438,0.023
ycit,0.000610,0.047
yciu,0.005347,0.023
yciw,0.000132,0.051
ycix,0.001819,0.046
ycjd,0.000540,0.042
ycjm,0.000033,0.041
ycjr,0.000038,0.008
ycjt,0.000040,0.031
ycjw,0.000029,0.094
ycjy,0.000195,0.074
ydae,0.000536,0.051
ydag,0.052605,0.153
ydat,0.000902,0.026
ydbl,0.000950,0.019
ydcd,0.000121,0.028
ydch,0.007042,0.037
ydci,0.001536,0.070
ydck,0.002178,0.096
ydcl,0.028869,0.060
ydco,0.000341,0.024
ydda,0.000011,0.109
yddb,0.000021,0.068
yddg,0.000068,0.111
yddh,0.002051,0.022
yddm,0.040043,0.039
ydei,0.028741,0.044
ydej,0.008676,0.014
ydem,0.000037,0.088
yden,0.000075,0.108
ydeo,0.000122,0.121
ydep,0.000315,0.089
ydeq,0.000035,0.076
yder,0.000039,0.083
ydes,0.000119,0.063
ydfc,0.001417,0.010
ydfi,0.000123,0.106
ydfk,0.000474,0.305
ydfr,0.000035,0.025
ydft,0.000130,0.070
ydfu,0.000018,0.021
ydfw,0.000662,0.050
ydga,0.018680,0.029
ydgc,0.000831,0.066
ydgh,0.000862,0.020
ydhq,0.005936,0.063
ydhu,0.000106,0.051
ydhv,0.000057,0.079
ydhw,0.000125,0.026
ydhx,0.000065,0.037
ydhy,0.000000,0.092
ydib,0.000032,0.020
ydih,0.003605,0.027
ydij,0.000326,0.091
ydin,0.000075,0.023
ydip,0.000330,0.114
ydiq,0.000091,0.026
ydiy,0.000139,0.059
ydja,0.003382,0.034
ydje,0.000166,0.126
ydjf,0.000555,0.131
ydjg,0.000342,0.093
ydjh,0.000070,0.157
ydji,0.000164,0.132
ydjj,0.000086,0.092
ydjk,0.000078,0.115
ydjl,0.000076,0.125
ydjo,0.000010,0.114
yeac,0.006648,0.067
yead,0.000434,0.016
yeag,0.113849,0.176
yeah,0.032854,0.071
yeak,0.000476,0.023
yeaq,0.007815,0.042
year,0.000176,0.100
yeay,0.020199,0.056
yebb,0.000066,0.016
yebc,0.002649,0.045
yebf,0.013946,0.027
yebg,0.013918,0.042
yebo,0.005342,0.061
yeby,0.001761,0.029
yecj,0.000334,0.041
yect,0.000051,0.057
yedd,0.002732,0.021
yede,0.000415,0.006
yedi,0.013227,0.106
yedp,0.017288,0.019
yeea,0.003549,0.087
yeej,0.000204,0.011
yeen,0.000452,0.020
yeeo,0.005280,0.073
yeey,0.019839,0.101
yeez,0.018020,0.114
yefm,0.005076,0.057
yegi,0.000110,0.096
yegl,0.000038,0.057
yegr,0.000390,0.063
yegt,0.000297,0.024
yegw,0.000429,0.050
yegx,0.000283,0.087
yeha,0.000246,0.121
yehb,0.000060,0.139
yehc,0.000000,0.127
yehd,0.000000,0.086
yehe,0.003310,0.064
yehm,0.000061,0.013
yehr,0.000582,0.029
yehs,0.003876,0.044
yehw,0.000833,0.023
yeii,0.000151,0.011
yeil,0.000058,0.012
yeiq,0.000843,0.027
yejb,0.000112,0.019
yeje,0.000149,0.029
yejk,0.000993,0.031
yfaa,0.000106,0.162
yfal,0.000294,0.114
yfap,0.000596,0.047
yfaq,0.000091,0.034
yfat,0.000011,0.091
yfav,0.000243,0.050
yfax,0.000379,0.067
yfay,0.002197,0.039
yfaz,0.000370,0.013
yfbk,0.000103,0.145
yfbl,0.000045,0.021
yfbm,0.000131,0.014
yfbn,0.000015,0.116
yfbp,0.000338,0.040
yfbs,0.000653,0.108
yfbu,0.008192,0.076
yfbv,0.047585,0.043
yfce,0.002925,0.010
yfcf,0.002461,0.037
yfcg,0.005946,0.031
yfco,0.005662,0.101
yfcp,0.000101,0.058
yfcq,0.000030,0.051
yfcr,0.000014,0.067
yfcs,0.000022,0.050
yfcv,0.000127,0.174
yfde,0.001401,0.124
yfdf,0.000033,0.018
yfdh,0.000093,0.030
yfdk,0.000173,0.087
yfdr,0.000000,0.027
yfds,0.000000,0.016
yfdv,0.000313,0.110
yfdx,0.000218,0.087
yfek,0.000141,0.013
yfes,0.000285,0.036
yfey,0.000921,0.102
yfez,0.001336,0.025
yffq,0.000062,0.052
yffr,0.000500,0.012
yffs,0.001120,0.011
yfgi,0.002593,0.021
yfgm,0.002330,0.031
yfhm,0.003731,0.109
yfib,0.000226,0.008
yfie,0.001194,0.069
yfif,0.001899,0.023
yfih,0.002321,0.017
yfir,0.000683,0.019
yfjd,0.000441,0.022
yfjf,0.000764,0.012
yfjh,0.000170,0.142
yfji,0.000070,0.044
yfjm,0.000125,0.036
yfp,0.088418,0.516
ygac,0.002003,0.058
ygam,0.081563,0.107
ygbi,0.002385,0.094
ygbk,0.000670,0.004
ygbn,0.000449,0.023
ygce,0.000145,0.024
ygcs,0.000035,0.048
ygcu,0.000107,0.123
ygcw,0.000010,0.135
ygdg,0.000156,0.019
ygdi,0.009965,0.083
ygeh,0.000006,0.024
ygeq,0.000217,0.054
ygey,0.000097,0.010
ygfi,0.000189,0.018
ygfk,0.000129,0.021
ygft,0.000171,0.045
yggc,0.000694,0.012
ygge,0.021369,0.048
yggm,0.000058,0.017
yghb,0.009276,0.013
yghj,0.000212,0.036
ygho,0.000044,0.031
yghr,0.000057,0.023
ygic,0.005327,0.029
ygiq,0.000224,0.012
ygis,0.000518,0.042
ygjh,0.001179,0.011
ygjq,0.000024,0.006
yhak,0.000268,0.007
yhav,0.006365,0.048
yhcc,0.000231,0.005
yhcd,0.000103,0.016
yhcf,0.000451,0.032
yhcg,0.000430,0.030
yhco,0.006672,0.016
yhdn,0.002151,0.024
yhdp,0.000609,0.049
yhdv,0.001351,0.004
yheo,0.001718,0.036
yhev,0.001139,0.010
yhfk,0.000090,0.012
yhfw,0.000046,0.017
yhfx,0.000075,0.014
yhfz,0.000557,0.034
yhge,0.000228,0.038
yhha,0.036290,0.029
yhhi,0.000044,0.019
yhhm,0.000308,0.009
yhhs,0.000625,0.014
yhht,0.003322,0.016
yhhw,0.004608,0.020
yhhx,0.004606,0.030
yhid,0.000169,0.040
yhij,0.000155,0.038
yhjb,0.000373,0.025
yhjg,0.016740,0.085
yhjj,0.000999,0.028
yhjr,0.006223,0.033
yhjx,0.000711,0.033
yhjy,0.004228,0.036
yiaa,0.000331,0.039
yiab,0.000012,0.027
yiad,0.000333,0.009
yiaf,0.026932,0.041
yiag,0.080125,0.029
yial,0.000082,0.018
yian,0.000021,0.014
yiat,0.000702,0.057
yiau,0.000745,0.021
yiaw,0.000200,0.017
yiay,0.000029,0.047
yiba,0.000519,0.012
yibn,0.003549,0.023
yibt,0.045558,0.027
yicc,0.004850,0.012
yich,0.011481,0.016
yici,0.000196,0.061
yicj,0.000086,0.055
yicn,0.001496,0.029
yida,0.002259,0.019
yidc,0.001651,0.012
yide,0.002609,0.018
yidh,0.000951,0.018
yidj,0.000045,0.036
yidk,0.000030,0.049
yidl,0.000109,0.029
yidp,0.000036,0.009
yidr,0.000688,0.055
yieh,0.000300,0.025
yiek,0.000153,0.031
yiel,0.000015,0.051
yiep,0.000735,0.051
yifb,0.000045,0.045
yifk,0.001750,0.024
yige,0.000026,0.055
yiha,0.006248,0.025
yihf,0.000135,0.014
yihg,0.000047,0.060
yiho,0.001131,0.051
yihp,0.000043,0.047
yihq,0.000056,0.018
yihr,0.000056,0.048
yihs,0.000123,0.026
yiht,0.000052,0.020
yihx,0.002010,0.012
yiig,0.000051,0.013
yiix,0.000600,0.033
yijd,0.013052,0.005
yijf,0.000029,0.038
yijo,0.000149,0.033
yjaz,0.000070,0.024
yjbh,0.000237,0.027
yjbj,0.226249,0.244
yjcb,0.002553,0.016
yjch,0.002589,0.009
yjco,0.000871,0.033
yjcs,0.000028,0.078
yjdc,0.016449,0.029
yjdm,0.009122,0.018
yjej,0.000044,0.060
yjem,0.001419,0.015
yjfj,0.000185,0.014
yjfy,0.005153,0.038
yjfz,0.000038,0.066
yjga,0.010514,0.024
yjgh,0.003086,0.015
yjgm,0.002325,0.040
yjgn,0.000084,0.029
yjgr,0.007207,0.048
yjhf,0.000149,0.037
yjhg,0.001193,0.049
yjhh,0.001451,0.015
yjhi,0.000903,0.078
yjia,0.000332,0.018
yjic,0.000080,0.052
yjik,0.000108,0.050
yjim,0.001548,0.036
yjin,0.002588,0.028
yjir,0.000600,0.035
yjjb,0.000417,0.014
yjji,0.000059,0.055
yjjp,0.000275,0.057
yjjq,0.000006,0.030
yjtd,0.000282,0.019
ykfa,0.001355,0.035
ykfb,0.012291,0.023
ykgh,0.000211,0.076
ykgl,0.000226,0.015
ykgm,0.000315,0.036
ykgo,0.000060,0.022
ylac,0.001071,0.033
ymdb,0.003161,0.007
ymdf,0.611563,0.047
ymfa,0.000027,0.063
ymga,0.001170,0.043
ymge,0.048892,0.023
ymja,0.000361,0.050
ynai,0.000430,0.083
yncj,0.000415,0.035
ynee,0.000059,0.079
ynfc,0.001088,0.115
ynfe,0.000120,0.026
ynff,0.000150,0.028
ynfl,0.000257,0.021
ynib,0.018862,0.121
ynjh,0.001427,0.045
ynji,0.000022,0.107
yoag,0.000334,0.065
yoba,0.001561,0.056
yobd,0.000885,0.018
yobf,0.023696,0.057
yodd,0.252220,0.101
yohc,0.257646,0.126
yoji,0.000376,0.154
ypdf,0.000048,0.044
ypea,0.002748,0.060
ypeb,0.000624,0.019
ypec,0.000767,0.006
ypfg,0.000460,0.061
ypfj,0.009832,0.042
yphb,0.001206,0.047
yphc,0.000687,0.007
yphf,0.000503,0.163
yphg,0.000198,0.112
yphh,0.000437,0.030
ypja,0.002029,0.134
yqab,0.001180,0.040
yqae,0.003744,0.044
yqca,0.002758,0.035
yqcc,0.000982,0.017
yqef,0.001991,0.045
yqeh,0.000048,0.091
yqek,0.000000,0.017
yqgd,0.000039,0.019
yqhg,0.000312,0.025
yqii,0.000056,0.013
yqij,0.000199,0.018
yqjc,0.014158,0.033
yqjd,0.016705,0.008
yqjg,0.010608,0.030
yrbl,0.104911,0.061
yrdb,0.003636,0.019
yrdd,0.007909,0.024
yrfg,0.005664,0.016
ysab,0.000726,0.010
yshb,0.008211,0.076
ytfe,0.000531,0.037
ytfi,0.000262,0.030
ytfk,0.210963,0.063
zapa,0.043805,0.049
zapb,0.006896,0.011
zapc,0.001037,0.043
zapd,0.002996,0.022
zape,0.000257,0.017
zapg,0.054005,0.029
zipa,0.013651,0.191
zntb,0.005602,0.016
zntr,0.002272,0.033
znua,0.003972,0.173
znub,0.001063,0.006
znuc,0.001649,0.014
zrap,0.000496,0.015
zupt,0.011919,0.021
zur,0.000640,0.015
zwf,0.005768,0.172
