"",bulk,single-cell
gpma,0.239826,0.053320
gpmm,0.053851,0.010060
gpr,0.018060,0.032193
gpsa,0.064575,0.014085
gpt,0.019428,0.044266
grca,0.012015,0.007042
grea,0.062488,0.017103
greb,0.024121,0.004024
grol,0.397359,0.329980
gros,0.252465,0.048290
grpe,0.459018,0.017103
grxa,0.001629,0.006036
grxb,0.071074,0.047284
grxc,0.271161,0.003018
grxd,0.180977,0.011066
gsha,0.189974,0.145875
gshb,0.056632,0.021127
gsia,0.079902,0.052314
gsib,0.026607,0.037223
gsic,0.013993,0.007042
gsid,0.007793,0.007042
gsk,0.011537,0.016097
gspa,0.004140,0.004024
gspb,0.005771,0.015091
gspc,0.004185,0.010060
gspd,0.005155,0.016097
gspe,0.001154,0.007042
gspf,0.000506,0.005030
gspg,0.000580,0.003018
gsph,0.000890,0.003018
gspi,0.000328,0.007042
gspj,0.000734,0.000000
gspk,0.000275,0.011066
gspl,0.000430,0.013078
gspm,0.003791,0.005030
gspo,0.002407,0.012072
gss,0.016783,0.020121
gsta,0.177537,0.031187
gstb,0.042226,0.014085
guaa,0.056539,0.031187
guab,0.091485,0.038229
guac,0.015738,0.023139
guad,0.003147,0.009054
gudd,0.011816,0.003018
gudp,0.002350,0.010060
gudx,0.003047,0.011066
gutm,0.004315,0.006036
gutq,0.011075,0.000000
gyra,0.049252,0.060362
gyrb,0.166193,0.105634
hcac,0.008895,0.003018
hcad,0.008446,0.003018
hcae,0.011774,0.004024
hcaf,0.017441,0.005030
hcar,0.012372,0.024145
hcat,0.016827,0.013078
hcha,0.332080,0.231388
hcp,0.003596,0.007042
hcr,0.004996,0.003018
hcxa,0.016555,0.002012
hcxb,0.023022,0.015091
hda,0.010362,0.000000
hdea,0.022643,0.011066
hdeb,0.010383,0.006036
hded,0.014900,0.007042
hdfr,0.032087,0.037223
hdha,0.356971,0.167002
held,0.026934,0.056338
hema,0.079529,0.007042
hemb,0.022235,0.009054
hemc,0.038860,0.001006
hemd,0.052345,0.001006
heme,0.062395,0.001006
hemf,0.047196,0.000000
hemg,0.017388,0.008048
hemh,0.115790,0.084507
heml,0.068789,0.014085
hemn,0.018456,0.002012
hemw,0.016684,0.020121
hemx,0.127790,0.132797
hemy,0.118628,0.009054
hflc,0.405739,0.123742
hfld,0.030761,0.000000
hflk,0.583055,0.016097
hflx,0.486984,0.355131
hfq,0.829248,0.326962
hha,0.244579,0.016097
hica,0.086148,0.007042
hicb,0.077818,0.107646
higa,0.019262,0.001006
higb,0.006538,0.014085
hint,0.234602,0.085513
hipa,0.060710,0.059356
hipb,0.039478,0.023139
hisa,0.014917,0.000000
hisb,0.023080,0.001006
hisc,0.033582,0.010060
hisd,0.053907,0.001006
hisf,0.012253,0.002012
hisg,0.069676,0.004024
hish,0.018288,0.000000
hisi,0.017042,0.000000
hisj,0.052498,0.053320
hisl,0.020484,0.013078
hism,0.005287,0.003018
hisp,0.007706,0.002012
hisq,0.017682,0.007042
hiss,0.101645,0.017103
hiuh,0.003907,0.004024
hlde,0.102736,0.030181
hlye,0.004121,0.019115
hmp,0.122522,0.042254
hns,1.817633,0.391348
hofc,0.002216,0.004024
hofm,0.003327,0.002012
hofn,0.001378,0.002012
hofo,0.000882,0.001006
hofp,0.001156,0.000000
hofq,0.001437,0.005030
hoka,0.000718,0.000000
hokd,1.191877,0.094567
hoke,0.003501,0.006036
hola,0.013984,0.004024
holb,0.034240,0.017103
holc,0.069215,0.012072
hold,0.033102,0.001006
hole,0.016998,0.002012
hpf,0.043107,0.012072
hprr,0.013055,0.033199
hprs,0.013039,0.024145
hpt,0.043594,0.003018
hrpa,0.027614,0.032193
hrpb,0.009563,0.004024
hsca,0.061926,0.025151
hscb,0.092352,0.007042
hscc,0.002570,0.013078
hsdm,0.010044,0.012072
hsdr,0.006829,0.037223
hsds,0.000862,0.009054
hslj,0.025617,0.020121
hslo,0.152114,0.136821
hslr,0.152306,0.053320
hslu,0.212461,0.113682
hslv,0.223062,0.159960
hspq,0.864870,0.094567
htpg,0.116671,0.077465
htpx,1.281165,0.042254
htre,0.005800,0.006036
htrl,0.005463,0.011066
hupa,0.166305,0.010060
hupb,0.224833,0.086519
hxpa,0.100561,0.011066
hxpb,0.014343,0.005030
hyaa,0.016633,0.011066
hyab,0.006455,0.001006
hyac,0.004230,0.001006
hyad,0.006472,0.000000
hyaf,0.002030,0.001006
hyba,0.006544,0.000000
hybb,0.004356,0.004024
hybc,0.021474,0.019115
hybd,0.031551,0.004024
hybe,0.019313,0.001006
hybg,0.007661,0.003018
hybo,0.014776,0.008048
hyca,0.014900,0.003018
hycb,0.019203,0.009054
hycc,0.019310,0.009054
hyce,0.011034,0.008048
hycf,0.006583,0.001006
hycg,0.007174,0.009054
hych,0.011233,0.007042
hyci,0.027736,0.021127
hydn,0.006981,0.000000
hyfa,0.000912,0.001006
hyfb,0.001323,0.002012
hyfc,0.000445,0.005030
hyfd,0.000954,0.004024
hyfe,0.001286,0.001006
hyff,0.002645,0.004024
hyfg,0.002652,0.002012
hyfh,0.001706,0.000000
hyfi,0.000890,0.001006
hyfj,0.000705,0.001006
hyfr,0.001609,0.005030
hyi,0.004508,0.025151
hypb,0.005170,0.002012
hypc,0.002859,0.001006
hypd,0.023650,0.004024
hype,0.057461,0.006036
hypf,0.007543,0.004024
hypt,0.005946,0.003018
hyua,0.000595,0.001006
iaaa,0.188496,0.011066
iada,0.009363,0.003018
iap,0.010260,0.012072
ibag,0.033265,0.004024
ibpa,0.135550,0.036217
ibpb,0.050365,0.000000
icd,0.169115,0.078471
iclr,0.016619,0.000000
idi,0.064911,0.028169
idnd,0.002732,0.008048
idnk,0.005124,0.013078
idno,0.003215,0.011066
idnr,0.002913,0.010060
idnt,0.005332,0.015091
igaa,0.010427,0.013078
ihfa,5.232587,1.056338
ihfb,0.690990,0.112676
iles,0.089583,0.021127
ilva,0.029390,0.012072
ilvb,0.026204,0.011066
ilvc,0.011152,0.015091
ilvd,0.073187,0.017103
ilve,0.186326,0.005030
ilvi,0.004493,0.013078
ilvm,0.146947,0.018109
ilvn,0.010843,0.011066
ilvy,0.055746,0.000000
inaa,0.025298,0.021127
infa,0.278423,0.003018
infb,0.552775,0.397384
infc,1.638107,0.105634
insg,0.004768,0.017103
insq,0.025985,0.022133
inta,0.021879,0.023139
intd,0.011996,0.017103
intf,0.042212,0.036217
intr,0.011722,0.022133
intz,0.016976,0.005030
ipra,0.000581,0.006036
irad,0.039342,0.003018
iram,0.000864,0.001006
irap,0.014697,0.015091
isca,0.535234,0.088531
iscr,0.521651,0.108652
iscs,0.534703,0.014085
iscu,0.488178,0.098592
iscx,0.076875,0.010060
ispa,0.037270,0.000000
ispb,0.083111,0.038229
ispd,0.048386,0.015091
ispe,0.112974,0.043260
ispf,0.029338,0.007042
ispg,0.256706,0.028169
isph,0.035166,0.017103
ispu,0.049080,0.052314
ivbl,0.088347,0.017103
ivy,0.076890,0.024145
kanr,15.835477,8.175050
kate,0.024714,0.037223
katg,0.038139,0.030181
kbay,0.007771,0.006036
kbaz,0.004344,0.006036
kbl,0.120421,0.007042
kbp,0.412019,0.244467
kch,0.013563,0.020121
kdgk,0.012302,0.000000
kdgr,0.016855,0.009054
kdgt,0.003680,0.003018
kdpa,0.001402,0.005030
kdpb,0.001872,0.000000
kdpc,0.011174,0.001006
kdpd,0.024694,0.024145
kdpe,0.029467,0.000000
kdpf,0.000615,0.000000
kdsa,0.100814,0.046278
kdsb,0.041335,0.002012
kdsc,0.101759,0.001006
kdsd,0.036522,0.022133
kdud,0.009262,0.004024
kdui,0.005842,0.015091
kefb,0.014648,0.019115
kefc,0.038187,0.010060
keff,0.024496,0.004024
kefg,0.021699,0.005030
kgtp,0.769077,0.460765
kilr,0.000688,0.005030
kpta,0.007694,0.008048
kup,0.007614,0.008048
laca,0.005319,0.012072
laci,0.264605,0.009054
lacy,0.003273,0.043260
lacz,0.205628,0.045272
lafu,0.003113,0.001006
lamb,0.006284,0.006036
lapa,0.111310,0.013078
lapb,0.048004,0.060362
lapc,0.027978,0.008048
ldca,0.016916,0.005030
ldcc,0.038621,0.028169
ldha,0.038634,0.042254
ldrb,0.033840,0.004024
ldrc,0.012674,0.003018
ldrd,0.060974,0.003018
ldta,0.192917,0.141851
ldtb,0.080400,0.053320
ldtc,0.075261,0.038229
ldtd,0.129936,0.043260
ldte,0.345957,0.455734
lepa,0.112646,0.065392
lepb,0.073599,0.020121
leta,0.027628,0.032193
letb,0.016440,0.026157
leua,0.012717,0.015091
leub,0.021756,0.004024
leuc,0.018208,0.014085
leud,0.025641,0.000000
leue,0.021641,0.024145
leul,0.005161,0.001006
leuo,0.007939,0.012072
leus,0.111812,0.134809
lexa,0.731716,0.232394
lgod,0.012095,0.015091
lgor,0.001133,0.019115
lgot,0.014372,0.017103
lgt,0.030208,0.005030
lhgd,0.059055,0.009054
lhr,0.003380,0.002012
liga,0.137898,0.146881
ligb,0.002808,0.010060
lipa,0.047187,0.002012
lipb,0.043710,0.009054
livf,0.007614,0.002012
livg,0.005804,0.006036
livh,0.015084,0.009054
livj,0.038172,0.033199
livk,0.018682,0.011066
livm,0.009964,0.000000
lldd,0.009526,0.013078
lldp,0.037343,0.012072
lldr,0.004463,0.003018
lnt,0.051400,0.000000
loip,0.038468,0.002012
lola,0.034012,0.037223
lolb,0.090872,0.049296
lolc,0.019306,0.007042
lold,0.023063,0.008048
lole,0.019606,0.017103
lon,0.415942,0.326962
lpd,0.096674,0.020121
lplt,0.057741,0.031187
lpoa,0.014167,0.008048
lpob,0.363820,0.076459
lpp,4.511681,0.147887
lpta,0.165500,0.064386
lptb,0.135655,0.006036
lptc,0.109352,0.156942
lptd,0.121885,0.153924
lpte,0.140170,0.018109
lptf,0.119197,0.078471
lptg,0.130298,0.060362
lpxa,0.108640,0.036217
lpxb,0.017389,0.003018
lpxc,0.710599,0.132797
lpxd,0.135620,0.031187
lpxh,0.007374,0.001006
lpxk,0.055652,0.015091
lpxl,0.035938,0.013078
lpxm,0.112776,0.032193
lpxp,0.035012,0.009054
lpxt,0.012059,0.017103
lrha,0.073459,0.092555
lrp,0.173917,0.118712
lspa,0.077251,0.029175
lsra,0.003567,0.011066
lsrb,0.003048,0.007042
lsrc,0.005642,0.000000
lsrd,0.003309,0.013078
lsrf,0.004643,0.020121
lsrg,0.005142,0.008048
lsrk,0.015650,0.033199
lsrr,0.016682,0.001006
ltae,0.032391,0.007042
luxs,0.324634,0.061368
lysa,0.113628,0.043260
lysc,0.007174,0.002012
lyso,0.009821,0.011066
lysp,0.217022,0.045272
lysr,0.015055,0.016097
lyss,0.037216,0.041247
lyxk,0.000921,0.004024
maa,0.065432,0.012072
maca,0.015681,0.008048
macb,0.020786,0.006036
maea,0.037998,0.052314
maeb,0.056886,0.076459
mak,0.076158,0.048290
male,0.001784,0.031187
malf,0.001460,0.007042
malg,0.007439,0.006036
mali,0.045603,0.000000
malk,0.000475,0.004024
malm,0.006592,0.006036
malp,0.058366,0.039235
malq,0.036244,0.012072
mals,0.003929,0.008048
malt,0.022957,0.037223
malx,0.006307,0.010060
maly,0.010491,0.018109
malz,0.005313,0.016097
mana,0.009473,0.003018
manx,0.137027,0.033199
many,0.152612,0.062374
manz,0.175412,0.083501
maop,0.066340,0.004024
map,0.052713,0.009054
mara,0.029506,0.003018
marb,0.012192,0.001006
marr,0.009801,0.015091
mata,0.004003,0.011066
matp,0.043719,0.020121
maze,0.130252,0.028169
mazf,0.086029,0.007042
mazg,0.096814,0.029175
mcba,0.005806,0.001006
mcbr,0.174888,0.155936
mcherry,0.091114,0.379276
mcrb,0.003480,0.006036
mcrc,0.000815,0.005030
mdab,0.013542,0.006036
mdfa,0.063091,0.007042
mdh,0.309259,0.072435
mdla,0.022431,0.010060
mdlb,0.010090,0.005030
mdta,0.016182,0.013078
mdtb,0.006913,0.008048
mdtc,0.005034,0.008048
mdtd,0.006189,0.003018
mdte,0.001955,0.000000
mdtf,0.003518,0.012072
mdtg,0.011760,0.011066
mdth,0.009964,0.001006
mdti,0.047162,0.012072
mdtj,0.033856,0.003018
mdtk,0.300154,0.070423
mdtl,0.001440,0.005030
mdtm,0.070728,0.020121
mdtn,0.001028,0.003018
mdto,0.000884,0.005030
mdtp,0.000621,0.038229
mela,0.008648,0.008048
melb,0.005764,0.015091
melr,0.007861,0.010060
mena,0.026035,0.018109
menb,0.066067,0.008048
menc,0.056494,0.008048
mend,0.022412,0.000000
mene,0.026644,0.007042
menf,0.085455,0.007042
menh,0.011981,0.005030
meni,0.005072,0.010060
mepa,0.013005,0.001006
meph,0.003760,0.004024
mepk,0.107878,0.065392
mepm,0.055588,0.038229
meta,0.004201,0.010060
metc,0.010251,0.014085
mete,0.009517,0.017103
metf,0.005275,0.007042
metg,0.017978,0.012072
meth,0.004907,0.006036
meti,0.016416,0.018109
metj,0.071197,0.005030
metk,0.111525,0.038229
metl,0.017219,0.001006
metq,0.035821,0.014085
metr,0.007198,0.000000
mfd,0.012216,0.025151
mgla,0.004523,0.020121
mglb,0.018590,0.034205
mglc,0.012143,0.009054
mgrb,0.059044,0.002012
mgta,0.011191,0.021127
mgts,0.009572,0.069416
mhpa,0.003175,0.007042
mhpb,0.002201,0.000000
mhpc,0.001970,0.002012
mhpd,0.001170,0.002012
mhpf,0.002395,0.007042
mhpr,0.100336,0.003018
mhpt,0.009538,0.001006
miaa,0.761319,0.037223
miab,0.072774,0.037223
minc,0.030412,0.003018
mind,0.039955,0.059356
mine,0.023260,0.000000
mioc,0.047301,0.005030
mipa,0.066130,0.030181
mlaa,0.133769,0.017103
mlab,0.170810,0.014085
mlac,0.158752,0.013078
mlad,0.070553,0.028169
mlaf,0.088879,0.004024
mlc,0.024469,0.032193
mlic,0.012505,0.008048
mlra,0.152575,0.028169
mlta,0.045626,0.011066
mltb,0.052868,0.040241
mltc,0.008635,0.014085
mltd,0.035472,0.019115
mltf,0.003373,0.020121
mltg,0.034838,0.063380
mmum,0.018440,0.001006
mmup,0.010745,0.010060
mnga,0.001034,0.005030
mngb,0.003518,0.016097
mngr,0.007554,0.037223
mnma,0.051857,0.006036
mnmc,0.009120,0.007042
mnme,0.030580,0.008048
mnmg,0.041680,0.029175
mnth,0.812399,0.241449
mntp,0.002296,0.001006
mntr,0.022515,0.000000
moaa,0.092319,0.055332
moab,0.109126,0.011066
moac,0.073028,0.002012
moae,0.028620,0.003018
moba,0.014361,0.008048
mobb,0.013354,0.010060
moca,0.033829,0.055332
moda,0.127268,0.084507
modb,0.094335,0.031187
modc,0.094264,0.001006
mode,0.015165,0.006036
modf,0.015655,0.002012
moea,0.022267,0.008048
moeb,0.018714,0.003018
mog,0.027059,0.000000
mokc,0.022038,0.003018
mota,1.169066,0.061368
motb,0.909866,0.057344
mpaa,0.103054,0.161972
mpl,0.028172,0.002012
mppa,0.075930,0.039235
mpra,0.014816,0.006036
mqo,0.031811,0.004024
mqsa,0.711828,0.146881
mqsr,0.449329,0.021127
mray,0.008949,0.001006
mraz,0.085563,0.005030
mrca,0.012201,0.004024
mrcb,0.033606,0.021127
mrda,0.011211,0.011066
mrdb,0.021796,0.022133
mreb,0.141217,0.010060
mrec,0.034786,0.003018
mred,0.020514,0.002012
mrr,0.020108,0.012072
msba,0.038657,0.047284
msck,0.005608,0.010060
mscl,0.222362,0.083501
mscm,0.005846,0.014085
mscs,1.518726,0.533199
msra,0.101162,0.024145
msrb,0.035972,0.028169
msrc,0.145005,0.022133
msrp,0.054359,0.011066
msrq,0.040674,0.004024
msyb,0.047094,0.044266
mtfa,0.013271,0.015091
mtga,0.005642,0.005030
mtla,0.235288,0.135815
mtld,0.164936,0.069416
mtlr,0.075061,0.015091
mtn,0.041042,0.001006
mtr,0.027772,0.014085
mug,0.148658,0.079477
mukb,0.013618,0.012072
muke,0.011835,0.004024
mukf,0.014016,0.009054
mura,0.067397,0.007042
murb,0.012641,0.019115
murc,0.015207,0.001006
murd,0.009287,0.015091
mure,0.006654,0.002012
murf,0.005327,0.005030
murg,0.016428,0.006036
muri,0.007112,0.008048
murj,0.005914,0.000000
murp,0.004566,0.000000
murq,0.008598,0.000000
murr,0.018992,0.031187
muth,0.015655,0.014085
mutl,0.035253,0.008048
mutm,0.013241,0.004024
muts,0.006956,0.017103
mutt,0.001827,0.020121
muty,0.020642,0.008048
mzra,0.052616,0.013078
nac,0.015431,0.042254
nada,0.230945,0.115694
nadb,0.016087,0.004024
nadc,0.007940,0.009054
nadd,0.016646,0.009054
nade,0.066278,0.057344
nadk,0.064338,0.050302
nadr,0.027772,0.035211
naga,0.044089,0.031187
nagb,0.050362,0.024145
nagc,0.018552,0.018109
nage,0.085152,0.094567
nagk,0.041498,0.018109
nagz,0.040753,0.028169
nana,0.102008,0.060362
nanc,0.012685,0.013078
nane,0.041709,0.020121
nank,0.063858,0.001006
nanm,0.124417,0.099598
nanq,0.062278,0.044266
nanr,0.013973,0.001006
nans,0.015851,0.032193
nant,0.076756,0.033199
nanx,0.012045,0.015091
nany,0.012025,0.020121
napa,0.002820,0.007042
napb,0.001355,0.010060
napc,0.006663,0.007042
napd,0.000942,0.004024
napf,0.001395,0.002012
napg,0.002815,0.001006
naph,0.002656,0.004024
narg,0.004065,0.002012
narh,0.005115,0.004024
nari,0.006035,0.002012
narj,0.007785,0.002012
nark,0.002662,0.005030
narl,0.038764,0.011066
narp,0.038880,0.014085
narq,0.009683,0.011066
naru,0.037111,0.042254
narw,0.002076,0.001006
narx,0.027257,0.039235
narz,0.005033,0.018109
ndh,0.018843,0.021127
ndk,0.032389,0.014085
nei,0.015386,0.011066
nema,0.029840,0.005030
nemr,0.016205,0.001006
nepi,0.008111,0.002012
nfef,0.098011,0.005030
nfer,0.059236,0.014085
nfi,0.050806,0.007042
nfo,0.029880,0.006036
nfra,0.005804,0.013078
nfsa,0.036090,0.012072
nfsb,0.045667,0.003018
nfua,0.156371,0.002012
nhaa,0.308078,0.122736
nhab,0.025530,0.054326
nhar,0.056204,0.058350
nhoa,0.020535,0.008048
nika,0.000592,0.012072
nikb,0.000325,0.001006
nikc,0.000672,0.000000
nikd,0.000963,0.002012
nike,0.001020,0.002012
nikr,0.006128,0.003018
nimr,0.028199,0.026157
nimt,0.005516,0.002012
nine,0.000908,0.005030
nirb,0.002034,0.005030
nirc,0.003499,0.003018
nird,0.001426,0.005030
nlpa,0.059284,0.042254
nlpc,0.135761,0.003018
nlpd,0.257602,0.181087
nlpe,0.114733,0.034205
nlpi,0.315681,0.308853
nnr,0.250896,0.024145
norr,0.028476,0.002012
norv,0.018947,0.023139
norw,0.010396,0.001006
npr,0.009332,0.002012
nrda,0.025083,0.018109
nrdb,0.109306,0.025151
nrdd,0.378606,0.150905
nrde,0.200807,0.184105
nrdf,0.015730,0.010060
nrdg,0.057529,0.022133
nrdh,0.244382,0.023139
nrdi,0.688223,0.067404
nrdr,0.030049,0.020121
nrfa,0.002692,0.004024
nrfb,0.008607,0.012072
nrfc,0.001363,0.001006
nrfd,0.004714,0.003018
nrfe,0.001733,0.000000
nrff,0.001289,0.000000
nrfg,0.001312,0.000000
nsrr,0.033781,0.032193
nth,0.003990,0.000000
nudb,0.050355,0.042254
nudc,0.088258,0.062374
nude,0.068436,0.004024
nudf,0.027956,0.004024
nudi,0.002481,0.006036
nudj,0.026820,0.008048
nudk,0.008483,0.013078
nudl,0.038546,0.002012
nuob,0.398552,0.164990
nuoc,0.172549,0.083501
nuoe,0.089560,0.005030
nuof,0.096516,0.029175
nuog,0.061796,0.002012
nuoh,0.036428,0.014085
nuoi,0.032729,0.002012
nuoj,0.050196,0.003018
nuok,0.024536,0.002012
nuol,0.029006,0.004024
nuom,0.454329,0.090543
nuon,0.020515,0.002012
nupc,0.046096,0.039235
nupg,0.014308,0.043260
nupx,0.004759,0.014085
nusa,0.496675,0.207243
nusb,0.074660,0.001006
nusg,0.234310,0.116700
obge,0.261217,0.072435
ogrk,0.022693,0.001006
ompa,4.333871,0.730382
ompc,0.430282,0.255533
ompf,0.110503,0.087525
ompg,0.007464,0.006036
ompl,0.001955,0.010060
ompn,0.003918,0.014085
ompr,0.223205,0.009054
ompt,0.161303,0.146881
ompw,0.007799,0.007042
ompx,2.417968,0.033199
opgb,0.012573,0.009054
opgc,0.002932,0.012072
opgd,0.043736,0.043260
opge,0.025506,0.021127
opgg,0.031943,0.072435
opgh,0.022632,0.011066
oppa,0.193140,0.082495
oppb,0.020427,0.012072
oppc,0.026499,0.006036
oppd,0.023186,0.012072
orn,0.015459,0.000000
ortt,0.012688,0.003018
osmb,0.216033,0.021127
osmc,0.752866,0.116700
osme,1.600347,0.029175
osmf,0.349667,0.232394
osmy,3.056087,0.762575
otsa,0.196666,0.144869
otsb,0.277000,0.172032
oxc,0.005483,0.021127
oxyr,0.082220,0.024145
paaa,0.000740,0.003018
paab,0.001476,0.000000
paac,0.002238,0.001006
paad,0.001204,0.003018
paaf,0.009685,0.003018
paag,0.000857,0.008048
paai,0.002843,0.006036
paaj,0.006615,0.020121
paak,0.001550,0.018109
paax,0.100692,0.053320
paay,0.053406,0.010060
paaz,0.000788,0.006036
paba,0.083819,0.003018
pabb,0.034996,0.007042
pabc,0.055305,0.012072
paea,0.024698,0.047284
pagp,0.003870,0.006036
pal,0.380471,0.021127
panb,0.030549,0.002012
panc,0.043358,0.023139
pand,0.124297,0.006036
pane,0.049057,0.034205
panf,0.008244,0.003018
panz,0.023690,0.004024
paoa,0.023870,0.003018
paob,0.016439,0.002012
paoc,0.008841,0.004024
paod,0.005808,0.003018
parc,0.041265,0.011066
pare,0.058855,0.012072
pata,0.120483,0.109658
patd,0.005681,0.005030
pbpc,0.005777,0.001006
pbpg,0.036410,0.046278
pck,0.027007,0.026157
pcm,0.082425,0.012072
pcnb,0.078539,0.077465
pdea,0.005507,0.012072
pded,0.018004,0.040241
pdef,0.002936,0.010060
pdeg,0.047095,0.030181
pdeh,0.317045,0.007042
pdei,0.001207,0.014085
pdel,0.024354,0.022133
pden,0.003511,0.012072
pder,0.167863,0.086519
pdhr,0.010032,0.009054
pdxa,0.021766,0.015091
pdxb,0.033719,0.021127
pdxh,0.012816,0.009054
pdxi,0.078625,0.031187
pdxj,0.022000,0.003018
pdxk,0.010566,0.004024
pdxy,0.008523,0.002012
pepa,0.292385,0.029175
pepb,0.070638,0.003018
pepd,0.049762,0.045272
pepe,0.002860,0.001006
pepn,0.077503,0.097586
pepp,0.043676,0.027163
pepq,0.032272,0.008048
pept,0.198464,0.152918
perr,0.002002,0.025151
pfka,0.335546,0.030181
pfkb,0.264922,0.123742
pfla,0.081057,0.004024
pflb,0.269937,0.300805
pflc,0.002229,0.003018
pfld,0.001740,0.013078
pgaa,0.003187,0.014085
pgab,0.001944,0.011066
pgac,0.005137,0.007042
pgad,0.008227,0.015091
pgi,0.141276,0.119718
pgk,0.359989,0.317907
pgl,0.246583,0.120724
pgm,0.172075,0.131791
pgpa,0.035677,0.006036
pgpb,0.045149,0.042254
pgrr,0.026311,0.022133
pgsa,0.027574,0.000000
phea,0.008760,0.021127
phel,0.041198,0.001006
phep,0.015322,0.001006
phes,0.122568,0.073441
phet,0.390758,0.358149
phnc,0.001480,0.001006
phnd,0.000680,0.000000
phnf,0.000177,0.000000
phnh,0.000254,0.002012
phnj,0.000261,0.008048
phnk,0.000842,0.004024
phnl,0.002138,0.000000
phnm,0.000948,0.006036
phnn,0.002518,0.002012
phno,0.030501,0.002012
phnp,0.014660,0.000000
phoa,0.013828,0.001006
phob,0.032187,0.000000
phoe,0.002207,0.013078
phoh,0.088799,0.094567
phop,0.072274,0.134809
phoq,0.036531,0.043260
phor,0.011845,0.018109
phou,0.017726,0.013078
php,0.001682,0.002012
phr,0.040026,0.055332
pinq,0.016605,0.031187
pinr,0.017885,0.011066
pita,0.154535,0.051308
pitb,0.005771,0.001006
plap,0.020315,0.008048
plar,0.007692,0.001006
plda,0.011958,0.004024
pldb,0.019542,0.001006
plig,0.008966,0.003018
plsb,0.018701,0.019115
plsc,0.023802,0.009054
plsx,0.054753,0.039235
plsy,0.051714,0.019115
pmrd,0.012192,0.012072
pnca,0.009385,0.006036
pncb,0.073983,0.027163
pncc,0.032067,0.002012
pnp,0.320477,0.121730
pnta,0.122960,0.042254
pntb,0.123482,0.133803
pnuc,0.265335,0.130785
pola,0.019296,0.018109
polb,0.092607,0.008048
pota,0.018930,0.012072
potb,0.006025,0.006036
potc,0.023115,0.006036
potd,0.046810,0.058350
pote,0.011217,0.023139
potf,0.116017,0.057344
potg,0.032387,0.011066
poth,0.007153,0.012072
poti,0.015944,0.000000
poxb,0.052860,0.028169
ppa,0.061665,0.004024
ppc,0.009685,0.019115
ppdb,0.007841,0.004024
ppdc,0.013576,0.002012
ppdd,0.000804,0.007042
ppha,0.184877,0.173038
pphb,0.250005,0.067404
pphc,0.003113,0.006036
ppia,0.038288,0.000000
ppib,0.071844,0.006036
ppic,0.029263,0.017103
ppid,0.056922,0.076459
ppnn,0.027326,0.048290
ppnp,0.100482,0.007042
pppa,0.004450,0.011066
ppsa,0.022753,0.013078
ppsr,0.048730,0.056338
ppta,0.024949,0.018109
ppx,0.009279,0.019115
pqia,0.056401,0.042254
pqib,0.036000,0.023139
pqic,0.029263,0.030181
pqql,0.005060,0.005030
prc,0.077934,0.055332
prea,0.003904,0.009054
pret,0.004202,0.014085
prfa,0.035372,0.035211
prfb,0.069188,0.032193
prfc,0.080369,0.020121
pria,0.011341,0.002012
prib,0.262169,0.007042
pric,0.024800,0.001006
prkb,0.024108,0.020121
prlc,0.154836,0.099598
prlf,0.069364,0.034205
prma,0.028669,0.004024
prmb,0.024742,0.018109
prmc,0.015082,0.001006
proa,0.104194,0.067404
prob,0.119956,0.003018
proc,0.061881,0.020121
prok,0.083996,0.050302
prop,0.455420,0.206237
proq,0.316270,0.036217
pros,0.103653,0.060362
prox,0.009761,0.007042
proy,0.027459,0.002012
prpc,0.045020,0.004024
prpd,0.016786,0.008048
prpe,0.009025,0.003018
prpr,0.010289,0.006036
prs,0.125229,0.069416
psie,0.042307,0.019115
psif,0.091333,0.032193
pspa,30.224458,2.508048
pspb,17.561485,0.400402
pspc,13.284472,0.892354
pspd,7.976741,0.061368
pspe,10.379247,0.176056
pspf,0.014961,0.025151
pspg,2.748899,0.009054
pssa,0.121839,0.074447
psta,0.030725,0.004024
pstb,0.015412,0.004024
pstc,0.029308,0.012072
psts,0.033629,0.007042
psug,0.005592,0.019115
psuk,0.002795,0.015091
psut,0.016238,0.027163
pta,0.017293,0.021127
pth,0.019037,0.022133
ptra,0.020627,0.017103
ptrb,0.034010,0.021127
ptsg,0.212381,0.066398
ptsh,0.623223,0.097586
ptsi,0.612433,0.425553
punc,0.034450,0.012072
punr,0.014195,0.013078
pura,0.044763,0.045272
purb,0.008233,0.013078
purd,0.005761,0.004024
pure,0.003146,0.004024
purf,0.022664,0.006036
purh,0.003306,0.014085
purk,0.003153,0.000000
purl,0.003823,0.043260
purm,0.006033,0.007042
purn,0.009531,0.002012
purr,0.035801,0.027163
purt,0.002586,0.000000
puru,0.049007,0.037223
puta,0.001517,0.003018
putp,0.016543,0.009054
puua,0.073756,0.011066
puub,0.014516,0.008048
puuc,0.036221,0.016097
puud,0.153241,0.117706
puue,0.009715,0.004024
puup,0.015370,0.016097
puur,0.252038,0.141851
pxpa,0.032584,0.002012
pxpb,0.069584,0.002012
pxpc,0.078049,0.002012
pykf,0.220533,0.198189
pyrb,0.000767,0.005030
pyrc,0.003203,0.009054
pyrd,0.003721,0.017103
pyre,0.001495,0.040241
pyrf,0.019750,0.006036
pyrg,0.257567,0.299799
pyrh,0.039764,0.006036
pyri,0.003458,0.002012
pyrl,0.013882,0.002012
pyrr,0.051783,0.066398
pyrs,0.017481,0.022133
qmca,0.068974,0.050302
