"",bulk,single-cell
cobt,0.000540,0.020
cobu,0.000685,0.056
codb,0.000114,0.003
comr,0.001621,0.021
copa,0.002953,0.022
cora,0.002724,0.011
cpdb,0.000249,0.039
cpsb,0.000046,0.015
cpsg,0.000077,0.054
cpxa,0.001870,0.026
cpxp,0.036020,0.011
cpxr,0.003264,0.015
crcb,0.002439,0.023
crea,0.000643,0.004
crp,0.012346,0.010
crr,0.267115,0.119
csde,0.004276,0.003
csgd,0.000337,0.067
csge,0.000397,0.028
csgf,0.000120,0.043
csgg,0.000694,0.049
csie,0.047591,0.064
cspa,0.051664,0.018
cspe,0.482431,0.232
cspi,0.000509,0.029
csra,0.429062,0.028
csrd,0.000719,0.023
csta,0.013685,0.016
cueo,0.000437,0.008
cura,0.005819,0.007
cusr,0.000560,0.034
cuss,0.000107,0.024
cutc,0.024762,0.050
cvra,0.000266,0.047
cydc,0.000570,0.031
cydd,0.000532,0.072
cydh,0.002748,0.078
cynr,0.000480,0.026
cyoa,0.005043,0.030
cyob,0.004019,0.039
cysa,0.000630,0.011
cysc,0.000153,0.011
cysd,0.000232,0.029
cysg,0.001882,0.005
cysh,0.000515,0.036
cysi,0.000155,0.026
cysj,0.000086,0.020
cysn,0.000523,0.026
cysu,0.005552,0.017
cysz,0.004231,0.002
cytr,0.000515,0.054
cyua,0.000174,0.009
cyup,0.000432,0.022
daca,0.000984,0.044
dacc,0.007017,0.023
dacd,0.000517,0.078
damx,0.006320,0.023
dapa,0.008757,0.081
dbpa,0.001164,0.007
dcd,0.002395,0.021
dcp,0.001698,0.062
dcta,0.025612,0.068
dctr,0.000048,0.009
dcua,0.005903,0.024
dcuc,0.000109,0.040
dcur,0.000333,0.032
dcus,0.000149,0.027
dcyd,0.006144,0.055
ddla,0.001045,0.049
ddpa,0.000899,0.108
ddpd,0.000167,0.012
ddpf,0.000136,0.025
ddpx,0.001028,0.033
dead,0.019879,0.025
deda,0.003117,0.046
dedd,0.007085,0.030
def,0.063230,0.019
degp,0.004280,0.007
degq,0.002601,0.007
degs,0.000756,0.009
deoa,0.017376,0.007
deob,0.048848,0.018
deor,0.001131,0.010
der,0.010061,0.038
dfp,0.000719,0.004
dgci,0.000107,0.007
dgcj,0.000750,0.012
dgcm,0.001359,0.029
dgcp,0.001169,0.003
dgcq,0.002695,0.067
dgct,0.000041,0.005
dgcz,0.003694,0.068
dgod,0.000258,0.067
dgok,0.000414,0.024
dgt,0.000349,0.009
dhak,0.000981,0.031
dhal,0.000645,0.025
dham,0.000659,0.062
dhar,0.000273,0.008
dicc,0.000153,0.030
digh,0.000210,0.042
dind,0.000220,0.010
ding,0.001084,0.007
dini,0.002863,0.016
dinj,0.007211,0.017
dkga,0.019534,0.017
dkgb,0.000343,0.013
dmlr,0.002361,0.044
dmsb,0.000235,0.006
dnaa,0.001733,0.061
dnac,0.001073,0.029
dnae,0.000912,0.010
dnag,0.002153,0.008
dnak,0.033383,0.043
dnat,0.001467,0.016
dosc,0.013368,0.157
dosp,0.006363,0.099
dpaa,0.001198,0.043
dppa,0.001042,0.040
dppf,0.000123,0.009
dps,0.045911,0.040
drpb,0.004366,0.025
dsbc,0.001309,0.018
dsbd,0.000956,0.023
dsbg,0.000720,0.077
dsda,0.000190,0.011
dsdx,0.000552,0.099
dtpb,0.017346,0.009
dtpc,0.000068,0.039
