"",bulk,single-cell
rpnc,0.000087,0.005
rpoa,0.040977,0.060
rpob,0.013214,0.018
rpoc,0.017089,0.042
rpod,0.032057,0.051
rpoe,0.064780,0.077
rpoh,0.029859,0.016
rpos,0.152803,0.055
rpoz,0.010067,0.008
rpph,0.002748,0.037
rpsa,0.082167,0.089
rpsc,0.014798,0.016
rpsd,0.038670,0.042
rpse,0.042010,0.036
rpsh,0.025148,0.013
rpsl,0.056300,0.043
rpsn,0.042754,0.036
rpsq,0.023748,0.025
rraa,0.016681,0.023
rrab,0.034627,0.008
rrrq,0.000044,0.056
rsd,0.009038,0.047
rseb,0.008315,0.103
rsma,0.006179,0.014
rsmc,0.000872,0.027
rsmf,0.000238,0.010
rsmg,0.000652,0.037
rspa,0.000303,0.058
rspb,0.000428,0.061
rssa,0.004613,0.013
rssb,0.021885,0.014
rsta,0.001772,0.007
rsua,0.001764,0.030
rtcb,0.002405,0.042
ruta,0.000207,0.030
ruva,0.001976,0.033
ruvb,0.001910,0.049
rzpq,0.000000,0.044
sapb,0.005460,0.024
sapd,0.003574,0.031
sapf,0.002426,0.019
sbcc,0.000207,0.068
sbcd,0.000154,0.051
sbmc,0.011242,0.074
scpb,0.000108,0.006
sdaa,0.041859,0.013
sdhc,0.020158,0.022
sdhe,0.001184,0.006
sdia,0.005434,0.122
seca,0.002026,0.018
secd,0.002022,0.015
secf,0.008382,0.006
secm,0.001526,0.005
secy,0.072680,0.042
selo,0.001498,0.047
sera,0.002728,0.032
serc,0.006870,0.017
sfsa,0.012983,0.061
sgcb,0.001280,0.030
sgcc,0.001847,0.046
sgce,0.000816,0.011
sgcq,0.002339,0.049
sgcr,0.000188,0.053
sgrr,0.000409,0.014
sieb,0.000085,0.006
sixa,0.054947,0.019
slma,0.000563,0.004
slp,0.001986,0.007
slya,0.013387,0.060
slyb,0.077622,0.032
smg,0.026139,0.059
soda,0.053038,0.012
sodb,0.002549,0.019
soxr,0.008938,0.017
spea,0.030368,0.038
speb,0.006325,0.007
spec,0.000251,0.019
sped,0.000730,0.057
spee,0.001065,0.010
spef,0.000058,0.051
speg,0.001958,0.005
spot,0.001409,0.013
spy,0.002288,0.015
sra,0.039351,0.048
srka,0.001855,0.007
sseb,0.000387,0.090
sstt,0.029220,0.013
ssua,0.000046,0.022
ssue,0.000015,0.015
stfq,0.000030,0.043
stfr,0.000103,0.007
stpa,0.000310,0.020
succ,0.004900,0.005
sufa,0.013450,0.034
sufb,0.011049,0.044
sufc,0.011306,0.031
sufs,0.006724,0.060
suhb,0.000207,0.011
sula,0.020118,0.044
sura,0.005491,0.034
syd,0.001184,0.064
tama,0.000372,0.012
tap,0.000639,0.044
tar,0.001424,0.104
tcyj,0.019359,0.044
tcyl,0.007034,0.057
tcyn,0.011055,0.056
tdca,0.000107,0.013
tdcb,0.000170,0.032
tdcc,0.000177,0.023
tdcd,0.000107,0.010
tdce,0.000171,0.018
tdcg,0.000359,0.035
tdh,0.017392,0.025
tdk,0.001061,0.007
tetr,0.295627,1.027
tgt,0.000347,0.008
thil,0.000256,0.007
thrs,0.031301,0.101
thya,0.000823,0.070
tig,0.002358,0.009
tisb,0.323598,0.204
tkta,0.025064,0.010
tldd,0.009047,0.013
tmar,0.013444,0.032
tmca,0.001329,0.025
tmrna,38.131793,45.397
tola,0.003292,0.007
tolq,0.001432,0.011
tomb,0.009960,0.013
topa,0.004008,0.025
topai,0.000204,0.022
torr,0.000134,0.024
tors,0.000155,0.056
tort,0.000187,0.004
tory,0.000218,0.110
torz,0.000169,0.059
traj,0.000793,0.018
traq,0.000116,0.027
tray,0.000581,0.208
trea,0.004952,0.079
treb,0.000317,0.019
trec,0.000089,0.023
trer,0.000201,0.027
trho,0.000491,0.007
trka,0.006560,0.010
trma,0.013583,0.042
trpa,0.002550,0.039
trps,0.003064,0.018
trua,0.002516,0.028
trud,0.000291,0.023
trxa,0.027318,0.023
trxc,0.007511,0.012
tsab,0.000436,0.015
tsua,0.000940,0.072
tsub,0.001544,0.037
tsx,0.005347,0.021
ttca,0.001991,0.048
tusa,0.000615,0.009
tuse,0.000915,0.032
tyna,0.000098,0.088
tyra,0.003220,0.037
tyrp,0.001273,0.007
tyrr,0.007082,0.014
tyrs,0.006667,0.069
ubia,0.005700,0.006
ubib,0.000713,0.008
ubid,0.002640,0.014
ubii,0.001744,0.011
ubit,0.008666,0.009
ubix,0.000415,0.045
udk,0.000306,0.010
ugd,0.005212,0.114
ugpa,0.000624,0.007
uhpt,0.000640,0.039
uida,0.000284,0.047
uidb,0.000211,0.038
uidc,0.000648,0.081
ular,0.000709,0.022
umpg,0.001737,0.014
umuc,0.001133,0.007
uraa,0.000064,0.081
usha,0.001815,0.006
uspb,0.031942,0.043
uspc,0.000087,0.008
uspd,0.017573,0.012
uspf,0.018338,0.051
uvra,0.006446,0.065
uvrb,0.010292,0.019
uvrc,0.000944,0.076
uvry,0.002198,0.074
uxab,0.000577,0.072
uxac,0.000476,0.016
uxua,0.003702,0.008
uxur,0.008926,0.006
vals,0.004564,0.099
ves,0.000198,0.048
viaa,0.000440,0.021
vsr,0.000299,0.033
waab,0.001787,0.054
waag,0.003640,0.042
waah,0.000224,0.046
waaj,0.001113,0.049
waao,0.001087,0.065
waap,0.001661,0.048
waaq,0.004179,0.048
waay,0.000645,0.023
waaz,0.000493,0.036
wbbi,0.001588,0.097
wbbj,0.001152,0.042
wbbk,0.001250,0.058
wcaa,0.000029,0.020
wcab,0.000009,0.019
wcac,0.000076,0.038
wcad,0.000074,0.089
wcae,0.000017,0.088
wcaf,0.000019,0.043
wcai,0.000028,0.061
wcaj,0.000036,0.063
wcak,0.000022,0.044
wcal,0.000059,0.028
wcam,0.000024,0.169
wece,0.001357,0.004
wech,0.000852,0.004
wza,0.000008,0.062
wzc,0.000025,0.109
wzxc,0.000038,0.056
wzye,0.002383,0.003
wzzb,0.011472,0.132
xapa,0.000044,0.050
xapb,0.000340,0.067
xapr,0.001189,0.032
xdha,0.000383,0.019
xdhb,0.000234,0.002
xdhc,0.000721,0.003
xerd,0.001518,0.008
xisr,0.000012,0.013
xyla,0.006334,0.036
xyle,0.000381,0.031
xylf,0.000219,0.009
xylg,0.000104,0.008
yaaa,0.000487,0.045
yaai,0.000000,0.036
yaaj,0.000531,0.054
yabi,0.007317,0.012
yabp,0.002535,0.015
yach,0.000178,0.014
yadc,0.000253,0.070
yade,0.000515,0.006
yadg,0.003714,0.017
yadh,0.006325,0.005
yadk,0.000052,0.058
yadl,0.000173,0.070
yadm,0.000110,0.064
yadn,0.000048,0.064
yadv,0.000137,0.042
yaef,0.000071,0.060
yaeh,0.017171,0.045
yaei,0.000108,0.055
yafc,0.003038,0.051
yafd,0.016670,0.008
yafl,0.000346,0.004
yafo,0.001064,0.015
yafq,0.001503,0.046
yaft,0.000078,0.004
yafw,0.000000,0.011
yagb,0.000459,0.022
yagj,0.000827,0.013
yagk,0.000842,0.060
yagl,0.000050,0.075
yagm,0.000027,0.065
yagn,0.000623,0.051
yagu,0.002065,0.015
yahb,0.000215,0.048
yahc,0.000165,0.027
yahd,0.000145,0.016
yahk,0.012311,0.013
yaho,0.060525,0.018
yail,0.000719,0.003
yaio,0.002924,0.051
yaip,0.000210,0.041
yaiw,0.000550,0.004
yajd,0.005840,0.014
yaji,0.000585,0.026
yajl,0.002036,0.009
yajo,0.022890,0.016
yajr,0.000178,0.045
ybaa,0.033415,0.008
ybaq,0.003331,0.010
ybbc,0.000052,0.003
ybbo,0.000781,0.009
ybbp,0.000572,0.004
ybch,0.000564,0.017
ybcl,0.000544,0.010
ybcm,0.002982,0.009
ybdg,0.001938,0.056
ybdk,0.013312,0.023
ybdm,0.000231,0.050
ybdn,0.000188,0.030
ybdo,0.000031,0.042
ybdr,0.001292,0.006
ybed,0.011475,0.049
ybef,0.000007,0.083
ybeq,0.000203,0.053
yber,0.000015,0.004
ybet,0.000014,0.079
ybeu,0.000004,0.009
ybey,0.007639,0.011
ybez,0.011296,0.038
ybfe,0.000054,0.021
ybff,0.000831,0.023
ybga,0.003105,0.012
ybgd,0.000073,0.011
ybgo,0.000238,0.096
ybgp,0.000014,0.053
ybgq,0.000019,0.048
ybgs,0.036832,0.029
ybha,0.000264,0.041
ybhb,0.008888,0.014
ybhd,0.000049,0.079
ybhf,0.001007,0.018
ybhh,0.000016,0.007
ybhi,0.000036,0.015
ybhj,0.000071,0.005
ybhn,0.000527,0.032
ybhr,0.000547,0.016
ybhs,0.000637,0.006
ybio,0.001084,0.059
ybir,0.001355,0.007
ybiv,0.000923,0.064
ybiw,0.000128,0.044
ybix,0.000296,0.033
ybiy,0.000024,0.037
ybjc,0.000588,0.005
ybji,0.001127,0.048
ybjl,0.002649,0.073
ybjn,0.001374,0.006
ybjs,0.000233,0.006
ybjt,0.000739,0.022
ybjx,0.004037,0.056
ycac,0.004273,0.064
ycai,0.000261,0.005
ycak,0.000023,0.013
ycam,0.000658,0.008
ycan,0.000218,0.069
ycao,0.000266,0.079
ycap,0.000741,0.011
ycbf,0.000067,0.009
ycbj,0.002444,0.009
ycbz,0.009986,0.070
ycca,0.035345,0.032
ycce,0.000024,0.024
yccf,0.000381,0.060
yccj,0.216245,0.136
yccm,0.000089,0.050
yccs,0.000366,0.085
ycct,0.001618,0.037
ycdu,0.000159,0.010
yceb,0.003529,0.037
ycef,0.007711,0.045
ycei,0.000154,0.074
ycfh,0.020108,0.070
ycfp,0.007096,0.017
ycft,0.000051,0.042
ycfz,0.000028,0.121
ycgb,0.044374,0.112
ycgv,0.000185,0.065
ycgx,0.000021,0.024
ycgy,0.002902,0.004
ycgz,0.001267,0.025
ychf,0.004318,0.040
ychj,0.000595,0.041
ycho,0.000118,0.007
ycia,0.000201,0.047
ycib,0.012346,0.065
ycie,0.007351,0.079
ycif,0.008975,0.066
ycii,0.000438,0.019
ycit,0.000610,0.040
yciu,0.005347,0.029
yciw,0.000132,0.046
ycix,0.001819,0.012
ycjd,0.000540,0.032
ycjm,0.000033,0.012
ycjr,0.000038,0.009
ycjt,0.000040,0.007
ycjw,0.000029,0.070
ycjy,0.000195,0.070
ydae,0.000536,0.028
ydag,0.052605,0.076
ydat,0.000902,0.004
ydbl,0.000950,0.006
ydcd,0.000121,0.006
ydch,0.007042,0.013
ydci,0.001536,0.059
ydck,0.002178,0.078
ydcl,0.028869,0.040
ydco,0.000341,0.024
ydda,0.000011,0.076
yddb,0.000021,0.075
yddg,0.000068,0.083
yddh,0.002051,0.024
yddm,0.040043,0.036
ydei,0.028741,0.020
ydej,0.008676,0.011
ydem,0.000037,0.084
yden,0.000075,0.093
ydeo,0.000122,0.102
ydep,0.000315,0.071
ydeq,0.000035,0.079
yder,0.000039,0.061
ydes,0.000119,0.059
ydfc,0.001417,0.003
ydfi,0.000123,0.092
ydfk,0.000474,0.096
ydfr,0.000035,0.031
ydft,0.000130,0.072
ydfu,0.000018,0.025
ydfw,0.000662,0.029
ydga,0.018680,0.022
ydgc,0.000831,0.054
ydgh,0.000862,0.002
ydhq,0.005936,0.055
ydhu,0.000106,0.049
ydhv,0.000057,0.056
ydhw,0.000125,0.029
ydhx,0.000065,0.029
ydhy,0.000000,0.096
ydib,0.000032,0.005
ydih,0.003605,0.017
ydij,0.000326,0.082
ydin,0.000075,0.005
ydip,0.000330,0.073
ydiq,0.000091,0.009
ydiy,0.000139,0.041
ydja,0.003382,0.057
ydje,0.000166,0.100
ydjf,0.000555,0.103
ydjg,0.000342,0.086
ydjh,0.000070,0.127
ydji,0.000164,0.127
ydjj,0.000086,0.080
ydjk,0.000078,0.096
ydjl,0.000076,0.087
ydjo,0.000010,0.063
yeac,0.006648,0.062
yead,0.000434,0.006
yeag,0.113849,0.113
yeah,0.032854,0.021
yeak,0.000476,0.011
yeaq,0.007815,0.044
year,0.000176,0.059
yeay,0.020199,0.040
yebb,0.000066,0.013
yebc,0.002649,0.027
yebf,0.013946,0.026
yebg,0.013918,0.026
yebo,0.005342,0.027
yeby,0.001761,0.029
yecj,0.000334,0.027
yect,0.000051,0.015
yedd,0.002732,0.023
yede,0.000415,0.004
yedi,0.013227,0.075
yedp,0.017288,0.015
yeea,0.003549,0.054
yeej,0.000204,0.006
yeen,0.000452,0.006
yeeo,0.005280,0.047
yeey,0.019839,0.057
yeez,0.018020,0.096
yefm,0.005076,0.028
yegi,0.000110,0.085
yegl,0.000038,0.039
yegr,0.000390,0.052
yegt,0.000297,0.009
yegw,0.000429,0.053
yegx,0.000283,0.060
yeha,0.000246,0.104
yehb,0.000060,0.104
yehc,0.000000,0.085
yehd,0.000000,0.060
yehe,0.003310,0.050
yehm,0.000061,0.008
yehr,0.000582,0.004
yehs,0.003876,0.040
yehw,0.000833,0.022
yeii,0.000151,0.004
yeil,0.000058,0.005
yeiq,0.000843,0.003
yejb,0.000112,0.006
yeje,0.000149,0.009
yejk,0.000993,0.023
yfaa,0.000106,0.108
yfal,0.000294,0.100
yfap,0.000596,0.034
yfaq,0.000091,0.030
yfat,0.000011,0.096
yfav,0.000243,0.033
yfax,0.000379,0.042
yfay,0.002197,0.033
yfaz,0.000370,0.016
yfbk,0.000103,0.071
yfbl,0.000045,0.008
yfbm,0.000131,0.007
yfbn,0.000015,0.109
yfbp,0.000338,0.010
yfbs,0.000653,0.070
yfbu,0.008192,0.042
yfbv,0.047585,0.023
yfce,0.002925,0.014
yfcf,0.002461,0.022
yfcg,0.005946,0.016
yfco,0.005662,0.127
yfcp,0.000101,0.038
yfcq,0.000030,0.025
yfcr,0.000014,0.051
yfcs,0.000022,0.025
yfcv,0.000127,0.117
yfde,0.001401,0.093
yfdf,0.000033,0.011
yfdh,0.000093,0.007
yfdk,0.000173,0.071
yfdr,0.000000,0.010
yfds,0.000000,0.004
yfdv,0.000313,0.078
yfdx,0.000218,0.043
yfek,0.000141,0.005
yfes,0.000285,0.010
yfey,0.000921,0.062
yfez,0.001336,0.015
yffq,0.000062,0.007
yffr,0.000500,0.006
yffs,0.001120,0.007
yfgi,0.002593,0.006
yfgm,0.002330,0.017
yfhm,0.003731,0.072
yfib,0.000226,0.004
yfie,0.001194,0.047
yfif,0.001899,0.019
yfih,0.002321,0.004
yfir,0.000683,0.008
yfjd,0.000441,0.006
yfjf,0.000764,0.005
yfjh,0.000170,0.114
yfji,0.000070,0.012
yfjm,0.000125,0.040
yfp,0.088418,0.140
ygac,0.002003,0.046
ygam,0.081563,0.071
ygbi,0.002385,0.043
ygbk,0.000670,0.005
ygbn,0.000449,0.004
ygce,0.000145,0.010
ygcs,0.000035,0.030
ygcu,0.000107,0.065
ygcw,0.000010,0.085
ygdg,0.000156,0.008
ygdi,0.009965,0.039
ygeh,0.000006,0.007
ygeq,0.000217,0.026
ygey,0.000097,0.007
ygfi,0.000189,0.008
ygfk,0.000129,0.011
ygft,0.000171,0.019
yggc,0.000694,0.008
ygge,0.021369,0.034
yggm,0.000058,0.008
yghb,0.009276,0.009
yghj,0.000212,0.017
ygho,0.000044,0.012
yghr,0.000057,0.008
ygic,0.005327,0.012
ygiq,0.000224,0.006
ygis,0.000518,0.017
ygjh,0.001179,0.019
ygjq,0.000024,0.004
yhak,0.000268,0.003
yhav,0.006365,0.020
yhcc,0.000231,0.003
yhcd,0.000103,0.005
yhcf,0.000451,0.012
yhcg,0.000430,0.010
yhco,0.006672,0.012
yhdn,0.002151,0.009
yhdp,0.000609,0.039
yhdv,0.001351,0.003
yheo,0.001718,0.031
yhev,0.001139,0.009
yhfk,0.000090,0.007
yhfw,0.000046,0.014
yhfx,0.000075,0.008
yhfz,0.000557,0.016
yhge,0.000228,0.029
yhha,0.036290,0.018
yhhi,0.000044,0.006
yhhm,0.000308,0.004
yhhs,0.000625,0.009
yhht,0.003322,0.006
yhhw,0.004608,0.013
yhhx,0.004606,0.029
yhid,0.000169,0.036
yhij,0.000155,0.053
yhjb,0.000373,0.017
yhjg,0.016740,0.067
yhjj,0.000999,0.023
yhjr,0.006223,0.036
yhjx,0.000711,0.030
yhjy,0.004228,0.035
yiaa,0.000331,0.036
yiab,0.000012,0.016
yiad,0.000333,0.004
yiaf,0.026932,0.036
yiag,0.080125,0.011
yial,0.000082,0.008
yian,0.000021,0.006
yiat,0.000702,0.035
yiau,0.000745,0.007
yiaw,0.000200,0.018
yiay,0.000029,0.035
yiba,0.000519,0.005
yibn,0.003549,0.015
yibt,0.045558,0.026
yicc,0.004850,0.006
yich,0.011481,0.007
yici,0.000196,0.037
yicj,0.000086,0.046
yicn,0.001496,0.037
yida,0.002259,0.022
yidc,0.001651,0.007
yide,0.002609,0.020
yidh,0.000951,0.015
yidj,0.000045,0.038
yidk,0.000030,0.040
yidl,0.000109,0.009
yidp,0.000036,0.004
yidr,0.000688,0.031
yieh,0.000300,0.009
yiek,0.000153,0.034
yiel,0.000015,0.047
yiep,0.000735,0.048
yifb,0.000045,0.045
yifk,0.001750,0.008
yige,0.000026,0.058
yiha,0.006248,0.020
yihf,0.000135,0.004
yihg,0.000047,0.044
yiho,0.001131,0.049
yihp,0.000043,0.036
yihq,0.000056,0.018
yihr,0.000056,0.055
yihs,0.000123,0.036
yiht,0.000052,0.013
yihx,0.002010,0.006
yiig,0.000051,0.009
yiix,0.000600,0.023
yijd,0.013052,0.007
yijf,0.000029,0.020
yijo,0.000149,0.052
yjaz,0.000070,0.008
yjbh,0.000237,0.012
yjbj,0.226249,0.158
yjcb,0.002553,0.010
yjch,0.002589,0.016
yjco,0.000871,0.029
yjcs,0.000028,0.066
yjdc,0.016449,0.009
yjdm,0.009122,0.026
yjej,0.000044,0.070
yjem,0.001419,0.005
yjfj,0.000185,0.009
yjfy,0.005153,0.022
yjfz,0.000038,0.070
yjga,0.010514,0.023
yjgh,0.003086,0.015
yjgm,0.002325,0.021
yjgn,0.000084,0.008
yjgr,0.007207,0.055
yjhf,0.000149,0.030
yjhg,0.001193,0.048
yjhh,0.001451,0.016
yjhi,0.000903,0.074
yjia,0.000332,0.035
yjic,0.000080,0.048
yjik,0.000108,0.051
yjim,0.001548,0.026
yjin,0.002588,0.024
yjir,0.000600,0.043
yjjb,0.000417,0.017
yjji,0.000059,0.053
yjjp,0.000275,0.040
yjjq,0.000006,0.007
yjtd,0.000282,0.011
ykfa,0.001355,0.029
ykfb,0.012291,0.014
ykgh,0.000211,0.050
ykgl,0.000226,0.006
ykgm,0.000315,0.038
ykgo,0.000060,0.009
ylac,0.001071,0.030
ymdb,0.003161,0.003
ymdf,0.611563,0.028
ymfa,0.000027,0.051
ymga,0.001170,0.026
ymge,0.048892,0.010
ymja,0.000361,0.047
ynai,0.000430,0.043
yncj,0.000415,0.026
ynee,0.000059,0.072
ynfc,0.001088,0.082
ynfe,0.000120,0.004
ynff,0.000150,0.008
ynfl,0.000257,0.018
ynib,0.018862,0.092
ynjh,0.001427,0.033
ynji,0.000022,0.097
yoag,0.000334,0.040
yoba,0.001561,0.049
yobd,0.000885,0.009
yobf,0.023696,0.048
yodd,0.252220,0.065
yohc,0.257646,0.070
yoji,0.000376,0.120
ypdf,0.000048,0.025
ypea,0.002748,0.046
ypeb,0.000624,0.008
ypec,0.000767,0.006
ypfg,0.000460,0.034
ypfj,0.009832,0.019
yphb,0.001206,0.021
yphc,0.000687,0.008
yphf,0.000503,0.099
yphg,0.000198,0.061
yphh,0.000437,0.011
ypja,0.002029,0.074
yqab,0.001180,0.021
yqae,0.003744,0.021
yqca,0.002758,0.012
yqcc,0.000982,0.005
yqef,0.001991,0.021
yqeh,0.000048,0.012
yqek,0.000000,0.011
yqgd,0.000039,0.004
yqhg,0.000312,0.017
yqii,0.000056,0.004
yqij,0.000199,0.003
yqjc,0.014158,0.036
yqjd,0.016705,0.009
yqjg,0.010608,0.037
yrbl,0.104911,0.046
yrdb,0.003636,0.012
yrdd,0.007909,0.020
yrfg,0.005664,0.006
ysab,0.000726,0.010
yshb,0.008211,0.037
ytfe,0.000531,0.022
ytfi,0.000262,0.007
ytfk,0.210963,0.028
zapa,0.043805,0.021
zapb,0.006896,0.007
zapc,0.001037,0.010
zapd,0.002996,0.017
zape,0.000257,0.016
zapg,0.054005,0.011
zipa,0.013651,0.116
zntb,0.005602,0.006
zntr,0.002272,0.018
znua,0.003972,0.145
znub,0.001063,0.004
znuc,0.001649,0.009
zrap,0.000496,0.013
zupt,0.011919,0.003
zur,0.000640,0.008
zwf,0.005768,0.111
