"",bulk,single-cell
rpld,1.194710,0.157
rple,1.308049,0.149
rplf,1.247621,0.116
rpli,0.423720,0.072
rplj,2.482198,0.187
rpll,2.304089,0.378
rplm,0.454716,0.004
rpln,0.886907,0.120
rplo,3.005001,0.286
rplq,1.139613,0.114
rplr,0.943492,0.061
rpls,0.255905,0.041
rplt,2.184400,0.162
rplu,0.206538,0.011
rplv,1.082423,0.040
rplw,1.301788,0.170
rplx,1.005718,0.092
rpma,0.366746,0.032
rpmc,0.939006,0.154
rpmd,0.958623,0.059
rpmf,0.650498,0.025
rpmg,0.290774,0.030
rpmh,0.308230,0.008
rpmi,1.688146,0.014
rpnc,0.003044,0.007
rpne,0.002098,0.009
rpoa,1.779495,0.268
rpob,0.250813,0.082
rpoc,0.213630,0.057
rpod,0.596230,0.153
rpoe,0.379822,0.050
rpoh,1.192208,0.095
rpon,0.070735,0.006
rpos,0.820345,0.063
rpoz,0.171395,0.012
rpph,0.027437,0.009
rpsa,1.332888,0.371
rpsb,1.148265,0.031
rpsc,1.057725,0.045
rpsd,1.488541,0.148
rpse,1.399802,0.162
rpsf,0.307880,0.021
rpsh,0.817322,0.061
rpsk,1.496805,0.141
rpsl,1.302195,0.242
rpsm,1.226643,0.022
rpsn,1.406006,0.132
rpsq,2.029326,0.071
rpsr,0.273982,0.014
rpss,0.789380,0.015
rpsu,0.290351,0.006
rraa,0.185857,0.032
rrab,0.068762,0.005
rrrd,0.005365,0.004
rsd,0.106894,0.025
rsea,0.865647,0.011
rseb,0.129373,0.042
rsep,0.084401,0.025
rsma,0.115150,0.011
rsmd,0.012061,0.003
rsme,0.032350,0.003
rsmf,0.004880,0.004
rsmg,0.012976,0.007
rspb,0.012526,0.010
rssa,0.087654,0.037
rssb,0.156212,0.027
rsta,0.029807,0.004
rsua,0.078998,0.011
rsxa,0.041371,0.004
rsxc,0.014131,0.006
rtcb,0.019032,0.015
ruta,0.001622,0.000
rutr,0.016295,0.000
ruva,0.069560,0.010
ruvb,0.097001,0.033
rzpq,0.001464,0.001
sana,0.007421,0.012
sapf,0.005907,0.001
sbcc,0.001440,0.004
sbcd,0.002032,0.005
sbma,0.016000,0.007
sbmc,0.218579,0.060
sbp,0.124137,0.034
scpb,0.001055,0.003
sdaa,0.564337,0.051
sdac,0.010708,0.005
sdhb,0.078860,0.014
sdhc,0.181633,0.040
sdia,0.127241,0.059
seca,0.019004,0.010
secb,0.315530,0.015
secd,0.064884,0.030
secf,0.133345,0.021
secg,0.249845,0.035
secy,1.473181,0.136
sela,0.023357,0.003
selo,0.081790,0.016
seqa,0.067631,0.001
sera,0.052887,0.021
serc,0.071188,0.026
sers,0.163179,0.008
seta,0.010626,0.005
setc,0.001441,0.004
sfmf,0.001537,0.007
sfsa,0.073572,0.067
sgbu,0.000786,0.005
sgcc,0.004141,0.006
sgcq,0.004677,0.002
sgrr,0.007519,0.004
sgrt,0.020788,0.023
shia,0.016504,0.006
sieb,0.004741,0.006
slma,0.011893,0.000
slya,0.174662,0.014
slyb,0.865376,0.096
slyd,0.252061,0.004
smg,0.218315,0.059
soda,0.351507,0.011
sodb,0.052449,0.025
sohb,0.024832,0.015
soxs,0.205940,0.005
spea,0.275322,0.083
speb,0.093132,0.009
spec,0.012451,0.014
sped,0.005712,0.008
spee,0.023071,0.004
speg,0.040809,0.019
spot,0.040158,0.036
spy,0.047154,0.002
sra,1.112023,0.031
srka,0.030566,0.014
srle,0.009746,0.002
srmb,0.062848,0.001
ssea,0.138441,0.024
sseb,0.031938,0.009
sstt,0.088117,0.008
stha,0.015997,0.005
succ,0.028859,0.005
sufa,0.140692,0.017
sufb,0.093643,0.024
sufc,0.070017,0.005
sufs,0.036437,0.011
suhb,0.022431,0.023
sula,0.276580,0.064
sura,0.102192,0.017
syd,0.012347,0.006
taba,0.026757,0.005
tama,0.017664,0.009
tamb,0.012193,0.005
tar,0.269832,0.038
tas,0.192802,0.009
tata,0.071377,0.008
tcyj,0.553137,0.102
tcyl,0.123399,0.017
tcyn,0.130724,0.024
tcyp,0.315154,0.114
tdcb,0.002437,0.007
tdcg,0.002827,0.010
tdh,0.159587,0.019
tehb,0.024828,0.009
tesb,0.081678,0.002
tetr,1.422132,0.845
tgt,0.036995,0.015
thii,0.021926,0.008
thil,0.006857,0.001
this,0.019039,0.000
thra,0.138969,0.017
thrc,0.049580,0.000
thrs,0.503545,0.151
thya,0.026459,0.009
tig,0.160429,0.075
tisb,2.228523,0.213
tldd,0.171641,0.021
tlde,0.055784,0.009
tmar,0.202141,0.007
tmrna,11.345003,7.012
tola,0.094210,0.022
tolb,0.290538,0.028
tolc,0.157071,0.052
tolq,0.092163,0.030
tolr,0.070070,0.005
tomb,0.345522,0.020
tonb,0.086366,0.012
topa,0.139443,0.042
torc,0.001375,0.003
tory,0.010212,0.005
tpia,0.205901,0.016
tqsa,0.027303,0.005
traj,0.013332,0.035
traq,0.008239,0.039
tray,0.004190,0.356
trea,0.029385,0.016
trer,0.007874,0.003
trg,0.046399,0.010
trhp,0.160285,0.012
trka,0.053906,0.014
trkg,0.011991,0.012
trkh,0.031955,0.014
trma,0.121866,0.014
trmb,0.127488,0.027
trmd,0.691987,0.015
trmj,0.038907,0.003
trpa,0.018057,0.019
trua,0.051588,0.007
trub,0.155929,0.019
truc,0.010231,0.003
trxa,0.314351,0.044
trxc,0.039284,0.008
tsf,0.395502,0.001
tsr,0.383988,0.025
tsua,0.546339,0.060
tsub,0.654824,0.032
tsx,0.020001,0.006
tus,0.015389,0.008
tusa,0.017737,0.003
tyna,0.001508,0.007
tyra,0.044214,0.007
tyrp,0.014905,0.011
tyrr,0.161077,0.045
tyrs,0.092744,0.013
ubia,0.072805,0.016
ubib,0.018670,0.014
ubid,0.063915,0.014
ubie,0.084304,0.005
ubif,0.150443,0.005
ubit,0.069367,0.009
ugpb,0.134058,0.026
uida,0.005998,0.025
uidc,0.015766,0.010
uidr,0.059252,0.006
ulag,0.002380,0.000
ular,0.012176,0.009
umpg,0.116093,0.006
umuc,0.096011,0.036
umud,0.108534,0.015
upp,0.031985,0.004
usha,0.050983,0.023
uspa,0.125888,0.007
uspb,0.186262,0.029
uspc,0.005337,0.010
uspd,0.117293,0.016
uspf,0.305526,0.043
uspg,0.275450,0.008
uvra,0.110573,0.051
uvrb,0.276002,0.054
uvrc,0.027513,0.008
uvrd,0.046802,0.002
uvry,0.073523,0.015
uxab,0.029112,0.013
uxua,0.237840,0.021
uxub,0.221105,0.004
uxur,0.176150,0.015
vals,0.111077,0.067
ves,0.088041,0.009
waaa,0.043752,0.005
waab,0.008862,0.008
waah,0.006900,0.006
waaj,0.005642,0.009
waal,0.000378,0.005
waao,0.003848,0.005
waap,0.007472,0.008
waaq,0.022499,0.005
wbbi,0.024522,0.024
wbbj,0.029327,0.018
wbbk,0.017788,0.009
wcac,0.001507,0.003
wcad,0.002935,0.004
wcae,0.003230,0.011
wcai,0.001449,0.009
wcak,0.001576,0.003
wcal,0.003297,0.000
wcam,0.001845,0.013
wecb,0.018388,0.006
wecc,0.013894,0.006
wece,0.023735,0.006
wzc,0.001818,0.007
wzxe,0.046953,0.003
wzzb,0.166524,0.066
xanq,0.003035,0.002
xapa,0.005317,0.004
xapb,0.005355,0.007
xapr,0.047237,0.005
xdhd,0.005564,0.011
xisr,0.002369,0.001
xtha,0.032058,0.005
xyla,0.030563,0.006
xylb,0.033751,0.002
xyle,0.017296,0.004
xylf,0.002806,0.009
xylr,0.003438,0.006
yaaa,0.010637,0.008
yaai,0.000976,0.003
yaaj,0.013308,0.011
yabp,0.011096,0.022
yadc,0.022128,0.006
yade,0.026371,0.010
yadg,0.063318,0.014
yadk,0.010775,0.008
yadl,0.016772,0.008
yadm,0.019843,0.011
yadn,0.001422,0.008
yaef,0.002222,0.010
yaeh,0.147661,0.007
yafc,0.028162,0.008
yafd,0.155704,0.012
yafl,0.007533,0.002
yafn,0.203601,0.011
yafo,0.153464,0.029
yafp,0.072282,0.007
yafq,0.031869,0.010
yafs,0.010440,0.005
yaft,0.001884,0.004
yafv,0.094041,0.001
yagj,0.004473,0.010
yagk,0.021974,0.011
yagl,0.002204,0.008
yagn,0.021869,0.006
yagu,0.027764,0.007
yahb,0.005600,0.005
yahe,0.002793,0.006
yahk,0.064120,0.017
yahl,0.002482,0.002
yaho,0.404550,0.005
yail,0.013471,0.014
yaio,0.017037,0.007
yaip,0.006157,0.003
yaiw,0.011462,0.007
yajc,0.097469,0.003
yajg,0.038036,0.003
yajl,0.042107,0.004
yajo,0.169988,0.001
yajq,0.124705,0.006
yajr,0.005986,0.001
ybaa,0.161485,0.007
ybab,0.026205,0.005
ybal,0.147429,0.004
ybaq,0.017541,0.011
ybay,1.530394,0.039
ybbw,0.002650,0.003
ybcl,0.005532,0.007
ybcm,0.049213,0.022
ybdd,0.029893,0.004
ybdk,0.086175,0.007
ybdm,0.002663,0.003
ybdr,0.035680,0.006
ybed,0.212616,0.028
ybef,0.001052,0.007
yber,0.000690,0.003
ybet,0.001338,0.004
ybeu,0.001820,0.008
ybey,0.188240,0.015
ybez,0.229189,0.028
ybfe,0.009917,0.002
ybfp,0.004040,0.004
ybga,0.054242,0.040
ybgo,0.001551,0.004
ybgs,0.788127,0.023
ybha,0.010264,0.010
ybhb,0.032664,0.000
ybhf,0.038155,0.007
ybhh,0.003157,0.003
ybhi,0.005039,0.004
ybhj,0.006390,0.005
ybhl,0.219420,0.006
ybhp,0.117093,0.008
ybia,0.006618,0.004
ybio,0.009926,0.002
ybiv,0.030621,0.015
ybjc,0.018367,0.005
ybji,0.021119,0.003
ybjl,0.046320,0.016
ybjn,0.018286,0.005
ybjp,0.202088,0.006
ybjx,0.175853,0.022
ycac,0.038788,0.011
ycai,0.024255,0.004
ycak,0.001943,0.006
ycal,0.007669,0.013
ycan,0.006414,0.005
ycap,0.018149,0.017
ycar,0.031627,0.001
ycbj,0.035335,0.022
ycbz,0.059138,0.042
ycca,0.256610,0.024
ycce,0.000890,0.014
yccf,0.011634,0.007
yccj,0.915345,0.090
yccu,0.161751,0.006
ycdx,0.049595,0.007
yceb,0.058164,0.000
ycef,0.083241,0.005
yceh,0.045741,0.008
ycfh,0.208650,0.076
ycfj,0.036428,0.003
ycfl,0.271475,0.027
ycfp,0.138777,0.035
ycfz,0.000911,0.005
ycgb,0.122760,0.062
ycgn,0.025225,0.003
ycgv,0.006467,0.008
ycgy,0.036659,0.004
ycgz,0.694535,0.141
ycha,0.041763,0.016
ychf,0.059658,0.013
ychj,0.009868,0.003
ycho,0.018694,0.006
ycib,0.076471,0.038
ycie,0.096335,0.025
ycif,0.169585,0.047
ycig,0.333907,0.004
ycii,0.018274,0.003
yciq,0.014993,0.006
ycit,0.055286,0.003
yciu,0.080132,0.003
yciw,0.024382,0.005
ycix,0.015361,0.012
ycjd,0.004751,0.002
ycjf,0.050900,0.006
ycjg,0.094717,0.019
ycjm,0.056967,0.037
ycjn,0.022740,0.012
ycjr,0.013833,0.004
ycjt,0.009736,0.011
ycjw,0.004612,0.003
ycjx,0.055420,0.019
ycjy,0.008567,0.010
ydag,0.016874,0.004
ydas,0.033284,0.005
ydau,0.022482,0.005
yday,0.032073,0.004
ydbd,0.018145,0.015
ydbh,0.005620,0.003
ydbl,0.016264,0.004
ydca,0.043903,0.003
ydcd,0.000959,0.004
ydcf,0.029631,0.004
ydch,0.010048,0.003
ydci,0.058465,0.013
ydck,0.028110,0.012
ydcl,0.103151,0.044
ydcr,0.051442,0.018
ydct,0.012444,0.001
ydee,0.012393,0.008
ydei,0.169915,0.012
ydej,0.166718,0.010
ydem,0.001448,0.004
yden,0.001923,0.007
ydeo,0.002867,0.002
ydep,0.023082,0.007
ydeq,0.008372,0.009
yder,0.014126,0.006
ydes,0.017981,0.010
ydfg,0.105076,0.011
ydfi,0.020753,0.014
ydfk,0.050137,0.176
ydfo,0.000434,0.003
ydft,0.006333,0.005
ydga,0.433054,0.079
ydgc,0.019407,0.009
ydgd,0.384877,0.016
ydhf,0.071973,0.006
ydhj,0.014785,0.016
ydhk,0.005863,0.001
ydhq,0.200304,0.064
ydhs,0.030839,0.006
ydhy,0.007370,0.008
ydib,0.006931,0.008
ydih,0.029340,0.001
ydij,0.005107,0.007
ydik,0.107507,0.018
ydio,0.003666,0.010
ydiq,0.003076,0.006
ydiy,0.005701,0.005
ydja,0.046064,0.005
ydje,0.010412,0.007
ydjh,0.005908,0.007
ydji,0.007575,0.012
ydjk,0.001323,0.007
ydjl,0.002411,0.004
ydjo,0.001592,0.008
ydjx,0.001479,0.004
ydjy,0.004289,0.009
ydjz,0.010653,0.005
yeac,0.056289,0.008
yead,0.040897,0.010
yeag,0.398962,0.137
yeah,0.057295,0.018
yeak,0.017033,0.005
yeaq,0.307005,0.038
yeax,0.004035,0.008
yeay,0.101136,0.006
yebb,0.003495,0.005
yebc,0.058715,0.009
yebf,1.591094,0.023
yebg,0.981995,0.073
yebv,0.364392,0.013
yect,0.001454,0.012
yeda,0.005934,0.003
yedd,0.072797,0.008
yede,0.009861,0.002
yedi,0.106835,0.052
yedk,0.026169,0.008
yedl,0.014845,0.004
yedp,0.189554,0.020
yeea,0.112818,0.023
yeey,0.085903,0.019
yeez,0.313861,0.065
yefm,0.132019,0.031
yegh,0.039887,0.002
yegi,0.004501,0.007
yegj,0.006515,0.007
yegp,0.467209,0.032
yegs,0.174062,0.021
yegt,0.002279,0.003
yegw,0.017881,0.010
yegx,0.003313,0.005
yehb,0.001746,0.006
yehd,0.000307,0.006
yehi,0.000957,0.004
yehr,0.003882,0.008
yehs,0.056727,0.005
yeil,0.002147,0.004
yeiq,0.017588,0.008
yeja,0.014058,0.008
yejk,0.029675,0.005
yfaa,0.002909,0.010
yfal,0.010110,0.006
yfat,0.001545,0.002
yfav,0.003478,0.003
yfbl,0.001691,0.009
yfbm,0.001881,0.005
yfbn,0.002826,0.008
yfbp,0.007154,0.008
yfbs,0.015738,0.005
yfbu,0.100762,0.011
yfbv,0.239335,0.010
yfcc,0.006124,0.005
yfcg,0.084767,0.033
yfch,0.211750,0.000
yfco,0.044770,0.010
yfcv,0.005691,0.016
yfcz,0.080870,0.001
yfdc,0.028439,0.003
yfde,0.021880,0.015
yfdf,0.000754,0.004
yfdh,0.008484,0.007
yfdi,0.000185,0.002
yfdk,0.005314,0.001
yfdq,0.001631,0.008
yfdv,0.013905,0.009
yfdx,0.018379,0.004
yfdy,0.224396,0.015
yfec,0.005273,0.003
yfeo,0.036202,0.011
yfes,0.013238,0.010
yfey,0.168452,0.022
yffq,0.000831,0.006
yffr,0.008399,0.008
yfgh,0.007305,0.006
yfgi,0.015472,0.013
yfgm,0.107856,0.015
yfhh,0.075372,0.011
yfhl,0.031180,0.012
yfhm,0.028987,0.011
yfie,0.023423,0.005
yfif,0.077584,0.003
yfih,0.064921,0.000
yfil,0.032320,0.002
yfir,0.017518,0.005
yfjd,0.017867,0.004
yfjh,0.001708,0.013
yfji,0.001346,0.014
yfjj,0.002673,0.004
yfjm,0.002743,0.006
yfp,0.814885,0.298
ygac,0.058787,0.015
ygam,0.459477,0.048
ygap,0.014883,0.007
ygbk,0.015813,0.000
ygbm,0.006648,0.002
ygbn,0.006919,0.006
ygce,0.002325,0.010
ygcg,0.001067,0.009
ygcp,0.001854,0.005
ygcs,0.003163,0.005
ygcu,0.002427,0.005
ygdg,0.008760,0.008
ygdi,0.383138,0.022
ygeq,0.009880,0.008
ygev,0.010006,0.006
ygey,0.001214,0.002
ygfi,0.007040,0.009
ygfm,0.001911,0.000
ygft,0.005304,0.003
ygfz,0.075015,0.011
ygge,0.285411,0.053
yggl,0.143486,0.018
yggs,0.014695,0.005
yggt,0.038392,0.004
ygha,0.070143,0.003
yghb,0.040298,0.008
yghw,0.022450,0.003
ygic,0.066103,0.017
ygil,0.001556,0.002
ygim,0.074054,0.007
ygis,0.059232,0.029
ygiw,0.208339,0.011
ygjh,0.012877,0.007
ygjk,0.002340,0.007
ygjr,0.021430,0.004
yhak,0.002693,0.001
yhav,0.156274,0.041
yhbe,0.092687,0.006
yhbo,0.047538,0.009
yhbs,0.100302,0.011
yhbw,0.042286,0.007
yhbx,0.002347,0.005
yhca,0.002932,0.006
yhcd,0.005036,0.005
yhcf,0.007741,0.009
yhcg,0.008689,0.009
yhdh,0.046446,0.016
yhdn,0.070918,0.021
yhdy,0.001595,0.002
yheo,0.031943,0.009
yheu,0.025765,0.003
yhfk,0.004401,0.001
yhfl,0.007534,0.003
yhfz,0.003163,0.013
yhgf,0.004623,0.000
yhgh,0.019108,0.000
yhha,0.132351,0.009
yhhi,0.001726,0.005
yhht,0.029257,0.010
yhhw,0.074976,0.005
yhhx,0.063123,0.013
yhid,0.002383,0.007
yhij,0.002194,0.008
yhjb,0.013597,0.004
yhjg,0.345136,0.079
yhjj,0.025295,0.004
yhjr,0.073059,0.008
yhjy,0.167351,0.027
yiaa,0.004329,0.003
yiaf,0.276935,0.038
yiag,0.339691,0.019
yial,0.000645,0.009
yian,0.000614,0.003
yiau,0.006094,0.004
yibg,0.003034,0.003
yibh,0.015247,0.002
yibn,0.136363,0.011
yibq,0.013729,0.001
yicc,0.091049,0.004
yicl,0.005695,0.001
yicn,0.018534,0.006
yics,0.030463,0.004
yidc,0.041832,0.003
yidk,0.002166,0.003
yidl,0.001897,0.010
yief,0.059637,0.004
yieh,0.005744,0.003
yiek,0.004645,0.006
yiel,0.004426,0.006
yiep,0.022205,0.011
yifb,0.002041,0.001
yifk,0.018200,0.010
yigg,0.001088,0.004
yigi,0.056801,0.010
yigl,0.015765,0.003
yigz,0.015660,0.002
yihf,0.004072,0.002
yihg,0.002150,0.004
yihi,0.064835,0.014
yihm,0.003255,0.009
yihx,0.128545,0.016
yiif,0.010072,0.002
yiig,0.001772,0.002
yiir,0.017034,0.003
yiis,0.050664,0.009
yiix,0.023652,0.003
yijo,0.005050,0.000
yjaz,0.002995,0.006
yjbb,0.043697,0.003
yjbh,0.007302,0.012
yjbj,0.457561,0.032
yjbq,0.103300,0.008
yjcb,0.116742,0.009
yjce,0.033961,0.003
yjcs,0.002042,0.006
yjdc,0.303064,0.014
yjdj,0.087157,0.016
yjdm,0.126444,0.020
yjej,0.004838,0.006
yjem,0.020311,0.003
yjeo,0.013318,0.003
yjfi,0.002114,0.004
yjfm,0.013402,0.008
yjfy,0.005968,0.007
yjga,0.057032,0.008
yjgl,0.000832,0.006
yjgm,0.028585,0.011
yjgn,0.001136,0.014
yjgr,0.079160,0.016
yjhi,0.002864,0.010
yjhu,0.051238,0.006
yjia,0.009781,0.006
yjim,0.025720,0.008
yjin,0.076726,0.016
yjjg,0.110437,0.016
yjjp,0.006762,0.006
yjjq,0.002268,0.008
yjju,0.036825,0.006
yjjz,0.093873,0.020
ykfb,0.081564,0.003
ykge,0.007478,0.003
ykgh,0.003993,0.011
ykgl,0.001151,0.003
ylii,0.062452,0.009
ymdb,0.036149,0.001
ymdf,0.158524,0.005
ymfa,0.001474,0.002
ymga,0.579675,0.197
ymgc,0.625050,0.007
ymge,0.146201,0.010
ymja,0.013498,0.002
ynai,0.008948,0.003
ynba,0.004617,0.006
ynbc,0.015196,0.006
ynce,0.206172,0.026
yncg,0.050322,0.007
ynej,0.022416,0.005
ynfc,0.106355,0.037
ynfd,0.066431,0.006
ynfe,0.003437,0.004
ynff,0.003053,0.003
ynia,0.345684,0.023
ynib,0.086476,0.035
ynjc,0.003649,0.002
ynjh,0.027338,0.004
yoac,0.184867,0.008
yoba,0.126772,0.029
yobd,0.005462,0.014
yobf,0.277438,0.011
yobh,0.016136,0.012
yodb,0.002797,0.008
yodd,0.657108,0.032
yohc,0.494961,0.041
yoji,0.016969,0.013
ypea,0.231849,0.026
ypfg,0.008641,0.001
ypfj,0.074280,0.005
ypha,0.158040,0.007
yphh,0.009530,0.005
ypja,0.081441,0.047
yqaa,0.083029,0.006
yqae,0.167778,0.014
yqca,0.018045,0.000
yqeg,0.008054,0.008
yqeh,0.002472,0.019
yqei,0.000767,0.006
yqfa,0.149769,0.014
yqgd,0.002960,0.003
yqha,0.030267,0.011
yqhc,0.073388,0.037
yqhg,0.002660,0.006
yqib,0.049403,0.007
yqij,0.001792,0.005
yqik,0.003167,0.012
yqja,0.072706,0.003
yqjc,2.092464,0.202
yqjd,2.500265,0.061
yqjg,0.104348,0.041
yqjk,2.088473,0.038
yraj,0.001820,0.004
yrar,0.048169,0.006
yrbg,0.028035,0.013
yrbl,1.868538,0.133
yrda,0.070345,0.010
yrfg,0.090045,0.009
yrhb,0.012193,0.007
ysga,0.207927,0.008
yshb,0.127731,0.039
ytfe,0.029571,0.006
ytfi,0.004968,0.013
ytfk,1.534913,0.036
ytjc,0.058861,0.015
zapa,0.162957,0.013
zapb,0.069255,0.003
zapc,0.087291,0.016
zape,0.007067,0.002
zapg,0.099737,0.009
zint,0.004387,0.001
zipa,0.703603,0.266
zntb,0.154220,0.024
zntr,0.120788,0.024
znua,0.059148,0.031
znub,0.022409,0.004
znuc,0.018594,0.004
zrap,0.001206,0.000
zupt,0.117212,0.006
zwf,0.057668,0.039
