"",bulk,single-cell
purl,1.511911,0.222863
purr,1.292949,0.021134
puru,0.490744,0.129683
puta,9.019889,0.024015
puua,0.337968,0.012488
puub,0.206717,0.004803
puup,0.207319,0.073007
puur,0.362011,0.024015
pykf,1.711297,0.107589
pyrd,0.252823,0.029779
pyrg,2.111787,0.325648
pyri,0.249665,0.016330
pyrl,0.149367,0.014409
pyrr,0.123958,0.029779
pyrs,0.082109,0.018252
qmca,0.101826,0.035543
qora,0.278839,0.045149
qorb,0.024393,0.037464
qseg,0.227867,0.019212
quec,0.146518,0.024015
racc,0.006130,0.075889
racr,0.489409,0.064361
radd,0.084514,0.012488
raia,2.970480,0.127762
rapa,0.192475,0.077810
rata,0.369065,0.017291
rayt,0.028620,0.023055
rbsb,3.150995,0.011527
rcba,0.008512,0.039385
rcdb,0.023316,0.002882
rcla,0.064130,0.075889
rclb,0.007222,0.042267
rclc,0.013945,0.086455
rclr,0.014261,0.015370
rcna,0.025170,0.016330
rcnr,0.043231,0.068204
rcsa,0.254316,0.028818
rcsb,2.011187,0.019212
rcsc,0.228158,0.132565
rcsd,0.386237,0.017291
rcsf,0.460743,0.015370
rdca,0.231754,0.014409
rdgc,0.238034,0.008646
reca,3.511975,0.010567
recb,0.263423,0.126801
recc,0.189548,0.123919
recd,0.223260,0.025937
recn,0.768289,0.121037
reco,0.482504,0.028818
rect,0.018732,0.095101
rela,0.403418,0.070125
rele,0.293044,0.048991
rem,0.026243,0.039385
rfba,0.702000,0.093180
rfbb,0.956054,0.120077
rfbc,2.105431,0.291066
rfe,0.487595,0.019212
rffm,0.205398,0.022094
rflp,0.145221,0.099904
rhad,0.004442,0.010567
rhar,0.018457,0.021134
rhlb,1.413237,0.059558
rhsb,0.013381,0.024976
rhsc,0.011839,0.029779
riba,0.266875,0.068204
ribb,1.505063,0.012488
ribc,0.672631,0.121998
ribd,0.489303,0.092219
riha,0.303690,0.018252
rihb,0.005415,0.075889
rimj,0.186761,0.020173
riml,0.115948,0.020173
rimo,0.185688,0.029779
rimp,1.689390,0.007685
rlma,0.397834,0.093180
rlmd,0.251225,0.173871
rlme,2.637951,0.090298
rlmi,0.201782,0.080692
rlml,0.334834,0.013449
rlmm,0.369096,0.074928
rlmn,0.900026,0.114313
rlud,0.650686,0.061479
rlue,0.113653,0.073967
rna,0.199647,0.056676
rnb,0.923693,0.108549
rnc,0.846148,0.130644
rnd,0.412964,0.042267
rne,1.498704,0.061479
rng,0.508939,0.006724
rnha,0.168235,0.006724
rnk,0.700650,0.019212
rnla,0.311193,0.030740
rnlb,0.401458,0.024015
rodz,1.398756,0.023055
roxa,0.801141,0.039385
rpla,13.825050,0.022094
rplc,25.699115,0.033622
rpld,21.184890,0.016330
rple,26.597202,0.053794
rplf,24.216768,0.024015
rplj,20.219509,0.039385
rpll,16.862910,0.079731
rplm,11.821486,0.004803
rplo,37.298813,0.077810
rpls,4.854164,0.057637
rplt,22.646041,0.123919
rplw,24.207494,0.020173
rpmc,13.626912,0.042267
rpmd,14.314057,0.019212
rpmf,11.950949,0.019212
rpmg,4.997457,0.009606
rpmi,19.224693,0.021134
rpnb,0.043130,0.109510
rpnc,0.018958,0.021134
rpoa,28.333990,0.058598
rpoc,4.801286,0.057637
rpod,1.521045,0.063401
rpoh,1.333314,0.016330
rpos,8.490628,0.118156
rpoz,1.560481,0.015370
rpph,0.844950,0.073967
rpsa,17.196864,0.187320
rpsb,11.494267,0.011527
rpsd,27.682140,0.049952
rpse,22.984747,0.042267
rpsk,29.089440,0.068204
rpsl,15.329016,0.100865
rpsn,25.651129,0.053794
rpsq,17.480634,0.016330
rpsr,9.686063,0.006724
rpsu,9.366538,0.002882
rraa,0.599636,0.044188
rrab,0.949714,0.016330
rrrq,0.006544,0.082613
rsea,2.959373,0.042267
rseb,1.505229,0.191162
rsep,1.306108,0.030740
rsmc,0.225747,0.023055
rsmf,0.113984,0.017291
rspb,0.037414,0.123919
rssa,0.625797,0.044188
rssb,0.517539,0.045149
rsta,1.088995,0.012488
rstb,0.665261,0.010567
rsua,0.685048,0.057637
rsxe,0.244189,0.008646
rtcb,0.041524,0.039385
ruta,0.001047,0.025937
rutf,0.001654,0.024015
rutr,0.033586,0.003842
ruva,0.463326,0.059558
ruvb,0.541312,0.092219
rzpq,0.003479,0.063401
sapa,0.193154,0.028818
sapb,0.124071,0.030740
sapd,0.159981,0.068204
sapf,0.147211,0.023055
sbcc,0.081875,0.095101
sbmc,0.371838,0.233429
sbp,0.592912,0.021134
sdaa,1.876917,0.048991
sdhc,5.137824,0.039385
sdia,0.450146,0.209414
seca,0.973115,0.048031
secb,2.553906,0.018252
secf,1.227135,0.013449
secg,5.642134,0.023055
secy,21.918771,0.076849
seld,0.876902,0.011527
selo,0.454414,0.080692
seqa,0.670113,0.008646
sera,1.823507,0.020173
serc,1.023095,0.043228
setb,0.036783,0.008646
setc,0.002363,0.011527
sfmf,0.003355,0.022094
sgcb,0.033324,0.044188
sgce,0.025969,0.024015
sgcq,0.032385,0.033622
sgcr,0.017408,0.071085
sgrr,0.060948,0.025937
sgrt,0.061413,0.021134
sixa,1.378341,0.035543
slma,0.419091,0.008646
slp,0.173398,0.031700
slya,0.435500,0.086455
smg,1.206772,0.120077
soda,6.865870,0.035543
sodc,0.414765,0.012488
sohb,0.278702,0.023055
sped,0.498120,0.078770
spef,0.003728,0.107589
speg,0.503582,0.019212
spot,0.815676,0.042267
spy,0.166618,0.037464
sra,5.232303,0.046110
srka,0.549583,0.023055
srle,0.166391,0.009606
srlr,0.135105,0.012488
srmb,0.416749,0.010567
ssea,0.783486,0.043228
sseb,0.480871,0.205572
ssna,0.010077,0.006724
sstt,1.842953,0.021134
ssuc,0.006908,0.033622
ssue,0.002718,0.009606
stfq,0.006395,0.070125
stfr,0.008670,0.018252
stha,2.091889,0.058598
stpa,0.021861,0.041306
sufa,0.237491,0.093180
sufb,0.289443,0.073007
sufc,0.378491,0.054755
sufs,0.414778,0.081652
sula,1.143323,0.219981
sura,1.508713,0.056676
syd,0.168741,0.140250
tamb,0.147740,0.030740
tap,1.015388,0.043228
tar,1.152283,0.164265
tauc,0.003298,0.007685
tcda,0.203532,0.008646
tcyj,4.142325,0.131604
tcyl,0.611092,0.068204
tcyn,0.794938,0.119116
tcyp,1.712354,0.032661
tdcd,0.020002,0.016330
tdce,0.022991,0.024976
tdcg,0.023223,0.028818
tdh,1.956995,0.020173
tdk,0.098804,0.012488
tesa,0.132776,0.019212
tesb,0.167775,0.016330
tetr,11.115954,1.195965
thih,0.124405,0.013449
thik,0.190831,0.006724
thim,0.039634,0.014409
thrc,0.498828,0.006724
thrs,3.620879,0.150817
thya,0.823429,0.097022
tig,4.669411,0.047070
tisb,8.452152,0.747358
tldd,0.615178,0.023055
tmar,1.367178,0.057637
tmrna,417.759472,33.967339
tola,0.450613,0.019212
tolb,1.720557,0.022094
tolc,2.073693,0.023055
tolq,0.558853,0.024015
tomb,0.664439,0.040346
tonb,0.545941,0.006724
topa,0.946243,0.038425
topai,0.068867,0.034582
torc,0.000758,0.028818
tori,0.206481,0.011527
torr,0.040901,0.034582
tors,0.015341,0.104707
tory,0.006031,0.181556
torz,0.023097,0.142171
tpia,1.875005,0.021134
tpr,0.104454,0.022094
traq,0.382683,0.028818
tray,1.435317,0.258405
trea,0.297457,0.146974
treb,0.217527,0.020173
trec,0.117706,0.006724
trer,0.044001,0.039385
trg,0.387101,0.027858
trho,0.301279,0.011527
trkg,0.033882,0.016330
trkh,0.268345,0.018252
trma,0.305464,0.035543
trmd,10.367018,0.020173
trpc,1.207151,0.020173
trpd,0.889970,0.009606
trua,0.627503,0.061479
truc,0.255818,0.039385
trud,0.420340,0.051873
trxa,2.349610,0.048031
tsab,0.422876,0.021134
tsua,1.561740,0.102786
ttca,0.270104,0.069164
tus,0.131807,0.018252
tyna,0.021199,0.134486
tyra,0.264296,0.076849
tyrp,0.061534,0.024015
tyrr,0.425144,0.048991
tyrs,1.604595,0.090298
uact,0.003095,0.005764
ubid,0.752475,0.031700
ubie,0.971328,0.011527
ubif,0.223846,0.017291
ubix,0.397901,0.048031
udk,0.272326,0.023055
ugd,0.141389,0.140250
ugpb,1.029108,0.040346
uhpt,0.015692,0.030740
uida,0.044387,0.076849
uidb,0.024430,0.058598
uidc,0.017408,0.128722
uidr,0.250471,0.044188
ulae,0.045283,0.009606
ulag,0.019780,0.008646
ular,0.067608,0.025937
umud,0.090607,0.016330
upp,0.650098,0.011527
uraa,0.330551,0.144092
usha,0.265584,0.050913
uspa,2.054143,0.023055
uspb,0.253291,0.088377
uspc,0.022970,0.029779
uspd,0.148444,0.027858
uspf,0.801938,0.063401
uspg,0.454470,0.026897
uup,0.330516,0.030740
uvra,0.549822,0.078770
uvrc,0.707805,0.150817
uvry,1.035311,0.130644
uxab,0.062611,0.107589
uxac,0.123994,0.017291
uxur,0.258129,0.012488
ves,0.119540,0.070125
viaa,0.131538,0.029779
vsr,0.132201,0.025937
waaa,0.287485,0.009606
waab,0.138381,0.034582
waac,0.402834,0.013449
waag,0.286012,0.033622
waah,0.018926,0.032661
waaj,0.158373,0.027858
waao,0.119862,0.041306
waap,0.169415,0.041306
waau,0.068233,0.016330
wbbi,0.605384,0.155620
wbbj,0.568386,0.065322
wbbk,0.634943,0.115274
wcaa,0.006890,0.033622
wcab,0.002412,0.021134
wcac,0.003496,0.051873
wcad,0.004006,0.125841
wcae,0.005634,0.131604
wcai,0.007064,0.096061
wcaj,0.005212,0.095101
wcak,0.016460,0.069164
wcal,0.037279,0.039385
wcam,0.030967,0.131604
wecb,0.434201,0.020173
wecc,0.504168,0.011527
wzc,0.006926,0.138329
wzxc,0.006400,0.107589
wzxe,0.764863,0.007685
wzzb,2.058531,0.209414
xapa,0.008235,0.087416
xapb,0.035694,0.100865
xapr,0.068242,0.061479
xerd,0.277691,0.017291
xisr,0.003834,0.017291
xtha,0.343821,0.014409
xyla,0.066837,0.030740
xyle,0.021341,0.032661
xylf,0.069690,0.013449
yaaa,0.118930,0.074928
yaai,0.002463,0.021134
yaaj,0.033652,0.070125
yabi,0.234462,0.026897
yacc,0.562787,0.003842
yach,0.005271,0.017291
yadc,0.010441,0.088377
yadi,0.189209,0.007685
yadk,0.012579,0.086455
yadl,0.006893,0.087416
yadm,0.004059,0.085495
yadn,0.002806,0.083573
yadv,0.016500,0.067243
yaef,0.040988,0.092219
yaeh,0.907200,0.041306
yaei,0.077090,0.082613
yafc,0.064003,0.091258
yafd,0.259165,0.019212
yafl,0.008038,0.010567
yafn,0.103519,0.015370
yafo,0.079075,0.027858
yafq,0.217802,0.043228
yaft,0.016195,0.024015
yafv,0.175746,0.017291
yafw,0.000657,0.026897
yafx,0.000000,0.009606
yagh,0.044065,0.001921
yagj,0.035653,0.036503
yagk,0.025603,0.094140
yagl,0.007546,0.100865
yagm,0.006344,0.098943
yagn,0.172876,0.055716
yagu,0.099891,0.038425
yahb,0.050089,0.082613
yahc,0.004287,0.026897
yahd,0.016592,0.015370
yahe,0.007254,0.021134
yahl,0.007524,0.026897
yahn,0.013079,0.044188
yaho,1.739588,0.048991
yaio,0.014557,0.084534
yaip,0.008276,0.055716
yaiz,0.336641,0.003842
yaji,0.018811,0.031700
yajl,0.126520,0.029779
yajo,0.539394,0.015370
yajq,0.553044,0.006724
yajr,0.110413,0.079731
ybaa,0.155426,0.013449
ybal,0.479350,0.016330
ybaq,0.088045,0.022094
ybay,1.493266,0.015370
ybbc,0.021167,0.005764
ybbp,0.159256,0.013449
ybbw,0.002802,0.021134
ybch,0.020536,0.012488
ybck,0.003538,0.025937
ybcl,0.005256,0.023055
ybcm,0.039955,0.035543
ybdd,1.262975,0.020173
ybdg,0.089243,0.120077
ybdk,0.304932,0.054755
ybdm,0.017558,0.067243
ybdn,0.006642,0.049952
ybdo,0.010692,0.073007
ybdr,0.074811,0.014409
ybed,0.232685,0.065322
ybef,0.004347,0.104707
ybeq,0.005787,0.090298
ybet,0.002053,0.060519
ybey,0.448136,0.024015
ybez,0.530568,0.065322
ybfe,0.188030,0.024015
ybff,0.173281,0.024976
ybgd,0.003704,0.028818
ybgo,0.003359,0.116234
ybgp,0.002712,0.097983
ybgq,0.002224,0.060519
ybgs,0.384963,0.032661
ybha,0.092970,0.058598
ybhb,0.056408,0.033622
ybhc,0.065747,0.006724
ybhd,0.010873,0.126801
ybhf,0.127475,0.023055
ybhj,0.014962,0.016330
ybhm,0.023001,0.015370
ybhn,0.079320,0.066282
ybhs,0.052010,0.011527
ybio,0.039222,0.065322
ybiv,0.087094,0.106628
ybiw,0.006902,0.084534
ybix,0.328261,0.030740
ybiy,0.001019,0.049952
ybjh,0.146116,0.006724
ybji,0.132912,0.063401
ybjl,0.190173,0.103746
ybjt,0.200174,0.023055
ybjx,0.801947,0.057637
ycac,0.953056,0.119116
ycai,0.019060,0.023055
ycal,0.025345,0.021134
ycam,0.114828,0.019212
ycan,0.013606,0.092219
ycao,0.344500,0.122959
ycap,0.049071,0.035543
ycbf,0.022409,0.009606
ycbj,0.077156,0.043228
ycbz,0.523406,0.119116
ycce,0.002894,0.038425
yccf,0.070856,0.089337
yccj,1.407414,0.170989
yccm,0.008098,0.081652
yccs,0.086035,0.107589
ycct,0.073455,0.044188
yccu,0.378462,0.010567
yccx,0.063442,0.012488
ycdu,0.004931,0.022094
ycdx,0.386100,0.010567
yceb,0.180204,0.049952
ycef,0.221580,0.056676
ycei,0.169322,0.074928
ycfh,0.414609,0.124880
ycfl,0.824147,0.020173
ycfp,0.475804,0.037464
ycft,0.001477,0.091258
ycfz,0.005604,0.112392
ycgb,0.476740,0.243036
ycgn,0.169051,0.016330
ycgv,0.019079,0.087416
ycgx,0.014044,0.032661
ycgz,0.029525,0.017291
yche,0.062536,0.009606
ychf,0.597687,0.048991
ychj,0.281949,0.067243
ycia,0.083671,0.057637
ycib,0.311371,0.111431
ycic,0.294002,0.028818
ycif,0.069122,0.127762
ycig,0.070545,0.022094
ycii,0.261635,0.031700
yciq,0.041891,0.018252
ycit,0.469557,0.048031
yciw,0.363444,0.057637
ycix,0.366517,0.032661
ycjd,0.079602,0.053794
ycjm,0.007489,0.018252
ycjn,0.006404,0.008646
ycjr,0.019006,0.011527
ycjw,0.052211,0.102786
ycjy,0.038545,0.131604
ydae,0.001461,0.031700
ydag,29.734143,0.162344
ydas,0.014774,0.008646
ydau,0.020156,0.017291
yday,0.029368,0.010567
ydbh,0.099078,0.022094
ydbj,1.079255,0.008646
ydbl,0.134374,0.023055
ydca,0.158017,0.006724
ydcd,0.005375,0.007685
ydch,0.197783,0.009606
ydci,1.731228,0.130644
ydcj,0.982518,0.015370
ydck,0.064756,0.152738
ydcl,0.762148,0.130644
ydcz,0.151433,0.019212
ydda,0.006760,0.125841
yddb,0.012518,0.086455
yddg,0.031978,0.123919
yddh,0.080072,0.035543
yddm,0.385969,0.048991
ydee,0.237892,0.022094
ydei,0.106545,0.036503
ydej,0.048090,0.014409
ydem,0.016787,0.104707
yden,0.158673,0.126801
ydeo,0.003332,0.125841
ydep,0.016299,0.100865
ydeq,0.003646,0.100865
yder,0.006103,0.108549
ydes,0.004604,0.073007
ydfb,0.014677,0.009606
ydfi,0.011514,0.140250
ydfk,0.572920,0.109510
ydfr,0.007628,0.030740
ydft,0.021836,0.100865
ydfu,0.011217,0.024015
ydfw,0.021725,0.047070
ydga,1.437078,0.063401
ydgc,0.271646,0.082613
ydgd,0.347230,0.014409
ydgj,0.751684,0.040346
ydgk,0.305700,0.006724
ydhf,0.412908,0.030740
ydhj,0.095725,0.021134
ydhk,0.066231,0.024976
ydhp,0.112132,0.035543
ydhq,0.535702,0.097983
ydhs,0.151906,0.028818
ydhv,0.011725,0.106628
ydhx,0.019374,0.041306
ydhy,0.008005,0.114313
ydib,0.010915,0.016330
ydih,0.388073,0.033622
ydij,0.886910,0.101825
ydil,0.009007,0.014409
ydio,0.011234,0.031700
ydip,0.016360,0.123919
ydiq,0.007528,0.018252
ydiy,0.265275,0.067243
ydja,0.840528,0.071085
ydje,0.023366,0.142171
ydjf,0.050543,0.152738
ydjg,0.040643,0.126801
ydjh,0.026528,0.165226
ydji,0.042984,0.165226
ydjj,0.025929,0.101825
ydjl,0.036905,0.141210
ydjm,0.107363,0.001921
ydjo,0.000565,0.150817
ydjx,0.010629,0.016330
yeac,1.642010,0.087416
yeae,0.232896,0.009606
yeag,2.156732,0.349664
yeah,0.923543,0.201729
year,0.008663,0.092219
yeax,0.019189,0.031700
yeay,0.539116,0.071085
yebb,0.006104,0.014409
yebc,1.107570,0.056676
yebg,1.221787,0.048991
yebo,3.250858,0.063401
yebq,0.045109,0.018252
yeby,0.248014,0.041306
yech,0.010243,0.014409
yecj,0.319219,0.052834
yecr,1.689989,0.016330
yedd,0.415880,0.029779
yedi,0.246043,0.110471
yedk,0.030518,0.003842
yedp,0.169568,0.030740
yeea,0.335572,0.130644
yeeo,0.077690,0.088377
yeez,0.625649,0.168108
yefm,0.185378,0.066282
yegi,0.013975,0.101825
yegj,0.009228,0.020173
yegl,0.016619,0.067243
yegp,0.425957,0.037464
yegr,0.017666,0.077810
yegt,0.044554,0.015370
yegw,0.126166,0.066282
yegx,0.022116,0.103746
yeha,0.001470,0.123919
yehb,0.003382,0.146013
yehc,0.000730,0.124880
yehd,0.000190,0.094140
yehe,0.231776,0.073007
yehm,0.008626,0.016330
yehp,0.006396,0.007685
yehr,0.011489,0.021134
yehs,0.554593,0.060519
yehw,0.225407,0.036503
yehy,0.292792,0.011527
yeib,0.341656,0.004803
yeih,0.077418,0.006724
yeip,0.482350,0.015370
yeiq,0.206481,0.024015
yeja,0.126683,0.019212
yeje,0.108198,0.028818
yejk,0.409259,0.031700
yfaa,0.024063,0.179635
yfal,0.051358,0.104707
yfap,0.012046,0.064361
yfaq,0.017148,0.032661
yfat,0.005569,0.084534
yfav,0.031885,0.062440
yfax,0.008358,0.095101
yfay,0.235224,0.051873
yfaz,0.098883,0.019212
yfbk,0.004733,0.147935
yfbl,0.003256,0.027858
yfbm,0.007982,0.011527
yfbn,0.003293,0.169068
yfbs,0.121356,0.127762
yfbu,0.542317,0.105668
yfbv,0.389294,0.029779
yfcf,0.478052,0.036503
yfcg,0.143979,0.058598
yfch,0.699150,0.020173
yfcj,0.058904,0.051873
yfcl,0.530563,0.008646
yfco,0.196052,0.097022
yfcq,0.006426,0.060519
yfcr,0.005374,0.087416
yfcs,0.005013,0.036503
yfcv,0.003099,0.192123
yfcz,0.277818,0.013449
yfde,0.010770,0.157541
yfdf,0.009190,0.028818
yfdg,0.503702,0.013449
yfdh,0.431938,0.016330
yfdk,0.008481,0.093180
yfdv,0.009380,0.115274
yfdx,0.007796,0.083573
yfeh,0.127380,0.009606
yfen,0.014340,0.012488
yfeo,0.064470,0.018252
yfes,0.081075,0.024015
yfey,0.449455,0.089337
yfez,0.264259,0.024015
yffl,0.014936,0.018252
yffn,0.012257,0.002882
yffq,0.001134,0.019212
yffs,0.160237,0.010567
yfgm,1.502073,0.035543
yfhm,0.228588,0.140250
yfib,0.121679,0.015370
yfie,0.086213,0.066282
yfif,0.615532,0.023055
yfir,0.106886,0.023055
yfjh,0.028387,0.183477
yfjj,0.003577,0.016330
yfjm,0.010907,0.051873
yfjp,0.029306,0.005764
yfjs,0.006832,0.011527
yfjw,0.059262,0.010567
yfp,20.799695,0.196926
ygac,0.069321,0.073007
ygam,1.582031,0.151777
ygbi,0.136589,0.109510
ygbn,0.012023,0.014409
ygcp,0.017782,0.029779
ygcq,0.021964,0.005764
ygcs,0.009864,0.056676
ygcu,0.018803,0.181556
ygcw,0.008015,0.140250
ygdi,0.735902,0.102786
ygdr,0.758733,0.001921
ygeh,0.000103,0.012488
ygft,0.030903,0.024015
ygge,0.911121,0.047070
yggi,0.069612,0.002882
yggm,0.007547,0.005764
yggp,0.015721,0.006724
ygha,0.141900,0.005764
yghb,0.322123,0.011527
yghj,0.051190,0.021134
ygib,1.718349,0.006724
ygil,0.011751,0.004803
ygjh,0.031626,0.017291
ygji,0.031541,0.006724
ygjp,0.052245,0.005764
ygjr,0.390924,0.019212
yhav,0.165716,0.032661
yhbo,0.107940,0.008646
yhbp,0.106669,0.025937
yhbs,0.569552,0.010567
yhbw,0.210231,0.017291
yhbx,0.005068,0.023055
yhcf,0.031673,0.014409
yhcg,0.046255,0.011527
yhdn,0.176642,0.017291
yhdp,0.187830,0.027858
yhdx,0.087497,0.006724
yhes,0.281046,0.004803
yheu,0.173275,0.016330
yhev,0.345409,0.009606
yhfk,0.312224,0.011527
yhfy,0.033013,0.015370
yhfz,0.045413,0.022094
yhgf,0.314050,0.004803
yhha,0.061169,0.034582
yhhl,0.127005,0.002882
yhhw,0.165670,0.007685
yhhx,0.264264,0.026897
yhij,0.006917,0.032661
yhjb,0.027137,0.016330
yhjg,0.357727,0.060519
yhjr,0.794614,0.048031
yhjx,0.026681,0.012488
yiaf,1.411384,0.045149
yiag,1.276465,0.030740
yiak,0.019840,0.003842
yial,0.010693,0.005764
yiay,0.002658,0.030740
yibn,1.446451,0.018252
yibq,0.272640,0.004803
yibt,0.039900,0.016330
yicc,0.569142,0.004803
yich,0.154822,0.020173
yici,0.020063,0.032661
yicj,0.004665,0.024015
yicl,0.082464,0.010567
yida,0.222156,0.014409
yidi,0.054046,0.014409
yidj,0.011475,0.041306
yidk,0.008698,0.033622
yidl,0.006295,0.017291
yidr,0.057609,0.033622
yief,0.363086,0.007685
yiek,0.008194,0.020173
yiel,0.005282,0.034582
yifb,0.009832,0.039385
yigi,0.162328,0.020173
yigl,0.242633,0.015370
yiha,0.346707,0.017291
yihf,0.009295,0.008646
yihg,0.040511,0.067243
yihi,0.500481,0.053794
yihl,0.045187,0.002882
yihn,0.016761,0.015370
yiho,0.006405,0.038425
yihp,0.005844,0.026897
yihq,0.006903,0.014409
yihr,0.004696,0.039385
yihs,0.014500,0.026897
yiht,0.011849,0.015370
yihx,0.526510,0.016330
yiig,0.009283,0.024976
yijf,0.003828,0.024976
yijo,0.052314,0.010567
yjag,0.380298,0.016330
yjaz,0.015676,0.030740
yjbd,0.266601,0.011527
yjbh,0.024825,0.026897
yjbj,0.851998,0.165226
yjbm,0.000146,0.021134
yjbq,0.426892,0.013449
yjch,3.732069,0.016330
yjco,0.136986,0.022094
yjcs,0.002134,0.067243
yjdc,0.474363,0.024976
yjdj,0.156135,0.025937
yjdm,0.161602,0.029779
yjej,0.022921,0.050913
yjem,0.023780,0.031700
yjfi,0.001159,0.019212
yjfm,0.007474,0.008646
yjfy,0.004318,0.043228
yjfz,0.003852,0.066282
yjga,0.453971,0.042267
yjgh,0.187197,0.015370
yjgm,0.101502,0.026897
yjgn,0.001174,0.033622
yjgr,0.230438,0.058598
yjhf,0.012065,0.048991
yjhh,0.041204,0.010567
yjhi,0.017446,0.097022
yjhu,0.242047,0.016330
yjia,0.141000,0.047070
yjic,0.000799,0.066282
yjih,0.006534,0.011527
yjik,0.005633,0.054755
yjin,0.087737,0.045149
yjir,0.095460,0.055716
yjjp,0.027405,0.062440
yjjq,0.001270,0.028818
yjju,0.150899,0.008646
yjjz,0.099532,0.021134
ykfa,0.163760,0.045149
ykfb,0.172974,0.024976
ykgf,0.102202,0.015370
ykgg,0.087594,0.008646
ykgh,0.005344,0.084534
ylac,0.275079,0.034582
ymdf,0.494292,0.018252
ymfa,0.025290,0.079731
ymga,0.015337,0.030740
ymgd,0.074154,0.024015
ymja,0.363992,0.063401
ynai,0.056928,0.106628
ynba,0.003977,0.016330
ynbb,0.002007,0.020173
ynbc,0.017536,0.024976
ynce,3.126668,0.019212
yncg,0.097448,0.014409
yncj,0.035143,0.029779
ynee,0.025420,0.085495
yneg,0.139270,0.009606
ynek,0.003989,0.012488
ynfc,0.173104,0.153698
ynfe,0.008526,0.018252
ynff,0.020673,0.025937
ynfn,0.058136,0.024015
ynib,0.171368,0.161383
ynjc,0.041616,0.004803
ynjf,0.098398,0.032661
ynji,0.031896,0.155620
yoag,0.011869,0.076849
yoah,0.263549,0.014409
yoba,0.258988,0.056676
yobd,0.200697,0.017291
yobh,0.109990,0.019212
yodb,0.007885,0.018252
yodd,0.492704,0.050913
yohc,0.228754,0.150817
yoji,0.325290,0.188280
ypdf,0.005949,0.038425
ypdi,0.001157,0.007685
ypea,0.413512,0.074928
ypfg,0.046842,0.057637
ypfh,0.249695,0.016330
ypfj,0.604868,0.049952
ypha,0.411345,0.016330
yphf,0.010396,0.217099
yphg,0.009849,0.116234
yphh,0.069043,0.038425
ypja,0.039414,0.150817
ypjk,0.004093,0.005764
yqaa,0.694597,0.037464
yqab,0.428650,0.036503
yqae,0.197718,0.036503
yqca,0.358099,0.011527
yqcc,0.173727,0.024976
yqce,0.010887,0.012488
yqef,2.058706,0.069164
yqeg,0.065143,0.033622
yqeh,0.002364,0.042267
yqei,0.010744,0.020173
yqek,0.000335,0.011527
yqfa,4.277822,0.071085
yqhc,0.025933,0.022094
yqib,0.405801,0.014409
yqjc,3.184295,0.035543
yran,0.266131,0.003842
yrar,0.061946,0.007685
yrbl,1.724007,0.040346
yrdd,0.793804,0.021134
yshb,1.275579,0.037464
ytfe,0.019695,0.021134
ytfi,0.005923,0.032661
ytfq,0.391105,0.088377
ytja,3.603534,0.013449
ytjc,0.503590,0.013449
zapa,0.823442,0.028818
zapb,0.793708,0.008646
zapc,0.301967,0.015370
zapd,0.246083,0.012488
zapg,1.222074,0.030740
zipa,1.375445,0.228626
zntb,0.251968,0.033622
zntr,0.170352,0.021134
znua,0.453032,0.199808
znuc,0.183999,0.022094
zwf,0.492100,0.209414
