"",bulk,single-cell
gsic,0.125052,0.011976
gsid,0.101019,0.012974
gsk,0.190143,0.020958
gspa,0.005926,0.008982
gspb,0.026265,0.006986
gspc,0.008086,0.015968
gspd,0.018146,0.009980
gspe,0.016609,0.006986
gspf,0.008416,0.009980
gspg,0.005747,0.003992
gsph,0.007599,0.002994
gspi,0.005433,0.000998
gspj,0.003401,0.002994
gspk,0.004392,0.020958
gspl,0.007331,0.016966
gspm,0.014966,0.004990
gspo,0.021853,0.005988
gss,0.269934,0.012974
gsta,0.518539,0.006986
gstb,0.643712,0.028942
guaa,1.919200,0.049900
guab,1.123117,0.103792
guac,0.750242,0.039920
guad,0.043378,0.004990
gudd,0.043599,0.037924
gudp,0.016636,0.079840
gudx,0.026361,0.130739
gutm,0.053373,0.002994
gyra,1.614445,0.184631
gyrb,2.045584,0.104790
hcac,0.064250,0.004990
hcad,0.061515,0.000000
hcae,0.098520,0.013972
hcaf,0.144413,0.008982
hcar,0.480468,0.154691
hcat,0.203234,0.081836
hcha,0.437235,0.132735
hcp,0.004544,0.031936
hcr,0.006932,0.016966
hcxa,0.042966,0.027944
hcxb,0.285877,0.011976
hda,0.430120,0.006986
hdea,0.613267,0.011976
hdeb,0.270638,0.013972
hded,0.084700,0.006986
hdfr,0.087048,0.057884
hdha,0.412523,0.217565
held,0.154522,0.038922
hema,0.439535,0.000000
hemb,0.268680,0.030938
hemc,0.589711,0.013972
hemd,0.432107,0.000000
heme,0.502525,0.000000
hemf,0.279986,0.005988
hemg,0.281644,0.018962
hemh,0.152953,0.020958
heml,0.826212,0.024950
hemn,0.385876,0.000000
hemw,0.400692,0.004990
hemx,0.522365,0.053892
hemy,0.787418,0.000000
hflc,1.918475,0.019960
hfld,0.552935,0.005988
hflk,2.278237,0.000998
hflx,1.480539,0.144711
hfq,2.396456,0.106786
hha,0.835886,0.009980
hica,0.086726,0.002994
hicb,0.083659,0.044910
higa,0.042514,0.000000
higb,0.022312,0.015968
hint,0.697083,0.013972
hipa,0.074362,0.131737
hipb,0.044804,0.042914
hisa,0.847306,0.000000
hisb,0.831841,0.000000
hisc,0.799766,0.009980
hisd,0.765706,0.000000
hisf,0.907064,0.007984
hisg,0.676024,0.005988
hish,0.793659,0.000998
hisi,0.874296,0.005988
hisj,1.834139,0.199601
hisl,0.282158,0.014970
hism,0.411835,0.071856
hisp,0.520750,0.003992
hisq,0.937035,0.047904
hiss,1.868671,0.037924
hiuh,0.023025,0.016966
hlde,0.620488,0.009980
hlye,0.014650,0.141717
hmp,0.125853,0.013972
hns,11.238942,0.245509
hofc,0.012383,0.013972
hofm,0.025122,0.005988
hofn,0.006777,0.000998
hofq,0.010688,0.005988
hoka,0.005291,0.000998
hokd,0.602991,0.048902
hoke,0.003009,0.005988
hola,0.325907,0.009980
holb,0.216970,0.009980
holc,0.392870,0.007984
hole,0.163862,0.002994
hpf,1.242750,0.013972
hprr,0.071092,0.163673
hprs,0.071311,0.181637
hpt,0.366741,0.000998
hrpa,0.206881,0.036926
hrpb,0.120308,0.007984
hsca,0.887989,0.105788
hscb,0.666321,0.045908
hscc,0.027908,0.107784
hsdm,0.296850,0.051896
hsdr,0.295810,0.117764
hsds,0.147891,0.074850
hslj,0.102479,0.138723
hslo,0.405833,0.021956
hslr,0.382556,0.008982
hslu,0.416615,0.019960
hslv,0.343798,0.038922
hspq,1.050098,0.052894
htpg,0.238531,0.022954
htpx,1.418946,0.008982
htre,0.002911,0.078842
htrl,0.116562,0.044910
hupa,7.168537,0.003992
hupb,15.132863,0.052894
hxpa,0.511748,0.012974
hxpb,0.295494,0.004990
hyaa,0.011693,0.003992
hyab,0.014192,0.001996
hyac,0.013817,0.005988
hyae,0.018718,0.000000
hyaf,0.009793,0.009980
hyba,0.081385,0.000998
hybb,0.051227,0.006986
hybc,0.138367,0.013972
hybd,0.193308,0.000000
hybe,0.108945,0.000000
hybo,0.078414,0.008982
hyca,0.003300,0.039920
hycb,0.006392,0.042914
hycc,0.004240,0.087824
hycd,0.008337,0.000998
hyce,0.011274,0.080838
hycf,0.007632,0.001996
hycg,0.011241,0.044910
hych,0.031508,0.073852
hyci,0.111768,0.164671
hydn,0.068710,0.007984
hyfa,0.007148,0.005988
hyfb,0.008195,0.003992
hyfc,0.000259,0.006986
hyfd,0.005584,0.002994
hyfe,0.001960,0.001996
hyff,0.011422,0.008982
hyfg,0.019276,0.000000
hyfi,0.013883,0.000998
hyfj,0.010837,0.010978
hyfr,0.010836,0.025948
hyi,0.005898,0.039920
hypa,0.041313,0.000998
hypb,0.055090,0.005988
hypc,0.035321,0.000000
hypd,0.093635,0.013972
hype,0.128653,0.004990
hypf,0.045057,0.001996
hypt,0.083174,0.007984
hyua,0.004614,0.001996
iaaa,0.529006,0.000998
iada,0.145076,0.002994
iap,0.085143,0.024950
ibag,0.680371,0.001996
ibpa,0.073390,0.013972
ibpb,0.026058,0.000000
icd,8.335698,0.023952
iclr,0.451671,0.001996
idi,0.113432,0.016966
idnd,0.020707,0.075848
idnk,0.012645,0.022954
idno,0.034117,0.066866
idnr,0.053751,0.069860
idnt,0.035143,0.061876
igaa,0.215296,0.014970
ihfa,8.740989,0.410180
ihfb,1.294191,0.024950
iles,1.524520,0.008982
ilva,0.154922,0.005988
ilvb,0.313183,0.044910
ilvc,0.242017,0.007984
ilvd,0.199925,0.002994
ilve,0.320360,0.000998
ilvi,0.165973,0.024950
ilvl,0.805584,0.000000
ilvm,0.022547,0.000998
ilvn,0.197253,0.013972
ilvy,0.128399,0.000000
inaa,0.178734,0.073852
infa,3.283253,0.002994
infb,2.746141,0.065868
infc,12.033396,0.007984
insg,0.057316,0.065868
insq,0.223880,0.018962
inta,0.134974,0.023952
intd,0.128169,0.122754
intf,0.049208,0.094810
intr,0.021804,0.129741
intz,0.189619,0.000000
ipra,0.001535,0.018962
irad,0.006705,0.002994
iram,0.012753,0.008982
irap,0.249621,0.006986
isca,2.039196,0.060878
iscr,1.415918,0.045908
iscs,1.717394,0.013972
iscu,1.820044,0.065868
iscx,1.170091,0.031936
ispa,0.768965,0.002994
ispb,1.031745,0.019960
ispd,0.549345,0.049900
ispe,0.879984,0.048902
ispf,0.444436,0.024950
ispg,1.321903,0.021956
isph,0.674624,0.013972
ispu,1.582647,0.035928
ivbl,1.199797,0.037924
ivy,0.409650,0.009980
kanr,68.900423,2.571856
kate,1.053282,0.042914
katg,0.908412,0.028942
kbay,0.014261,0.002994
kbaz,0.042860,0.000000
kbl,1.258921,0.000998
kbp,0.786779,0.210579
kch,0.049858,0.125749
kdgk,0.092570,0.000998
kdgr,0.171333,0.041916
kdgt,0.037635,0.008982
kdpa,0.002634,0.043912
kdpb,0.004904,0.019960
kdpc,0.026738,0.012974
kdpd,0.056211,0.075848
kdpe,0.055426,0.003992
kdpf,0.000000,0.000000
kdsa,0.793220,0.018962
kdsb,0.806884,0.008982
kdsc,0.624024,0.000000
kdsd,0.394822,0.012974
kdud,0.142543,0.021956
kdui,0.122225,0.148703
kefb,0.113010,0.021956
kefc,0.165022,0.006986
keff,0.085481,0.003992
kefg,0.159981,0.010978
kgtp,7.358545,0.280439
kilr,0.002474,0.020958
kpta,0.026605,0.012974
kup,0.177362,0.017964
laca,0.010914,0.033932
laci,4.900205,0.003992
lacy,0.005841,0.080838
lacz,0.610821,0.066866
lafu,0.009464,0.006986
lamb,7.006341,0.013972
lapa,0.517607,0.002994
lapb,0.331356,0.012974
lapc,0.584099,0.009980
ldca,0.071871,0.036926
ldcc,0.191596,0.024950
ldha,0.216572,0.183633
ldrb,0.207750,0.060878
ldrc,0.049063,0.041916
ldrd,0.395215,0.002994
ldta,0.223290,0.174651
ldtb,0.573325,0.089820
ldtc,0.280818,0.080838
ldtd,0.295031,0.025948
ldte,0.201962,0.352295
lepa,1.670906,0.118762
lepb,1.264574,0.064870
leta,0.142382,0.042914
letb,0.286750,0.020958
leua,0.177616,0.078842
leub,0.270672,0.003992
leuc,0.295277,0.062874
leud,0.285756,0.002994
leue,0.140184,0.155689
leul,0.189558,0.006986
leuo,0.015740,0.030938
leus,0.999045,0.127745
lexa,2.073640,0.143713
lgod,0.005060,0.031936
lgor,0.053260,0.075848
lgot,0.036213,0.046906
lgt,0.677273,0.045908
lhgd,0.338162,0.002994
lhr,0.094346,0.000998
liga,0.424341,0.152695
ligb,0.018838,0.018962
lipa,0.740561,0.001996
lipb,0.149225,0.042914
livf,0.423156,0.000000
livg,0.425932,0.006986
livh,0.428625,0.009980
livj,0.956572,0.017964
livk,0.391390,0.013972
livm,0.505201,0.001996
lldd,0.163480,0.013972
lldp,0.239523,0.005988
lldr,0.152521,0.001996
lnt,0.529454,0.000998
loip,0.257311,0.001996
lola,0.685342,0.057884
lolb,0.557638,0.056886
lolc,0.276709,0.004990
lold,0.329017,0.006986
lole,0.323308,0.013972
lon,0.848591,0.040918
lpd,4.888586,0.015968
lplt,0.332157,0.074850
lpoa,0.383515,0.005988
lpob,0.741275,0.012974
lpp,84.414497,0.148703
lpta,0.947812,0.019960
lptb,0.935663,0.000000
lptc,0.490262,0.084830
lptd,1.260551,0.173653
lpte,0.799269,0.024950
lptf,0.441136,0.029940
lptg,0.600686,0.033932
lpxa,1.756995,0.010978
lpxb,0.687946,0.010978
lpxc,4.114311,0.044910
lpxd,2.307517,0.022954
lpxh,0.430452,0.000000
lpxk,0.458751,0.010978
lpxl,0.201067,0.051896
lpxm,0.276437,0.089820
lpxp,1.035072,0.008982
lpxt,0.222517,0.012974
lrha,0.199289,0.212575
lrp,2.036802,0.109780
lspa,1.165345,0.011976
lsra,0.215310,0.013972
lsrb,0.456464,0.026946
lsrc,0.262268,0.000000
lsrd,0.170244,0.026946
lsrf,0.534207,0.044910
lsrg,0.679458,0.008982
lsrk,0.388140,0.179641
lsrr,0.319940,0.023952
ltae,0.429110,0.016966
luxs,1.619757,0.060878
lysa,0.032285,0.097804
lysc,0.094769,0.007984
lyso,0.105746,0.077844
lysp,0.397805,0.057884
lysr,0.050565,0.007984
lyss,1.263928,0.008982
lyxk,0.017415,0.006986
maa,0.336041,0.024950
maca,0.101417,0.010978
macb,0.124214,0.007984
maea,2.036285,0.157685
maeb,3.142595,0.150699
mak,0.151764,0.020958
male,5.159387,0.050898
malf,0.539807,0.029940
malg,0.518440,0.016966
mali,0.093116,0.014970
malk,1.381477,0.005988
malm,1.170769,0.003992
malp,0.572376,0.029940
malq,0.597880,0.011976
mals,0.026283,0.008982
malt,1.425749,0.031936
malx,0.116642,0.019960
maly,0.238166,0.030938
malz,0.054618,0.028942
mana,0.352796,0.002994
manx,4.220340,0.018962
many,4.770832,0.064870
manz,4.264652,0.060878
maop,0.501857,0.004990
map,0.854524,0.025948
mara,0.073534,0.002994
marb,0.047803,0.003992
marr,0.040038,0.005988
mata,0.004047,0.106786
matp,0.121469,0.005988
maze,0.238710,0.084830
mazf,0.152866,0.003992
mazg,0.145304,0.026946
mcba,0.010422,0.002994
mcbr,0.225671,0.053892
mcherry,0.044818,0.180639
mcrb,0.038344,0.056886
mcrc,0.029574,0.085828
mdab,0.176419,0.002994
mdfa,0.114212,0.007984
mdh,7.010830,0.013972
mdla,0.100177,0.014970
mdlb,0.088716,0.003992
mdta,0.043856,0.005988
mdtb,0.065269,0.039920
mdtc,0.050551,0.021956
mdtd,0.049477,0.004990
mdte,0.024440,0.000000
mdtf,0.021076,0.018962
mdtg,0.031626,0.053892
mdth,0.091976,0.000998
mdti,0.117211,0.048902
mdtj,0.165469,0.008982
mdtk,0.347992,0.009980
mdtl,0.035471,0.001996
mdtm,0.021863,0.036926
mdtn,0.001275,0.007984
mdto,0.001945,0.036926
mdtp,0.003371,0.052894
mela,0.033368,0.015968
melb,0.029670,0.018962
melr,0.042956,0.032934
mena,0.127905,0.028942
menb,0.784070,0.031936
menc,0.737734,0.020958
mend,0.305148,0.000998
mene,0.427352,0.030938
menf,0.530388,0.009980
menh,0.248447,0.035928
meni,0.392594,0.107784
mepa,0.504473,0.009980
meph,0.187268,0.027944
mepk,1.508095,0.028942
mepm,0.799890,0.202595
meta,0.035958,0.025948
metc,0.215618,0.009980
mete,0.491036,0.021956
metf,0.070915,0.011976
metg,0.910996,0.011976
meth,0.240230,0.010978
meti,0.256890,0.046906
metj,0.360792,0.001996
metk,0.753832,0.026946
metl,0.262860,0.000998
metn,0.132359,0.000000
metq,0.860272,0.056886
metr,0.040945,0.000000
mfd,0.228349,0.123752
mgla,0.852875,0.222555
mglb,8.904380,0.112774
mglc,0.922450,0.074850
mgrb,2.840913,0.010978
mgta,0.766871,0.037924
mgts,0.141770,0.049900
mhpa,0.006613,0.007984
mhpc,0.015575,0.004990
mhpd,0.011278,0.005988
mhpf,0.009346,0.011976
mhpr,0.262085,0.001996
mhpt,0.020430,0.000998
miaa,1.612051,0.008982
miab,0.431423,0.069860
minc,0.693152,0.008982
mind,1.217147,0.145709
mine,0.984370,0.002994
mioc,0.700172,0.003992
mipa,1.010980,0.067864
mlaa,0.408191,0.027944
mlab,1.313595,0.003992
mlac,1.147541,0.002994
mlad,0.599342,0.016966
mlae,0.772782,0.001996
mlaf,0.777816,0.000998
mlc,0.257639,0.138723
mlic,0.079947,0.072854
mlra,0.218315,0.013972
mlta,0.251633,0.051896
mltb,0.276127,0.025948
mltc,0.257535,0.008982
mltd,1.046998,0.076846
mltf,0.034411,0.026946
mltg,0.119539,0.026946
mmum,0.124296,0.000000
mmup,0.031928,0.018962
mnga,0.003986,0.007984
mngb,0.022034,0.021956
mngr,0.028336,0.100798
mnma,0.773174,0.044910
mnmc,0.193217,0.014970
mnme,0.252808,0.004990
mnmg,0.534762,0.033932
mnth,0.606431,0.104790
mntp,0.007981,0.014970
mntr,0.102703,0.000998
moaa,0.342855,0.013972
moab,0.333976,0.002994
moac,0.280775,0.000000
moae,0.126331,0.000998
moba,0.074285,0.021956
mobb,0.062368,0.042914
moca,0.109469,0.057884
moda,0.371530,0.028942
modb,0.337232,0.016966
mode,0.109951,0.026946
modf,0.158112,0.032934
moea,0.214616,0.018962
moeb,0.243596,0.005988
mog,0.207013,0.000000
mokc,0.301788,0.009980
mota,1.133579,0.047904
motb,1.112970,0.070858
mpaa,0.405815,0.204591
mpl,0.499056,0.008982
mppa,0.511743,0.041916
mpra,0.581248,0.007984
mqo,0.152789,0.019960
mqsa,0.198876,0.020958
mqsr,0.178191,0.000000
mray,0.578025,0.008982
mraz,0.570088,0.000000
mrca,0.260684,0.003992
mrcb,0.283653,0.020958
mrda,0.296043,0.086826
mrdb,0.286894,0.082834
mreb,2.804286,0.004990
mrec,1.429856,0.004990
mred,0.719302,0.011976
mrr,0.105938,0.025948
msba,0.396541,0.035928
msck,0.173905,0.021956
mscl,0.535848,0.037924
mscm,0.150039,0.062874
mscs,0.512128,0.015968
msra,0.343818,0.016966
msrb,1.075445,0.089820
msrc,1.316985,0.062874
msrp,0.151751,0.006986
msrq,0.117561,0.014970
msyb,0.132385,0.022954
mtfa,1.535031,0.029940
mtga,0.201686,0.000000
mtla,1.233960,0.059880
mtld,0.699233,0.028942
mtlr,0.381372,0.003992
mtn,0.677457,0.000000
mtr,1.404241,0.011976
mug,0.216950,0.006986
mukb,0.649178,0.016966
muke,0.539057,0.004990
mukf,0.388750,0.024950
mura,1.151367,0.001996
murb,0.191927,0.016966
murc,0.645229,0.004990
murd,0.571521,0.006986
mure,0.574066,0.002994
murf,0.598025,0.009980
murg,0.590199,0.002994
muri,0.244842,0.014970
murj,0.115934,0.001996
murp,0.068031,0.000000
murq,0.073512,0.007984
murr,0.027720,0.122754
muth,0.084572,0.009980
mutl,0.277110,0.013972
mutm,0.053481,0.007984
muts,0.228893,0.030938
mutt,0.121449,0.009980
muty,0.357761,0.003992
mzra,0.415242,0.002994
nac,0.026156,0.226547
nada,0.466272,0.024950
nadb,0.264024,0.003992
nadc,0.230734,0.015968
nadd,0.337591,0.033932
nade,0.485416,0.026946
nadk,0.384899,0.032934
nadr,0.249111,0.046906
naga,0.353174,0.055888
nagb,0.456589,0.075848
nagc,0.412854,0.081836
nage,2.162086,0.087824
nagk,0.523426,0.016966
nagz,0.277684,0.023952
nana,0.355670,0.019960
nanc,0.017296,0.106786
nane,0.191250,0.008982
nank,0.211104,0.001996
nanm,0.052643,0.070858
nanq,0.170458,0.014970
nanr,0.261132,0.000000
nans,0.031432,0.081836
nant,0.267744,0.012974
nanx,0.091466,0.010978
nany,0.144402,0.031936
napa,0.064857,0.105788
napb,0.020348,0.069860
napc,0.057720,0.036926
napd,0.014231,0.069860
napf,0.024298,0.038922
napg,0.056631,0.013972
naph,0.038641,0.028942
narg,0.014166,0.001996
narh,0.130551,0.002994
nari,0.114153,0.000998
narj,0.015395,0.003992
nark,0.006169,0.001996
narl,0.163479,0.030938
narp,0.175001,0.005988
narq,0.076175,0.024950
naru,0.134374,0.120758
narw,0.199594,0.019960
narx,0.071874,0.167665
narz,0.271052,0.157685
ndh,0.067754,0.012974
ndk,4.309575,0.067864
nei,0.104689,0.010978
nema,0.397749,0.003992
nemr,0.071998,0.000998
nepi,0.034583,0.025948
nfef,0.245397,0.002994
nfer,0.047568,0.000000
nfi,0.436803,0.000000
nfo,0.217555,0.002994
nfra,0.027959,0.117764
nfsa,0.170306,0.008982
nfsb,0.600941,0.010978
nfua,0.949708,0.000998
nhaa,0.449216,0.053892
nhab,0.233977,0.110778
nhar,0.177695,0.055888
nhoa,0.103619,0.011976
nika,0.011444,0.015968
nikc,0.006628,0.000000
nikd,0.009907,0.000000
nike,0.009273,0.004990
nikr,0.071466,0.009980
nimr,0.042400,0.106786
nimt,0.022390,0.007984
nine,0.000000,0.000998
nirb,0.009751,0.014970
nirc,0.008349,0.000998
nird,0.008458,0.000998
nlpa,0.155963,0.033932
nlpc,0.606601,0.037924
nlpd,4.547150,0.258483
nlpe,0.274881,0.026946
nlpi,3.856003,0.127745
nnr,0.218981,0.010978
norr,0.094500,0.007984
norv,0.030112,0.018962
norw,0.023560,0.000998
npr,0.377334,0.000998
nrda,0.875553,0.019960
nrdb,1.004135,0.058882
nrdd,0.068552,0.054890
nrde,0.258299,0.037924
nrdf,0.213646,0.037924
nrdg,0.036451,0.015968
nrdh,0.095673,0.000998
nrdi,0.295325,0.007984
nrdr,0.459075,0.007984
nrfa,0.022657,0.018962
nrfb,0.023227,0.011976
nrfc,0.008595,0.000000
nrfd,0.016459,0.004990
nrfe,0.010354,0.000998
nrff,0.015678,0.000998
nrfg,0.008511,0.002994
nsrr,0.621249,0.031936
nth,0.264046,0.002994
nudb,1.069647,0.137725
nudc,0.332035,0.029940
nude,0.725840,0.003992
nudf,0.186824,0.002994
nudi,0.041012,0.026946
nudj,0.116494,0.019960
nudk,0.112405,0.070858
nudl,0.203467,0.000998
nuob,4.474858,0.096806
nuoc,3.338008,0.077844
nuoe,3.519362,0.000998
nuof,3.995838,0.048902
nuog,3.524685,0.000000
nuoh,3.028662,0.038922
nuoi,3.330747,0.002994
nuoj,4.000954,0.013972
nuok,2.161591,0.007984
nuol,3.432990,0.031936
nuom,6.695885,0.102794
nuon,2.959741,0.002994
nupc,0.930461,0.020958
nupg,0.363950,0.040918
nupx,0.007967,0.189621
nusa,2.433500,0.040918
nusg,2.227592,0.060878
obge,1.024376,0.028942
ogrk,0.027572,0.005988
ompa,26.848035,0.102794
ompc,17.164893,0.238523
ompf,37.680356,0.132735
ompg,0.005142,0.011976
ompl,0.000320,0.044910
ompn,0.006199,0.132735
ompr,0.596047,0.002994
ompt,0.705293,0.094810
ompw,0.081108,0.011976
ompx,5.369553,0.001996
opgb,0.261779,0.043912
opgc,0.055559,0.110778
opgd,0.572340,0.036926
opge,0.108806,0.089820
opgg,0.710085,0.060878
opgh,0.655800,0.029940
oppa,18.811045,0.050898
oppb,6.063761,0.020958
oppc,7.580861,0.010978
oppd,7.444992,0.016966
oppf,7.837446,0.000000
orn,0.166608,0.003992
ortt,0.223778,0.003992
osmb,0.285410,0.032934
osmc,2.395691,0.063872
osme,2.206274,0.011976
osmf,0.480837,0.147705
osmy,2.648941,0.220559
otsa,0.432225,0.194611
otsb,0.321304,0.134731
oxc,0.009240,0.153693
oxyr,0.573857,0.008982
paaa,0.020739,0.007984
paab,0.020141,0.004990
paac,0.032461,0.002994
paaf,0.292908,0.000000
paag,0.026530,0.012974
paai,0.021199,0.005988
paaj,0.273685,0.024950
paak,0.024332,0.039920
paax,0.374868,0.024950
paay,0.491381,0.012974
paaz,0.007271,0.078842
paba,0.156286,0.000000
pabb,0.110995,0.024950
pabc,0.158907,0.010978
paea,0.275246,0.105788
pagp,0.025356,0.001996
pal,6.176002,0.006986
panb,0.511333,0.001996
panc,0.878743,0.032934
pand,0.761203,0.007984
pane,0.061054,0.050898
panf,0.140176,0.000000
panz,0.177278,0.000000
paoa,0.042462,0.011976
paob,0.049098,0.011976
paoc,0.064926,0.032934
paod,0.054316,0.001996
parc,0.444328,0.006986
pare,0.744374,0.002994
pata,1.664352,0.390220
patd,5.068435,0.039920
pbpc,0.061387,0.026946
pbpg,0.268878,0.152695
pck,4.158069,0.053892
pcm,0.667152,0.014970
pcnb,0.824599,0.088822
pdea,0.097453,0.149701
pded,0.045395,0.031936
pdef,0.010019,0.160679
pdeg,0.013349,0.021956
pdeh,0.491197,0.005988
pdei,0.007577,0.019960
pdel,0.043445,0.017964
pden,0.167073,0.027944
pder,0.280300,0.166667
pdhr,0.172480,0.005988
pdxa,0.925692,0.034930
pdxb,0.515215,0.082834
pdxh,0.468872,0.085828
pdxi,0.406210,0.037924
pdxj,0.490037,0.015968
pdxk,0.149285,0.004990
pdxy,0.468974,0.002994
pepa,1.033501,0.014970
pepb,0.845787,0.002994
pepd,1.691401,0.136727
pepe,0.188376,0.001996
pepn,1.131295,0.060878
pepp,0.848863,0.012974
pepq,0.883124,0.016966
pept,0.257188,0.081836
perr,0.011618,0.138723
pfka,1.428405,0.013972
pfkb,0.069979,0.008982
pfla,0.309880,0.003992
pflb,3.187991,0.336327
pflc,0.018700,0.007984
pfld,0.017010,0.026946
pgaa,0.005311,0.106786
pgab,0.004328,0.117764
pgac,0.007109,0.103792
pgad,0.005052,0.079840
pgi,0.909298,0.088822
pgk,3.400432,0.185629
pgl,0.774114,0.058882
pgm,1.151891,0.039920
pgpa,0.505543,0.002994
pgpb,0.146776,0.034930
pgrr,0.067651,0.017964
pgsa,0.451906,0.003992
phea,0.345929,0.027944
phel,0.332862,0.003992
phep,0.157551,0.000000
phes,1.016291,0.080838
phet,1.664655,0.174651
phnc,0.001883,0.000000
phnd,0.001168,0.001996
phnf,0.001441,0.002994
phng,0.001262,0.000998
phnh,0.000537,0.000000
phni,0.002033,0.000000
phnj,0.002223,0.060878
phnk,0.002549,0.025948
phnl,0.007153,0.000000
phnm,0.002805,0.023952
phnn,0.006770,0.020958
phnp,0.105723,0.001996
phoa,0.263211,0.000000
phob,0.132473,0.001996
phoe,0.002992,0.097804
phoh,0.525254,0.181637
phop,0.633103,0.167665
phoq,0.545494,0.147705
phor,0.066771,0.020958
phou,0.230885,0.019960
php,0.007878,0.000998
phr,0.350302,0.043912
pinq,0.049036,0.086826
pinr,0.060211,0.052894
pita,1.191487,0.013972
pitb,0.008539,0.000000
plap,0.924244,0.105788
plar,0.124901,0.001996
plda,0.244160,0.006986
plig,0.010839,0.026946
plsb,0.585530,0.068862
plsc,0.316915,0.006986
plsx,1.344705,0.040918
plsy,0.258651,0.005988
pmrd,0.291345,0.050898
pnca,0.434520,0.004990
pncb,1.195666,0.059880
pncc,0.309608,0.001996
pnp,7.030394,0.016966
pnta,1.274529,0.074850
pntb,1.505553,0.221557
pnuc,0.482741,0.060878
pola,0.450554,0.015968
polb,0.122925,0.006986
pota,0.279014,0.039920
potb,0.233860,0.043912
potc,0.200281,0.006986
potd,0.694687,0.146707
pote,0.021291,0.148703
potf,0.717573,0.015968
potg,0.373650,0.005988
poth,0.191643,0.021956
poxb,0.452391,0.072854
ppa,1.877812,0.001996
ppc,0.854428,0.023952
ppda,0.042475,0.001996
ppdb,0.073521,0.068862
ppdc,0.116595,0.002994
ppdd,0.011287,0.020958
ppha,0.048033,0.199601
pphb,0.256623,0.083832
pphc,0.014342,0.071856
ppia,0.487825,0.000000
ppib,1.375310,0.021956
ppic,0.315819,0.010978
ppid,1.121884,0.047904
ppnn,1.044807,0.046906
ppnp,0.778185,0.007984
pppa,0.027238,0.008982
ppsa,4.263985,0.075848
ppsr,0.398297,0.039920
ppta,0.048874,0.011976
ppx,0.435044,0.036926
pqia,0.165196,0.031936
pqib,0.171175,0.021956
pqic,0.135803,0.010978
pqql,0.026910,0.121756
prc,2.231842,0.159681
prea,0.026942,0.020958
pret,0.026050,0.020958
prfa,0.352262,0.042914
prfb,1.926430,0.017964
prfc,0.746305,0.003992
pria,0.128404,0.000998
prib,9.040813,0.000000
pric,0.090634,0.000998
prkb,0.341376,0.012974
prlc,0.496788,0.035928
prlf,0.080771,0.013972
prma,0.331812,0.002994
prmb,0.553289,0.104790
prmc,0.221806,0.003992
proa,0.514789,0.033932
prob,0.595729,0.000000
proc,0.262686,0.046906
prok,0.403204,0.040918
prop,0.912904,0.030938
proq,3.445779,0.039920
pros,1.471543,0.041916
prox,0.120810,0.006986
proy,0.253660,0.001996
prpc,0.165395,0.001996
prpd,0.231265,0.012974
prpe,0.190785,0.005988
prpr,0.086961,0.070858
prs,4.340954,0.068862
psie,0.028221,0.004990
psif,0.323885,0.038922
pspa,0.189307,0.054890
pspb,0.128351,0.006986
pspc,0.113860,0.024950
pspd,0.075091,0.000000
pspe,0.481979,0.006986
pspf,0.046205,0.094810
pssa,0.972309,0.032934
psta,0.162713,0.004990
pstb,0.163430,0.010978
pstc,0.116032,0.010978
psts,0.205560,0.006986
psug,0.034682,0.171657
psuk,0.015462,0.185629
psut,0.066867,0.133733
pta,0.760352,0.036926
pth,0.187766,0.086826
ptra,0.287791,0.179641
ptrb,0.147361,0.160679
ptsg,5.109897,0.068862
ptsh,7.009708,0.016966
ptsi,4.009834,0.122754
punc,0.016617,0.006986
punr,0.041128,0.073852
pura,2.297868,0.021956
purb,0.946073,0.095808
purd,0.495787,0.002994
pure,0.686937,0.024950
purf,3.199816,0.040918
purh,0.476570,0.045908
purk,0.630377,0.019960
purl,1.511911,0.258483
purm,2.510009,0.003992
purn,1.755033,0.000000
purr,1.292949,0.024950
purt,0.599806,0.000000
puru,0.490744,0.146707
puta,9.019889,0.030938
putp,5.128603,0.015968
puua,0.337968,0.016966
puub,0.206717,0.004990
puuc,0.220502,0.002994
puud,0.286752,0.032934
puue,0.237016,0.000998
puup,0.207319,0.084830
puur,0.362011,0.028942
pxpa,0.300197,0.002994
pxpb,0.427518,0.001996
pxpc,0.492780,0.000000
pykf,1.711297,0.120758
pyrb,0.285477,0.018962
pyrc,0.733472,0.075848
pyrd,0.252823,0.035928
pyre,0.137412,0.017964
pyrf,0.273967,0.002994
pyrg,2.111787,0.377246
pyrh,1.111601,0.005988
pyri,0.249665,0.017964
pyrl,0.149367,0.017964
pyrr,0.123958,0.038922
pyrs,0.082109,0.020958
qmca,0.101826,0.042914
qora,0.278839,0.051896
qorb,0.024393,0.043912
qseb,0.020816,0.000998
qseg,0.227867,0.029940
quea,0.533178,0.000000
quec,0.146518,0.025948
qued,0.215685,0.000000
quee,0.575929,0.007984
quef,0.247598,0.019960
queg,0.089832,0.018962
quud,0.012869,0.001996
racc,0.006130,0.085828
racr,0.489409,0.071856
rada,0.342199,0.008982
radd,0.084514,0.012974
raia,2.970480,0.149701
ralr,0.006495,0.013972
rapa,0.192475,0.092814
rapz,0.843635,0.005988
rara,0.932985,0.026946
rard,0.107670,0.013972
rata,0.369065,0.020958
rava,0.138394,0.042914
rayt,0.028620,0.025948
rbba,0.096676,0.003992
