"",bulk,single-cell
hipb,0.039478,0.042
hisa,0.014917,0.000
hisb,0.023080,0.003
hisc,0.033582,0.019
hisd,0.053907,0.002
hisf,0.012253,0.003
hisg,0.069676,0.052
hish,0.018288,0.000
hisi,0.017042,0.013
hisj,0.052498,0.151
hisl,0.020484,0.022
hism,0.005287,0.021
hisp,0.007706,0.000
hisq,0.017682,0.013
hiss,0.101645,0.051
hiuh,0.003907,0.021
hlde,0.102736,0.050
hlye,0.004121,0.042
hmp,0.122522,0.081
hns,1.817633,0.788
hofc,0.002216,0.006
hofm,0.003327,0.002
hofn,0.001378,0.000
hofo,0.000882,0.000
hofp,0.001156,0.000
hofq,0.001437,0.010
hoka,0.000718,0.001
hokd,1.191877,0.252
hoke,0.003501,0.015
hola,0.013984,0.007
holb,0.034240,0.048
holc,0.069215,0.015
hold,0.033102,0.000
hole,0.016998,0.006
hpf,0.043107,0.026
hprr,0.013055,0.078
hprs,0.013039,0.061
hpt,0.043594,0.001
hrpa,0.027614,0.052
hrpb,0.009563,0.013
hsca,0.061926,0.062
hscb,0.092352,0.036
hscc,0.002570,0.039
hsdm,0.010044,0.029
hsdr,0.006829,0.066
hsds,0.000862,0.034
hslj,0.025617,0.054
hslo,0.152114,0.259
hslr,0.152306,0.104
hslu,0.212461,0.186
hslv,0.223062,0.275
hspq,0.864870,0.197
htpg,0.116671,0.196
htpx,1.281165,0.027
htre,0.005800,0.018
htrl,0.005463,0.036
hupa,0.166305,0.001
hupb,0.224833,0.254
hxpa,0.100561,0.022
hxpb,0.014343,0.022
hyaa,0.016633,0.021
hyab,0.006455,0.000
hyac,0.004230,0.012
hyad,0.006472,0.000
hyaf,0.002030,0.003
hyba,0.006544,0.000
hybb,0.004356,0.020
hybc,0.021474,0.058
hybd,0.031551,0.013
hybe,0.019313,0.008
hybg,0.007661,0.000
hybo,0.014776,0.028
hyca,0.014900,0.013
hycb,0.019203,0.012
hycc,0.019310,0.019
hyce,0.011034,0.010
hycf,0.006583,0.001
hycg,0.007174,0.011
hych,0.011233,0.017
hyci,0.027736,0.059
hydn,0.006981,0.000
hyfa,0.000912,0.004
hyfb,0.001323,0.014
hyfc,0.000445,0.011
hyfd,0.000954,0.001
hyfe,0.001286,0.003
hyff,0.002645,0.006
hyfg,0.002652,0.005
hyfh,0.001706,0.000
hyfi,0.000890,0.000
hyfj,0.000705,0.012
hyfr,0.001609,0.017
hyi,0.004508,0.069
hypa,0.004245,0.001
hypb,0.005170,0.013
hypc,0.002859,0.000
hypd,0.023650,0.011
hype,0.057461,0.005
hypf,0.007543,0.000
hypt,0.005946,0.002
hyua,0.000595,0.015
iaaa,0.188496,0.008
iada,0.009363,0.001
iap,0.010260,0.039
ibag,0.033265,0.002
ibpa,0.135550,0.096
ibpb,0.050365,0.003
icd,0.169115,0.168
iclr,0.016619,0.000
idi,0.064911,0.072
idnd,0.002732,0.021
idnk,0.005124,0.037
idno,0.003215,0.027
idnr,0.002913,0.025
idnt,0.005332,0.032
igaa,0.010427,0.037
ihfa,5.232587,2.097
ihfb,0.690990,0.210
iles,0.089583,0.049
ilva,0.029390,0.030
ilvb,0.026204,0.040
ilvc,0.011152,0.038
ilvd,0.073187,0.059
ilve,0.186326,0.003
ilvi,0.004493,0.025
ilvm,0.146947,0.050
ilvn,0.010843,0.014
inaa,0.025298,0.038
infa,0.278423,0.007
infb,0.552775,0.807
infc,1.638107,0.058
insg,0.004768,0.035
insq,0.025985,0.058
inta,0.021879,0.050
intd,0.011996,0.056
intf,0.042212,0.084
intr,0.011722,0.052
intz,0.016976,0.016
ipra,0.000581,0.014
irad,0.039342,0.010
iram,0.000864,0.007
irap,0.014697,0.027
isca,0.535234,0.189
iscr,0.521651,0.232
iscs,0.534703,0.032
iscu,0.488178,0.241
iscx,0.076875,0.033
ispa,0.037270,0.004
ispb,0.083111,0.112
ispd,0.048386,0.044
ispe,0.112974,0.114
ispf,0.029338,0.017
ispg,0.256706,0.065
isph,0.035166,0.038
ispu,0.049080,0.123
ivbl,0.088347,0.042
ivy,0.076890,0.070
kanr,15.835477,31.927
kate,0.024714,0.100
katg,0.038139,0.071
kbay,0.007771,0.006
kbaz,0.004344,0.002
kbl,0.120421,0.007
kbp,0.412019,0.328
kch,0.013563,0.052
kdgk,0.012302,0.000
kdgr,0.016855,0.016
kdgt,0.003680,0.007
kdpa,0.001402,0.010
kdpb,0.001872,0.000
kdpc,0.011174,0.002
kdpd,0.024694,0.062
kdpe,0.029467,0.001
kdpf,0.000615,0.000
kdsa,0.100814,0.074
kdsb,0.041335,0.012
kdsc,0.101759,0.016
kdsd,0.036522,0.055
kdud,0.009262,0.013
kdui,0.005842,0.038
kefb,0.014648,0.041
kefc,0.038187,0.027
keff,0.024496,0.003
kefg,0.021699,0.023
kgtp,0.769077,0.833
kilr,0.000688,0.009
kpta,0.007694,0.023
kup,0.007614,0.020
laca,0.005319,0.072
laci,0.264605,0.016
lacy,0.003273,0.172
lacz,0.205628,0.136
lafu,0.003113,0.010
lamb,0.006284,0.009
lapa,0.111310,0.006
lapb,0.048004,0.105
lapc,0.027978,0.026
ldca,0.016916,0.029
ldcc,0.038621,0.064
ldha,0.038634,0.104
ldrb,0.033840,0.006
ldrc,0.012674,0.006
ldrd,0.060974,0.007
ldta,0.192917,0.243
ldtb,0.080400,0.149
ldtc,0.075261,0.120
ldtd,0.129936,0.074
ldte,0.345957,0.758
lepa,0.112646,0.122
lepb,0.073599,0.047
leta,0.027628,0.078
letb,0.016440,0.077
leua,0.012717,0.038
leub,0.021756,0.001
leuc,0.018208,0.040
leud,0.025641,0.004
leue,0.021641,0.067
leul,0.005161,0.004
leuo,0.007939,0.033
leus,0.111812,0.270
lexa,0.731716,0.723
lgod,0.012095,0.037
lgor,0.001133,0.030
lgot,0.014372,0.028
lgt,0.030208,0.007
lhgd,0.059055,0.001
lhr,0.003380,0.003
liga,0.137898,0.207
ligb,0.002808,0.017
lipa,0.047187,0.002
lipb,0.043710,0.043
livf,0.007614,0.003
livg,0.005804,0.011
livh,0.015084,0.012
livj,0.038172,0.098
livk,0.018682,0.038
livm,0.009964,0.001
lldd,0.009526,0.042
lldp,0.037343,0.029
lldr,0.004463,0.002
lnt,0.051400,0.001
loip,0.038468,0.001
lola,0.034012,0.067
lolb,0.090872,0.094
lolc,0.019306,0.012
lold,0.023063,0.026
lole,0.019606,0.030
lon,0.415942,0.597
lpd,0.096674,0.064
lplt,0.057741,0.076
lpoa,0.014167,0.018
lpob,0.363820,0.203
lpp,4.511681,0.330
lpta,0.165500,0.114
lptb,0.135655,0.008
lptc,0.109352,0.264
lptd,0.121885,0.300
lpte,0.140170,0.036
lptf,0.119197,0.147
lptg,0.130298,0.143
lpxa,0.108640,0.062
lpxb,0.017389,0.015
lpxc,0.710599,0.332
lpxd,0.135620,0.057
lpxh,0.007374,0.000
lpxk,0.055652,0.034
lpxl,0.035938,0.033
lpxm,0.112776,0.061
lpxp,0.035012,0.037
lpxt,0.012059,0.035
lrha,0.073459,0.248
lrp,0.173917,0.315
lspa,0.077251,0.062
lsra,0.003567,0.033
lsrb,0.003048,0.026
lsrc,0.005642,0.000
lsrd,0.003309,0.043
lsrf,0.004643,0.037
lsrg,0.005142,0.016
lsrk,0.015650,0.092
lsrr,0.016682,0.000
ltae,0.032391,0.014
luxs,0.324634,0.152
lysa,0.113628,0.092
lysc,0.007174,0.005
lyso,0.009821,0.021
lysp,0.217022,0.091
lysr,0.015055,0.026
lyss,0.037216,0.072
lyxk,0.000921,0.008
maa,0.065432,0.024
maca,0.015681,0.036
macb,0.020786,0.021
maea,0.037998,0.096
maeb,0.056886,0.095
mak,0.076158,0.102
male,0.001784,0.161
malf,0.001460,0.015
malg,0.007439,0.006
mali,0.045603,0.006
malk,0.000475,0.012
malm,0.006592,0.003
malp,0.058366,0.065
malq,0.036244,0.034
mals,0.003929,0.018
malt,0.022957,0.099
malx,0.006307,0.029
maly,0.010491,0.045
malz,0.005313,0.049
mana,0.009473,0.009
manx,0.137027,0.058
many,0.152612,0.133
manz,0.175412,0.135
maop,0.066340,0.003
map,0.052713,0.021
mara,0.029506,0.009
marb,0.012192,0.002
marr,0.009801,0.025
mata,0.004003,0.027
matp,0.043719,0.037
maze,0.130252,0.075
mazf,0.086029,0.005
mazg,0.096814,0.082
mcba,0.005806,0.000
mcbr,0.174888,0.439
mcherry,0.091114,1.237
mcrb,0.003480,0.017
mcrc,0.000815,0.022
mdab,0.013542,0.013
mdfa,0.063091,0.028
mdh,0.309259,0.111
mdla,0.022431,0.028
mdlb,0.010090,0.010
mdta,0.016182,0.013
mdtb,0.006913,0.029
mdtc,0.005034,0.016
mdtd,0.006189,0.003
mdte,0.001955,0.001
mdtf,0.003518,0.032
mdtg,0.011760,0.025
mdti,0.047162,0.052
mdtj,0.033856,0.002
mdtk,0.300154,0.138
mdtl,0.001440,0.014
mdtm,0.070728,0.057
mdtn,0.001028,0.001
mdto,0.000884,0.020
mdtp,0.000621,0.062
mela,0.008648,0.032
melb,0.005764,0.033
melr,0.007861,0.029
mena,0.026035,0.028
menb,0.066067,0.003
menc,0.056494,0.016
mend,0.022412,0.000
mene,0.026644,0.009
menf,0.085455,0.003
menh,0.011981,0.008
meni,0.005072,0.044
mepa,0.013005,0.000
meph,0.003760,0.026
mepk,0.107878,0.224
mepm,0.055588,0.122
meta,0.004201,0.026
metb,0.009051,0.000
metc,0.010251,0.021
mete,0.009517,0.032
metf,0.005275,0.018
metg,0.017978,0.032
meth,0.004907,0.028
meti,0.016416,0.041
metj,0.071197,0.001
metk,0.111525,0.104
metl,0.017219,0.000
metn,0.013430,0.000
metq,0.035821,0.038
metr,0.007198,0.002
mfd,0.012216,0.042
mgla,0.004523,0.058
mglb,0.018590,0.050
mglc,0.012143,0.019
mgrb,0.059044,0.004
mgta,0.011191,0.064
mgts,0.009572,0.193
mhpa,0.003175,0.011
mhpb,0.002201,0.000
mhpc,0.001970,0.007
mhpd,0.001170,0.001
mhpf,0.002395,0.009
mhpr,0.100336,0.003
mhpt,0.009538,0.000
miaa,0.761319,0.115
miab,0.072774,0.105
minc,0.030412,0.003
mind,0.039955,0.143
mine,0.023260,0.000
mioc,0.047301,0.006
mipa,0.066130,0.060
mlaa,0.133769,0.023
mlab,0.170810,0.022
mlac,0.158752,0.007
mlad,0.070553,0.082
mlae,0.102031,0.001
mlaf,0.088879,0.005
mlc,0.024469,0.064
mlic,0.012505,0.022
mlra,0.152575,0.034
mlta,0.045626,0.022
mltb,0.052868,0.100
mltc,0.008635,0.037
mltd,0.035472,0.057
mltf,0.003373,0.042
mltg,0.034838,0.094
mmum,0.018440,0.001
mmup,0.010745,0.029
mnga,0.001034,0.012
mngb,0.003518,0.035
mngr,0.007554,0.046
mnma,0.051857,0.032
mnmc,0.009120,0.018
mnme,0.030580,0.005
mnmg,0.041680,0.078
mnth,0.812399,0.634
mntp,0.002296,0.014
mntr,0.022515,0.002
moaa,0.092319,0.100
moab,0.109126,0.017
moac,0.073028,0.001
moad,0.021998,0.000
moae,0.028620,0.002
moba,0.014361,0.027
mobb,0.013354,0.044
moca,0.033829,0.131
moda,0.127268,0.225
modb,0.094335,0.092
modc,0.094264,0.001
mode,0.015165,0.036
modf,0.015655,0.009
moea,0.022267,0.013
moeb,0.018714,0.001
mog,0.027059,0.003
mokc,0.022038,0.006
mota,1.169066,0.175
motb,0.909866,0.214
mpaa,0.103054,0.496
mpl,0.028172,0.018
mppa,0.075930,0.104
mpra,0.014816,0.005
mqo,0.031811,0.004
mqsa,0.711828,0.284
mqsr,0.449329,0.014
mray,0.008949,0.012
mraz,0.085563,0.003
mrca,0.012201,0.013
mrcb,0.033606,0.075
mrda,0.011211,0.017
mrdb,0.021796,0.047
mreb,0.141217,0.029
mrec,0.034786,0.015
mred,0.020514,0.017
mrr,0.020108,0.034
msba,0.038657,0.129
msck,0.005608,0.034
mscl,0.222362,0.155
mscm,0.005846,0.031
mscs,1.518726,0.995
msra,0.101162,0.024
msrb,0.035972,0.075
msrc,0.145005,0.066
msrp,0.054359,0.016
msrq,0.040674,0.036
msyb,0.047094,0.038
mtfa,0.013271,0.040
mtga,0.005642,0.006
mtla,0.235288,0.194
mtld,0.164936,0.090
mtlr,0.075061,0.032
mtn,0.041042,0.000
mtr,0.027772,0.042
mug,0.148658,0.158
mukb,0.013618,0.035
muke,0.011835,0.013
mukf,0.014016,0.037
mura,0.067397,0.003
murb,0.012641,0.038
murc,0.015207,0.009
murd,0.009287,0.011
mure,0.006654,0.002
murf,0.005327,0.010
murg,0.016428,0.002
muri,0.007112,0.029
murj,0.005914,0.005
murp,0.004566,0.000
murq,0.008598,0.007
murr,0.018992,0.061
muth,0.015655,0.047
mutl,0.035253,0.022
mutm,0.013241,0.010
muts,0.006956,0.047
mutt,0.001827,0.019
muty,0.020642,0.037
mzra,0.052616,0.014
nac,0.015431,0.142
nada,0.230945,0.224
nadb,0.016087,0.010
nadc,0.007940,0.017
nadd,0.016646,0.019
nade,0.066278,0.084
nadk,0.064338,0.122
nadr,0.027772,0.074
naga,0.044089,0.051
nagb,0.050362,0.059
nagc,0.018552,0.057
nage,0.085152,0.189
nagk,0.041498,0.043
nagz,0.040753,0.060
nana,0.102008,0.060
nanc,0.012685,0.039
nane,0.041709,0.012
nank,0.063858,0.000
nanm,0.124417,0.177
nanq,0.062278,0.085
nanr,0.013973,0.000
nans,0.015851,0.064
nant,0.076756,0.056
nanx,0.012045,0.023
nany,0.012025,0.051
napa,0.002820,0.016
napb,0.001355,0.019
napc,0.006663,0.014
napd,0.000942,0.014
napf,0.001395,0.003
napg,0.002815,0.011
naph,0.002656,0.010
narg,0.004065,0.001
narh,0.005115,0.005
nari,0.006035,0.001
narj,0.007785,0.007
nark,0.002662,0.002
narl,0.038764,0.016
narp,0.038880,0.028
narq,0.009683,0.043
naru,0.037111,0.110
narw,0.002076,0.005
narx,0.027257,0.106
narz,0.005033,0.040
ndh,0.018843,0.042
ndk,0.032389,0.031
nei,0.015386,0.011
nema,0.029840,0.009
nemr,0.016205,0.001
nepi,0.008111,0.018
nfef,0.098011,0.025
nfer,0.059236,0.015
nfi,0.050806,0.011
nfo,0.029880,0.015
nfra,0.005804,0.032
nfsa,0.036090,0.019
nfsb,0.045667,0.006
nfua,0.156371,0.000
nhaa,0.308078,0.224
nhab,0.025530,0.141
nhar,0.056204,0.180
nhoa,0.020535,0.010
nika,0.000592,0.034
nikb,0.000325,0.004
nikc,0.000672,0.002
nikd,0.000963,0.003
nike,0.001020,0.018
nikr,0.006128,0.009
nimr,0.028199,0.053
nimt,0.005516,0.009
nine,0.000908,0.003
nirb,0.002034,0.029
nirc,0.003499,0.007
nird,0.001426,0.003
nlpa,0.059284,0.086
nlpc,0.135761,0.012
nlpd,0.257602,0.404
nlpe,0.114733,0.094
nlpi,0.315681,0.739
nnr,0.250896,0.034
norr,0.028476,0.001
norv,0.018947,0.034
norw,0.010396,0.003
npr,0.009332,0.012
nrda,0.025083,0.053
nrdb,0.109306,0.051
nrdd,0.378606,0.321
nrde,0.200807,0.431
nrdf,0.015730,0.032
nrdg,0.057529,0.042
nrdh,0.244382,0.009
nrdi,0.688223,0.190
nrdr,0.030049,0.061
nrfa,0.002692,0.013
nrfb,0.008607,0.037
nrfc,0.001363,0.003
nrfd,0.004714,0.013
nrfe,0.001733,0.001
nrff,0.001289,0.000
nrfg,0.001312,0.002
nsrr,0.033781,0.083
nth,0.003990,0.008
nudb,0.050355,0.117
nudc,0.088258,0.149
nude,0.068436,0.009
nudf,0.027956,0.006
nudi,0.002481,0.024
nudj,0.026820,0.022
nudk,0.008483,0.020
nudl,0.038546,0.003
nuob,0.398552,0.307
nuoc,0.172549,0.207
nuoe,0.089560,0.002
nuof,0.096516,0.041
nuog,0.061796,0.000
nuoh,0.036428,0.014
nuoi,0.032729,0.000
nuoj,0.050196,0.004
nuok,0.024536,0.000
nuol,0.029006,0.008
nuom,0.454329,0.143
nuon,0.020515,0.001
nupc,0.046096,0.111
nupg,0.014308,0.068
nupx,0.004759,0.051
nusa,0.496675,0.608
nusb,0.074660,0.000
nusg,0.234310,0.300
obge,0.261217,0.143
ogrk,0.022693,0.000
ompa,4.333871,1.272
ompc,0.430282,0.499
ompf,0.110503,0.154
ompg,0.007464,0.037
ompl,0.001955,0.024
ompn,0.003918,0.035
ompr,0.223205,0.007
ompt,0.161303,0.408
ompw,0.007799,0.028
ompx,2.417968,0.013
opgb,0.012573,0.029
opgc,0.002932,0.023
opgd,0.043736,0.122
opge,0.025506,0.080
opgg,0.031943,0.134
opgh,0.022632,0.044
oppa,0.193140,0.146
oppb,0.020427,0.026
oppc,0.026499,0.014
oppd,0.023186,0.023
oppf,0.027205,0.000
orn,0.015459,0.010
ortt,0.012688,0.007
osmb,0.216033,0.038
osmc,0.752866,0.348
osme,1.600347,0.036
osmf,0.349667,0.418
osmy,3.056087,1.602
otsa,0.196666,0.270
otsb,0.277000,0.398
oxc,0.005483,0.029
oxyr,0.082220,0.069
paaa,0.000740,0.009
paab,0.001476,0.002
paac,0.002238,0.007
paad,0.001204,0.000
paaf,0.009685,0.001
paag,0.000857,0.027
paai,0.002843,0.013
paaj,0.006615,0.039
paak,0.001550,0.054
paax,0.100692,0.117
paay,0.053406,0.028
paaz,0.000788,0.026
paba,0.083819,0.002
pabb,0.034996,0.049
pabc,0.055305,0.038
paea,0.024698,0.136
pagp,0.003870,0.009
pal,0.380471,0.010
panb,0.030549,0.003
panc,0.043358,0.040
pand,0.124297,0.006
pane,0.049057,0.051
panf,0.008244,0.001
panz,0.023690,0.000
paoa,0.023870,0.004
paob,0.016439,0.006
paoc,0.008841,0.013
paod,0.005808,0.002
parc,0.041265,0.030
pare,0.058855,0.026
pata,0.120483,0.212
patd,0.005681,0.024
pbpc,0.005777,0.005
pbpg,0.036410,0.091
pck,0.027007,0.063
pcm,0.082425,0.011
pcnb,0.078539,0.192
pdea,0.005507,0.041
pded,0.018004,0.105
pdef,0.002936,0.027
pdeg,0.047095,0.097
pdeh,0.317045,0.015
pdei,0.001207,0.034
pdel,0.024354,0.029
pden,0.003511,0.033
pder,0.167863,0.228
pdhr,0.010032,0.016
pdxa,0.021766,0.027
pdxb,0.033719,0.044
pdxh,0.012816,0.026
pdxi,0.078625,0.106
pdxj,0.022000,0.001
pdxk,0.010566,0.001
pdxy,0.008523,0.002
pepa,0.292385,0.053
pepb,0.070638,0.007
pepd,0.049762,0.105
pepe,0.002860,0.000
pepn,0.077503,0.170
pepp,0.043676,0.073
pepq,0.032272,0.022
pept,0.198464,0.325
perr,0.002002,0.059
pfka,0.335546,0.044
pfkb,0.264922,0.199
pfla,0.081057,0.003
pflb,0.269937,0.460
pflc,0.002229,0.019
pfld,0.001740,0.046
pgaa,0.003187,0.022
pgab,0.001944,0.036
pgac,0.005137,0.021
pgad,0.008227,0.032
pgi,0.141276,0.214
pgk,0.359989,0.603
pgl,0.246583,0.249
pgm,0.172075,0.267
pgpa,0.035677,0.007
pgpb,0.045149,0.109
pgrr,0.026311,0.057
pgsa,0.027574,0.001
phea,0.008760,0.032
phel,0.041198,0.002
phep,0.015322,0.002
phes,0.122568,0.215
phet,0.390758,0.782
phnd,0.000680,0.001
phnf,0.000177,0.001
phnh,0.000254,0.000
phni,0.000048,0.000
phnj,0.000261,0.024
phnk,0.000842,0.011
phnl,0.002138,0.000
phnm,0.000948,0.009
phnn,0.002518,0.019
phno,0.030501,0.000
phnp,0.014660,0.000
phoa,0.013828,0.001
phob,0.032187,0.000
phoe,0.002207,0.029
phoh,0.088799,0.127
phop,0.072274,0.299
phoq,0.036531,0.088
phor,0.011845,0.049
phou,0.017726,0.033
php,0.001682,0.005
phr,0.040026,0.129
pinq,0.016605,0.111
pinr,0.017885,0.051
pita,0.154535,0.118
pitb,0.005771,0.001
plap,0.020315,0.024
plar,0.007692,0.000
plda,0.011958,0.013
pldb,0.019542,0.000
plig,0.008966,0.009
plsb,0.018701,0.054
plsc,0.023802,0.032
plsx,0.054753,0.081
plsy,0.051714,0.045
pmrd,0.012192,0.016
pnca,0.009385,0.009
pncb,0.073983,0.096
pncc,0.032067,0.000
pnp,0.320477,0.309
pnta,0.122960,0.100
pntb,0.123482,0.254
pnuc,0.265335,0.310
pola,0.019296,0.039
polb,0.092607,0.003
pota,0.018930,0.017
potb,0.006025,0.008
potc,0.023115,0.005
potd,0.046810,0.127
pote,0.011217,0.078
potf,0.116017,0.079
potg,0.032387,0.021
poth,0.007153,0.031
poti,0.015944,0.000
poxb,0.052860,0.045
ppa,0.061665,0.000
ppc,0.009685,0.031
ppda,0.004782,0.001
ppdb,0.007841,0.009
ppdc,0.013576,0.000
ppdd,0.000804,0.009
ppha,0.184877,0.369
pphb,0.250005,0.201
pphc,0.003113,0.013
ppia,0.038288,0.002
ppib,0.071844,0.008
ppic,0.029263,0.034
ppid,0.056922,0.165
ppnn,0.027326,0.072
ppnp,0.100482,0.009
pppa,0.004450,0.025
ppsa,0.022753,0.029
ppsr,0.048730,0.093
ppta,0.024949,0.041
ppx,0.009279,0.037
pqia,0.056401,0.103
pqib,0.036000,0.063
pqic,0.029263,0.044
pqql,0.005060,0.036
prc,0.077934,0.126
prea,0.003904,0.038
pret,0.004202,0.023
prfa,0.035372,0.128
prfb,0.069188,0.109
prfc,0.080369,0.038
pria,0.011341,0.000
prib,0.262169,0.002
pric,0.024800,0.000
prkb,0.024108,0.035
prlc,0.154836,0.199
prlf,0.069364,0.112
prma,0.028669,0.018
prmb,0.024742,0.053
prmc,0.015082,0.009
proa,0.104194,0.141
prob,0.119956,0.004
proc,0.061881,0.051
prok,0.083996,0.124
prol,0.041150,0.000
prop,0.455420,0.538
proq,0.316270,0.073
pros,0.103653,0.100
prox,0.009761,0.015
proy,0.027459,0.003
prpc,0.045020,0.004
prpd,0.016786,0.006
prpe,0.009025,0.009
prpr,0.010289,0.029
prs,0.125229,0.152
psie,0.042307,0.057
psif,0.091333,0.068
pspa,30.224458,5.681
pspb,17.561485,0.899
pspc,13.284472,2.063
pspd,7.976741,0.026
pspe,10.379247,0.454
pspf,0.014961,0.054
pspg,2.748899,0.004
pssa,0.121839,0.144
psta,0.030725,0.010
pstb,0.015412,0.014
pstc,0.029308,0.023
psts,0.033629,0.014
psug,0.005592,0.046
psuk,0.002795,0.044
psut,0.016238,0.050
pta,0.017293,0.036
pth,0.019037,0.062
ptra,0.020627,0.047
ptrb,0.034010,0.070
ptsg,0.212381,0.141
ptsh,0.623223,0.178
ptsi,0.612433,0.786
punc,0.034450,0.050
punr,0.014195,0.028
pura,0.044763,0.095
purb,0.008233,0.037
purd,0.005761,0.003
pure,0.003146,0.008
purf,0.022664,0.007
purh,0.003306,0.052
purk,0.003153,0.006
purl,0.003823,0.085
purm,0.006033,0.016
purn,0.009531,0.001
purr,0.035801,0.063
purt,0.002586,0.002
puru,0.049007,0.088
puta,0.001517,0.004
putp,0.016543,0.024
puua,0.073756,0.016
puub,0.014516,0.023
puuc,0.036221,0.045
puud,0.153241,0.261
puue,0.009715,0.004
puup,0.015370,0.036
puur,0.252038,0.310
pxpa,0.032584,0.006
pxpb,0.069584,0.001
pxpc,0.078049,0.000
pykf,0.220533,0.332
pyrb,0.000767,0.012
pyrc,0.003203,0.025
pyrd,0.003721,0.035
pyre,0.001495,0.034
pyrf,0.019750,0.013
pyrg,0.257567,0.709
pyrh,0.039764,0.025
pyri,0.003458,0.008
pyrl,0.013882,0.006
pyrr,0.051783,0.135
pyrs,0.017481,0.067
qmca,0.068974,0.082
qora,0.067983,0.055
qorb,0.011192,0.023
qseb,0.004764,0.005
qsec,0.006823,0.001
qseg,0.031014,0.004
quea,0.037643,0.001
quec,0.010697,0.018
qued,0.007394,0.000
quee,0.130679,0.011
quef,0.016280,0.053
queg,0.013057,0.027
quud,0.004602,0.001
racc,0.003666,0.039
racr,0.017889,0.029
rada,0.038664,0.009
radd,0.004310,0.014
raia,0.600587,0.283
ralr,0.003135,0.004
rapa,0.044553,0.077
rapz,0.023581,0.007
rara,0.066158,0.044
rard,0.023351,0.025
rata,0.023364,0.012
rava,0.023352,0.043
rayt,0.005496,0.029
rbba,0.014268,0.005
rbfa,0.219262,0.008
rbsa,0.005277,0.060
rbsb,0.088326,0.047
rbsc,0.040445,0.025
rbsd,0.017060,0.005
rbsk,0.018743,0.071
rbsr,0.004233,0.020
rcba,0.003062,0.023
rcda,0.007527,0.011
rcdb,0.013558,0.015
rcla,0.007656,0.024
rclb,0.004194,0.018
rclc,0.005982,0.054
rclr,0.006265,0.021
rcna,0.002975,0.026
rcnb,0.038791,0.021
rcnr,0.010407,0.025
rcsa,0.005538,0.049
rcsb,0.290420,0.124
rcsc,0.026390,0.054
rcsd,0.025111,0.043
rcsf,0.055515,0.041
rdca,0.015327,0.031
rdgb,0.028366,0.008
rdgc,0.012824,0.007
reca,2.159663,0.062
recb,0.006606,0.030
recc,0.008932,0.040
recd,0.015126,0.012
rece,0.003045,0.050
recf,0.013323,0.011
recg,0.017373,0.000
recj,0.055448,0.036
recn,0.645950,0.775
reco,0.023100,0.015
recq,0.006141,0.030
recr,0.044539,0.009
rect,0.007041,0.031
recx,0.091363,0.001
rela,0.027610,0.037
relb,0.141075,0.068
rele,0.509817,0.204
rem,0.035453,0.025
rep,0.008947,0.029
rfad,0.055629,0.002
rfah,0.035381,0.025
rfba,0.026829,0.074
rfbb,0.035060,0.082
rfbc,0.077245,0.306
rfe,0.044677,0.046
rffg,0.012913,0.012
rffm,0.019169,0.055
rflp,0.028240,0.065
rhaa,0.000288,0.001
rhab,0.000611,0.003
rhad,0.000262,0.004
rham,0.000571,0.000
rhar,0.001683,0.024
rhas,0.001466,0.008
rhat,0.005751,0.006
rhlb,0.067826,0.157
rhle,0.040543,0.026
rhmd,0.001179,0.004
rho,0.465133,0.912
rhol,0.397245,0.006
rhsa,0.003519,0.024
rhsb,0.003755,0.092
rhsc,0.003895,0.044
rhsd,0.009574,0.018
rhta,0.008372,0.001
rhtb,0.002842,0.021
rhtc,0.014634,0.008
riba,0.009714,0.031
ribb,0.169571,0.098
ribc,0.054836,0.090
ribd,0.023848,0.065
ribf,0.050044,0.024
rida,0.038516,0.027
riha,0.001594,0.007
rihb,0.005782,0.024
rihc,0.004306,0.015
rimi,0.054899,0.010
rimj,0.023471,0.055
rimk,0.022656,0.001
riml,0.020165,0.080
rimm,0.580303,0.169
rimo,0.009923,0.014
rimp,0.259006,0.167
rlha,0.012279,0.040
rlma,0.038155,0.037
rlmb,0.046916,0.012
rlmc,0.020014,0.000
rlmd,0.030408,0.120
rlme,0.887171,0.838
rlmf,0.014595,0.024
rlmg,0.008859,0.007
rlmh,0.041410,0.000
rlmi,0.021541,0.053
rlmj,0.024295,0.004
rlml,0.035618,0.035
rlmm,0.064729,0.052
rlmn,0.083606,0.100
rlpa,0.070073,0.001
rlua,0.044033,0.016
rlub,0.089594,0.012
rluc,0.020913,0.002
rlud,0.082860,0.091
rlue,0.020233,0.076
rluf,0.009806,0.018
rmf,0.269655,0.006
rmuc,0.026518,0.000
rna,0.030518,0.082
rnb,0.023699,0.070
rnc,0.105149,0.160
rnd,0.019222,0.033
rne,0.075692,0.149
rng,0.028466,0.013
rnha,0.005898,0.002
rnhb,0.015154,0.011
rnk,0.025139,0.014
rnla,0.057001,0.121
rnlb,0.085405,0.118
rnm,0.026925,0.003
rnpa,0.088208,0.004
rnr,0.116083,0.003
rnt,0.021660,0.007
rob,0.259013,0.024
rodz,0.268246,0.156
rof,0.201140,0.038
roxa,0.108072,0.095
rpe,0.037258,0.034
rpia,0.056373,0.013
rpib,0.007049,0.005
rpla,1.867929,1.223
rplb,1.087307,0.038
rplc,1.544528,1.063
rpld,1.194710,0.792
rple,1.308049,0.926
