"",bulk,single-cell
rpld,1.194710,0.221
rple,1.308049,0.255
rplf,1.247621,0.290
rpli,0.423720,0.097
rplj,2.482198,0.248
rpll,2.304089,0.510
rplm,0.454716,0.025
rpln,0.886907,0.186
rplo,3.005001,0.460
rplq,1.139613,0.151
rplr,0.943492,0.124
rpls,0.255905,0.052
rplt,2.184400,0.447
rplu,0.206538,0.025
rplv,1.082423,0.074
rplw,1.301788,0.210
rplx,1.005718,0.158
rpma,0.366746,0.046
rpmc,0.939006,0.228
rpmd,0.958623,0.109
rpmf,0.650498,0.034
rpmg,0.290774,0.058
rpmh,0.308230,0.007
rpmi,1.688146,0.041
rpnc,0.003044,0.011
rpne,0.002098,0.011
rpoa,1.779495,0.409
rpob,0.250813,0.145
rpoc,0.213630,0.133
rpod,0.596230,0.303
rpoe,0.379822,0.113
rpoh,1.192208,0.147
rpon,0.070735,0.016
rpos,0.820345,0.107
rpoz,0.171395,0.058
rpph,0.027437,0.018
rpsa,1.332888,0.527
rpsb,1.148265,0.062
rpsc,1.057725,0.105
rpsd,1.488541,0.201
rpse,1.399802,0.269
rpsf,0.307880,0.020
rpsh,0.817322,0.102
rpsk,1.496805,0.188
rpsl,1.302195,0.274
rpsm,1.226643,0.038
rpsn,1.406006,0.243
rpsq,2.029326,0.098
rpsr,0.273982,0.008
rpss,0.789380,0.025
rpsu,0.290351,0.010
rraa,0.185857,0.062
rrab,0.068762,0.023
rrrd,0.005365,0.009
rsd,0.106894,0.044
rsea,0.865647,0.029
rseb,0.129373,0.074
rsep,0.084401,0.029
rsma,0.115150,0.016
rsmd,0.012061,0.007
rsme,0.032350,0.012
rsmf,0.004880,0.005
rsmg,0.012976,0.005
rspb,0.012526,0.015
rssa,0.087654,0.076
rssb,0.156212,0.047
rsta,0.029807,0.008
rsua,0.078998,0.021
rsxa,0.041371,0.008
rsxc,0.014131,0.019
rtcb,0.019032,0.029
ruta,0.001622,0.005
rutr,0.016295,0.004
ruva,0.069560,0.009
ruvb,0.097001,0.037
rzpq,0.001464,0.009
sana,0.007421,0.003
sapf,0.005907,0.004
sbcc,0.001440,0.010
sbcd,0.002032,0.009
sbma,0.016000,0.011
sbmc,0.218579,0.185
sbp,0.124137,0.071
scpb,0.001055,0.007
sdaa,0.564337,0.099
sdac,0.010708,0.011
sdhb,0.078860,0.031
sdhc,0.181633,0.101
sdia,0.127241,0.134
seca,0.019004,0.018
secb,0.315530,0.026
secd,0.064884,0.045
secf,0.133345,0.029
secg,0.249845,0.047
secy,1.473181,0.201
sela,0.023357,0.009
selo,0.081790,0.024
seqa,0.067631,0.011
sera,0.052887,0.041
serc,0.071188,0.047
sers,0.163179,0.023
seta,0.010626,0.010
setc,0.001441,0.006
sfmf,0.001537,0.008
sfsa,0.073572,0.171
sgbu,0.000786,0.008
sgcc,0.004141,0.008
sgcq,0.004677,0.003
sgrr,0.007519,0.004
sgrt,0.020788,0.015
shia,0.016504,0.008
sieb,0.004741,0.004
slma,0.011893,0.006
slya,0.174662,0.047
slyb,0.865376,0.219
slyd,0.252061,0.034
smg,0.218315,0.133
soda,0.351507,0.031
sodb,0.052449,0.041
sohb,0.024832,0.028
soxs,0.205940,0.027
spea,0.275322,0.145
speb,0.093132,0.011
spec,0.012451,0.014
sped,0.005712,0.007
spee,0.023071,0.009
speg,0.040809,0.019
spot,0.040158,0.074
spy,0.047154,0.010
sra,1.112023,0.081
srka,0.030566,0.029
srle,0.009746,0.007
srmb,0.062848,0.003
ssea,0.138441,0.041
sseb,0.031938,0.028
sstt,0.088117,0.021
stha,0.015997,0.015
succ,0.028859,0.009
sufa,0.140692,0.030
sufb,0.093643,0.046
sufc,0.070017,0.010
sufs,0.036437,0.021
suhb,0.022431,0.011
sula,0.276580,0.107
sura,0.102192,0.034
syd,0.012347,0.015
taba,0.026757,0.018
tama,0.017664,0.028
tamb,0.012193,0.011
tar,0.269832,0.056
tas,0.192802,0.015
tata,0.071377,0.014
tcyj,0.553137,0.171
tcyl,0.123399,0.046
tcyn,0.130724,0.032
tcyp,0.315154,0.161
tdcb,0.002437,0.006
tdcg,0.002827,0.012
tdh,0.159587,0.025
tehb,0.024828,0.015
tesb,0.081678,0.012
tetr,1.422132,1.017
tgt,0.036995,0.014
thii,0.021926,0.012
thil,0.006857,0.009
this,0.019039,0.002
thra,0.138969,0.017
thrc,0.049580,0.010
thrs,0.503545,0.302
thya,0.026459,0.016
tig,0.160429,0.095
tisb,2.228523,0.264
tldd,0.171641,0.046
tlde,0.055784,0.011
tmar,0.202141,0.023
tmrna,11.345003,9.735
tola,0.094210,0.035
tolb,0.290538,0.041
tolc,0.157071,0.074
tolq,0.092163,0.042
tolr,0.070070,0.012
tomb,0.345522,0.020
tonb,0.086366,0.020
topa,0.139443,0.076
torc,0.001375,0.005
tory,0.010212,0.015
tpia,0.205901,0.031
tqsa,0.027303,0.008
traj,0.013332,0.018
traq,0.008239,0.029
tray,0.004190,0.347
trea,0.029385,0.034
trer,0.007874,0.005
trg,0.046399,0.016
trhp,0.160285,0.023
trka,0.053906,0.025
trkg,0.011991,0.012
trkh,0.031955,0.016
trma,0.121866,0.035
trmb,0.127488,0.040
trmd,0.691987,0.024
trmj,0.038907,0.005
trpa,0.018057,0.031
trua,0.051588,0.023
trub,0.155929,0.038
truc,0.010231,0.004
trxa,0.314351,0.061
trxc,0.039284,0.031
tsf,0.395502,0.006
tsr,0.383988,0.028
tsua,0.546339,0.097
tsub,0.654824,0.030
tsx,0.020001,0.012
tus,0.015389,0.018
tusa,0.017737,0.007
tyna,0.001508,0.019
tyra,0.044214,0.015
tyrp,0.014905,0.017
tyrr,0.161077,0.094
tyrs,0.092744,0.035
ubia,0.072805,0.024
ubib,0.018670,0.020
ubid,0.063915,0.039
ubie,0.084304,0.007
ubif,0.150443,0.026
ubit,0.069367,0.008
ugpb,0.134058,0.055
uida,0.005998,0.038
uidc,0.015766,0.020
uidr,0.059252,0.011
ulag,0.002380,0.004
ular,0.012176,0.007
umpg,0.116093,0.018
umuc,0.096011,0.031
umud,0.108534,0.026
upp,0.031985,0.000
usha,0.050983,0.042
uspa,0.125888,0.020
uspb,0.186262,0.096
uspc,0.005337,0.016
uspd,0.117293,0.025
uspf,0.305526,0.086
uspg,0.275450,0.019
uvra,0.110573,0.110
uvrb,0.276002,0.110
uvrc,0.027513,0.024
uvrd,0.046802,0.007
uvry,0.073523,0.029
uxab,0.029112,0.017
uxua,0.237840,0.044
uxub,0.221105,0.011
uxur,0.176150,0.027
vals,0.111077,0.118
ves,0.088041,0.022
waaa,0.043752,0.005
waab,0.008862,0.014
waah,0.006900,0.012
waaj,0.005642,0.005
waal,0.000378,0.006
waao,0.003848,0.011
waap,0.007472,0.011
waaq,0.022499,0.017
wbbi,0.024522,0.032
wbbj,0.029327,0.017
wbbk,0.017788,0.019
wcac,0.001507,0.006
wcad,0.002935,0.006
wcae,0.003230,0.013
wcai,0.001449,0.012
wcak,0.001576,0.008
wcal,0.003297,0.000
wcam,0.001845,0.010
wecb,0.018388,0.016
wecc,0.013894,0.011
wece,0.023735,0.014
wzc,0.001818,0.004
wzxe,0.046953,0.005
wzzb,0.166524,0.095
xanq,0.003035,0.007
xapa,0.005317,0.004
xapb,0.005355,0.011
xapr,0.047237,0.011
xdhd,0.005564,0.013
xisr,0.002369,0.005
xtha,0.032058,0.012
xyla,0.030563,0.013
xylb,0.033751,0.013
xyle,0.017296,0.012
xylf,0.002806,0.007
xylr,0.003438,0.005
yaaa,0.010637,0.021
yaai,0.000976,0.007
yaaj,0.013308,0.015
yabp,0.011096,0.041
yadc,0.022128,0.023
yade,0.026371,0.028
yadg,0.063318,0.052
yadk,0.010775,0.012
yadl,0.016772,0.023
yadm,0.019843,0.029
yadn,0.001422,0.015
yaef,0.002222,0.020
yaeh,0.147661,0.022
yafc,0.028162,0.018
yafd,0.155704,0.033
yafl,0.007533,0.007
yafn,0.203601,0.028
yafo,0.153464,0.049
yafp,0.072282,0.015
yafq,0.031869,0.014
yafs,0.010440,0.003
yaft,0.001884,0.007
yafv,0.094041,0.012
yagj,0.004473,0.019
yagk,0.021974,0.026
yagl,0.002204,0.010
yagn,0.021869,0.003
yagu,0.027764,0.013
yahb,0.005600,0.008
yahe,0.002793,0.002
yahk,0.064120,0.031
yahl,0.002482,0.009
yaho,0.404550,0.018
yail,0.013471,0.010
yaio,0.017037,0.010
yaip,0.006157,0.004
yaiw,0.011462,0.002
yajc,0.097469,0.009
yajg,0.038036,0.002
yajl,0.042107,0.006
yajo,0.169988,0.021
yajq,0.124705,0.019
yajr,0.005986,0.008
ybaa,0.161485,0.025
ybab,0.026205,0.008
ybal,0.147429,0.008
ybaq,0.017541,0.017
ybay,1.530394,0.103
ybbw,0.002650,0.003
ybcl,0.005532,0.016
ybcm,0.049213,0.026
ybdd,0.029893,0.014
ybdk,0.086175,0.023
ybdm,0.002663,0.003
ybdr,0.035680,0.021
ybed,0.212616,0.074
ybef,0.001052,0.014
yber,0.000690,0.005
ybet,0.001338,0.016
ybeu,0.001820,0.003
ybey,0.188240,0.070
ybez,0.229189,0.075
ybfe,0.009917,0.004
ybfp,0.004040,0.006
ybga,0.054242,0.057
ybgo,0.001551,0.012
ybgs,0.788127,0.063
ybha,0.010264,0.013
ybhb,0.032664,0.013
ybhf,0.038155,0.009
ybhh,0.003157,0.005
ybhi,0.005039,0.009
ybhj,0.006390,0.008
ybhl,0.219420,0.017
ybhp,0.117093,0.016
ybia,0.006618,0.003
ybio,0.009926,0.009
ybiv,0.030621,0.016
ybjc,0.018367,0.008
ybji,0.021119,0.007
ybjl,0.046320,0.037
ybjn,0.018286,0.004
ybjp,0.202088,0.015
ybjx,0.175853,0.043
ycac,0.038788,0.017
ycai,0.024255,0.010
ycak,0.001943,0.013
ycal,0.007669,0.012
ycan,0.006414,0.010
ycap,0.018149,0.031
ycar,0.031627,0.001
ycbj,0.035335,0.035
ycbz,0.059138,0.086
ycca,0.256610,0.067
ycce,0.000890,0.016
yccf,0.011634,0.017
yccj,0.915345,0.256
yccu,0.161751,0.017
ycdx,0.049595,0.026
yceb,0.058164,0.004
ycef,0.083241,0.017
yceh,0.045741,0.026
ycfh,0.208650,0.255
ycfj,0.036428,0.002
ycfl,0.271475,0.053
ycfp,0.138777,0.057
ycfz,0.000911,0.011
ycgb,0.122760,0.202
ycgn,0.025225,0.012
ycgv,0.006467,0.009
ycgy,0.036659,0.007
ycgz,0.694535,0.278
ycha,0.041763,0.028
ychf,0.059658,0.019
ychj,0.009868,0.004
ycho,0.018694,0.011
ycib,0.076471,0.055
ycie,0.096335,0.036
ycif,0.169585,0.065
ycig,0.333907,0.019
ycii,0.018274,0.005
yciq,0.014993,0.011
ycit,0.055286,0.009
yciu,0.080132,0.012
yciw,0.024382,0.008
ycix,0.015361,0.020
ycjd,0.004751,0.006
ycjf,0.050900,0.012
ycjg,0.094717,0.037
ycjm,0.056967,0.040
ycjn,0.022740,0.011
ycjr,0.013833,0.007
ycjt,0.009736,0.007
ycjw,0.004612,0.006
ycjx,0.055420,0.040
ycjy,0.008567,0.018
ydag,0.016874,0.005
ydas,0.033284,0.010
ydau,0.022482,0.017
yday,0.032073,0.009
ydbd,0.018145,0.013
ydbh,0.005620,0.004
ydbl,0.016264,0.017
ydca,0.043903,0.014
ydcd,0.000959,0.007
ydcf,0.029631,0.009
ydch,0.010048,0.019
ydci,0.058465,0.026
ydck,0.028110,0.049
ydcl,0.103151,0.083
ydcr,0.051442,0.043
ydct,0.012444,0.004
ydee,0.012393,0.016
ydei,0.169915,0.018
ydej,0.166718,0.020
ydem,0.001448,0.017
yden,0.001923,0.013
ydeo,0.002867,0.020
ydep,0.023082,0.017
ydeq,0.008372,0.009
yder,0.014126,0.010
ydes,0.017981,0.009
ydfg,0.105076,0.020
ydfi,0.020753,0.025
ydfk,0.050137,0.166
ydfo,0.000434,0.003
ydft,0.006333,0.008
ydga,0.433054,0.176
ydgc,0.019407,0.007
ydgd,0.384877,0.038
ydhf,0.071973,0.021
ydhj,0.014785,0.011
ydhk,0.005863,0.007
ydhq,0.200304,0.119
ydhs,0.030839,0.026
ydhy,0.007370,0.009
ydib,0.006931,0.007
ydih,0.029340,0.007
ydij,0.005107,0.009
ydik,0.107507,0.026
ydio,0.003666,0.012
ydiq,0.003076,0.014
ydiy,0.005701,0.008
ydja,0.046064,0.015
ydje,0.010412,0.013
ydjh,0.005908,0.013
ydji,0.007575,0.013
ydjk,0.001323,0.012
ydjl,0.002411,0.018
ydjo,0.001592,0.011
ydjx,0.001479,0.006
ydjy,0.004289,0.007
ydjz,0.010653,0.007
yeac,0.056289,0.017
yead,0.040897,0.025
yeag,0.398962,0.381
yeah,0.057295,0.072
yeak,0.017033,0.009
yeaq,0.307005,0.081
yeax,0.004035,0.011
yeay,0.101136,0.019
yebb,0.003495,0.003
yebc,0.058715,0.009
yebf,1.591094,0.092
yebg,0.981995,0.149
yebv,0.364392,0.036
yect,0.001454,0.019
yeda,0.005934,0.007
yedd,0.072797,0.006
yede,0.009861,0.007
yedi,0.106835,0.079
yedk,0.026169,0.014
yedl,0.014845,0.003
yedp,0.189554,0.067
yeea,0.112818,0.044
yeey,0.085903,0.033
yeez,0.313861,0.133
yefm,0.132019,0.050
yegh,0.039887,0.014
yegi,0.004501,0.013
yegj,0.006515,0.013
yegp,0.467209,0.090
yegs,0.174062,0.052
yegt,0.002279,0.013
yegw,0.017881,0.011
yegx,0.003313,0.008
yehb,0.001746,0.010
yehd,0.000307,0.007
yehi,0.000957,0.005
yehr,0.003882,0.007
yehs,0.056727,0.021
yeil,0.002147,0.002
yeiq,0.017588,0.024
yeja,0.014058,0.012
yejk,0.029675,0.005
yfaa,0.002909,0.015
yfal,0.010110,0.011
yfat,0.001545,0.008
yfav,0.003478,0.002
yfbl,0.001691,0.009
yfbm,0.001881,0.002
yfbn,0.002826,0.013
yfbp,0.007154,0.012
yfbs,0.015738,0.008
yfbu,0.100762,0.027
yfbv,0.239335,0.026
yfcc,0.006124,0.006
yfcg,0.084767,0.074
yfch,0.211750,0.023
yfco,0.044770,0.033
yfcv,0.005691,0.021
yfcz,0.080870,0.004
yfdc,0.028439,0.015
yfde,0.021880,0.025
yfdf,0.000754,0.013
yfdh,0.008484,0.014
yfdi,0.000185,0.005
yfdk,0.005314,0.012
yfdq,0.001631,0.004
yfdv,0.013905,0.012
yfdx,0.018379,0.010
yfdy,0.224396,0.033
yfec,0.005273,0.006
yfeo,0.036202,0.013
yfes,0.013238,0.012
yfey,0.168452,0.036
yffq,0.000831,0.006
yffr,0.008399,0.021
yfgh,0.007305,0.007
yfgi,0.015472,0.013
yfgm,0.107856,0.024
yfhh,0.075372,0.028
yfhl,0.031180,0.014
yfhm,0.028987,0.027
yfie,0.023423,0.008
yfif,0.077584,0.014
yfih,0.064921,0.001
yfil,0.032320,0.014
yfir,0.017518,0.007
yfjd,0.017867,0.010
yfjh,0.001708,0.025
yfji,0.001346,0.014
yfjj,0.002673,0.006
yfjm,0.002743,0.000
yfp,0.814885,0.297
ygac,0.058787,0.019
ygam,0.459477,0.168
ygap,0.014883,0.010
ygbk,0.015813,0.002
ygbm,0.006648,0.006
ygbn,0.006919,0.011
ygce,0.002325,0.009
ygcg,0.001067,0.006
ygcp,0.001854,0.006
ygcs,0.003163,0.005
ygcu,0.002427,0.010
ygdg,0.008760,0.011
ygdi,0.383138,0.044
ygeq,0.009880,0.021
ygev,0.010006,0.011
ygey,0.001214,0.003
ygfi,0.007040,0.009
ygfm,0.001911,0.003
ygft,0.005304,0.013
ygfz,0.075015,0.013
ygge,0.285411,0.110
yggl,0.143486,0.036
yggs,0.014695,0.007
yggt,0.038392,0.005
ygha,0.070143,0.017
yghb,0.040298,0.012
yghw,0.022450,0.010
ygic,0.066103,0.033
ygil,0.001556,0.006
ygim,0.074054,0.014
ygis,0.059232,0.034
ygiw,0.208339,0.028
ygjh,0.012877,0.017
ygjk,0.002340,0.006
ygjr,0.021430,0.005
yhak,0.002693,0.007
yhav,0.156274,0.071
yhbe,0.092687,0.012
yhbo,0.047538,0.019
yhbs,0.100302,0.013
yhbw,0.042286,0.020
yhbx,0.002347,0.006
yhca,0.002932,0.007
yhcd,0.005036,0.009
yhcf,0.007741,0.012
yhcg,0.008689,0.015
yhdh,0.046446,0.034
yhdn,0.070918,0.024
yhdy,0.001595,0.004
yheo,0.031943,0.021
yheu,0.025765,0.009
yhfk,0.004401,0.005
yhfl,0.007534,0.003
yhfz,0.003163,0.011
yhgf,0.004623,0.004
yhgh,0.019108,0.004
yhha,0.132351,0.034
yhhi,0.001726,0.010
yhht,0.029257,0.025
yhhw,0.074976,0.010
yhhx,0.063123,0.020
yhid,0.002383,0.008
yhij,0.002194,0.012
yhjb,0.013597,0.010
yhjg,0.345136,0.123
yhjj,0.025295,0.008
yhjr,0.073059,0.033
yhjy,0.167351,0.061
yiaa,0.004329,0.011
yiaf,0.276935,0.075
yiag,0.339691,0.040
yial,0.000645,0.010
yian,0.000614,0.006
yiau,0.006094,0.011
yibg,0.003034,0.003
yibh,0.015247,0.010
yibn,0.136363,0.029
yibq,0.013729,0.007
yicc,0.091049,0.008
yicl,0.005695,0.010
yicn,0.018534,0.013
yics,0.030463,0.007
yidc,0.041832,0.009
yidk,0.002166,0.013
yidl,0.001897,0.026
yief,0.059637,0.012
yieh,0.005744,0.010
yiek,0.004645,0.010
yiel,0.004426,0.013
yiep,0.022205,0.018
yifb,0.002041,0.004
yifk,0.018200,0.012
yigg,0.001088,0.008
yigi,0.056801,0.021
yigl,0.015765,0.017
yigz,0.015660,0.010
yihf,0.004072,0.005
yihg,0.002150,0.006
yihi,0.064835,0.016
yihm,0.003255,0.004
yihx,0.128545,0.027
yiif,0.010072,0.008
yiig,0.001772,0.002
yiir,0.017034,0.006
yiis,0.050664,0.021
yiix,0.023652,0.005
yijo,0.005050,0.007
yjaz,0.002995,0.011
yjbb,0.043697,0.014
yjbh,0.007302,0.014
yjbj,0.457561,0.102
yjbq,0.103300,0.014
yjcb,0.116742,0.004
yjce,0.033961,0.013
yjcs,0.002042,0.010
yjdc,0.303064,0.035
yjdj,0.087157,0.049
yjdm,0.126444,0.061
yjej,0.004838,0.013
yjem,0.020311,0.013
yjeo,0.013318,0.005
yjfi,0.002114,0.002
yjfm,0.013402,0.012
yjfy,0.005968,0.003
yjga,0.057032,0.014
yjgl,0.000832,0.008
yjgm,0.028585,0.017
yjgn,0.001136,0.007
yjgr,0.079160,0.044
yjhi,0.002864,0.015
yjhu,0.051238,0.017
yjia,0.009781,0.011
yjim,0.025720,0.014
yjin,0.076726,0.028
yjjg,0.110437,0.046
yjjp,0.006762,0.020
yjjq,0.002268,0.013
yjju,0.036825,0.007
yjjz,0.093873,0.024
ykfb,0.081564,0.012
ykge,0.007478,0.007
ykgh,0.003993,0.007
ykgl,0.001151,0.007
ylii,0.062452,0.012
ymdb,0.036149,0.009
ymdf,0.158524,0.013
ymfa,0.001474,0.005
ymga,0.579675,0.384
ymgc,0.625050,0.019
ymge,0.146201,0.016
ymja,0.013498,0.010
ynai,0.008948,0.014
ynba,0.004617,0.008
ynbc,0.015196,0.011
ynce,0.206172,0.063
yncg,0.050322,0.029
ynej,0.022416,0.013
ynfc,0.106355,0.055
ynfd,0.066431,0.019
ynfe,0.003437,0.018
ynff,0.003053,0.006
ynia,0.345684,0.048
ynib,0.086476,0.064
ynjc,0.003649,0.001
ynjh,0.027338,0.007
yoac,0.184867,0.023
yoba,0.126772,0.056
yobd,0.005462,0.019
yobf,0.277438,0.023
yobh,0.016136,0.022
yodb,0.002797,0.010
yodd,0.657108,0.070
yohc,0.494961,0.129
yoji,0.016969,0.027
ypea,0.231849,0.039
ypfg,0.008641,0.004
ypfj,0.074280,0.019
ypha,0.158040,0.032
yphh,0.009530,0.016
ypja,0.081441,0.095
yqaa,0.083029,0.011
yqae,0.167778,0.028
yqca,0.018045,0.005
yqeg,0.008054,0.015
yqeh,0.002472,0.025
yqei,0.000767,0.012
yqfa,0.149769,0.043
yqgd,0.002960,0.005
yqha,0.030267,0.020
yqhc,0.073388,0.076
yqhg,0.002660,0.012
yqib,0.049403,0.017
yqij,0.001792,0.007
yqik,0.003167,0.006
yqja,0.072706,0.014
yqjc,2.092464,0.359
yqjd,2.500265,0.134
yqjg,0.104348,0.129
yqjk,2.088473,0.099
yraj,0.001820,0.004
yrar,0.048169,0.020
yrbg,0.028035,0.016
yrbl,1.868538,0.283
yrda,0.070345,0.014
yrfg,0.090045,0.025
yrhb,0.012193,0.017
ysga,0.207927,0.041
yshb,0.127731,0.050
ytfe,0.029571,0.007
ytfi,0.004968,0.010
ytfk,1.534913,0.087
ytjc,0.058861,0.012
zapa,0.162957,0.029
zapb,0.069255,0.006
zapc,0.087291,0.046
zape,0.007067,0.005
zapg,0.099737,0.022
zint,0.004387,0.009
zipa,0.703603,0.442
zntb,0.154220,0.046
zntr,0.120788,0.045
znua,0.059148,0.051
znub,0.022409,0.005
znuc,0.018594,0.007
zrap,0.001206,0.006
zupt,0.117212,0.004
zwf,0.057668,0.066
