"",bulk,single-cell
hha,0.004733,0.010
hica,0.001148,0.002
hicb,0.001284,0.036
higa,0.000935,0.005
higb,0.000107,0.044
hint,0.007083,0.023
hipa,0.000422,0.119
hipb,0.000321,0.021
hisa,0.003269,0.001
hisb,0.003984,0.001
hisc,0.004900,0.014
hisd,0.005532,0.002
hisf,0.002978,0.000
hisg,0.004426,0.009
hish,0.003532,0.000
hisi,0.003535,0.005
hisj,0.004062,0.150
hisl,0.001211,0.015
hism,0.000686,0.064
hisp,0.000505,0.010
hisq,0.001387,0.026
hiss,0.003238,0.040
hiuh,0.000064,0.011
hlde,0.004208,0.011
hlye,0.000084,0.097
hmp,0.001368,0.029
hns,0.127995,0.116
hofc,0.000067,0.021
hofm,0.000087,0.012
hofn,0.000008,0.004
hofo,0.000095,0.004
hofp,0.000000,0.003
hofq,0.000060,0.015
hoka,0.000028,0.010
hokd,0.065039,0.046
hoke,0.000523,0.018
hola,0.000829,0.011
holb,0.000283,0.016
holc,0.001077,0.009
hold,0.000068,0.004
hole,0.001603,0.008
hpf,0.006912,0.009
hprr,0.000760,0.134
hprs,0.000580,0.150
hpt,0.001580,0.007
hrpa,0.001719,0.030
hrpb,0.000788,0.020
hsca,0.001405,0.076
hscb,0.001975,0.043
hscc,0.000163,0.089
hsdm,0.000165,0.040
hsdr,0.000239,0.080
hsds,0.000059,0.069
hslj,0.001310,0.078
hslo,0.006916,0.037
hslr,0.008012,0.020
hslu,0.016662,0.030
hslv,0.013878,0.038
hspq,0.154793,0.044
htpg,0.003692,0.026
htpx,0.017375,0.010
htre,0.000095,0.049
htrl,0.000511,0.062
hupa,0.016626,0.004
hupb,0.005858,0.036
hxpa,0.011338,0.014
hxpb,0.001258,0.006
hyaa,0.003787,0.003
hyab,0.003337,0.003
hyac,0.003124,0.007
hyad,0.003439,0.000
hyaf,0.001071,0.006
hyba,0.000487,0.001
hybb,0.000336,0.013
hybc,0.000785,0.024
hybd,0.000917,0.005
hybe,0.000727,0.002
hybg,0.000321,0.003
hybo,0.000876,0.023
hyca,0.000032,0.027
hycb,0.000026,0.052
hycc,0.000059,0.067
hycd,0.000030,0.010
hyce,0.000035,0.056
hycf,0.000054,0.000
hycg,0.000252,0.048
hych,0.001012,0.084
hyci,0.006366,0.129
hydn,0.000148,0.016
hyfa,0.000156,0.003
hyfb,0.000115,0.004
hyfc,0.000059,0.014
hyfd,0.000124,0.007
hyfe,0.000147,0.002
hyff,0.000253,0.008
hyfg,0.000186,0.003
hyfh,0.000048,0.001
hyfi,0.000079,0.000
hyfj,0.000050,0.007
hyfr,0.000034,0.016
hyi,0.000087,0.048
hypa,0.000190,0.001
hypb,0.000340,0.011
hypc,0.000102,0.000
hypd,0.000548,0.003
hype,0.002519,0.005
hypf,0.000662,0.017
hypt,0.000303,0.010
hyua,0.000040,0.014
iaaa,0.002226,0.000
iada,0.000539,0.006
iap,0.000432,0.013
ibag,0.000456,0.003
ibpa,0.003393,0.027
ibpb,0.001659,0.003
icd,0.011299,0.030
iclr,0.001418,0.005
idi,0.002725,0.006
idnd,0.000252,0.056
idnk,0.000187,0.039
idno,0.000247,0.079
idnr,0.000184,0.056
idnt,0.000228,0.057
igaa,0.000619,0.025
ihfa,0.346641,0.267
ihfb,0.012095,0.021
iles,0.006223,0.003
ilva,0.000930,0.004
ilvb,0.004912,0.040
ilvc,0.000543,0.022
ilvd,0.000929,0.014
ilve,0.000964,0.001
ilvi,0.000286,0.026
ilvm,0.000087,0.008
ilvn,0.001830,0.019
ilvy,0.001532,0.001
inaa,0.001373,0.072
infa,0.002581,0.004
infb,0.010210,0.083
infc,0.104414,0.025
insg,0.000164,0.071
insq,0.001515,0.023
inta,0.002340,0.020
intd,0.000520,0.066
intf,0.000324,0.069
intr,0.000404,0.116
intz,0.000961,0.008
ipra,0.000015,0.011
irad,0.000329,0.009
iram,0.000000,0.012
irap,0.000229,0.009
isca,0.052661,0.053
iscr,0.024998,0.053
iscs,0.023394,0.010
iscu,0.029253,0.067
iscx,0.001239,0.022
ispa,0.001165,0.003
ispb,0.003237,0.023
ispd,0.000544,0.035
ispe,0.001178,0.042
ispf,0.000297,0.030
ispg,0.017588,0.020
isph,0.001314,0.009
ispu,0.001484,0.025
ivbl,0.024416,0.037
ivy,0.000988,0.023
kanr,1.049140,2.877
kate,0.003922,0.039
katg,0.004397,0.031
kbay,0.000034,0.008
kbaz,0.000156,0.005
kbl,0.011146,0.011
kbp,0.054756,0.132
kch,0.000614,0.080
kdgk,0.000616,0.003
kdgr,0.001847,0.048
kdgt,0.000230,0.011
kdpa,0.000253,0.024
kdpb,0.000348,0.009
kdpc,0.000420,0.011
kdpd,0.001437,0.075
kdpe,0.002617,0.004
kdpf,0.000000,0.003
kdsa,0.005369,0.030
kdsb,0.003499,0.005
kdsc,0.009413,0.004
kdsd,0.002382,0.011
kdud,0.001214,0.023
kdui,0.000264,0.123
kefb,0.001285,0.052
kefc,0.001899,0.006
keff,0.001453,0.001
kefg,0.001895,0.015
kgtp,0.153302,0.245
kilr,0.000089,0.020
kpta,0.000275,0.018
kup,0.002028,0.019
laca,0.000065,0.062
laci,0.030437,0.022
lacy,0.000083,0.105
lacz,0.031454,0.115
lafu,0.000139,0.003
lamb,0.000143,0.008
lapa,0.003731,0.004
lapb,0.000982,0.024
lapc,0.002369,0.006
ldca,0.000307,0.040
ldcc,0.003252,0.016
ldha,0.003275,0.111
ldrb,0.001389,0.030
ldrc,0.000591,0.028
ldrd,0.005502,0.008
ldta,0.010543,0.126
ldtb,0.008307,0.076
ldtc,0.000283,0.043
ldtd,0.008069,0.021
ldte,0.057243,0.222
lepa,0.003317,0.108
lepb,0.006163,0.055
leta,0.001377,0.012
letb,0.001025,0.035
leua,0.000513,0.062
leub,0.000828,0.013
leuc,0.000942,0.048
leud,0.002968,0.005
leue,0.000845,0.111
leul,0.000619,0.004
leuo,0.000336,0.023
leus,0.008703,0.109
lexa,0.035911,0.081
lgod,0.000112,0.037
lgor,0.000224,0.063
lgot,0.001613,0.041
lgt,0.000964,0.038
lhgd,0.023648,0.005
lhr,0.000727,0.008
liga,0.006263,0.141
ligb,0.000107,0.023
lipa,0.004166,0.001
lipb,0.000705,0.037
livf,0.000288,0.003
livg,0.000189,0.016
livh,0.000287,0.021
livj,0.000347,0.043
livk,0.000127,0.033
livm,0.000198,0.002
lldd,0.001938,0.015
lldp,0.005286,0.008
lldr,0.001795,0.002
lnt,0.001714,0.002
loip,0.005390,0.002
lola,0.002866,0.051
lolb,0.001104,0.034
lolc,0.000331,0.009
lold,0.000398,0.007
lole,0.001793,0.005
lon,0.007230,0.034
lpd,0.009416,0.021
lplt,0.004071,0.088
lpoa,0.001819,0.006
lpob,0.009095,0.009
lpp,0.391442,0.092
lpta,0.014156,0.012
lptb,0.010029,0.005
lptc,0.010483,0.054
lptd,0.010369,0.146
lpte,0.010853,0.015
lptf,0.010072,0.024
lptg,0.012989,0.037
lpxa,0.003691,0.014
lpxb,0.000391,0.007
lpxc,0.284162,0.118
lpxd,0.017307,0.014
lpxh,0.000349,0.001
lpxk,0.001333,0.007
lpxl,0.003817,0.033
lpxm,0.002133,0.068
lpxp,0.002179,0.014
lpxt,0.000133,0.024
lrha,0.003372,0.154
lrp,0.013092,0.113
lspa,0.006640,0.018
lsra,0.000418,0.025
lsrb,0.000471,0.019
lsrc,0.000750,0.004
lsrd,0.000559,0.031
lsrf,0.000330,0.041
lsrg,0.000459,0.016
lsrk,0.000774,0.128
lsrr,0.000466,0.018
ltae,0.003058,0.013
luxs,0.016245,0.039
lysa,0.000736,0.081
lysc,0.000147,0.008
lyso,0.000116,0.061
lysp,0.010037,0.047
lysr,0.000241,0.010
lyss,0.003567,0.041
lyxk,0.000080,0.014
maa,0.000900,0.020
maca,0.000846,0.010
macb,0.000937,0.008
maea,0.002825,0.112
maeb,0.004808,0.149
mak,0.002385,0.018
male,0.000102,0.096
malf,0.000086,0.034
malg,0.000464,0.024
mali,0.000957,0.006
malk,0.000032,0.010
malm,0.000507,0.005
malp,0.001407,0.041
malq,0.001536,0.014
mals,0.000216,0.015
malt,0.001476,0.023
malx,0.000328,0.009
maly,0.000694,0.025
malz,0.000731,0.032
mana,0.001252,0.005
manx,0.033493,0.012
many,0.036619,0.062
manz,0.038685,0.037
maop,0.003674,0.007
map,0.007199,0.016
mara,0.000491,0.009
marb,0.000012,0.003
marr,0.000267,0.018
mata,0.000000,0.070
matp,0.001721,0.020
maze,0.001452,0.047
mazf,0.000828,0.004
mazg,0.001787,0.032
mcba,0.074331,0.011
mcbr,0.001453,0.045
mcherry,0.002161,0.520
mcrb,0.000110,0.066
mcrc,0.000015,0.061
mdab,0.000720,0.006
mdfa,0.004397,0.005
mdh,0.022337,0.027
mdla,0.001469,0.013
mdlb,0.000812,0.001
mdta,0.001062,0.008
mdtb,0.001085,0.027
mdtc,0.000676,0.017
mdtd,0.000295,0.005
mdte,0.000120,0.001
mdtf,0.000127,0.021
mdtg,0.000837,0.041
mdth,0.000171,0.002
mdti,0.000265,0.046
mdtj,0.000143,0.007
mdtk,0.004783,0.013
mdtl,0.000058,0.010
mdtm,0.000845,0.027
mdtn,0.000032,0.005
mdto,0.000031,0.039
mdtp,0.000006,0.087
mela,0.001007,0.021
melb,0.000478,0.033
melr,0.002318,0.037
mena,0.000870,0.044
menb,0.003058,0.016
menc,0.002157,0.015
mend,0.000762,0.002
mene,0.000608,0.026
menf,0.001659,0.009
menh,0.000464,0.036
meni,0.001010,0.077
mepa,0.000137,0.013
meph,0.000321,0.028
mepk,0.002848,0.029
mepm,0.007544,0.157
meta,0.000646,0.022
metb,0.000355,0.000
metc,0.000743,0.019
mete,0.000473,0.027
metf,0.000146,0.015
metg,0.002278,0.010
meth,0.000881,0.023
meti,0.001070,0.042
metj,0.006855,0.004
metk,0.009851,0.011
metl,0.000564,0.001
metn,0.000689,0.001
metq,0.001595,0.043
metr,0.000136,0.006
mfd,0.001371,0.082
mgla,0.000586,0.140
mglb,0.003812,0.082
mglc,0.000783,0.051
mgrb,0.003217,0.017
mgta,0.000719,0.039
mgts,0.001608,0.090
mhpa,0.000074,0.009
mhpb,0.000067,0.002
mhpc,0.000126,0.006
mhpd,0.000096,0.003
mhpf,0.000271,0.022
mhpr,0.004528,0.005
mhpt,0.000717,0.002
miaa,0.020552,0.009
miab,0.005719,0.061
minc,0.001683,0.006
mind,0.002911,0.102
mine,0.001488,0.003
mioc,0.000773,0.009
mipa,0.001859,0.064
mlaa,0.005670,0.025
mlab,0.009561,0.008
mlac,0.010569,0.007
mlad,0.003164,0.030
mlaf,0.004071,0.001
mlc,0.000715,0.097
mlic,0.000172,0.064
mlra,0.005870,0.007
mlta,0.000647,0.056
mltb,0.000865,0.023
mltc,0.000196,0.026
mltd,0.002295,0.043
mltf,0.000113,0.032
mltg,0.000427,0.037
mmum,0.001465,0.000
mmup,0.000216,0.015
mnga,0.000073,0.013
mngb,0.000282,0.030
mngr,0.000521,0.104
mnma,0.000698,0.036
mnmc,0.000560,0.014
mnme,0.001501,0.009
mnmg,0.000443,0.046
mnth,0.107487,0.101
mntp,0.000170,0.006
mntr,0.001356,0.005
moaa,0.006920,0.028
moab,0.006387,0.001
moac,0.005966,0.001
moae,0.002828,0.003
moba,0.001441,0.037
mobb,0.001419,0.049
moca,0.006784,0.036
moda,0.001177,0.037
modb,0.000677,0.012
modc,0.000695,0.001
mode,0.000366,0.014
modf,0.000434,0.014
moea,0.002299,0.018
moeb,0.001597,0.009
mog,0.001932,0.004
mokc,0.005224,0.010
mota,0.002371,0.034
motb,0.001415,0.050
mpaa,0.011491,0.245
mpl,0.001444,0.000
mppa,0.002975,0.031
mpra,0.001270,0.006
mqo,0.001548,0.029
mqsa,0.016616,0.032
mqsr,0.011908,0.004
mray,0.001080,0.005
mraz,0.007106,0.004
mrca,0.000313,0.007
mrcb,0.001705,0.022
mrda,0.000349,0.070
mrdb,0.001170,0.064
mreb,0.003248,0.011
mrec,0.000460,0.015
mred,0.001067,0.018
mrr,0.000310,0.009
msba,0.001701,0.036
msck,0.000314,0.020
mscl,0.029587,0.038
mscm,0.000356,0.074
mscs,0.008014,0.060
msra,0.007902,0.014
msrb,0.003373,0.062
msrc,0.003324,0.043
msrp,0.005881,0.009
msrq,0.003055,0.012
msyb,0.003258,0.011
mtfa,0.004158,0.019
mtga,0.000274,0.006
mtla,0.017841,0.026
mtld,0.008207,0.018
mtlr,0.002789,0.005
mtn,0.011870,0.002
mtr,0.004894,0.039
mug,0.002573,0.021
mukb,0.001119,0.024
muke,0.000796,0.005
mukf,0.000746,0.024
mura,0.000932,0.010
murb,0.001008,0.009
murc,0.000955,0.012
murd,0.000901,0.013
mure,0.001096,0.006
murf,0.000994,0.012
murg,0.001047,0.007
muri,0.001203,0.018
murj,0.000202,0.003
murp,0.000442,0.003
murq,0.000646,0.005
murr,0.000140,0.110
muth,0.000844,0.019
mutl,0.000876,0.012
mutm,0.000142,0.015
muts,0.000210,0.023
mutt,0.000093,0.009
muty,0.000968,0.019
mzra,0.004604,0.013
nac,0.000293,0.189
nada,0.004985,0.037
nadb,0.000429,0.005
nadc,0.000838,0.013
nadd,0.000775,0.035
nade,0.005728,0.010
nadk,0.001471,0.013
nadr,0.004012,0.037
naga,0.004003,0.030
nagb,0.006506,0.055
nagc,0.002087,0.057
nage,0.013472,0.050
nagk,0.003197,0.021
nagz,0.001605,0.014
nana,0.011564,0.015
nanc,0.000405,0.088
nane,0.003279,0.016
nank,0.002626,0.003
nanm,0.005420,0.060
nanq,0.001505,0.026
nanr,0.001042,0.003
nans,0.001023,0.058
nant,0.008784,0.018
nanx,0.001083,0.018
nany,0.000769,0.017
napa,0.000108,0.083
napb,0.000107,0.057
napc,0.000271,0.025
napd,0.000000,0.048
napf,0.000097,0.028
napg,0.000048,0.011
naph,0.000080,0.017
narg,0.000210,0.006
narh,0.001060,0.001
nari,0.001021,0.002
narj,0.000443,0.005
nark,0.000596,0.008
narl,0.000820,0.021
narp,0.001970,0.013
narq,0.000364,0.026
naru,0.003184,0.090
narw,0.001255,0.006
narx,0.001081,0.120
narz,0.001921,0.097
ndh,0.001902,0.025
ndk,0.002278,0.062
nei,0.000089,0.006
nema,0.001010,0.005
nemr,0.000878,0.005
nepi,0.000185,0.025
nfef,0.001360,0.009
nfer,0.001175,0.002
nfi,0.001177,0.004
nfo,0.000518,0.002
nfra,0.000968,0.117
nfsa,0.000857,0.012
nfsb,0.003766,0.023
nfua,0.021968,0.000
nhaa,0.026184,0.030
nhab,0.000229,0.138
nhar,0.000656,0.047
nhoa,0.002033,0.012
nika,0.000043,0.026
nikb,0.000040,0.001
nikc,0.000046,0.000
nikd,0.000043,0.004
nike,0.000063,0.016
nikr,0.000185,0.002
nimr,0.000461,0.075
nimt,0.000117,0.011
nine,0.000050,0.002
nirb,0.000138,0.026
nirc,0.000153,0.005
nird,0.000172,0.008
nlpa,0.001191,0.062
nlpc,0.012049,0.025
nlpd,0.049323,0.207
nlpe,0.002404,0.014
nlpi,0.015133,0.115
nnr,0.007085,0.007
norr,0.000686,0.013
norv,0.000299,0.009
norw,0.000129,0.004
npr,0.001800,0.010
nrda,0.000274,0.018
nrdb,0.003160,0.036
nrdd,0.007743,0.034
nrde,0.000945,0.040
nrdf,0.000566,0.016
nrdg,0.001158,0.035
nrdh,0.001821,0.001
nrdi,0.002039,0.013
nrdr,0.003696,0.020
nrfa,0.000098,0.011
nrfb,0.000716,0.028
nrfc,0.000065,0.001
nrfd,0.000140,0.005
nrfe,0.000044,0.001
nrff,0.000104,0.002
nrfg,0.000013,0.002
nsrr,0.001199,0.020
nth,0.000065,0.002
nudb,0.003191,0.102
nudc,0.002922,0.029
nude,0.001404,0.012
nudf,0.000818,0.010
nudi,0.000054,0.020
nudj,0.000257,0.011
nudk,0.000089,0.070
nudl,0.000893,0.005
nuob,0.003436,0.078
nuoc,0.001498,0.076
nuoe,0.001178,0.002
nuof,0.001729,0.027
nuog,0.002025,0.005
nuoh,0.001538,0.032
nuoi,0.001401,0.005
nuoj,0.002411,0.020
nuok,0.001640,0.018
nuol,0.001972,0.028
nuom,0.004313,0.093
nuon,0.001547,0.008
nupc,0.000874,0.037
nupg,0.018168,0.042
nupx,0.000063,0.168
nusa,0.009081,0.046
nusb,0.002164,0.000
nusg,0.021041,0.030
obge,0.047936,0.057
ogrk,0.000838,0.008
ompa,0.109920,0.066
ompc,0.021759,0.187
ompf,0.003582,0.101
ompg,0.000064,0.021
ompl,0.000010,0.060
ompn,0.000176,0.105
ompr,0.009849,0.003
ompt,0.000958,0.092
ompw,0.000785,0.022
ompx,0.220920,0.009
opgb,0.001411,0.047
opgc,0.000217,0.087
opgd,0.001048,0.028
opge,0.000267,0.094
opgg,0.006383,0.041
opgh,0.006980,0.032
oppa,0.022244,0.018
oppb,0.004009,0.014
oppc,0.006554,0.010
oppd,0.006426,0.012
orn,0.001174,0.009
ortt,0.000513,0.001
osmb,0.031775,0.016
osmc,0.079285,0.032
osme,0.038268,0.013
osmf,0.017048,0.087
osmy,0.115366,0.113
otsa,0.020549,0.161
otsb,0.014899,0.095
oxc,0.000124,0.121
oxyr,0.003286,0.011
paaa,0.000057,0.014
paab,0.000000,0.004
paac,0.000096,0.003
paad,0.000102,0.000
paaf,0.000982,0.000
paag,0.000037,0.013
paai,0.000087,0.007
paaj,0.001173,0.016
paak,0.000092,0.036
paax,0.002672,0.019
paay,0.004349,0.007
paaz,0.000070,0.077
paba,0.002614,0.003
pabb,0.000127,0.026
pabc,0.000814,0.013
paea,0.001362,0.114
pagp,0.001056,0.008
pal,0.022553,0.007
panb,0.002869,0.006
panc,0.003989,0.028
pand,0.019435,0.005
pane,0.002556,0.020
panf,0.000618,0.002
panz,0.000701,0.003
paoa,0.001047,0.008
paob,0.001041,0.004
paoc,0.001461,0.015
paod,0.000901,0.010
parc,0.001567,0.018
pare,0.001543,0.006
pata,0.072623,0.103
patd,0.001584,0.029
pbpc,0.000186,0.025
pbpg,0.003039,0.097
pck,0.004544,0.027
pcm,0.002488,0.010
pcnb,0.000711,0.064
pdea,0.000189,0.175
pded,0.002407,0.034
pdef,0.000087,0.118
pdeg,0.000924,0.016
pdeh,0.002356,0.005
pdei,0.000041,0.017
pdel,0.000199,0.017
pden,0.000236,0.037
pder,0.001726,0.101
pdhr,0.001083,0.009
pdxa,0.000622,0.028
pdxb,0.002701,0.067
pdxh,0.001054,0.066
pdxi,0.004951,0.018
pdxj,0.004379,0.014
pdxk,0.001104,0.023
pdxy,0.000140,0.014
pepa,0.006048,0.012
pepb,0.001392,0.009
pepd,0.005178,0.068
pepe,0.000334,0.004
pepn,0.007827,0.034
pepp,0.005855,0.024
pepq,0.003729,0.012
pept,0.006404,0.053
perr,0.000059,0.109
pfka,0.022038,0.010
pfkb,0.006383,0.032
pfla,0.028770,0.011
pflb,0.108429,0.216
pflc,0.000057,0.010
pfld,0.000062,0.026
pgaa,0.000088,0.077
pgab,0.000016,0.076
pgac,0.000043,0.067
pgad,0.000246,0.076
pgi,0.019152,0.046
pgk,0.043348,0.102
pgl,0.009415,0.030
pgm,0.008391,0.044
pgpa,0.003018,0.006
pgpb,0.001604,0.032
pgrr,0.000314,0.017
pgsa,0.002513,0.006
phea,0.001639,0.024
phel,0.004123,0.000
phep,0.000411,0.001
phes,0.000580,0.087
phet,0.013180,0.120
phnc,0.000037,0.002
phnd,0.000012,0.010
phnf,0.000012,0.002
phng,0.000006,0.000
phnh,0.000007,0.001
phni,0.000010,0.001
phnj,0.000000,0.064
phnk,0.000048,0.026
phnl,0.000148,0.001
phnm,0.000052,0.018
phnn,0.000171,0.021
phno,0.002042,0.003
phnp,0.001246,0.003
phoa,0.000290,0.000
phob,0.001504,0.001
phoe,0.000071,0.062
phoh,0.036602,0.028
phop,0.001548,0.104
phoq,0.000618,0.109
phor,0.000477,0.012
phou,0.000853,0.025
php,0.000080,0.012
phr,0.002948,0.038
pinq,0.000208,0.113
pinr,0.000251,0.071
pita,0.010526,0.011
pitb,0.000065,0.005
plap,0.000847,0.085
plar,0.000773,0.005
plda,0.000404,0.009
pldb,0.001687,0.001
plig,0.002239,0.019
plsb,0.003675,0.086
plsc,0.000506,0.017
plsx,0.003135,0.034
plsy,0.001449,0.009
pmrd,0.000093,0.045
pnca,0.000350,0.005
pncb,0.007418,0.043
pncc,0.000761,0.002
pnp,0.010430,0.031
pnta,0.003029,0.058
pntb,0.006590,0.141
pnuc,0.011345,0.034
pola,0.003116,0.017
polb,0.002139,0.009
pota,0.000499,0.025
potb,0.000445,0.029
potc,0.000306,0.019
potd,0.000888,0.111
pote,0.000723,0.091
potf,0.004782,0.012
potg,0.000733,0.006
poth,0.000427,0.018
poti,0.001136,0.000
poxb,0.009355,0.044
ppa,0.005767,0.002
ppc,0.003661,0.047
ppda,0.000047,0.001
ppdb,0.000272,0.046
ppdc,0.000727,0.004
ppdd,0.000056,0.025
ppha,0.003714,0.156
pphb,0.017349,0.033
pphc,0.000078,0.060
ppia,0.002731,0.001
ppib,0.013188,0.029
ppic,0.001637,0.028
ppid,0.003349,0.049
ppnn,0.002309,0.031
ppnp,0.004303,0.007
pppa,0.000097,0.018
ppsa,0.005375,0.050
ppsr,0.001643,0.018
ppta,0.000230,0.009
ppx,0.005051,0.030
pqia,0.003448,0.028
pqib,0.003403,0.016
pqic,0.005529,0.024
pqql,0.000126,0.087
prc,0.002627,0.126
prea,0.000266,0.022
pret,0.000230,0.029
prfa,0.000887,0.036
prfb,0.003089,0.021
prfc,0.000560,0.008
pria,0.000171,0.006
prib,0.007856,0.002
pric,0.001715,0.000
prkb,0.001588,0.025
prlc,0.011930,0.045
prlf,0.002593,0.017
prma,0.002161,0.006
prmb,0.000613,0.088
prmc,0.000220,0.004
proa,0.008191,0.020
prob,0.005010,0.002
proc,0.006618,0.022
prok,0.008191,0.035
prol,0.001253,0.000
prop,0.003310,0.034
proq,0.008982,0.048
pros,0.008288,0.056
prox,0.000078,0.008
proy,0.003428,0.002
prpc,0.004047,0.001
prpd,0.003504,0.004
prpe,0.001942,0.005
prpr,0.000972,0.033
prs,0.002585,0.048
psie,0.000599,0.013
psif,0.015160,0.017
pspa,0.084847,0.123
pspb,0.031862,0.017
pspc,0.031240,0.037
pspd,0.018971,0.000
pspe,0.028486,0.015
pspf,0.000222,0.084
pspg,0.056427,0.001
pssa,0.010199,0.014
psta,0.000836,0.011
pstb,0.000680,0.019
pstc,0.000715,0.017
psts,0.001055,0.020
psug,0.000027,0.133
psuk,0.000040,0.153
psut,0.000586,0.116
pta,0.003309,0.032
pth,0.000646,0.070
ptra,0.000465,0.175
ptrb,0.003051,0.114
ptsg,0.034829,0.058
ptsh,0.028712,0.029
ptsi,0.053098,0.072
punc,0.000247,0.012
punr,0.000613,0.053
pura,0.003800,0.028
purb,0.000299,0.076
purd,0.000386,0.012
pure,0.000084,0.017
purf,0.000815,0.053
purh,0.000167,0.053
purk,0.000074,0.011
purl,0.000111,0.229
purm,0.000082,0.003
purn,0.000797,0.003
purr,0.000143,0.021
purt,0.000045,0.008
puru,0.001587,0.102
puta,0.000096,0.019
putp,0.001041,0.019
puua,0.001056,0.013
puub,0.000170,0.009
puuc,0.000212,0.006
puud,0.002313,0.021
puue,0.000156,0.000
puup,0.000991,0.085
puur,0.003574,0.020
pxpa,0.000824,0.004
pxpb,0.002377,0.002
pxpc,0.002462,0.002
pykf,0.042644,0.057
pyrb,0.000026,0.019
pyrc,0.000236,0.049
pyrd,0.000148,0.032
pyre,0.000045,0.046
pyrf,0.000342,0.004
pyrg,0.041149,0.226
pyrh,0.001624,0.003
pyri,0.000208,0.014
pyrl,0.002651,0.007
pyrr,0.002824,0.031
pyrs,0.000711,0.034
qmca,0.005364,0.035
qora,0.011874,0.030
qorb,0.000545,0.032
qseb,0.000203,0.014
qsec,0.000245,0.001
qseg,0.000727,0.020
quea,0.000653,0.003
quec,0.001854,0.028
qued,0.000052,0.003
quee,0.008835,0.010
quef,0.001048,0.027
queg,0.000835,0.031
quud,0.000240,0.006
racc,0.000183,0.092
racr,0.001036,0.098
rada,0.000930,0.004
radd,0.000332,0.016
raia,0.201884,0.122
ralr,0.000013,0.029
rapa,0.002126,0.064
rapz,0.002879,0.006
rara,0.006109,0.030
rard,0.000472,0.025
rata,0.001148,0.021
rava,0.001287,0.057
rayt,0.000219,0.019
rbba,0.000236,0.006
rbfa,0.003458,0.004
rbsa,0.003121,0.049
rbsb,0.003813,0.012
rbsc,0.002895,0.016
rbsd,0.005488,0.005
rbsk,0.000355,0.024
rbsr,0.000049,0.017
rcba,0.000130,0.069
rcda,0.001010,0.005
rcdb,0.000269,0.008
rcla,0.000611,0.065
rclb,0.000110,0.047
rclc,0.000177,0.086
rclr,0.000084,0.011
rcna,0.000074,0.030
rcnb,0.000890,0.008
rcnr,0.000263,0.088
rcsa,0.000031,0.033
rcsb,0.015019,0.010
rcsc,0.000815,0.124
rcsd,0.001262,0.033
rcsf,0.001522,0.030
rdca,0.000258,0.014
rdcb,0.001045,0.001
rdgb,0.000542,0.005
rdgc,0.000908,0.014
reca,0.036321,0.015
recb,0.000258,0.099
recc,0.000981,0.106
recd,0.001187,0.044
rece,0.000241,0.141
recf,0.000243,0.010
recg,0.000562,0.002
recj,0.001561,0.016
recn,0.016849,0.069
reco,0.003986,0.036
recq,0.000091,0.025
recr,0.003154,0.003
rect,0.000337,0.128
recx,0.001083,0.011
rela,0.000759,0.053
relb,0.008329,0.030
rele,0.039134,0.069
rem,0.000727,0.047
rep,0.000340,0.028
rfad,0.009937,0.004
rfah,0.001243,0.031
rfba,0.001492,0.106
rfbb,0.003148,0.132
rfbc,0.006067,0.285
rfe,0.002367,0.005
rffc,0.000397,0.000
rffg,0.000327,0.007
rffm,0.000795,0.031
rflp,0.000802,0.091
rhaa,0.000039,0.004
rhab,0.000031,0.021
rhad,0.000032,0.010
rham,0.000000,0.001
rhar,0.000068,0.023
rhas,0.000082,0.013
rhat,0.000361,0.025
rhlb,0.003907,0.061
rhle,0.000303,0.008
rhmd,0.000557,0.030
rho,0.016027,0.072
rhol,0.007451,0.000
rhsa,0.000193,0.023
rhsb,0.000170,0.049
rhsc,0.000188,0.028
rhsd,0.000404,0.014
rhta,0.000328,0.005
rhtb,0.000112,0.030
rhtc,0.001587,0.008
riba,0.003701,0.063
ribb,0.053615,0.026
ribc,0.002823,0.105
ribd,0.003634,0.149
ribf,0.004070,0.003
rida,0.001595,0.012
riha,0.000254,0.022
rihb,0.000102,0.063
rihc,0.000144,0.016
rimi,0.001070,0.003
rimj,0.002121,0.027
rimk,0.000491,0.001
riml,0.000411,0.043
rimm,0.018248,0.018
rimo,0.000149,0.021
rimp,0.005174,0.018
rlha,0.000165,0.023
rlma,0.000722,0.077
rlmb,0.003496,0.005
rlmc,0.000131,0.000
rlmd,0.001094,0.149
rlme,0.044329,0.084
rlmf,0.000275,0.013
rlmg,0.000120,0.011
rlmh,0.000554,0.002
rlmi,0.002269,0.084
rlmj,0.002190,0.008
rlml,0.000662,0.029
rlmm,0.002072,0.064
rlmn,0.006422,0.112
rlpa,0.004780,0.001
rlua,0.003746,0.017
rlub,0.001651,0.005
rluc,0.000525,0.005
rlud,0.002926,0.045
rlue,0.000292,0.048
rluf,0.000861,0.008
rmf,0.288646,0.061
rmuc,0.001261,0.000
rna,0.004679,0.055
rnb,0.000738,0.084
rnc,0.013742,0.115
rnd,0.000660,0.043
rne,0.005678,0.055
rng,0.001150,0.012
rnha,0.000628,0.001
rnhb,0.000104,0.012
rnk,0.002271,0.031
rnla,0.002051,0.029
rnlb,0.002401,0.030
rnm,0.000863,0.004
rnpa,0.000816,0.000
rnr,0.004408,0.002
rnt,0.000261,0.001
rob,0.022737,0.010
