"",bulk,single-cell
amid,0.005113,0.001
amn,0.002793,0.018
ampc,0.000056,0.070
ampd,0.001756,0.000
ampe,0.002225,0.027
ampg,0.000220,0.048
amph,0.000573,0.016
amtb,0.000929,0.006
amya,0.007729,0.043
anmk,0.001249,0.033
ansa,0.000223,0.016
ansb,0.000527,0.029
ansp,0.000203,0.016
apag,0.006821,0.035
apah,0.004194,0.017
apha,0.000309,0.042
appa,0.000635,0.015
appb,0.000549,0.003
appc,0.000703,0.010
appx,0.000827,0.207
appy,0.000155,0.003
apt,0.000519,0.000
aqpz,0.019103,0.034
araa,0.000785,0.001
arab,0.000684,0.002
arac,0.002819,0.089
arad,0.000349,0.009
arae,0.001345,0.013
araf,0.001120,0.142
arag,0.000864,0.147
arah,0.001760,0.048
araj,0.000954,0.057
arca,0.069953,0.082
arcb,0.004749,0.038
arfa,0.001280,0.036
arfb,0.001065,0.001
arga,0.005863,0.025
argb,0.010494,0.007
argc,0.008674,0.019
argd,0.006832,0.040
arge,0.004797,0.038
argf,0.004837,0.007
argg,0.008122,0.032
argh,0.013298,0.008
argo,0.000257,0.004
argp,0.001955,0.007
argr,0.006420,0.021
args,0.001559,0.007
argt,0.005574,0.074
arir,0.002535,0.013
arna,0.000594,0.026
arnb,0.001292,0.019
arnc,0.000610,0.020
arnd,0.000177,0.015
arne,0.000690,0.003
arnf,0.000464,0.010
arnt,0.000350,0.037
aroa,0.000686,0.039
arob,0.004691,0.008
aroc,0.000659,0.007
arod,0.000596,0.012
aroe,0.005018,0.033
arof,0.003818,0.089
arog,0.003247,0.015
aroh,0.000402,0.031
arok,0.004661,0.025
arol,0.001136,0.000
arom,0.002281,0.046
arop,0.002857,0.089
arsb,0.000299,0.007
arsc,0.001064,0.006
arsr,0.000065,0.000
artj,0.027888,0.069
artm,0.014947,0.049
artp,0.026341,0.006
artq,0.011943,0.033
ascb,0.001642,0.022
ascf,0.002422,0.008
ascg,0.000704,0.028
asd,0.001747,0.029
asla,0.000339,0.059
aslb,0.000026,0.026
asma,0.000942,0.142
asna,0.009884,0.008
asnb,0.002513,0.080
asnc,0.000414,0.011
asns,0.020311,0.007
