mode1_gene,mode1_loading,mode2_gene,mode2_loading,mode3_gene,mode3_loading,mode4_gene,mode4_loading,mode5_gene,mode5_loading
tmRNA,-0.15924041394915397,rpsR,-0.19822104708066487,hcaE,0.28166254150654885,rpsR,0.1940716368309266,yhgF,-0.1771553925098524
tetR,-0.07955644797390155,yhfY,-0.1875519591009734,ynbB,0.28035202399541354,yhfY,0.16388968552335165,ybhC,-0.1761461639964025
yeaS,0.07534671729104382,hemB,-0.18156195935582323,mokC,0.26589268219799345,hemB,0.15795325879138936,yafT,-0.15491832895028626
wzc,0.06572564687330504,betA,-0.1761989433907392,srmB,0.2646868357867576,nadD,0.14913911735528412,hemL,-0.15034507473384634
wzxC,0.06435277957659497,yahC,-0.1749593222528597,mutT,0.2628843602737938,fabZ,0.14886816857916937,ykgH,-0.13718906016981772
ydjI,0.0640599311985084,yjhU,-0.17305293892345164,caiF,0.2565947287423529,yahC,0.1481982268994243,yafD,-0.13281816601528718
LELOBEKK,-0.06320037536098094,nadD,-0.16352239397243928,pgm,0.2421831255037875,murB,0.14677241604972407,ykfA,-0.1322976130916388
uidC,0.06273603930590656,yjhI,-0.16156912064189216,mfd,0.22813373715507984,yjhU,0.1437989292163526,yidR,-0.1289279019611301
ugd,0.061573919959485884,murB,-0.1591522817439719,yfjS,0.22674023183517247,yhfZ,0.12910751231895096,yafU,-0.11314749176782185
dhaM,0.05984946438751812,idnR,-0.14849239612762222,paaX,0.21598294949900937,idnR,0.1284359680351718,ykgK,-0.11129558827165485
ygjG,-0.05959673851765345,fabZ,-0.1410741047634804,yjbM,0.20425729026451253,insF-4,0.10693831249020301,dusA,-0.11003825567878496
gapA,-0.05948193541051963,ytfL,-0.13232112847823393,yidL,0.18229318231099492,allD,0.10601483464918827,aaeA,-0.10997745110644065
emrK,0.05780984772853281,yhfZ,-0.12982739137680868,purR,0.17362101535860008,yahL,0.09759766460809528,nlpE,-0.10861958579880002
wcaE,0.05724078997025652,allD,-0.12356451344922678,yobH,0.1590616402796362,citC,0.09554345811517671,yjcF,-0.10689573096893223
ydjL,0.056898913842937535,citC,-0.12250849238760993,ispU,0.14819927715120962,yjhI,0.09085722946707582,abgR,-0.10456576912937127
yfcU,0.056727320211466474,mdoC,-0.1209922471967679,ycbJ,0.13794464692323763,acrB,0.09015914483878588,yaeH,-0.10426359944076394
purL,0.05595294042095747,yahL,-0.11966651779108614,def,0.1359112478482962,mdoC,0.0901262111931752,ynbC,-0.09896919267903705
ygbI,0.05551433390371236,acrB,-0.11958982132473825,yahH,0.1272008182426307,betA,0.0846881007833422,ygcK,-0.09830826142118974
yeiM,0.05545911958700889,insF-4,-0.10834534403244303,pepN,0.12546700343168096,nac,0.08410672827268445,aceB,-0.09285487341138252
yfbN,0.05486487583385115,cobC,-0.10755896650311501,rrmJ,0.0922940633781835,cobC,0.08059761636169195,ygaC,-0.0898599052056734
ydjF,0.05449305055164428,ybhD,-0.10716955807271154,aldA,0.06633595673223698,intB,0.07487139307090772,yadC,-0.08544649427182648
yfcV,0.05446634383549428,ylbA,-0.10572161269374601,phoH,0.05312138332641126,gloB,-0.06890861893899235,yjiZ,-0.0772118345511919
yegR,0.05443192597000081,intB,-0.09461080333181025,yhfY,-0.03029983674022233,ykgK,-0.06877124435407406,alsB,-0.07577525506891834
ydfI,0.0543240694868951,glgA,-0.08881305526176048,yjgH,0.029012691501888777,glgA,0.06542506365932675,ycjM,-0.07455678241762807
chbF,0.05428373958187256,ykgK,-0.06496567343488961,rpsR,-0.028441282035475763,hsdS,-0.0653362825565988,modF,0.0733550951533447
yehC,0.05261955501200916,nac,-0.06317600034155264,yfiN,0.0275222310965431,ybhD,0.06415827661094937,nlpD,-0.07331747788507169
ychJ,0.052478236636928986,ampC,-0.06224318618575969,LELOBEKK,0.026440395473429426,ycaO,-0.06410110497078374,sstT,-0.07107124367462608
yegX,0.05234066627486745,creD,-0.06223218122183856,yciI,0.02613253755308373,nhaB,-0.06131022219675062,ybaE,-0.07025623767367097
potD,0.05231509566035614,yadM,-0.06009952305018314,betA,-0.02495402939974391,hscC,-0.05979096347479772,pepD,-0.0683926655052029
ydiI,0.05227663047486382,aslB,-0.058638588841065285,ppiD,0.024552180928148412,potE,-0.058685136190994275,yccZ,0.06730864368632261
