mode1_gene,mode1_loading,mode2_gene,mode2_loading,mode3_gene,mode3_loading,mode4_gene,mode4_loading,mode5_gene,mode5_loading
rpoA,0.11248313680329311,ygcJ,0.1480974800688263,pqqL,-0.13457593651875835,rpmB,0.12061006895604968,ytfA,-0.08442221265670087
ycgZ,0.1114408850374127,yphG,0.13250056438558358,rspB,-0.12045409296018317,mrdA,0.11813296143073708,ydeU,0.08268485304633628
rplL,0.11130892030696249,maeB,0.1249493525327103,yeaE,-0.11084419776983997,pgaC,0.11527590849490628,fhlA,-0.07507398681766039
rpsA,0.10957617946246198,ppdB,0.11352095882224204,ydfW,-0.10998941548005688,malX,0.1129789331913802,rutF,-0.07352603362283537
rplO,0.10469698048078419,ygbT,0.10876798733085266,ddpA,-0.10689181364523288,yceI,0.11262576464363484,rem,-0.07208707052906917
fusA,0.10263286856925152,yfcO,0.1084621487677261,yeaZ,-0.1050497219499295,kefG,0.101088117275328,yhaM,0.07037925762807098
gapA,0.10016636492142234,ygcW,0.10764044297525917,ydhU,-0.09873183921966364,ydcE,0.09599914973276957,uxaC,-0.0693468374372257
clpX,0.09792779057446321,yfjK,0.10331158075406699,gadC,-0.09763974114719731,nfrB,0.0939186592603908,yccT,-0.06866398282170275
rplW,0.09790786320204728,tap,0.09981590734103891,ssuE,-0.0973022246837588,mdtC,0.09183261828174177,hyaF,-0.0677858747229131
yqjC,0.09545788379982903,ygcI,0.0981756063828045,ompN,-0.09653902458441278,ybiW,0.09162458507570548,yiaD,-0.0673153478206058
tetR,0.09339034593834535,thyA,0.09723082940471671,ydjL,-0.08807153378495329,uhpT,0.09062920808957484,ycbC,0.06656063073716857
rpsK,0.09290473472593624,oxc,0.09652209169638304,yncA,-0.08715002145901288,yaeI,0.08960599647021923,yobD,0.06540514773230693
rpsE,0.09275341487608571,ygcU,0.09575771554336612,ydiP,-0.08584629055031676,galR,0.08953257841117163,aphA,0.06502220837698316
rplJ,0.09218359774430461,gshA,0.09063003883123569,recT,-0.08502625280102556,yneJ,0.08659654742831392,aegA,-0.06475406837812742
ymgA,0.09083646443259706,yfdE,0.09055927509181202,tynA,-0.08420281598383786,nuoE,0.08628604704338944,yjbH,-0.06468384277399958
zipA,0.0833336613358846,aegA,0.09027684337528136,ydfI,-0.08266326590626867,nikB,0.08628604704338944,yfeA,-0.06387043663720514
rplA,0.08149244561892215,yfgF,0.08979503285280976,ydhY,-0.08258873495228522,gspA,0.08326422189910308,ycaO,-0.06303404102465686
rpsD,0.08083721235415528,dedA,0.0897814572906872,ydeH,-0.07998428332016977,cadA,0.08085713310323007,ycaN,0.062176892824063267
slyB,0.08055451916723633,yphF,0.08943014321371279,rspA,-0.07721653340228943,fhuD,0.08040723605078642,dmsD,0.061173748136598566
rplD,0.08045734045889348,ygcB,0.08684095042212021,btuE,-0.07305710042063308,leuS,0.07900775399491815,dam,0.06098625507491906
rplC,0.0798428918887679,ygcL,0.0862264475566403,ydeM,-0.07275648775224791,hycH,0.07524664155230981,accB,-0.06040545439885797
LELOBEKK_tisB,0.078717456591661,gcvA,0.08581828126176798,dos,-0.07143012847664715,yhcM,0.0731188937173053,ynfF,0.05967943845955795
rplE,0.07833533343012285,nlpB,0.08567007996788309,ydgJ,-0.07089935162535152,yhhT,0.07084581500044984,rlmL,-0.0588705242917936
yrbL,0.07683553322711355,ptrA,0.08495537652938615,yddA,-0.06963778719732591,recT,0.06855637114351194,trxB,0.05849006644473369
rpoH,0.07573690745979911,hcaR,0.08305390925061625,ybjE,-0.06944284985511476,folK,0.06746241252565724,cstA,0.05709308956939248
rpmC,0.07476516432145368,ypdD,0.08199295736462646,ydaM,-0.06896945061592749,nanA,0.06735190814670322,sufB,-0.05694842353914668
rho,0.07457121529837438,ypjA,0.08189121754203088,ydaC,-0.06856858893634966,tpx,0.06672917756849059,ygeN,-0.05649474623424928
ydgA,0.07394549082821895,yfjH,0.07971222506331503,ybhF,-0.06716818185718533,bolA,0.06668663202078781,ymgB,-0.05648841910490575
rplQ,0.07273345251842163,yfcU,0.07538383931624591,dhaK,-0.0667511922226761,ylbH,0.06640212399469549,ompL,0.05590210984476377
ihfA,0.07087184672740351,yfcS,0.0750693005239324,fumA,-0.06551287983756879,yhjG,0.06512221145255147,holD,-0.05584827077887465
