mode1_gene,mode1_loading,mode2_gene,mode2_loading,mode3_gene,mode3_loading,mode4_gene,mode4_loading,mode5_gene,mode5_loading
thrU---thrToperon,0.129616466578718,pcm,-0.1905449916018691,pcm,-0.1831852631259338,tyrT,0.21002017793095834,rbn,-0.2646813158760442
tff,0.12364147022817024,wcaL,0.18749476403139842,cbrA,-0.1643778997143078,rrfB,0.19128251089179277,flgG,-0.22291431697152794
csrb,0.11988306313698958,fucI,0.18743707996892722,wbbH,-0.14993931898069368,alaw,0.16093500926622334,ycfK,-0.18510102785178126
flgG,0.1138945151308758,yfaT,0.1819551567519477,yraH,-0.14177536603772897,rpsD,-0.15515487613368872,dinI,-0.14764894248502355
yphD,0.10671808482904256,yeeV,0.18025678821989474,wcaL,-0.14149144130419788,rpsK,-0.1413776437005088,ybhB,-0.1426177827284723
pcm,0.10607797068507928,cbrA,-0.17086579842505206,fucI,-0.13657382189312559,serV,0.1343221646444165,yjhW,-0.1323926878759894
yhhY,0.10007721758359422,wbbH,-0.16233457952581606,yeeV,-0.13439637218070236,rpmC,-0.12824885839585,pioO,-0.124918654574768
ybjH,0.10007721758359422,yraH,-0.14935975654916314,ybbV,-0.13302676087009305,rpoA,-0.12771251539222261,thrU---thrToperon,-0.10923284486201593
ydfK,0.09974056788196456,rhaS,-0.1301263844604455,yfaT,-0.12623708998971428,rplD,-0.12769378877871201,ycgX,-0.10874381982097632
rbn,0.09641236549739159,yjiO,-0.12318246472560636,rhaS,-0.1158652210766268,rplW,-0.12126539383716045,yiaG,-0.10160536838332142
cbrA,0.09390487441182033,yehE,-0.12278285018696573,yjiO,-0.10696501616632892,rplO,-0.12057732265348284,rcsB,-0.09815072597106628
wbbH,0.09097205269537106,znuA,0.11870045708673306,creD,-0.10326062898223233,rplC,-0.11100743938767052,ydfO,-0.09797436062358664
yhdW,0.08983580582458753,ymfI,0.11487268711356893,poxB,-0.10318660398753791,aspv,0.11053936738781772,ydaC,-0.0936774390023501
yehE,0.08571159315248904,yahC,0.11255531587473236,ydhB,-0.10151160738167313,rpsE,-0.11009202459615691,fecE,-0.09354368951835995
ybbV,0.0855051048754646,yjcC,0.11194359556460236,ybjH,0.09892711247539072,rplE,-0.09936310865757828,nanA,-0.0924248360671557
garP,0.08450250111053367,yfbK,0.10853989832169304,yhhY,0.09892711247539072,rpsQ,-0.08976990475091148,yjdK,-0.09204992296197566
tetR,0.0835687389254457,lpp,0.10810511020223076,yehE,-0.09814879675290301,rplF,-0.08796101513062196,yfjX,-0.09170751861418978
gatR,0.08263566729392256,yhcO,0.10659837197051869,flgG,0.09560897024162143,rplR,-0.08677630030421873,alsE,0.08677950280456925
alsE,0.08254994299371832,yphD,0.10600765802100914,ycjN,-0.09342915223418158,ffs,0.0864047424688602,ygaU,0.08603735500404325
fucI,0.0821312423985329,poxB,-0.10497444022490333,alsE,0.09054155233981583,rplV,-0.08592363748689895,dcuA,-0.08540297305810912
yraH,0.08084666437198217,ydhB,-0.10478468770089841,znuA,-0.08835071169599658,rpmD,-0.08588442970622831,cca,-0.08372041662414753
ydjJ,0.08069887255430486,yhfW,0.10386983985516512,glxR,0.08683186212885173,rpsN,-0.08577496400739439,glxR,0.0834836617174016
glgC,0.08036812304592642,tqsA,0.10307650732898731,lafU,-0.08645444905411236,arnC,0.08108702208385607,ybdM,0.08288785979711476
yfaT,0.08007802177114495,garP,-0.09902117399025348,yjiC,-0.08559963880498069,rplL,-0.07540478893796158,ykgO,0.08263310381707425
glxR,0.0783774625996047,macA,0.09762806228882878,yhgA,-0.0795301023640605,deaD,-0.07425134220588797,yagN,0.079942131288751
rpsD,-0.07770030567852816,atoS,-0.09402051078475884,ygaU,0.07710084544731594,insH-1,-0.07356323008425729,yfgH,-0.07969354021640586
wcaL,0.07746202224636169,lafU,-0.09347232906445778,intQ,-0.07672728790288653,ftsH,-0.07244890574128793,malF,-0.07852587632730301
rplO,-0.07607621527743505,eptB,0.09247035047347048,envZ,0.07660454721846029,nusG,-0.0722727166826385,yagY,-0.07676327342353331
rpoA,-0.07581058615355768,yggR,0.08988376408709996,yjcC,-0.07549064749382231,rpsA,-0.07220883750803651,osmB,0.07621928192590588
rhaS,0.07485054033200025,ydfK,-0.08960115424140401,yahC,-0.07486327434089697,rplX,-0.069371737887244,sapD,-0.07613399433603968
