mode1_gene,mode1_loading,mode2_gene,mode2_loading,mode3_gene,mode3_loading,mode4_gene,mode4_loading,mode5_gene,mode5_loading
pspA,0.1066212827536726,pspD,-0.2538591231506779,ydcD,0.19852965395869082,aldB,0.21780007476709115,gltK,0.16466780309290532
yehB,-0.09610623905522658,mhpE,-0.2538591231506779,nrfG,0.19005500242585538,ydaF,0.21780007476709115,araB,0.1598446391351323
galS,-0.09453451907022867,srlE,-0.2538591231506779,dtd,0.19005500242585538,yffL,0.20253146462384183,cobC,0.14821274486821961
fiu,-0.09158345840455508,trpE,-0.2538591231506779,xylG,0.18478524097994908,ygfK,0.18126091827396865,ydaF,0.14263220234751903
ycaO,-0.08119777618392827,melB,-0.18504617921341138,hokC,0.16632635338907162,yafZ,0.16888207648304723,aldB,0.142632202347519
yqaA,-0.07841230901852317,melA,-0.17843842246944358,pspD,-0.16202928201064584,cmtA,0.1661728080670948,yraH,-0.12967558665315643
xylE,-0.07607749284966867,yhhQ,-0.16389019589649528,mhpE,-0.16202928201064584,yggP,0.16170451346736714,yceF,0.12451876732959978
yeiJ,-0.07568238960195603,ygeX,-0.15158377725020433,trpE,-0.16202928201064584,dgoD,0.15135512839112047,ybeQ,0.1214327323600734
nfrB,-0.07372446172291056,lit,-0.1475011091949378,srlE,-0.16202928201064584,rhsC,0.12808866021452409,nfrB,0.12037248521615461
csgE,-0.07262036712277752,dtd,-0.13372550942831637,nikA,0.13306255706826958,yffN,0.12159742791949549,ampC,0.11628103338827356
yfaV,-0.07253058983208534,nrfG,-0.13372550942831637,mdlA,0.13107156565222677,hslU,0.1192157194542899,dacA,0.11539607280536446
pdxK,-0.07253058983208534,ygcG,-0.11985387702734449,pppA,0.12938431879639894,gyrB,0.11785248704305035,ygfK,0.11521707894235125
ybaP,-0.07253058983208534,ydcD,-0.11579754855197494,yqhG,0.12811029823226747,ushA,0.11467243182827817,rhtA,-0.11251856313744832
fliQ,-0.07253058983208534,hisF,-0.11135568259282527,yjiT,0.11850220227863827,ycjM,0.11223703169646888,yagS,-0.11200230205750415
yfdK,-0.07138832871983082,yacF,-0.10549701221291308,melA,-0.11721516133691103,lpxC,0.10708647949772523,wbbH,-0.10546914738247516
cobC,-0.06949985350549326,ppiC,-0.1030284932013469,ygfT,0.11398350379909511,ampC,0.10488162742234158,bssS,0.10361679818436843
rplL,0.06898434284017363,xylG,-0.1008123317798487,lpxA,0.10932503745722674,cdh,0.10213377601298351,yggP,0.10331272991557393
dacD,-0.06883828456983272,yjjP,-0.09961013838807746,ydjL,0.10792596725567005,yjfY,0.10167589888225877,lpxC,0.1020099001167159
ygfT,-0.06830140223980861,ycaO,-0.09700147772825174,xylE,-0.10742957152110905,idnO,0.09859560060840153,gltB,-0.10000118296944853
lsrK,-0.0682813902348575,hokC,-0.09556355789883966,yegZ,0.10733724527205937,ydjJ,0.0979868755167011,ppc,-0.09762788848635816
ydiP,-0.06810961076537028,pppA,-0.09443792772944412,ykgH,0.10482261841112703,yecG,0.09642899356249184,ushA,0.0941102160120873
mglB,-0.06789403643698624,yffS,-0.0942137282012363,lit,-0.1044695988507365,cadC,0.09448013918247519,csgE,0.09332715247224575
ydjR,-0.06749624882832433,yiaL,-0.0924733499357513,yhhQ,-0.10413362679480459,purE,0.0928988309951371,yraI,-0.0927235099022707
wzxC,-0.06717710451568223,mdlA,-0.08842549338998137,atoC,0.10097796336328377,rhtA,0.09277843631068457,ybeT,0.09052039897653089
yceF,-0.06625818427530082,yedJ,-0.08760436471794045,fdnI,0.09997640350494906,yfeS,0.09192195231775872,yeeL,0.09023634807197489
mrdB,-0.0661732037882852,yqeI,-0.0835868619722656,rhsE,0.09686397050260068,ybgF,0.0894276254133026,mdtC,-0.08932025727171479
xapB,-0.06602834597275893,xylE,-0.08308937586937687,yebO,0.09647927261109941,tonB,0.0886476851691144,rhsC,0.08745166767850628
ypjC,-0.06599287549140412,lpxA,-0.08126640341139846,ycaO,-0.09504390951341936,yjfI,0.08747209484682654,agaD,-0.08720177920117865
yphG,-0.06577866647649336,ydjL,-0.07923746609004867,ycgL,0.09304111210005432,nirB,0.08739884711344342,recT,-0.08717387989855069
ydeK,-0.06566780094782837,yncI,-0.07873731065700987,dos,0.09096976913774434,uidC,0.08562667965875144,yqiI,-0.08324403196718984
