mode1_gene,mode1_loading,mode2_gene,mode2_loading,mode3_gene,mode3_loading,mode4_gene,mode4_loading,mode5_gene,mode5_loading
ydaQ,-0.32925063929844023,ybaQ,0.28115494511707584,rhsC,0.26569529528584923,seqA,0.18926472832080682,ilvC,0.2025553142950102
yneJ,-0.32226154004065877,ybfP,0.2759992172814843,ygcP,0.22774649560919108,proX,0.18926472832080682,frlB,0.16341642853701227
yjhI,-0.30067949523066995,pta,0.2726468900230724,yihG,0.19645021484391756,thiL,0.18926472832080682,aegA,-0.155078653002059
idi,-0.25971536244114773,xylE,0.2710036888018959,gatC,0.1715172574875056,cof,0.18926472832080682,ygeQ,-0.15089103139536164
yfgD,-0.2545700853409582,yedV,0.2608939235829273,metF,0.1617641140706874,dedD,0.18926472832080682,ycjZ,-0.14854033636314828
eamA,-0.23243490080310333,rffM,0.2570284388691641,gidB,0.15741721102876619,tmRNA,-0.15519680781014608,yajQ,-0.14852419949841025
diaA,-0.23030442763146783,bssS,0.22899268879152276,xylE,0.15518694306482528,yehQ,0.1020526973405432,yejH,0.14762657345461233
mutS,-0.22373161692453683,yeeA,0.20425461264391026,ybaQ,0.15025671636919474,maeB,-0.10115185150618344,cobU,0.1430945730301918
cpxP,-0.20403839790252074,rhsC,-0.14172760471918738,ybfP,0.1500209378071886,yjeP,-0.09288372337902433,tag,0.13641774765749493
rfaE,-0.18771341687812793,ygcP,-0.13255175683830803,nagC,0.14920496947349335,metC,-0.09250774148920314,yfiL,0.13313709718137923
yojI,-0.1873698508974641,secY,0.12791217593161955,pta,0.14873454701978844,ybaQ,0.08788233772674951,metE,0.12695910572665317
suhB,-0.13629418395586795,yihG,-0.11656222283416777,yfiL,0.1459020510099859,pta,0.08748879155884276,ygbM,0.12540816365363605
pnuC,-0.11208881092441786,metF,-0.09984761105174361,yedV,0.145848513195982,xylE,0.08612047114589153,nanT,-0.12510114942494707
slyB,-0.09888407621982633,gatC,-0.09528914933121094,metE,0.1448261256898968,ubiF,-0.08517176044909075,yafC,0.12351564339162596
ybfP,0.08589381953958825,gidB,-0.09320021675670123,ygaP,0.14447702544172897,yfhL,-0.08500937797447011,hflC,0.12275136331620003
hchA,-0.08483534366991885,mrcB,-0.08989085884184556,ygbM,0.14134421166523833,serA,-0.08385695659028468,rfaP,-0.1173316619928037
xylE,0.08309015738255361,nagC,-0.08784037674164431,rffM,0.13931532304792127,ybfP,0.0825275089403079,rseA,-0.11392705506831632
yedV,0.08124122466180958,ygaP,-0.08731749041703077,mrcB,0.1365896730795887,sufD,-0.08167122741334813,yhbC,-0.11096853929503107
rffM,0.08114611882636558,ydaQ,0.08183131391711154,bssS,0.11822051098715924,yqhA,-0.08112030395202274,rfbX,0.10592330537304973
ybaQ,0.0802063643646491,yneJ,0.07816489864145136,manX,0.11764336748026258,rffM,0.07859078633396552,asmA,0.10438641633127828
pta,0.0776896195916465,manX,-0.07781026152381577,yeeA,0.1151452540985071,ybaJ,-0.07742819009056946,hinT,-0.09946161218850934
gnd,-0.07369684911994061,mscS,0.07527018865528881,phr,0.11254876078109416,yedV,0.0766736776053907,fbaB,0.09604978284275675
yigL,-0.06993243301273824,yjhI,0.0697182975273072,yafC,0.10869572996222344,yoaD,-0.07613386245132941,gloB,0.09524414651795247
rplD,-0.06849189720178718,phr,-0.06696116207849592,ilvC,0.10150784776295017,bssS,0.07421670239067495,ygfZ,-0.09244369241227178
bssS,0.06707394911356328,yfgD,0.06552328932961611,rbsK,0.10060482829042725,traY,-0.07399089126608346,ygcP,-0.09240135895164768
yeeA,0.06645641022077789,tetR,0.056101480774574226,gloB,0.10001896017068153,secY,0.07303827031234662,cysB,0.09041313903777676
pspB,-0.06146752586968197,idi,0.05593107658246862,yjdC,0.09044132213553606,vapC,-0.07036972257810183,yihG,-0.08858043607082823
secY,0.05613237959106625,cpxP,0.05518252038660772,tsr,0.0878865210574679,pspA,-0.07006980637800841,fxsA,-0.08159410078996109
miaB,-0.05401573789941486,glpD,-0.05511683718983025,secY,0.08481141605597041,yafQ,0.06732705912615458,ydcF,0.08058135381720427
rpsA,-0.052818781774194606,diaA,0.05489197688892205,ydcF,0.0835417327614077,YFP,-0.06146367877465245,nhaR,-0.07825102885060031
