GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0044205,'de novo' UMP biosynthetic process,BP,0.0002147210268067762,0.011373707722977114,"P0A7E3,P05020,P0A6F1,P0A786,P00968",e,11,"(5, 408)","(7, 3901)",{'GO:0006222'}
GO:0015768,maltose transport,BP,0.0002147210268067762,0.011373707722977114,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 408)","(7, 3901)",{'GO:0015766'}
GO:0015803,branched-chain amino acid transport,BP,0.0002147210268067762,0.011373707722977114,"P0AD96,P22731,P22729,P04816,P0A9S7",e,6,"(5, 408)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0019646,aerobic electron transport chain,BP,0.00023227141404141556,0.011941483286599835,"P07014,P0AC41,P0ABJ3,P0AC44,P0ABI8,P0ABJ6,P56100",e,7,"(7, 408)","(14, 3901)","{'GO:0022904', 'GO:0009060'}"
GO:0035442,dipeptide transmembrane transport,BP,0.0003568671539011673,0.01696595928544699,"P77463,P0AEF8,P77304,P23847,P0AAG0,P37313,P0AEG1,P77308",e,8,"(8, 408)","(19, 3901)","{'GO:0035672', 'GO:0042938'}"
GO:0009372,quorum sensing,BP,0.0003688252018575433,0.01696595928544699,"P77257,P64461,P76142,P77672,P0AFS1,P77432",e,5,"(6, 408)","(11, 3901)","{'GO:0007267', 'GO:0060245'}"
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,0.0003688252018575433,0.01696595928544699,"P0A7E3,P05020,P0A6F1,P0A7F3,P0A786,P00968",e,8,"(6, 408)","(11, 3901)","{'GO:0009165', 'GO:0006220', 'GO:0072528'}"
GO:0006096,glycolytic process,BP,0.00039666054514932663,0.017778529049257,"P06959,P0A991,P0A858,P0A6T1,P0A6P9,P0AB71,P0A9B2",e,11,"(7, 408)","(15, 3901)","{'GO:0006090', 'GO:0046032', 'GO:0046034', 'GO:0016052', 'GO:0006091', 'GO:0019364', 'GO:0046496'}"
GO:0035351,heme transmembrane transport,BP,0.0005234798077465703,0.020137864540479184,"P0AEF8,P23847,P0AAG0,P37313,P0AEG1",e,11,"(5, 408)","(8, 3901)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,0.0005234798077465703,0.020137864540479184,"P0A7E3,P05020,P0A6F1,P0A7F3,P0A786",e,8,"(5, 408)","(8, 3901)",{'GO:0019856'}
GO:0140205,oligopeptide import across plasma membrane,BP,0.0005414643211684906,0.020137864540479184,"P0AFH2,P0AFH6,P77737,P76027",e,8,"(4, 408)","(5, 3901)","{'GO:0035672', 'GO:0098739'}"
GO:0140207,tripeptide import across plasma membrane,BP,0.0005414643211684906,0.020137864540479184,"P0AFH2,P0AFH6,P77737,P76027",e,9,"(4, 408)","(5, 3901)","{'GO:0035443', 'GO:0140205'}"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.0005414643211684906,0.020137864540479184,"P0AFH2,P0AFH6,P77737,P76027",e,7,"(4, 408)","(5, 3901)",{'GO:0015833'}
GO:0015846,polyamine transport,BP,0.0005414643211684906,0.020137864540479184,"P0AFK9,P31133,P31134,P76108",e,5,"(4, 408)","(5, 3901)",{'GO:0071705'}
GO:0015794,glycerol-3-phosphate transmembrane transport,BP,0.0005414643211684906,0.020137864540479184,"P10905,P10906,P0AG80,P10907",e,5,"(4, 408)","(5, 3901)","{'GO:0015711', 'GO:0015748', 'GO:0055085', 'GO:1901264'}"
GO:1905887,autoinducer AI-2 transmembrane transport,BP,0.0005414643211684906,0.020137864540479184,"P77672,P77257,P0AFS1,P76142",e,6,"(4, 408)","(5, 3901)",{'GO:0015791'}
GO:0045333,cellular respiration,BP,0.0006730069140374703,0.024187732293293494,"P0AAJ5,P31979,P0AEL0,P19319,P33602,P24183",e,5,"(6, 408)","(12, 3901)",{'GO:0015980'}
GO:0006974,DNA damage response,BP,0.0006780313972376323,0.024187732293293494,"P02916,P39451,P0ACL7,P39173,Q46851,P75779,P09323,P14407,P25527,P0AEJ8,P12758,P21179,P08179,P13482,P15067,P0ABP8,P29013,P22564,P0A6F3,P15640,P0AEX9,P0AAG8,P0A6U8,P00363,P0AEH5,P02943,P0A6Z3,P0AEL0,P37685,P45424,P28904,P07762,P0A830,P0A6S3,P0AB89,P0ACF0",e,4,"(36, 408)","(196, 3901)",{'GO:0033554'}
GO:0042773,ATP synthesis coupled electron transport,BP,0.0010770724845921302,0.034253128838773454,"P33607,P0AFE4,P33602,P0AFF0,P0AFE8",e,6,"(5, 408)","(9, 3901)",{'GO:0022904'}
GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate,BP,0.001136545464902094,0.034253128838773454,"P08204,P08203,P08202",e,9,"(3, 408)","(3, 3901)","{'GO:1901159', 'GO:0019572'}"
GO:0019464,glycine decarboxylation via glycine cleavage system,BP,0.001136545464902094,0.034253128838773454,"P27248,P0A6T9,P33195",e,11,"(3, 408)","(3, 3901)",{'GO:0006546'}
GO:0019404,galactitol catabolic process,BP,0.001136545464902094,0.034253128838773454,"P0C8J6,P0C8J8,P0A9S3",e,8,"(3, 408)","(3, 3901)","{'GO:0019407', 'GO:0019402'}"
GO:0006546,glycine catabolic process,BP,0.001136545464902094,0.034253128838773454,"P27248,P33195,P0A825",e,10,"(3, 408)","(3, 3901)","{'GO:0006544', 'GO:0009071'}"
GO:0015761,mannose transmembrane transport,BP,0.001136545464902094,0.034253128838773454,"P69805,P69801,P69797",e,8,"(3, 408)","(3, 3901)",{'GO:0008645'}
GO:0042867,pyruvate catabolic process,BP,0.001136545464902094,0.034253128838773454,"P06959,P07003,P0AFG8",e,8,"(3, 408)","(3, 3901)","{'GO:0006090', 'GO:0072329'}"
GO:0001407,glycerophosphodiester transmembrane transport,BP,0.001136545464902094,0.034253128838773454,"P10905,P0AG80,P10907",e,5,"(3, 408)","(3, 3901)","{'GO:0015711', 'GO:0015748', 'GO:0055085'}"
GO:0050918,positive chemotaxis,BP,0.001136545464902094,0.034253128838773454,"P23847,P02925,P06974",e,4,"(3, 408)","(3, 3901)",{'GO:0006935'}
GO:0009450,gamma-aminobutyric acid catabolic process,BP,0.0014901524550029132,0.044148923582120206,"P25526,P25527,P25553,P22256",e,8,"(4, 408)","(6, 3901)","{'GO:0009448', 'GO:0170044', 'GO:0009063'}"
GO:0006355,regulation of DNA-templated transcription,BP,0.00027866608643439784,0.013917380545352211,"P0ABY7,P0A8S9,P0ACL7,P54901,P0A968,P39399,P0ACQ0,P77743,Q47129,P09546,Q47141,P06993,P69786",p,8,"(13, 408)","(288, 3901)","{'GO:2001141', 'GO:0010468'}"
