GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,1.9601652985974905e-19,3.4263689419484133e-16,"P75933,P25798,P0A8T5,P0ABX5,P0ABZ1,P26608,P0ABW9,P31068,P0ABX2,P52612,P0ABY2,P0AC05,P76299,P0A8T7,P33135,P06974,P75938,P0A6S0,P15070,P52613,P52614,P76298,P22586,P0A6S3,P75942,P0AC07,P0ABX8",e,5,"(27, 408)","(37, 3901)",{'GO:0097588'}
GO:0006935,chemotaxis,BP,1.516056511650761e-15,1.325033391182765e-12,"P0A8T5,P0ABX5,P0ABZ1,P0ABW9,P31068,P0AEE5,P0ABX2,P23847,P52612,P0AC05,P76299,P33135,P06974,P75938,P15070,P52613,P76298,P22586,P02925,P0AE67,P27550,P0AC07,P0ABX8",e,3,"(23, 408)","(34, 3901)",{'GO:0042330'}
GO:0044781,bacterial-type flagellum organization,BP,1.966840919986682e-14,1.1460126427122401e-11,"P0ABY7,P75933,P0A8S9,P31068,P22586,P76297,P75942,P52612,P0ABY2,P0AC05,P75936,P76299,P26608,P52613,P52614,P76298",e,5,"(16, 408)","(18, 3901)","{'GO:0030030', 'GO:0006996'}"
GO:0022904,respiratory electron transport chain,BP,3.806196579656701e-13,1.6633079053099783e-10,"P07014,P0AFD1,P0AAJ5,P31979,P06149,P33607,P0AFE0,P0ABI8,P0AEL0,P0AFC7,P0AFE4,P33602,P0AFD6,P0AFF0,P0AFE8,P0AFD4,P33599,P0AFC3",e,5,"(18, 408)","(25, 3901)",{'GO:0022900'}
GO:0044780,bacterial-type flagellum assembly,BP,6.436279682583464e-12,2.250123377031179e-09,"P75933,P0A8S9,P0AC47,P00363,P75942,P52612,P0A8T7,P0AC07,P0A8Q0,P76299,P33135,P26608,P0ABZ1,P0A8Q3,P52614,P76298",e,7,"(16, 408)","(22, 3901)","{'GO:0030031', 'GO:0044781', 'GO:0140694'}"
GO:0006189,'de novo' IMP biosynthetic process,BP,1.5773417012049948e-10,4.5953221561772185e-08,"P15640,P08179,P08178,P33221,P0AG16,P15639,P15254,P09029,P0AB89,P0A7D7,P0AG18",e,11,"(11, 408)","(12, 3901)",{'GO:0006188'}
GO:0030254,protein secretion by the type III secretion system,BP,1.3828646124999162e-09,3.4532104894997907e-07,"P22586,P31068,P52612,P0AC05,P0AC07,P76299,P33135,P52613,P76298",e,8,"(9, 408)","(9, 3901)","{'GO:0009306', 'GO:0071806'}"
GO:0042938,dipeptide transport,BP,1.3367150647601652e-08,2.920722416500961e-06,"P77463,P0AEF8,P77304,P23847,P0AAG0,P37313,P77268,P77622,P0AEG1,P77308,P76128",e,7,"(11, 408)","(15, 3901)",{'GO:0006857'}
GO:0015031,protein transport,BP,2.083128462249161e-08,4.003310926424399e-06,"P02931,P0AEG1,P31068,P10408,P23847,P52612,P0AC05,P0AAG0,P76299,P0AFH6,P77308,P76027,P76128,P0AEF8,P52613,P76298,P77463,P77304,P0AFH2,P37313,P77737,P77268,P77622,P15078",e,6,"(24, 408)","(67, 3901)","{'GO:0071705', 'GO:0045184'}"
GO:0009060,aerobic respiration,BP,2.2902236421192217e-08,4.003310926424399e-06,"P07014,P0AC41,P0ABJ3,P31979,P06149,P0AC44,P0ABI8,P0AFC7,P0AFD4,P33602,P0ABJ6,P0AFD6,P0AFF0,P0AFE8",e,6,"(14, 408)","(25, 3901)",{'GO:0045333'}
GO:0006164,purine nucleotide biosynthetic process,BP,9.962683325212865e-08,1.4799596855373727e-05,"P15640,P08179,P08178,P33221,P0AG16,P15639,P15254,P09029,P0AB89,P0A7D7,P0AG18",e,8,"(11, 408)","(17, 3901)","{'GO:0006163', 'GO:0009165', 'GO:0072522'}"
GO:0006754,ATP biosynthetic process,BP,1.1006565167039957e-07,1.4799596855373727e-05,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,10,"(8, 408)","(9, 3901)","{'GO:0046034', 'GO:0009206', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.1006565167039957e-07,1.4799596855373727e-05,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,11,"(8, 408)","(9, 3901)",{'GO:0006754'}
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,2.2760614506583508e-07,2.841825296964855e-05,"P22586,P0AE67,P0A6S3,P0A8T5,P0ABZ1,P0ABX8,P0A6S0,P15070,P06974",e,4,"(9, 408)","(12, 3901)",{'GO:0001539'}
GO:0015833,peptide transport,BP,2.7421374743348383e-07,3.195504203424865e-05,"P33916,P77463,P0AEF8,P15078,P77304,P76027,P23847,P0AFH2,P0AAG0,P45767,P37313,P77737,P77268,P77622,P0AEG1,P0AFH6,P77308,P76128",e,6,"(18, 408)","(46, 3901)",{'GO:0042886'}
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,9.513408911410245e-07,0.00010393399235715693,"P0A6E6,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,12,"(7, 408)","(8, 3901)",{'GO:0015986'}
GO:0015990,electron transport coupled proton transport,BP,3.895804229288211e-06,0.0004005803407526937,"P0ABJ3,P33607,P0ABI8,P0AFC7,P0ABJ6,P0AFF0,P0AFE8",e,9,"(7, 408)","(9, 3901)",{'GO:0015988'}
GO:1902600,proton transmembrane transport,BP,6.564819497571935e-06,0.0006375169156530968,"P0A6E6,Q46839,P0AFE0,P0AFE4,P0AFD4,P33599,P0ABA4,P0AFC3,P52612,P0ABA0,P31979,P0ABA6,P0ABB0,P33602,P0ABB4,P68699,P0AFD1,P77304,P0ABI8,P0AA82",e,7,"(20, 408)","(66, 3901)","{'GO:0098655', 'GO:0098662'}"
GO:0019402,galactitol metabolic process,BP,1.2241960140582586e-05,0.0009726793784426528,"P0C8J8,P69828,P0C8J6,P0A9S3,P37188",e,7,"(5, 408)","(5, 3901)",{'GO:0006059'}
GO:0019544,arginine catabolic process to glutamate,BP,1.2241960140582586e-05,0.0009726793784426528,"P76217,P0AE37,P77581,P76215,P76216",e,11,"(5, 408)","(5, 3901)","{'GO:0006536', 'GO:0006527'}"
GO:0019545,arginine catabolic process to succinate,BP,1.2241960140582586e-05,0.0009726793784426528,"P76217,P0AE37,P77581,P76215,P76216",e,11,"(5, 408)","(5, 3901)","{'GO:0006105', 'GO:0006527'}"
GO:0042956,maltodextrin transmembrane transport,BP,1.2241960140582586e-05,0.0009726793784426528,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 408)","(5, 3901)",{'GO:0042955'}
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,BP,9.667073361182117e-05,0.007117761508313622,"P0C8J8,P36672,P05706,P69805,P69828,P69797,P00550,P09323,P42904,P56580,P56579,P69801,P69811,P0A9N0,P37188,P69786",e,7,"(16, 408)","(55, 3901)",{'GO:0098704'}
GO:0005980,glycogen catabolic process,BP,0.00011808643234616421,0.007117761508313622,"P00490,P15067,P15977,P0AC86",e,7,"(4, 408)","(4, 3901)","{'GO:0005977', 'GO:0009251'}"
GO:0015764,N-acetylglucosamine transport,BP,0.00011808643234616421,0.007117761508313622,"P69805,P09323,P69801,P69797",e,5,"(4, 408)","(4, 3901)",{'GO:1901264'}
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.00011808643234616421,0.007117761508313622,"P15070,P0ABZ1,P06974,P0AE67",e,6,"(4, 408)","(4, 3901)","{'GO:0071973', 'GO:0071975'}"
GO:0005978,glycogen biosynthetic process,BP,0.00011808643234616421,0.007117761508313622,"P0A6V1,P15977,P07762,P0A6U8",e,7,"(4, 408)","(4, 3901)","{'GO:0005977', 'GO:0009250'}"
GO:0098708,D-glucose import across plasma membrane,BP,0.00011808643234616421,0.007117761508313622,"P69805,P69801,P69797,P69786",e,9,"(4, 408)","(4, 3901)","{'GO:1904659', 'GO:0140271'}"
GO:1904981,maltose transmembrane transport,BP,0.00011808643234616421,0.007117761508313622,"P68183,P02943,P02916,P68187",e,8,"(4, 408)","(4, 3901)","{'GO:0034219', 'GO:0015768'}"
GO:0006099,tricarboxylic acid cycle,BP,0.00015932469276939932,0.009283318765363667,"P07014,P05042,P0AC38,P0AC41,P0AC44,P14407,P0AGE9,P0A836,P0AC47,P0AFG3",e,3,"(10, 408)","(26, 3901)",{'GO:0044238'}
