GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0002181,cytoplasmic translation,BP,4.556085406685899e-20,7.964037290886951e-17,"P0ADY3,P0A7U3,P0C018,P0A7R5,P0A7S9,P0AG44,P0A7W1,P0A7M6,P0A7R9,P60723,P0ADZ0,P60624,P0A7Q6,P0A7K6,P0A7R1,P0A7N9,P68919,P0A7V3,P0A7W7,P0A7V8,P68679,P0AG55,P0AG48,P0A7J7,P0A7T7,P0A7L8,P0A7T3,P60438,P02358,P61175,P0AA10,P0A7X3,P0AG59,P62399,P60422,P0A7U7,P0ADY7,P0A7N4",e,6,"(38, 590)","(54, 3901)",{'GO:0006412'}
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,4.647123660389251e-19,4.061586079180205e-16,"P75933,P25798,P0A8T5,P0ABX5,P0ABZ1,P26608,P0ABW9,P0A7Z4,P31068,P0AEM6,P0ABX2,P52612,P0ABY2,P0AC05,P76299,P0A8T7,P33135,P06974,P75938,P0A6S0,P15070,P52613,P52614,P76298,P22586,P0A6S3,P75942,P0AC07,P0ABX8,P24216",e,5,"(30, 590)","(37, 3901)",{'GO:0097588'}
GO:0006935,chemotaxis,BP,1.5827973938564665e-15,9.222432814870345e-13,"P0A8T5,P0ABX5,P0ABZ1,P0ABW9,P31068,P0AEE5,P0ABX2,P23847,P52612,P0AC05,P76299,P33135,P06974,P0A9H9,P07364,P75938,P15070,P52613,P0A964,P07330,P76298,P22586,P02925,P0AE67,P0AC07,P0ABX8",e,3,"(26, 590)","(34, 3901)",{'GO:0042330'}
GO:0006412,translation,BP,3.4143197565006446e-12,1.4920577335907817e-09,"P0ADY3,P0A7U3,P00959,P0C018,P0A7R5,P0A7S9,P0AG44,P0A7W1,P0A7M6,P0A7R9,P60723,P0ADZ0,P60624,P0A7Q6,P0A7K6,P08245,P0A7R1,P0A7N9,P0A8N3,P68919,P0A7V3,P0A7W7,P0A7V8,P68679,P0AG55,P0AG48,P0A7J7,P0A7T7,P0A7L8,P0A7T3,P60438,P00957,P61175,P0AA10,P02358,P0A7X3,P0AG59,P0AAS7,P62399,P46837,P60422,P0A7U7,P0ADY7,P0A7N4",e,5,"(44, 590)","(101, 3901)","{'GO:0019538', 'GO:0009059'}"
GO:0044781,bacterial-type flagellum organization,BP,7.1407242070055666e-12,2.4963971827691464e-09,"P0ABY7,P75933,P0A8S9,P31068,P22586,P76297,P75942,P52612,P0ABY2,P0AC05,P75936,P76299,P26608,P52613,P52614,P76298",e,5,"(16, 590)","(18, 3901)","{'GO:0030030', 'GO:0006996'}"
GO:0006164,purine nucleotide biosynthetic process,BP,4.2930917054810803e-11,1.2507207168634882e-08,"P15640,P08179,P08178,P33221,P0AG16,P24186,P15639,P15254,P09029,P0A7D4,P0AB89,P0A7D7,P0ACP7,P0AG18,P0A717",e,8,"(15, 590)","(17, 3901)","{'GO:0006163', 'GO:0009165', 'GO:0072522'}"
GO:0015031,protein transport,BP,9.772817341514166e-10,2.4404121018523944e-07,"P0AG99,P23843,P02931,P0AEG1,P31068,P45761,P0ADZ7,P10408,P23847,P52612,P0AC05,P0AAG0,P76299,P69423,P25714,P0AFH6,P77308,P76128,P76027,P0AEF8,P0AG90,P0A850,P52613,P76298,P77463,P77304,P0AFH2,P37313,P77737,P77268,P77622",e,6,"(31, 590)","(67, 3901)","{'GO:0071705', 'GO:0045184'}"
GO:0006189,'de novo' IMP biosynthetic process,BP,9.063831897240144e-09,1.9804472695469715e-06,"P15640,P08179,P08178,P33221,P0AG16,P15639,P15254,P09029,P0AB89,P0A7D7,P0AG18",e,11,"(11, 590)","(12, 3901)",{'GO:0006188'}
GO:0006754,ATP biosynthetic process,BP,3.9306810786691824e-08,6.246209568648846e-06,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,10,"(9, 590)","(9, 3901)","{'GO:0046034', 'GO:0009206', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,3.9306810786691824e-08,6.246209568648846e-06,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,11,"(9, 590)","(9, 3901)",{'GO:0006754'}
GO:0030254,protein secretion by the type III secretion system,BP,3.9306810786691824e-08,6.246209568648846e-06,"P22586,P31068,P52612,P0AC05,P0AC07,P76299,P33135,P52613,P76298",e,8,"(9, 590)","(9, 3901)","{'GO:0009306', 'GO:0071806'}"
GO:0000027,ribosomal large subunit assembly,BP,7.501622037049792e-08,1.0927362767302531e-05,"P0ADZ0,P0AG55,P60624,P0AGK4,P0A7K6,P0A7J7,P62399,P0A7L8,P60422,P0A7N9,P0AG44,P0ADY7,P60438,P0A7M6,P68919,P0A7N4",e,7,"(16, 590)","(26, 3901)",{'GO:0022618'}
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,2.6292339242713277e-07,3.373319174486851e-05,"P0A6E6,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,12,"(8, 590)","(8, 3901)",{'GO:0015986'}
GO:0044780,bacterial-type flagellum assembly,BP,2.797372932009265e-07,3.373319174486851e-05,"P0A7Z4,P75933,P0A8S9,P0AEM6,P75942,P52612,P0A8T7,P0AC07,P76299,P0ABZ1,P33135,P26608,P52614,P76298",e,7,"(14, 590)","(22, 3901)","{'GO:0030031', 'GO:0044781', 'GO:0140694'}"
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,2.8947246920653757e-07,3.373319174486851e-05,"P22586,P0AE67,P0A6S3,P0A8T5,P0A9H9,P0ABZ1,P0ABX8,P0A6S0,P15070,P06974",e,4,"(10, 590)","(12, 3901)",{'GO:0001539'}
GO:0042938,dipeptide transport,BP,6.645176031187573e-07,7.233839980463177e-05,"P77463,P0AEF8,P77304,P23847,P0AAG0,P37313,P77268,P77622,P0AEG1,P77308,P76128",e,7,"(11, 590)","(15, 3901)",{'GO:0006857'}
GO:0015833,peptide transport,BP,7.035199065667849e-07,7.233839980463177e-05,"P23843,P0AEG1,P23847,P0AAG0,P33941,P0AFH6,P77308,P76027,P33916,P76128,P0AEF8,P45767,P33915,P77463,P77304,P0AFH2,P37313,P77737,P0AFU0,P77268,P77622",e,6,"(21, 590)","(46, 3901)",{'GO:0042886'}
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,1.6203275765738138e-06,0.00015735181132505704,"P0A7E3,P05020,P0A6F1,P0A7F3,P08244,P0A786,P00968,P0A7E1,P0A7E9",e,8,"(9, 590)","(11, 3901)","{'GO:0009165', 'GO:0006220', 'GO:0072528'}"
GO:0044205,'de novo' UMP biosynthetic process,BP,1.756129828664246e-06,0.00016156394423711063,"P0A7E3,P05020,P0A6F1,P08244,P0A786,P00968,P0A7E1",e,11,"(7, 590)","(7, 3901)",{'GO:0006222'}
GO:0035351,heme transmembrane transport,BP,1.2208574882324034e-05,0.0010162185187763053,"P29018,P0AEF8,P23847,P0AAG0,P37313,P23886,P0AEG1",e,11,"(7, 590)","(8, 3901)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,1.2208574882324034e-05,0.0010162185187763053,"P0A7E3,P05020,P0A6F1,P0A7F3,P08244,P0A786,P0A7E1",e,8,"(7, 590)","(8, 3901)",{'GO:0019856'}
GO:0006541,glutamine metabolic process,BP,1.96648289837999e-05,0.0015601939123736338,"P0AG16,P60595,P15254,P77454,P0A6F1,P00904,P04079,P0A786,P09831,P00968",e,9,"(10, 590)","(16, 3901)",{'GO:0009064'}
GO:0000028,ribosomal small subunit assembly,BP,2.0528867268074126e-05,0.0015601939123736338,"P0A7V8,P68679,P0AGK4,P0A7W7,P0A7U3,P0A7U7,P0A7W1,P0A7T3,P0AG59,P0A7V3,P0A7X6",e,7,"(11, 590)","(19, 3901)",{'GO:0022618'}
GO:0015990,electron transport coupled proton transport,BP,4.775709081103083e-05,0.003478308114070079,"P0ABJ3,P33607,P0ABI8,P0ABJ6,P0AFF0,P0AFE8,P0ABJ1",e,9,"(7, 590)","(9, 3901)",{'GO:0015988'}
GO:0015803,branched-chain amino acid transport,BP,7.145102886796428e-05,0.004701730662743366,"P0AD96,P22731,P22729,P0AEX7,P04816,P0A9S7",e,6,"(6, 590)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0006865,amino acid transport,BP,7.31018307134387e-05,0.004701730662743366,"P10346,P22729,P23173,P0AEU3,P52094,P0AA47,P07117,P37902,P0AAD6,P07109,P22731,P0AEQ6,P0AAG3,P0AAD2,P04816,P0A9S7,P0AER3,P0AEQ3,P28635,P45767,P0AER5,P23886,P29018,P0AD96,P0AG38,P0AEX7,P0AEU0",e,4,"(27, 590)","(84, 3901)",{'GO:0006810'}
GO:0140205,oligopeptide import across plasma membrane,BP,7.8003540743454e-05,0.004701730662743366,"P23843,P0AFH2,P77737,P0AFH6,P76027",e,8,"(5, 590)","(5, 3901)","{'GO:0035672', 'GO:0098739'}"
GO:0019402,galactitol metabolic process,BP,7.8003540743454e-05,0.004701730662743366,"P0C8J8,P69828,P0C8J6,P0A9S3,P37188",e,7,"(5, 590)","(5, 3901)",{'GO:0006059'}
GO:0042956,maltodextrin transmembrane transport,BP,7.8003540743454e-05,0.004701730662743366,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 590)","(5, 3901)",{'GO:0042955'}
GO:0009252,peptidoglycan biosynthetic process,BP,0.0001534752620094746,0.008942491933085387,"P46022,P45464,P16926,P0AEB2,P0A6W3,P0C0T5,P11880,P17952,P22188,P17443,P14900,P0ABG4,P60472,P02918,P0AD65,P0A9X4,P0ABH4,P22634",e,7,"(18, 590)","(49, 3901)","{'GO:0044038', 'GO:0000270', 'GO:0006024'}"
GO:1903785,L-valine transmembrane transport,BP,0.00024917839082488495,0.01405044603748061,"P0A9S7,P22731,P22729,P76630,P0AEX7,P43667",e,8,"(6, 590)","(8, 3901)","{'GO:1902475', 'GO:0015695', 'GO:0015829'}"
GO:0008360,regulation of cell shape,BP,0.0003871020091016738,0.02114544724717893,"P46022,P45464,P16926,P0AEB2,P0A6W3,P11880,P17952,P22188,P17443,P14900,P0ABG4,P60472,P02918,P0AD65,P0A9X4,P0ABH4,P22634",e,6,"(17, 590)","(48, 3901)","{'GO:0065008', 'GO:0022604'}"
GO:0030261,chromosome condensation,BP,0.00040945852457504564,0.021688893968399386,"P22523,P0ACF4,P60293,P22524,P0ACF0",e,6,"(5, 590)","(6, 3901)",{'GO:0051276'}
GO:1903810,L-histidine import across plasma membrane,BP,0.0005187368571283965,0.02450681152055235,"P52094,P07109,P0AEU0,P0AEU3",e,9,"(4, 590)","(4, 3901)","{'GO:0089718', 'GO:0089709'}"
GO:0098712,L-glutamate import across plasma membrane,BP,0.0005187368571283965,0.02450681152055235,"P37902,P0AAG3,P0AER3,P0AER5",e,9,"(4, 590)","(4, 3901)","{'GO:0089718', 'GO:0015813'}"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.0005187368571283965,0.02450681152055235,"P15070,P0ABZ1,P06974,P0AE67",e,6,"(4, 590)","(4, 3901)","{'GO:0071973', 'GO:0071975'}"
GO:1904981,maltose transmembrane transport,BP,0.0005187368571283965,0.02450681152055235,"P68183,P02943,P02916,P68187",e,8,"(4, 590)","(4, 3901)","{'GO:0034219', 'GO:0015768'}"
GO:0000105,L-histidine biosynthetic process,BP,0.0006520209908525933,0.02849331730025833,"P24186,P60595,P06986,P60664,P06987,P10371",e,9,"(6, 590)","(9, 3901)","{'GO:0170038', 'GO:0009073', 'GO:0170034', 'GO:0006547'}"
