GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0006541,glutamine metabolic process,BP,2.0475718794865994e-05,0.0015561546284098156,"P0AG16,P60595,P15254,P77454,P0A6F1,P00904,P04079,P0A786,P09831,P00968,P0A6W0",e,9,"(11, 748)","(16, 3901)",{'GO:0009064'}
GO:0000028,ribosomal small subunit assembly,BP,3.0357605321427847e-05,0.0022110455875773284,"P0A7V8,P68679,P0AGK4,P0A7W7,P0A7U3,P0A7U7,P0A7W1,P0A7T3,P0ADZ4,P0AG59,P0A7V3,P0A7X6",e,7,"(12, 748)","(19, 3901)",{'GO:0022618'}
GO:0015833,peptide transport,BP,3.528887578864757e-05,0.002467398195142238,"P23843,P0AEG1,P23847,P0AAG0,P33941,P0AFH6,P77308,P76027,P33916,P76128,P0AEF8,P45767,P33915,P77463,P77304,P0AFH2,P37313,P77737,P0AFU0,P77268,P77622",e,6,"(21, 748)","(46, 3901)",{'GO:0042886'}
GO:0035351,heme transmembrane transport,BP,6.211305508390966e-05,0.0040212451958027435,"P29018,P0AEF8,P23847,P0AAG0,P37313,P23886,P0AEG1",e,11,"(7, 748)","(8, 3901)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,6.211305508390966e-05,0.0040212451958027435,"P0A7E3,P05020,P0A6F1,P0A7F3,P08244,P0A786,P0A7E1",e,8,"(7, 748)","(8, 3901)",{'GO:0019856'}
GO:0015990,electron transport coupled proton transport,BP,0.00023310607055122156,0.014006049352679914,"P0ABJ3,P33607,P0ABI8,P0ABJ6,P0AFF0,P0AFE8,P0ABJ1",e,9,"(7, 748)","(9, 3901)",{'GO:0015988'}
GO:0140205,oligopeptide import across plasma membrane,BP,0.00025640364947697783,0.014006049352679914,"P23843,P0AFH2,P77737,P0AFH6,P76027",e,8,"(5, 748)","(5, 3901)","{'GO:0035672', 'GO:0098739'}"
GO:0019402,galactitol metabolic process,BP,0.00025640364947697783,0.014006049352679914,"P0C8J8,P69828,P0C8J6,P0A9S3,P37188",e,7,"(5, 748)","(5, 3901)",{'GO:0006059'}
GO:0006537,glutamate biosynthetic process,BP,0.00025640364947697783,0.014006049352679914,"P00370,P77454,P09832,P09831,P0A6W0",e,10,"(5, 748)","(5, 3901)","{'GO:0043650', 'GO:0006536', 'GO:0009084'}"
GO:0042956,maltodextrin transmembrane transport,BP,0.00025640364947697783,0.014006049352679914,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 748)","(5, 3901)",{'GO:0042955'}
GO:0015823,phenylalanine transport,BP,0.00028639735737981436,0.014724193549997515,"P22731,P22729,P24207,P0AEX7,P04816,P0A9S7",e,6,"(6, 748)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0015803,branched-chain amino acid transport,BP,0.00028639735737981436,0.014724193549997515,"P0AD96,P22731,P22729,P0AEX7,P04816,P0A9S7",e,6,"(6, 748)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0022900,electron transport chain,BP,0.00041971332336691956,0.020961682549867865,"P77223,P77611,P08200,P76182,P0A9R4,P77179,P0ABJ1,P77285",e,4,"(8, 748)","(12, 3901)",{'GO:0006091'}
GO:0006865,amino acid transport,BP,0.0006917148605701894,0.033586599341019194,"P10346,P22729,P23173,P24207,P0AEU3,P52094,P0AA47,P07117,P37902,P0AAD6,P07109,P22731,P0AEQ6,P0AAG3,P0AAD2,P31547,P04816,P0A9S7,P0AER3,P0AEQ3,P28635,P45767,P0AER5,P23886,P29018,P0AD96,P0AG38,P0AEX7,P0AEU0",e,4,"(29, 748)","(84, 3901)",{'GO:0006810'}
GO:0009239,enterobactin biosynthetic process,BP,0.0009592502642675288,0.04412551215630633,"P15047,P0AEJ2,P10378,P0ADI4,P19925,P0A8Y8",e,7,"(6, 748)","(8, 3901)","{'GO:0009238', 'GO:0019540', 'GO:0033068'}"
GO:1903785,L-valine transmembrane transport,BP,0.0009592502642675288,0.04412551215630633,"P0A9S7,P22731,P22729,P76630,P0AEX7,P43667",e,8,"(6, 748)","(8, 3901)","{'GO:1902475', 'GO:0015695', 'GO:0015829'}"
GO:0006355,regulation of DNA-templated transcription,BP,7.979481635436055e-06,0.0007341123104601171,"P03023,P0ACN7,P52108,P0ACP7,P0AAU7,P0AEM6,P09546,P0ACK8,P0AFT5,P0A8V6,P0DMC9,Q47141,P06993,P25748,P31463,P0A6R3,P0ABY7,Q06065,P0ACP1,P0A780,P0A8S9,P0ACS7,P0AD74,P0ACQ0,P0ACU5,P0C093,P0AEC8,P77171",p,8,"(28, 748)","(288, 3901)","{'GO:2001141', 'GO:0010468'}"
