GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0002181,cytoplasmic translation,BP,5.808859607756585e-22,1.015388659435851e-18,"P0ADY3,P0A7U3,P0C018,P0A7R5,P0A7S9,P0AG44,P0A7W1,P0A7M6,P0A7R9,P0ADZ4,P60723,P0ADZ0,P60624,P0A7Q6,P0A7K6,P0A7R1,P0A7N9,P68919,P0A7V3,P0A7W7,P0A7V8,P68679,P0AG55,P0AG48,P0A7J7,P0A7T7,P0A7L8,P0A7L0,P0A7T3,P60438,P02358,P61175,P0AA10,P0A7X3,P0AG59,P02413,P62399,P0A7M2,P60422,P0A7U7,P0ADY7,P0AG51,P0A7N4",e,6,"(43, 748)","(54, 3901)",{'GO:0006412'}
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,2.4747877467196604e-17,2.1629644906329832e-14,"P75933,P25798,P0A8T5,P0ABX5,P0ABZ1,P26608,P0ABW9,P0A7Z4,P31068,P0AEM6,P0ABX2,P52612,P0ABY2,P0AC05,P76299,P0A8T7,P33135,P06974,P0A8V2,P75938,P0A6S0,P15070,P52613,P52614,P76298,P22586,P0A6S3,P75942,P0AC07,P0ABX8,P24216",e,5,"(31, 748)","(37, 3901)",{'GO:0097588'}
GO:0006412,translation,BP,2.056222027080757e-16,1.198092034445721e-13,"P00960,P00961,P0ADY3,P00959,P0A7U3,P21889,P0C018,P0A7R5,P0A7S9,P0AG44,P0A7W1,P0A7M6,P0AGJ9,P0A7R9,P0ADZ4,P60723,P0ADZ0,P60624,P00962,P0A7Q6,P0A7K6,P08245,P0A7R1,P0A7N9,P0A8N3,P68919,P0A7V3,P11875,P0A7V8,P68679,P0AG55,P0A7W7,P0AG48,P0A7J7,P0A7T7,P0A7L8,P0A7L0,P0A7T3,P60438,P00957,P0AA10,P61175,P02358,P0A7X3,P0AG59,P02413,P0AAS7,P62399,P0A7M2,P0A6P1,P46837,P60422,P0A7U7,P0ADY7,P0AG51,P0A7N4",e,5,"(56, 748)","(101, 3901)","{'GO:0019538', 'GO:0009059'}"
GO:0006935,chemotaxis,BP,7.463467048426049e-12,3.2615351001621832e-09,"P0A8T5,P0ABX5,P0ABZ1,P0ABW9,P31068,P0AEE5,P0ABX2,P23847,P52612,P0AC05,P76299,P33135,P06974,P0A9H9,P75938,P15070,P52613,P0A964,P07330,P76298,P22586,P02925,P0AE67,P0AC07,P0ABX8",e,3,"(25, 748)","(34, 3901)",{'GO:0042330'}
GO:0006164,purine nucleotide biosynthetic process,BP,4.097330779456438e-11,1.4324268404979708e-08,"P15640,P08179,P08178,P33221,P0AG16,P24186,P15639,P15254,P09029,P0A7D4,P0AB89,P0A7D7,P0ACP7,P0AG18,P0A717,P0ADG7",e,8,"(16, 748)","(17, 3901)","{'GO:0006163', 'GO:0009165', 'GO:0072522'}"
GO:0044781,bacterial-type flagellum organization,BP,3.033995173364661e-10,8.839039271735713e-08,"P0ABY7,P75933,P0A8S9,P31068,P22586,P76297,P75942,P52612,P0ABY2,P0AC05,P75936,P76299,P26608,P52613,P52614,P76298",e,5,"(16, 748)","(18, 3901)","{'GO:0030030', 'GO:0006996'}"
GO:0000027,ribosomal large subunit assembly,BP,3.2515584995925067e-09,8.119606081839574e-07,"P0AG44,P0A7M6,P0ADZ0,P60624,P0A7K6,P0A7N9,P68919,P0AG55,P0A7J7,P0A7L8,P0A7L0,P60438,P0AGK4,P62399,P0A7M2,P60422,P0ADY7,P0AG51,P0A7N4",e,7,"(19, 748)","(26, 3901)",{'GO:0022618'}
GO:0015031,protein transport,BP,2.0394056452176477e-08,4.45610133480056e-06,"P0AG99,P23843,P0ABU7,P02931,P0AEG1,P31068,P0ADZ7,P10408,P23847,P52612,P0AC05,P0AAG0,P76299,P69423,P25714,P0AGA2,P0AFH6,P77308,P76128,P76027,P0AEF8,P0AG90,P69425,P0A850,P52613,P76298,P77463,P77304,P0AFH2,P37313,P77737,P77268,P77622",e,6,"(33, 748)","(67, 3901)","{'GO:0071705', 'GO:0045184'}"
GO:0006189,'de novo' IMP biosynthetic process,BP,1.2032632196017205e-07,2.3370045642931195e-05,"P15640,P08179,P08178,P33221,P0AG16,P15639,P15254,P09029,P0AB89,P0A7D7,P0AG18",e,11,"(11, 748)","(12, 3901)",{'GO:0006188'}
GO:0006754,ATP biosynthetic process,BP,3.369458315614854e-07,4.908177613078971e-05,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,10,"(9, 748)","(9, 3901)","{'GO:0046034', 'GO:0009206', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,3.369458315614854e-07,4.908177613078971e-05,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,11,"(9, 748)","(9, 3901)",{'GO:0006754'}
GO:0030254,protein secretion by the type III secretion system,BP,3.369458315614854e-07,4.908177613078971e-05,"P22586,P31068,P52612,P0AC05,P0AC07,P76299,P33135,P52613,P76298",e,8,"(9, 748)","(9, 3901)","{'GO:0009306', 'GO:0071806'}"
GO:0044780,bacterial-type flagellum assembly,BP,6.803212030725141e-07,9.147703561313496e-05,"P0A7Z4,P75933,P0A8S9,P0AEM6,P0A8V2,P75942,P52612,P0A8T7,P0AC07,P76299,P0ABZ1,P33135,P26608,P52614,P76298",e,7,"(15, 748)","(22, 3901)","{'GO:0030031', 'GO:0044781', 'GO:0140694'}"
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,1.7726082733363007e-06,0.0002213228044137038,"P0A6E6,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,12,"(8, 748)","(8, 3901)",{'GO:0015986'}
GO:0009252,peptidoglycan biosynthetic process,BP,2.062478343401816e-06,0.00024034747628442495,"P46022,P45464,P0A908,P60472,P17443,P16926,P0A6W3,P0C0T5,P11880,P0AD65,P0A749,P37773,P0AEB2,P0A6B4,P14900,P0ABG4,P02918,P0A9X4,P0AA99,P0ABH4,P22634,P0AF16,P17952,P22188",e,7,"(24, 748)","(49, 3901)","{'GO:0044038', 'GO:0000270', 'GO:0006024'}"
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,2.8928481737725044e-06,0.0003160436629846461,"P22586,P0AE67,P0A6S3,P0A8T5,P0A9H9,P0ABZ1,P0ABX8,P0A6S0,P15070,P06974",e,4,"(10, 748)","(12, 3901)",{'GO:0001539'}
GO:0008360,regulation of cell shape,BP,5.434576173913859e-06,0.0005588023030589073,"P46022,P45464,P60472,P17443,P16926,P0A6W3,P11880,P0AD65,P0A749,P37773,P0AEB2,P0A6B4,P14900,P0ABG4,P02918,P0A9X4,P0AA99,P64524,P0ABH4,P22634,P0AF16,P17952,P22188",e,6,"(23, 748)","(48, 3901)","{'GO:0065008', 'GO:0022604'}"
GO:0042938,dipeptide transport,BP,7.735032645795943e-06,0.0007341123104601171,"P77463,P0AEF8,P77304,P23847,P0AAG0,P37313,P77268,P77622,P0AEG1,P77308,P76128",e,7,"(11, 748)","(15, 3901)",{'GO:0006857'}
GO:0044205,'de novo' UMP biosynthetic process,BP,9.31516412465797e-06,0.0008141453444951065,"P0A7E3,P05020,P0A6F1,P08244,P0A786,P00968,P0A7E1",e,11,"(7, 748)","(7, 3901)",{'GO:0006222'}
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,1.2744242349528778e-05,0.001053401038525949,"P0A7E3,P05020,P0A6F1,P0A7F3,P08244,P0A786,P00968,P0A7E1,P0A7E9",e,8,"(9, 748)","(11, 3901)","{'GO:0009165', 'GO:0006220', 'GO:0072528'}"
GO:0000105,L-histidine biosynthetic process,BP,1.3257907807534825e-05,0.001053401038525949,"P60595,P24186,P60757,P06986,P06988,P60664,P06987,P10371",e,9,"(8, 748)","(9, 3901)","{'GO:0170038', 'GO:0009073', 'GO:0170034', 'GO:0006547'}"
