GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0002181,cytoplasmic translation,BP,7.240468224454984e-23,1.2656338456347311e-19,"P0ADY3,P0A7U3,P0C018,P0A7R5,P0A7S9,P0AG44,P0A7W1,P0A7M6,P0A7R9,P0ADZ4,P60723,P0ADZ0,P60624,P0A7Q6,P0A7K6,P0A7P5,P0A7R1,P0A7N9,P68919,P0A7V3,P0A7W7,P0A7V8,P68679,P0AG55,P0AG48,P0A7J7,P0A7T7,P0A7L8,P0A7L0,P0A7T3,P60438,P02358,P0AA10,P61175,P0A7X3,P0AG59,P0A7J3,P02413,P62399,P0A7M2,P60422,P0A7U7,P0ADY7,P0AG51,P0AG63,P0A7N4",e,6,"(46, 872)","(54, 3901)",{'GO:0006412'}
GO:0006412,translation,BP,5.266235006091362e-20,4.6026893953238504e-17,"P69222,P00954,P00960,P00961,P0ADY3,P00959,P0A7U3,P21889,P0C018,P0A7R5,P0A7S9,P0AG44,P0A7W1,P0A7M6,P0AGJ9,P0A7R9,P0ADZ4,P60723,P0ADZ0,P60624,P00962,P0A7Q6,P0A7K6,P08245,P0A7P5,P0A7R1,P0A8M0,P0A8L1,P0A7N9,P0A8N3,P68919,P0A7V3,P11875,P0A7V8,P68679,P0AG55,P0A7W7,P0AG48,P08312,P0A7J7,P21888,P0A7T7,P0A7L8,P0A7L0,P0A7T3,P60438,P00957,P0AA10,P61175,P02358,P0A7X3,P0AG59,P0A7J3,P02413,P0AAS7,P62399,P0A7M2,P0A6P1,P46837,P60422,P0A7U7,P0ADY7,P0AG51,P0AG63,P0A7N4",e,5,"(65, 872)","(101, 3901)","{'GO:0019538', 'GO:0009059'}"
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,2.4979072330669525e-15,1.4554472811336778e-12,"P75933,P25798,P0A8T5,P0ABX5,P0ABZ1,P26608,P0ABW9,P0A7Z4,P31068,P0AEM6,P0ABX2,P52612,P0ABY2,P0AC05,P76299,P0A8T7,P33135,P06974,P0A8V2,P75938,P0A6S0,P15070,P52613,P52614,P76298,P22586,P0A6S3,P75942,P0AC07,P0ABX8,P24216",e,5,"(31, 872)","(37, 3901)",{'GO:0097588'}
GO:0006935,chemotaxis,BP,2.5980760502311157e-10,1.1353592339509975e-07,"P0A8T5,P0ABX5,P0ABZ1,P0ABW9,P31068,P0AEE5,P0ABX2,P23847,P52612,P0AC05,P76299,P33135,P06974,P0A9H9,P75938,P15070,P52613,P0A964,P07330,P76298,P22586,P02925,P0AE67,P0AC07,P0ABX8",e,3,"(25, 872)","(34, 3901)",{'GO:0042330'}
GO:0006164,purine nucleotide biosynthetic process,BP,4.701327914984865e-10,1.643584239078709e-07,"P15640,P08179,P08178,P33221,P0AG16,P24186,P15639,P15254,P09029,P0A7D4,P0AB89,P0A7D7,P0ACP7,P0AG18,P0A717,P0ADG7",e,8,"(16, 872)","(17, 3901)","{'GO:0006163', 'GO:0009165', 'GO:0072522'}"
GO:0044781,bacterial-type flagellum organization,BP,3.35434350275565e-09,9.772320738028129e-07,"P0ABY7,P75933,P0A8S9,P31068,P22586,P76297,P75942,P52612,P0ABY2,P0AC05,P75936,P76299,P26608,P52613,P52614,P76298",e,5,"(16, 872)","(18, 3901)","{'GO:0030030', 'GO:0006996'}"
GO:0000027,ribosomal large subunit assembly,BP,4.765890650399597e-08,1.190110979556928e-05,"P0AG44,P0A7M6,P0ADZ0,P60624,P0A7K6,P0A7N9,P68919,P0AG55,P0A7J7,P0A7L8,P0A7L0,P60438,P0AGK4,P62399,P0A7M2,P60422,P0ADY7,P0AG51,P0A7N4",e,7,"(19, 872)","(26, 3901)",{'GO:0022618'}
GO:0015031,protein transport,BP,3.017923774836384e-07,6.5941634480175e-05,"P0AG99,P23843,P0ABU7,P02931,P0AEG1,P31068,P45761,P0ADZ7,P10408,P23847,P52612,P0AC05,P0AAG0,P76299,P69423,P25714,P0AGA2,P0AFH6,P77308,P76128,P76027,P0AEF8,P0AG90,P69425,P0A850,P52613,P76298,P77463,P77304,P0AFH2,P37313,P77737,P77268,P77622",e,6,"(34, 872)","(67, 3901)","{'GO:0071705', 'GO:0045184'}"
GO:0006189,'de novo' IMP biosynthetic process,BP,6.339716472844523e-07,0.0001231313821614692,"P15640,P08179,P08178,P33221,P0AG16,P15639,P15254,P09029,P0AB89,P0A7D7,P0AG18",e,11,"(11, 872)","(12, 3901)",{'GO:0006188'}
GO:0006754,ATP biosynthetic process,BP,1.3492345056249007e-06,0.00019653849298602723,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,10,"(9, 872)","(9, 3901)","{'GO:0046034', 'GO:0009206', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.3492345056249007e-06,0.00019653849298602723,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,11,"(9, 872)","(9, 3901)",{'GO:0006754'}
GO:0030254,protein secretion by the type III secretion system,BP,1.3492345056249007e-06,0.00019653849298602723,"P22586,P31068,P52612,P0AC05,P0AC07,P76299,P33135,P52613,P76298",e,8,"(9, 872)","(9, 3901)","{'GO:0009306', 'GO:0071806'}"
GO:0044780,bacterial-type flagellum assembly,BP,5.35679981945067e-06,0.0007202835449538285,"P0A7Z4,P75933,P0A8S9,P0AEM6,P0A8V2,P75942,P52612,P0A8T7,P0AC07,P76299,P0ABZ1,P33135,P26608,P52614,P76298",e,7,"(15, 872)","(22, 3901)","{'GO:0030031', 'GO:0044781', 'GO:0140694'}"
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,6.079363345367752e-06,0.0007590519376930593,"P0A6E6,P0ABA6,P0ABB0,P0ABB4,P68699,P0AB98,P0ABA4,P0ABA0",e,12,"(8, 872)","(8, 3901)",{'GO:0015986'}
