GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0006541,glutamine metabolic process,BP,1.073394382251447e-05,0.0012508622534503529,"P0AG16,P60595,P15254,P77454,P0A6F1,P00904,P04079,P0A786,P09831,P00968,Q47147,P0A6W0",e,9,"(12, 872)","(16, 3901)",{'GO:0009064'}
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,1.2598997769146739e-05,0.0013381041490857267,"P22586,P0AE67,P0A6S3,P0A8T5,P0A9H9,P0ABZ1,P0ABX8,P0A6S0,P15070,P06974",e,4,"(10, 872)","(12, 3901)",{'GO:0001539'}
GO:0009252,peptidoglycan biosynthetic process,BP,1.3013598703922971e-05,0.0013381041490857267,"P46022,P45464,P0A908,P60472,P17443,P75806,P24228,P16926,P0A6W3,P0C0T5,P11880,P0AD65,P0A749,P37773,P0AEB2,P14900,P0ABG4,P02918,P0A9X4,P0AA99,P0ABH4,P22634,P0AF16,P17952,P22188",e,7,"(25, 872)","(49, 3901)","{'GO:0044038', 'GO:0000270', 'GO:0006024'}"
GO:0000028,ribosomal small subunit assembly,BP,2.229378790385909e-05,0.002164974514219205,"P0A7V8,P68679,P0AGK4,P0A7W7,P0A7U3,P0A7U7,P0A7W1,P0A7T3,P0ADZ4,P0AG59,P0A7V3,P0AG63,P0A7X6",e,7,"(13, 872)","(19, 3901)",{'GO:0022618'}
GO:0008360,regulation of cell shape,BP,2.6576640382905427e-05,0.0021744863602351457,"P46022,P45464,P60472,P17443,P75806,P24228,P16926,P0A6W3,P11880,P0AD65,Q46824,P0A749,P37773,P0AEB2,P14900,P0ABG4,P02918,P0A9X4,P0AA99,P0ABH4,P22634,P0AF16,P17952,P22188",e,6,"(24, 872)","(48, 3901)","{'GO:0065008', 'GO:0022604'}"
GO:0044205,'de novo' UMP biosynthetic process,BP,2.7367677302730666e-05,0.0021744863602351457,"P0A7E3,P05020,P0A6F1,P08244,P0A786,P00968,P0A7E1",e,11,"(7, 872)","(7, 3901)",{'GO:0006222'}
GO:0042938,dipeptide transport,BP,3.6612188816374965e-05,0.0027825263500444973,"P77463,P0AEF8,P77304,P23847,P0AAG0,P37313,P77268,P77622,P0AEG1,P77308,P76128",e,7,"(11, 872)","(15, 3901)",{'GO:0006857'}
GO:0000105,L-histidine biosynthetic process,BP,4.392039406331057e-05,0.003198868700944453,"P60595,P24186,P60757,P06986,P06988,P60664,P06987,P10371",e,9,"(8, 872)","(9, 3901)","{'GO:0170038', 'GO:0009073', 'GO:0170034', 'GO:0006547'}"
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,4.75720897649725e-05,0.003326240516366877,"P0A7E3,P05020,P0A6F1,P0A7F3,P08244,P0A786,P00968,P0A7E1,P0A7E9",e,8,"(9, 872)","(11, 3901)","{'GO:0009165', 'GO:0006220', 'GO:0072528'}"
GO:0015833,peptide transport,BP,0.00012083343558757706,0.008123724823349412,"P23843,P0AEG1,P33590,P23847,P0AAG0,P33941,P0AFH6,P77308,P76128,P33916,P76027,P0AEF8,P45767,P33915,P77463,P77304,P0AFH2,P37313,P77737,P0AFU0,P77268,P77622",e,6,"(22, 872)","(46, 3901)",{'GO:0042886'}
GO:0022900,electron transport chain,BP,0.00015249136575244977,0.009872403975380821,"P0A766,P77223,P77611,P08200,P76182,P0A9R4,P77179,P0ABJ1,P77285",e,4,"(9, 872)","(12, 3901)",{'GO:0006091'}
GO:0035351,heme transmembrane transport,BP,0.0001763858750042711,0.010631810672671238,"P29018,P0AEF8,P23847,P0AAG0,P37313,P23886,P0AEG1",e,11,"(7, 872)","(8, 3901)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,0.0001763858750042711,0.010631810672671238,"P0A7E3,P05020,P0A6F1,P0A7F3,P08244,P0A786,P0A7E1",e,8,"(7, 872)","(8, 3901)",{'GO:0019856'}
GO:0140205,oligopeptide import across plasma membrane,BP,0.0005531301875208154,0.028437399052540745,"P23843,P0AFH2,P77737,P0AFH6,P76027",e,8,"(5, 872)","(5, 3901)","{'GO:0035672', 'GO:0098739'}"
GO:0019402,galactitol metabolic process,BP,0.0005531301875208154,0.028437399052540745,"P0C8J8,P69828,P0C8J6,P0A9S3,P37188",e,7,"(5, 872)","(5, 3901)",{'GO:0006059'}
GO:0006537,glutamate biosynthetic process,BP,0.0005531301875208154,0.028437399052540745,"P00370,P77454,P09832,P09831,P0A6W0",e,10,"(5, 872)","(5, 3901)","{'GO:0043650', 'GO:0006536', 'GO:0009084'}"
GO:0042956,maltodextrin transmembrane transport,BP,0.0005531301875208154,0.028437399052540745,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 872)","(5, 3901)",{'GO:0042955'}
GO:0015823,phenylalanine transport,BP,0.0006974333376373707,0.033864263171947885,"P22731,P22729,P24207,P0AEX7,P04816,P0A9S7",e,6,"(6, 872)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0015803,branched-chain amino acid transport,BP,0.0006974333376373707,0.033864263171947885,"P0AD96,P22731,P22729,P0AEX7,P04816,P0A9S7",e,6,"(6, 872)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0019645,anaerobic electron transport chain,BP,2.5198679510213056e-05,0.0021744863602351457,,p,6,"(0, 872)","(43, 3901)",{'GO:0022904'}
GO:0006355,regulation of DNA-templated transcription,BP,2.5948310608290088e-05,0.0021744863602351457,"P03023,P0ACN7,P52106,P52108,P0ACP7,P0AAU7,P0AEM6,P0AF63,P0A8A2,P0ACJ0,P09546,P0ACK8,P0AFT5,P0AC51,P0A8V6,P0DMC9,Q47141,P39399,P06993,P25748,P31463,P0A6R3,P0ABY7,Q06065,P0ACP1,P0A780,P0A8S9,P0ACS7,P0A881,P0AD74,P16528,P0ACQ0,P0ACU5,P0C093,P0AEC8,P77171,P77615",p,8,"(37, 872)","(288, 3901)","{'GO:2001141', 'GO:0010468'}"
GO:0009061,anaerobic respiration,BP,0.0001942219777384904,0.011316667236229374,"P61889,P33937,P06149",p,6,"(3, 872)","(63, 3901)",{'GO:0045333'}
