GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,4.666518250673482e-19,8.091742646667817e-16,"P52613,P06974,P0AC05,P0ABX8,P0A6S3,P0AC07,P26608,P31068,P76299,P75938,P0ABX5,P52614,P75933,P75942,P0A6S0,P0A7Z4,P15070,P0ABY2,P33135,P25798,P52612,P24216,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,5,"(27, 400)","(37, 3697)",{'GO:0097588'}
GO:0002181,cytoplasmic translation,BP,1.4672042185837628e-18,1.2720660575121223e-15,"P68919,P0AA10,P0ADY7,P0A7J7,P0A7W7,P0A7S9,P0AG55,P60438,P0ADY3,P62399,P60723,P0A7V3,P0A7T7,P0AG44,P0A7L8,P0A7R1,P0ADZ0,P0A7X3,P0A7U3,P68679,P0AG48,P02358,P0A7R5,P60624,P0C018,P0A7T3,P0A7K6,P61175,P0A7R9,P0A7V8,P0A7U7,P60422",e,6,"(32, 400)","(53, 3697)",{'GO:0006412'}
GO:0006164,purine nucleotide biosynthetic process,BP,2.8447040688996626e-13,1.6442389518240048e-10,"P15640,P08178,P0A7D7,P0A7D4,P33221,P15639,P0ACP7,P0AG16,P0A717,P0AB89,P08179,P15254,P0AG18,P09029,P24186",e,8,"(15, 400)","(17, 3697)","{'GO:0009165', 'GO:0006163', 'GO:0072522'}"
GO:0044781,bacterial-type flagellum organization,BP,1.5395653569863188e-12,6.674015822535692e-10,"P52612,P22586,P52613,P76299,P31068,P0ABY7,P52614,P0AC05,P75933,P0ABY2,P0A8S9,P75942,P75936,P76297,P26608",e,5,"(15, 400)","(18, 3697)","{'GO:0030030', 'GO:0006996'}"
GO:0015031,protein transport,BP,2.4287775566525874e-12,8.423000566471173e-10,"P52613,P0AEF8,P76027,P0AC05,P77308,P77304,P0AG90,P0AAG0,P31068,P76299,P0A850,P25714,P0ADZ7,P23847,P77622,P77737,P0AFH2,P0AFH6,P23843,P77268,P77463,P0AG99,P02931,P37313,P52612,P69423,P10408,P0AEG1",e,6,"(28, 400)","(61, 3697)","{'GO:0071705', 'GO:0045184'}"
GO:0006412,translation,BP,7.998280292145e-12,2.311503004429905e-09,"P0AAS7,P68919,P46837,P0AA10,P0ADY7,P0A7J7,P0A7W7,P0A7S9,P0AG55,P60438,P0ADY3,P62399,P60723,P0A7V3,P0A7T7,P0AG44,P0A7L8,P08245,P0A7R1,P0ADZ0,P0A7X3,P0A7U3,P68679,P0AG48,P02358,P0A7R5,P60624,P0C018,P0A7T3,P0A7K6,P61175,P0A7R9,P0A7V8,P0A7U7,P00959,P60422",e,5,"(36, 400)","(99, 3697)","{'GO:0009059', 'GO:0019538'}"
GO:0006935,chemotaxis,BP,1.0244940505715465e-11,2.5378181195586596e-09,"P0AEE5,P52613,P06974,P0AC05,P0ABX8,P0AE67,P0AC07,P31068,P75938,P76299,P0ABX5,P23847,P15070,P33135,P52612,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,3,"(20, 400)","(34, 3697)",{'GO:0042330'}
GO:0006189,'de novo' IMP biosynthetic process,BP,2.277886873303754e-10,4.9373197978858863e-08,"P15640,P08178,P0A7D7,P33221,P15639,P0AG16,P0AB89,P08179,P15254,P0AG18,P09029",e,11,"(11, 400)","(12, 3697)",{'GO:0006188'}
GO:0006754,ATP biosynthetic process,BP,1.8739619698734032e-09,3.249450055760481e-07,"P52612,P0A6E6,P0ABA6,P0AB98,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,10,"(9, 400)","(9, 3697)","{'GO:0009206', 'GO:0046034', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.8739619698734032e-09,3.249450055760481e-07,"P52612,P0A6E6,P0ABA6,P0AB98,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,11,"(9, 400)","(9, 3697)",{'GO:0006754'}
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,1.7635320680772918e-08,2.7799678236782035e-06,"P0A6E6,P0ABA6,P0AB98,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,12,"(8, 400)","(8, 3697)",{'GO:0015986'}
GO:0030254,protein secretion by the type III secretion system,BP,1.4372619036796906e-07,2.0768434508171527e-05,"P52612,P52613,P76299,P31068,P0AC05,P0AC07,P33135,P22586",e,8,"(8, 400)","(9, 3697)","{'GO:0009306', 'GO:0071806'}"
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,3.052401421925699e-07,4.0714338966301246e-05,"P0A6S0,P06974,P15070,P0ABZ1,P0ABX8,P0AE67,P0A6S3,P0A8T5,P22586",e,4,"(9, 400)","(12, 3697)",{'GO:0001539'}
GO:0042938,dipeptide transport,BP,3.601305254638984e-07,4.4604737939599985e-05,"P37313,P0AEF8,P23847,P77268,P0AEG1,P77622,P77463,P77308,P77304,P0AAG0",e,7,"(10, 400)","(15, 3697)",{'GO:0006857'}
GO:0000027,ribosomal large subunit assembly,BP,6.414016536401199e-07,7.414603116079785e-05,"P68919,P0AG44,P0A7L8,P0AGK4,P0A7J7,P0ADY7,P60422,P60624,P0AG55,P60438,P0ADZ0,P62399,P0A7K6",e,7,"(13, 400)","(26, 3697)",{'GO:0022618'}
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,2.1614387103884017e-06,0.00023424592023834302,"P0A786,P0A7E9,P00968,P0A6F1,P0A7E3,P05020,P0A7F3,P0A7E1",e,8,"(8, 400)","(11, 3697)","{'GO:0006220', 'GO:0009165', 'GO:0072528'}"
GO:0044780,bacterial-type flagellum assembly,BP,4.856296416120945e-06,0.0004953422344443364,"P52612,P76299,P0A7Z4,P52614,P0ABZ1,P75933,P0A8S9,P75942,P0AC07,P33135,P26608",e,7,"(11, 400)","(22, 3697)","{'GO:0030031', 'GO:0140694', 'GO:0044781'}"
GO:0044205,'de novo' UMP biosynthetic process,BP,9.864828830897292e-06,0.0009002954311987317,"P0A786,P00968,P0A6F1,P0A7E3,P05020,P0A7E1",e,11,"(6, 400)","(7, 3697)",{'GO:0006222'}
GO:0015803,branched-chain amino acid transport,BP,9.864828830897292e-06,0.0009002954311987317,"P0AEX7,P22731,P0A9S7,P0AD96,P04816,P22729",e,6,"(6, 400)","(7, 3697)","{'GO:0071705', 'GO:0046942'}"
GO:0006541,glutamine metabolic process,BP,1.0644944123795879e-05,0.0009229166555331026,"P0A786,P09831,P00904,P00968,P0A6F1,P04079,P0AG16,P15254,P0A6W0",e,9,"(9, 400)","(16, 3697)",{'GO:0009064'}
GO:0042956,maltodextrin transmembrane transport,BP,1.4498717808200456e-05,0.0011427625763372543,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(5, 3697)",{'GO:0042955'}
GO:0140205,oligopeptide import across plasma membrane,BP,1.4498717808200456e-05,0.0011427625763372543,"P77737,P0AFH6,P0AFH2,P23843,P76027",e,8,"(5, 400)","(5, 3697)","{'GO:0098739', 'GO:0035672'}"
GO:1903785,L-valine transmembrane transport,BP,3.585565197012649e-05,0.0023912961736999743,"P0AEX7,P22731,P43667,P0A9S7,P76630,P22729",e,8,"(6, 400)","(8, 3697)","{'GO:0015829', 'GO:1902475', 'GO:0015695'}"
GO:0035351,heme transmembrane transport,BP,3.585565197012649e-05,0.0023912961736999743,"P37313,P0AEF8,P23847,P0AEG1,P29018,P0AAG0",e,11,"(6, 400)","(8, 3697)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,3.585565197012649e-05,0.0023912961736999743,"P0A786,P0A6F1,P0A7E3,P05020,P0A7F3,P0A7E1",e,8,"(6, 400)","(8, 3697)",{'GO:0019856'}
GO:0015833,peptide transport,BP,4.0571841023033146e-05,0.0026056137901459067,"P37313,P77737,P0AFH2,P0AEF8,P0AFH6,P23847,P23843,P77268,P0AEG1,P76027,P77622,P77463,P77308,P77304,P0AAG0",e,6,"(15, 400)","(45, 3697)",{'GO:0042886'}
GO:0000028,ribosomal small subunit assembly,BP,6.376842237625894e-05,0.003949087300015465,"P0A7V3,P0A7U3,P0A7V8,P0AGK4,P68679,P0A7U7,P0A7W7,P0A7T3,P0A7X6",e,7,"(9, 400)","(19, 3697)",{'GO:0022618'}
GO:0030261,chromosome condensation,BP,7.923635677574772e-05,0.004737787677556778,"P22524,P60293,P0ACF4,P22523,P0ACF0",e,6,"(5, 400)","(6, 3697)",{'GO:0051276'}
GO:1904981,maltose transmembrane transport,BP,0.00013521152743859667,0.007563122212210536,"P68187,P02916,P02943,P68183",e,8,"(4, 400)","(4, 3697)","{'GO:0034219', 'GO:0015768'}"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.00013521152743859667,0.007563122212210536,"P15070,P06974,P0AE67,P0ABZ1",e,6,"(4, 400)","(4, 3697)","{'GO:0071975', 'GO:0071973'}"
GO:0035442,dipeptide transmembrane transport,BP,0.00017627133448970677,0.009551702937660986,"P37313,P0AEF8,P23847,P0AEG1,P77463,P77308,P77304,P0AAG0",e,8,"(8, 400)","(17, 3697)","{'GO:0042938', 'GO:0035672'}"
GO:0015768,maltose transport,BP,0.0002526651766378738,0.012885924008531564,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(7, 3697)",{'GO:0015766'}
GO:0015823,phenylalanine transport,BP,0.0002526651766378738,0.012885924008531564,"P0AEX7,P22731,P0A9S7,P04816,P22729",e,6,"(5, 400)","(7, 3697)","{'GO:0071705', 'GO:0046942'}"
GO:0000162,tryptophan biosynthetic process,BP,0.0006140143844174528,0.027480021440383452,"P00904,P0A879,P0A877,P00895,P10371",e,8,"(5, 400)","(8, 3697)","{'GO:1901607', 'GO:0009073', 'GO:0046219'}"
GO:0140207,tripeptide import across plasma membrane,BP,0.0006180627659601815,0.027480021440383452,"P77737,P0AFH6,P0AFH2,P76027",e,9,"(4, 400)","(5, 3697)","{'GO:0035443', 'GO:0140205'}"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.0006180627659601815,0.027480021440383452,"P77737,P0AFH6,P0AFH2,P76027",e,7,"(4, 400)","(5, 3697)",{'GO:0015833'}
GO:1903714,isoleucine transmembrane transport,BP,0.0006180627659601815,0.027480021440383452,"P22731,P22729,P0AEX7,P0A9S7",e,8,"(4, 400)","(5, 3697)","{'GO:0015818', 'GO:0003333', 'GO:1905039'}"
GO:0019402,galactitol metabolic process,BP,0.0006180627659601815,0.027480021440383452,"P0A9S3,P0C8J8,P69828,P37188",e,7,"(4, 400)","(5, 3697)",{'GO:0006059'}
GO:0022900,electron transport chain,BP,0.0008082681814420577,0.0350384256655132,"P08200,P76182,P77285,P0ABJ1,P77179,P77611",e,4,"(6, 400)","(12, 3697)",{'GO:0006091'}
GO:0019676,ammonia assimilation cycle,BP,0.001258114313244776,0.047471258243510374,"P0A9C5,P09831,P09832",e,10,"(3, 400)","(3, 3697)","{'GO:0006536', 'GO:0006541', 'GO:0019740'}"
