GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,4.666518250673482e-19,8.091742646667817e-16,"P52613,P06974,P0AC05,P0ABX8,P0A6S3,P0AC07,P26608,P31068,P75938,P76299,P0ABX5,P52614,P75933,P75942,P0A6S0,P15070,P0ABY2,P0A8T7,P33135,P25798,P76298,P52612,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,5,"(27, 400)","(37, 3697)",{'GO:0097588'}
GO:0006935,chemotaxis,BP,3.151089569235799e-15,2.7319946565274375e-12,"P0AEE5,P52613,P06974,P0AC05,P27550,P0ABX8,P0AE67,P0AC07,P31068,P76299,P75938,P0ABX5,P23847,P15070,P02925,P33135,P76298,P52612,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,3,"(23, 400)","(34, 3697)",{'GO:0042330'}
GO:0044781,bacterial-type flagellum organization,BP,3.345141687069572e-14,1.9334918951262126e-11,"P76298,P52612,P22586,P52613,P76299,P31068,P0ABY7,P52614,P0AC05,P75933,P0ABY2,P0A8S9,P75942,P75936,P76297,P26608",e,5,"(16, 400)","(18, 3697)","{'GO:0030030', 'GO:0006996'}"
GO:0022904,respiratory electron transport chain,BP,6.797181381183703e-13,2.946578128743135e-10,"P0AAJ5,P0AFE8,P33607,P33599,P33602,P31979,P0AEL0,P0AFD4,P0AFE0,P0ABI8,P0AFE4,P06149,P0AFC7,P0AFD1,P0AFD6,P07014,P0AFC3,P0AFF0",e,5,"(18, 400)","(25, 3697)",{'GO:0022900'}
GO:0044780,bacterial-type flagellum assembly,BP,1.079187704409323e-11,3.742622958891532e-09,"P76298,P52612,P76299,P0A8Q0,P52614,P0ABZ1,P33135,P75933,P0A8S9,P75942,P0A8T7,P0AC47,P0A8Q3,P0AC07,P00363,P26608",e,7,"(16, 400)","(22, 3697)","{'GO:0030031', 'GO:0140694', 'GO:0044781'}"
GO:0006189,'de novo' IMP biosynthetic process,BP,2.277886873303754e-10,6.583093063847848e-08,"P15640,P08178,P0A7D7,P33221,P15639,P0AG16,P0AB89,P08179,P15254,P0AG18,P09029",e,11,"(11, 400)","(12, 3697)",{'GO:0006188'}
GO:0030254,protein secretion by the type III secretion system,BP,1.8739619698734032e-09,4.642071508229259e-07,"P76298,P52612,P52613,P76299,P31068,P0AC05,P0AC07,P33135,P22586",e,8,"(9, 400)","(9, 3697)","{'GO:0009306', 'GO:0071806'}"
GO:0009060,aerobic respiration,BP,3.445306192972141e-09,7.467701173267115e-07,"P07014,P0AFE8,P33602,P31979,P0AFD4,P0ABJ6,P0ABI8,P06149,P0AFC7,P0ABJ3,P0AFD6,P0AC41,P0AC44,P0AFF0",e,6,"(14, 400)","(22, 3697)",{'GO:0045333'}
GO:0015031,protein transport,BP,4.545269705281797e-09,8.757219632176263e-07,"P52613,P0AEF8,P15078,P76027,P0AC05,P77308,P77304,P0AAG0,P31068,P76299,P23847,P77622,P76128,P77737,P0AFH2,P0AFH6,P77268,P77463,P02931,P37313,P76298,P52612,P10408,P0AEG1",e,6,"(24, 400)","(61, 3697)","{'GO:0071705', 'GO:0045184'}"
GO:0042938,dipeptide transport,BP,1.9101343036048657e-08,3.312172882450837e-06,"P37313,P0AEF8,P23847,P77268,P0AEG1,P77622,P77463,P76128,P77308,P77304,P0AAG0",e,7,"(11, 400)","(15, 3697)",{'GO:0006857'}
GO:0006164,purine nucleotide biosynthetic process,BP,1.41369389433132e-07,1.9170862622927564e-05,"P15640,P08178,P0A7D7,P33221,P15639,P0AG16,P0AB89,P08179,P15254,P0AG18,P09029",e,8,"(11, 400)","(17, 3697)","{'GO:0009165', 'GO:0006163', 'GO:0072522'}"
GO:0006754,ATP biosynthetic process,BP,1.4372619036796906e-07,1.9170862622927564e-05,"P52612,P0A6E6,P0ABA6,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,10,"(8, 400)","(9, 3697)","{'GO:0009206', 'GO:0046034', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.4372619036796906e-07,1.9170862622927564e-05,"P52612,P0A6E6,P0ABA6,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,11,"(8, 400)","(9, 3697)",{'GO:0006754'}
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,3.052401421925699e-07,3.5457570653359015e-05,"P0A6S0,P06974,P15070,P0ABZ1,P0ABX8,P0AE67,P0A6S3,P0A8T5,P22586",e,4,"(9, 400)","(12, 3697)",{'GO:0001539'}
GO:0015833,peptide transport,BP,3.067263897349396e-07,3.5457570653359015e-05,"P37313,P77737,P0AFH2,P0AEF8,P0AFH6,P23847,P15078,P77268,P45767,P76027,P33916,P77622,P0AEG1,P77308,P77304,P77463,P76128,P0AAG0",e,6,"(18, 400)","(45, 3697)",{'GO:0042886'}
