GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,1.2012211178208913e-06,0.00013018233864383908,"P0A6E6,P0ABA6,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,12,"(7, 400)","(8, 3697)",{'GO:0015986'}
GO:0015990,electron transport coupled proton transport,BP,4.902453363906119e-06,0.0005000502431184242,"P0AFE8,P33607,P0ABJ6,P0ABI8,P0AFC7,P0ABJ3,P0AFF0",e,9,"(7, 400)","(9, 3697)",{'GO:0015988'}
GO:1902600,proton transmembrane transport,BP,6.471392531978112e-06,0.0006234108139138915,"P0ABA4,P77304,P0AFD1,P0AFC3,P33599,P33602,P0ABA0,P0AFE4,P0A6E6,P0ABA6,P31979,P0AFE0,P0AFD4,P0ABI8,P52612,Q46839,P0ABB0,P68699,P0AA82,P0ABB4",e,7,"(20, 400)","(64, 3697)","{'GO:0098655', 'GO:0098662'}"
GO:0042956,maltodextrin transmembrane transport,BP,1.4498717808200456e-05,0.0011427625763372543,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(5, 3697)",{'GO:0042955'}
GO:0019545,arginine catabolic process to succinate,BP,1.4498717808200456e-05,0.0011427625763372543,"P76216,P0AE37,P76215,P77581,P76217",e,11,"(5, 400)","(5, 3697)","{'GO:0006105', 'GO:0006527'}"
GO:0019544,arginine catabolic process to glutamate,BP,1.4498717808200456e-05,0.0011427625763372543,"P76216,P0AE37,P76215,P77581,P76217",e,11,"(5, 400)","(5, 3697)","{'GO:0006536', 'GO:0006527'}"
GO:0019402,galactitol metabolic process,BP,1.4498717808200456e-05,0.0011427625763372543,"P69828,P0A9S3,P37188,P0C8J8,P0C8J6",e,7,"(5, 400)","(5, 3697)",{'GO:0006059'}
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,BP,7.206331773083825e-05,0.005432947519359718,"P05706,P36672,P69828,P56579,P37188,P69811,P42904,P0C8J8,P00550,P69797,P69786,P69805,P0A9N0,P69801,P56580",e,7,"(15, 400)","(47, 3697)",{'GO:0098704'}
GO:0005978,glycogen biosynthetic process,BP,0.00013521152743859667,0.00837345673494738,"P15977,P07762,P0A6U8,P0A6V1",e,7,"(4, 400)","(4, 3697)","{'GO:0005977', 'GO:0009250'}"
GO:0005980,glycogen catabolic process,BP,0.00013521152743859667,0.00837345673494738,"P15067,P15977,P00490,P0AC86",e,7,"(4, 400)","(4, 3697)","{'GO:0005977', 'GO:0009251'}"
GO:1904981,maltose transmembrane transport,BP,0.00013521152743859667,0.00837345673494738,"P68187,P02916,P02943,P68183",e,8,"(4, 400)","(4, 3697)","{'GO:0034219', 'GO:0015768'}"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.00013521152743859667,0.00837345673494738,"P15070,P06974,P0AE67,P0ABZ1",e,6,"(4, 400)","(4, 3697)","{'GO:0071975', 'GO:0071973'}"
GO:0098708,D-glucose import across plasma membrane,BP,0.00013521152743859667,0.00837345673494738,"P69786,P69805,P69801,P69797",e,9,"(4, 400)","(4, 3697)","{'GO:1904659', 'GO:0140271'}"
GO:0035442,dipeptide transmembrane transport,BP,0.00017627133448970677,0.010539810138108676,"P37313,P0AEF8,P23847,P0AEG1,P77463,P77308,P77304,P0AAG0",e,8,"(8, 400)","(17, 3697)","{'GO:0042938', 'GO:0035672'}"
GO:0006099,tricarboxylic acid cycle,BP,0.00021124056079081162,0.011815842981008623,"P14407,P07014,P0AGE9,P0AC38,P0AFG3,P0AC47,P05042,P0AC41,P0A836,P0AC44",e,3,"(10, 400)","(26, 3697)",{'GO:0044238'}
GO:0044205,'de novo' UMP biosynthetic process,BP,0.0002526651766378738,0.012885924008531564,"P0A786,P00968,P0A6F1,P0A7E3,P05020",e,11,"(5, 400)","(7, 3697)",{'GO:0006222'}
GO:0015768,maltose transport,BP,0.0002526651766378738,0.012885924008531564,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(7, 3697)",{'GO:0015766'}
GO:0015803,branched-chain amino acid transport,BP,0.0002526651766378738,0.012885924008531564,"P22731,P0A9S7,P0AD96,P04816,P22729",e,6,"(5, 400)","(7, 3697)","{'GO:0071705', 'GO:0046942'}"
GO:0019646,aerobic electron transport chain,BP,0.00028742809895861745,0.01424000924554979,"P56100,P07014,P0ABJ6,P0ABI8,P0ABJ3,P0AC41,P0AC44",e,7,"(7, 400)","(14, 3697)","{'GO:0022904', 'GO:0009060'}"
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,0.0004443990201562899,0.020826700025702884,"P0A786,P00968,P0A6F1,P0A7E3,P05020,P0A7F3",e,8,"(6, 400)","(11, 3697)","{'GO:0006220', 'GO:0009165', 'GO:0072528'}"
GO:0009372,quorum sensing,BP,0.0004443990201562899,0.020826700025702884,"P77432,P77257,P76142,P77672,P64461,P0AFS1",e,5,"(6, 400)","(11, 3697)","{'GO:0007267', 'GO:0060245'}"
GO:0006096,glycolytic process,BP,0.0004892274549234472,0.022324221232559404,"P0A858,P0A6T1,P0A9B2,P0A6P9,P06959,P0A991,P0AB71",e,11,"(7, 400)","(15, 3697)","{'GO:0046496', 'GO:0016052', 'GO:0006091', 'GO:0046032', 'GO:0046034', 'GO:0006090', 'GO:0019364'}"
GO:0035351,heme transmembrane transport,BP,0.0006140143844174528,0.023298279047281625,"P37313,P0AEF8,P23847,P0AEG1,P0AAG0",e,11,"(5, 400)","(8, 3697)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,0.0006140143844174528,0.023298279047281625,"P0A786,P0A6F1,P0A7E3,P05020,P0A7F3",e,8,"(5, 400)","(8, 3697)",{'GO:0019856'}
GO:1905887,autoinducer AI-2 transmembrane transport,BP,0.0006180627659601815,0.023298279047281625,"P77257,P0AFS1,P76142,P77672",e,6,"(4, 400)","(5, 3697)",{'GO:0015791'}
GO:0015846,polyamine transport,BP,0.0006180627659601815,0.023298279047281625,"P31134,P31133,P0AFK9,P76108",e,5,"(4, 400)","(5, 3697)",{'GO:0071705'}
GO:0140207,tripeptide import across plasma membrane,BP,0.0006180627659601815,0.023298279047281625,"P77737,P0AFH6,P0AFH2,P76027",e,9,"(4, 400)","(5, 3697)","{'GO:0035443', 'GO:0140205'}"
GO:0140205,oligopeptide import across plasma membrane,BP,0.0006180627659601815,0.023298279047281625,"P77737,P0AFH6,P0AFH2,P76027",e,8,"(4, 400)","(5, 3697)","{'GO:0098739', 'GO:0035672'}"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.0006180627659601815,0.023298279047281625,"P77737,P0AFH6,P0AFH2,P76027",e,7,"(4, 400)","(5, 3697)",{'GO:0015833'}
GO:0015794,glycerol-3-phosphate transmembrane transport,BP,0.0006180627659601815,0.023298279047281625,"P10906,P0AG80,P10905,P10907",e,5,"(4, 400)","(5, 3697)","{'GO:1901264', 'GO:0055085', 'GO:0015711', 'GO:0015748'}"
GO:0045333,cellular respiration,BP,0.0008082681814420577,0.02981993673660698,"P0AAJ5,P33602,P31979,P0AEL0,P19319,P24183",e,5,"(6, 400)","(12, 3697)",{'GO:0015980'}
GO:0001407,glycerophosphodiester transmembrane transport,BP,0.001258114313244776,0.03899424784288353,"P0AG80,P10905,P10907",e,5,"(3, 400)","(3, 3697)","{'GO:0055085', 'GO:0015711', 'GO:0015748'}"
GO:0042867,pyruvate catabolic process,BP,0.001258114313244776,0.03899424784288353,"P06959,P0AFG8,P07003",e,8,"(3, 400)","(3, 3697)","{'GO:0006090', 'GO:0072329'}"
GO:0015761,mannose transmembrane transport,BP,0.001258114313244776,0.03899424784288353,"P69805,P69801,P69797",e,8,"(3, 400)","(3, 3697)",{'GO:0008645'}
GO:0050918,positive chemotaxis,BP,0.001258114313244776,0.03899424784288353,"P06974,P23847,P02925",e,4,"(3, 400)","(3, 3697)",{'GO:0006935'}
GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate,BP,0.001258114313244776,0.03899424784288353,"P08203,P08204,P08202",e,9,"(3, 400)","(3, 3697)","{'GO:1901159', 'GO:0019572'}"
GO:0006546,glycine catabolic process,BP,0.001258114313244776,0.03899424784288353,"P27248,P33195,P0A825",e,10,"(3, 400)","(3, 3697)","{'GO:0009071', 'GO:0006544'}"
GO:0019404,galactitol catabolic process,BP,0.001258114313244776,0.03899424784288353,"P0A9S3,P0C8J8,P0C8J6",e,8,"(3, 400)","(3, 3697)","{'GO:0019402', 'GO:0019407'}"
GO:0019464,glycine decarboxylation via glycine cleavage system,BP,0.001258114313244776,0.03899424784288353,"P27248,P33195,P0A6T9",e,11,"(3, 400)","(3, 3697)",{'GO:0006546'}
GO:0042773,ATP synthesis coupled electron transport,BP,0.0012593298034610596,0.03899424784288353,"P0AFE8,P33607,P33602,P0AFE4,P0AFF0",e,6,"(5, 400)","(9, 3697)",{'GO:0022904'}
GO:0006635,fatty acid beta-oxidation,BP,0.001365349821973073,0.041535378794759804,"P21177,P77399,P42593,P76082,P76503,P21151",e,9,"(6, 400)","(13, 3697)","{'GO:0009062', 'GO:0019395'}"
GO:0006974,DNA damage response,BP,0.0015477271114141468,0.04627170364124364,"P15067,P37685,P07762,P12758,P0A6U8,P0AEH5,P0A6S3,P08179,P0AB89,P0ACL7,P21179,P39451,P28904,P14407,P0AEX9,P02916,P39173,P0ACF0,P22564,P15640,P0AEL0,P45424,P25527,P13482,P0A830,P02943,Q46851,P0A6F3,P0AAG8,P0A6Z3,P75779,P0ABP8,P29013,P00363",e,4,"(34, 400)","(186, 3697)",{'GO:0033554'}
GO:1990539,fructose import across plasma membrane,BP,0.0016957155843290495,0.04900618038710953,"P69811,P69805,P69801,P69797",e,9,"(4, 400)","(6, 3697)","{'GO:0015755', 'GO:0140271'}"
GO:0009450,gamma-aminobutyric acid catabolic process,BP,0.0016957155843290495,0.04900618038710953,"P25526,P22256,P25553,P25527",e,8,"(4, 400)","(6, 3697)","{'GO:0170044', 'GO:0009063', 'GO:0009448'}"
GO:0006355,regulation of DNA-templated transcription,BP,0.00019680816173137913,0.011375511748073714,"P39399,Q47129,P0ACQ0,P77743,P0ABY7,P54901,P0A8S9,P06993,Q47141,P69786,P0ACL7,P0A968,P09546",p,8,"(13, 400)","(282, 3697)","{'GO:2001141', 'GO:0010468'}"
