GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0002181,cytoplasmic translation,BP,6.826124070161644e-21,1.183649913766029e-17,"P68919,P0AA10,P0ADY7,P0A7J7,P0A7W7,P0A7S9,P0AG55,P60438,P0A7N4,P0ADY3,P62399,P60723,P0A7V3,P0A7T7,P0AG44,P0A7L8,P0A7R1,P0ADZ0,P0A7X3,P0A7U3,P68679,P0AG48,P02358,P0A7R5,P0AG59,P60624,P0C018,P0A7T3,P0A7K6,P61175,P0A7R9,P0A7V8,P0A7U7,P60422",e,6,"(34, 400)","(53, 3697)",{'GO:0006412'}
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,4.666518250673482e-19,4.0458713233339086e-16,"P52613,P06974,P0AC05,P0ABX8,P0A6S3,P0AC07,P26608,P31068,P76299,P75938,P0ABX5,P52614,P75933,P75942,P0A6S0,P0A7Z4,P15070,P0ABY2,P33135,P25798,P52612,P24216,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,5,"(27, 400)","(37, 3697)",{'GO:0097588'}
GO:0006164,purine nucleotide biosynthetic process,BP,2.8447040688996626e-13,1.6442389518240048e-10,"P15640,P08178,P0A7D7,P0A7D4,P33221,P15639,P0ACP7,P0AG16,P0A717,P0AB89,P08179,P15254,P0AG18,P09029,P24186",e,8,"(15, 400)","(17, 3697)","{'GO:0009165', 'GO:0006163', 'GO:0072522'}"
GO:0006935,chemotaxis,BP,7.828362800242246e-13,3.393595273905013e-10,"P0AEE5,P52613,P06974,P0AC05,P0ABX8,P0A9H9,P0AE67,P0AC07,P31068,P75938,P76299,P0ABX5,P23847,P15070,P33135,P52612,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,3,"(21, 400)","(34, 3697)",{'GO:0042330'}
GO:0006412,translation,BP,1.5167147046766673e-12,4.449343881690461e-10,"P68919,P46837,P0AA10,P0ADY7,P0A7J7,P0A7W7,P0A7S9,P0AG55,P60438,P0A7N4,P0ADY3,P62399,P60723,P0A7V3,P0A7T7,P0AG44,P0A7L8,P08245,P0A7R1,P0ADZ0,P0A7X3,P0A7U3,P68679,P0AG48,P02358,P0A7R5,P0AG59,P60624,P0C018,P0A7T3,P0A7K6,P61175,P0A7R9,P0A7V8,P0A7U7,P00959,P60422",e,5,"(37, 400)","(99, 3697)","{'GO:0009059', 'GO:0019538'}"
GO:0044781,bacterial-type flagellum organization,BP,1.5395653569863188e-12,4.449343881690461e-10,"P52612,P22586,P52613,P76299,P31068,P0ABY7,P52614,P0AC05,P75933,P0ABY2,P0A8S9,P75942,P75936,P76297,P26608",e,5,"(15, 400)","(18, 3697)","{'GO:0030030', 'GO:0006996'}"
GO:0015031,protein transport,BP,2.4287775566525874e-12,6.016428976050838e-10,"P52613,P0AEF8,P76027,P0AC05,P77308,P77304,P0AG90,P0AAG0,P31068,P76299,P0A850,P25714,P0ADZ7,P23847,P77622,P77737,P0AFH2,P0AFH6,P23843,P77268,P77463,P0AG99,P02931,P37313,P52612,P69423,P10408,P0AEG1",e,6,"(28, 400)","(61, 3697)","{'GO:0071705', 'GO:0045184'}"
GO:0006189,'de novo' IMP biosynthetic process,BP,2.277886873303754e-10,4.9373197978858863e-08,"P15640,P08178,P0A7D7,P33221,P15639,P0AG16,P0AB89,P08179,P15254,P0AG18,P09029",e,11,"(11, 400)","(12, 3697)",{'GO:0006188'}
GO:0006754,ATP biosynthetic process,BP,1.8739619698734032e-09,3.249450055760481e-07,"P52612,P0A6E6,P0ABA6,P0AB98,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,10,"(9, 400)","(9, 3697)","{'GO:0009206', 'GO:0046034', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.8739619698734032e-09,3.249450055760481e-07,"P52612,P0A6E6,P0ABA6,P0AB98,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,11,"(9, 400)","(9, 3697)",{'GO:0006754'}
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,1.0712783871272176e-08,1.6887242938896323e-06,"P0A6S0,P06974,P15070,P0ABZ1,P0ABX8,P0A9H9,P0AE67,P0A6S3,P0A8T5,P22586",e,4,"(10, 400)","(12, 3697)",{'GO:0001539'}
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,1.7635320680772918e-08,2.5483038383716865e-06,"P0A6E6,P0ABA6,P0AB98,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,12,"(8, 400)","(8, 3697)",{'GO:0015986'}
