GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0000027,ribosomal large subunit assembly,BP,6.900866679873035e-08,9.204694479153725e-06,"P68919,P0AG44,P0A7L8,P0AGK4,P0A7J7,P0ADY7,P60422,P60624,P0AG55,P60438,P0A7N4,P0ADZ0,P62399,P0A7K6",e,7,"(14, 400)","(26, 3697)",{'GO:0022618'}
GO:0030254,protein secretion by the type III secretion system,BP,1.4372619036796906e-07,1.7801515292718456e-05,"P52612,P52613,P76299,P31068,P0AC05,P0AC07,P33135,P22586",e,8,"(8, 400)","(9, 3697)","{'GO:0009306', 'GO:0071806'}"
GO:0042938,dipeptide transport,BP,3.601305254638984e-07,4.163108874362665e-05,"P37313,P0AEF8,P23847,P77268,P0AEG1,P77622,P77463,P77308,P77304,P0AAG0",e,7,"(10, 400)","(15, 3697)",{'GO:0006857'}
GO:0015833,peptide transport,BP,1.7154648986267083e-06,0.00018591350838866952,"P37313,P77737,P0AFH2,P0AEF8,P0AFH6,P23847,P23843,P77268,P45767,P76027,P33916,P77622,P0AEG1,P77308,P77304,P77463,P0AAG0",e,6,"(17, 400)","(45, 3697)",{'GO:0042886'}
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,2.1614387103884017e-06,0.00022046674845961698,"P0A786,P0A7E9,P00968,P0A6F1,P0A7E3,P05020,P0A7F3,P0A7E1",e,8,"(8, 400)","(11, 3697)","{'GO:0006220', 'GO:0009165', 'GO:0072528'}"
GO:0044780,bacterial-type flagellum assembly,BP,4.856296416120945e-06,0.0004678232214196511,"P52612,P76299,P0A7Z4,P52614,P0ABZ1,P75933,P0A8S9,P75942,P0AC07,P33135,P26608",e,7,"(11, 400)","(22, 3697)","{'GO:0030031', 'GO:0140694', 'GO:0044781'}"
GO:0000028,ribosomal small subunit assembly,BP,7.407240603140012e-06,0.000642207760292239,"P0A7V3,P0A7U3,P0A7V8,P0AGK4,P68679,P0A7U7,P0A7W7,P0AG59,P0A7T3,P0A7X6",e,7,"(10, 400)","(19, 3697)",{'GO:0022618'}
GO:0044205,'de novo' UMP biosynthetic process,BP,9.864828830897292e-06,0.0007775278723989048,"P0A786,P00968,P0A6F1,P0A7E3,P05020,P0A7E1",e,11,"(6, 400)","(7, 3697)",{'GO:0006222'}
GO:0015803,branched-chain amino acid transport,BP,9.864828830897292e-06,0.0007775278723989048,"P0AEX7,P22731,P0A9S7,P0AD96,P04816,P22729",e,6,"(6, 400)","(7, 3697)","{'GO:0071705', 'GO:0046942'}"
GO:0006541,glutamine metabolic process,BP,1.0644944123795879e-05,0.0008025362222026979,"P60595,P0A786,P09831,P00904,P00968,P0A6F1,P04079,P0AG16,P15254",e,9,"(9, 400)","(16, 3697)",{'GO:0009064'}
GO:0042956,maltodextrin transmembrane transport,BP,1.4498717808200456e-05,0.0010056310671767836,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(5, 3697)",{'GO:0042955'}
GO:0140205,oligopeptide import across plasma membrane,BP,1.4498717808200456e-05,0.0010056310671767836,"P77737,P0AFH6,P0AFH2,P23843,P76027",e,8,"(5, 400)","(5, 3697)","{'GO:0098739', 'GO:0035672'}"
GO:1903785,L-valine transmembrane transport,BP,3.585565197012649e-05,0.0022204893041499764,"P0AEX7,P22731,P43667,P0A9S7,P76630,P22729",e,8,"(6, 400)","(8, 3697)","{'GO:0015829', 'GO:1902475', 'GO:0015695'}"
GO:0035351,heme transmembrane transport,BP,3.585565197012649e-05,0.0022204893041499764,"P37313,P0AEF8,P23847,P0AEG1,P29018,P0AAG0",e,11,"(6, 400)","(8, 3697)","{'GO:0034755', 'GO:0015886'}"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,3.585565197012649e-05,0.0022204893041499764,"P0A786,P0A6F1,P0A7E3,P05020,P0A7F3,P0A7E1",e,8,"(6, 400)","(8, 3697)",{'GO:0019856'}
GO:0030261,chromosome condensation,BP,7.923635677574772e-05,0.004737787677556778,"P22524,P60293,P0ACF4,P22523,P0ACF0",e,6,"(5, 400)","(6, 3697)",{'GO:0051276'}
GO:0015990,electron transport coupled proton transport,BP,9.776204918256717e-05,0.005650646442752382,"P0AFE8,P0ABJ6,P0ABI8,P0ABJ1,P0ABJ3,P0AFF0",e,9,"(6, 400)","(9, 3697)",{'GO:0015988'}
GO:0098712,L-glutamate import across plasma membrane,BP,0.00013521152743859667,0.007104751169046261,"P37902,P0AAG3,P0AER5,P0AER3",e,9,"(4, 400)","(4, 3697)","{'GO:0089718', 'GO:0015813'}"
GO:1904981,maltose transmembrane transport,BP,0.00013521152743859667,0.007104751169046261,"P68187,P02916,P02943,P68183",e,8,"(4, 400)","(4, 3697)","{'GO:0034219', 'GO:0015768'}"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.00013521152743859667,0.007104751169046261,"P15070,P06974,P0AE67,P0ABZ1",e,6,"(4, 400)","(4, 3697)","{'GO:0071975', 'GO:0071973'}"
GO:0035442,dipeptide transmembrane transport,BP,0.00017627133448970677,0.00873298554300433,"P37313,P0AEF8,P23847,P0AEG1,P77463,P77308,P77304,P0AAG0",e,8,"(8, 400)","(17, 3697)","{'GO:0042938', 'GO:0035672'}"
GO:0015768,maltose transport,BP,0.0002526651766378738,0.011841119359191169,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(7, 3697)",{'GO:0015766'}
GO:0015823,phenylalanine transport,BP,0.0002526651766378738,0.011841119359191169,"P0AEX7,P22731,P0A9S7,P04816,P22729",e,6,"(5, 400)","(7, 3697)","{'GO:0071705', 'GO:0046942'}"
GO:0006865,amino acid transport,BP,0.0005089902701170749,0.02322602969428968,"P0AEX7,P0AAD6,P0AER5,P07117,P07109,P0AER3,P0A9S7,P0AA47,P22731,P45767,P22729,P0AEU3,P23173,P0AD96,P0AAG3,P37902,P0AG38,P52094,P04816,P29018",e,4,"(20, 400)","(84, 3697)",{'GO:0006810'}
GO:0000162,tryptophan biosynthetic process,BP,0.0006140143844174528,0.024357291731248974,"P00904,P0A879,P0A877,P00895,P10371",e,8,"(5, 400)","(8, 3697)","{'GO:1901607', 'GO:0009073', 'GO:0046219'}"
GO:0140207,tripeptide import across plasma membrane,BP,0.0006180627659601815,0.024357291731248974,"P77737,P0AFH6,P0AFH2,P76027",e,9,"(4, 400)","(5, 3697)","{'GO:0035443', 'GO:0140205'}"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.0006180627659601815,0.024357291731248974,"P77737,P0AFH6,P0AFH2,P76027",e,7,"(4, 400)","(5, 3697)",{'GO:0015833'}
GO:1903714,isoleucine transmembrane transport,BP,0.0006180627659601815,0.024357291731248974,"P22731,P22729,P0AEX7,P0A9S7",e,8,"(4, 400)","(5, 3697)","{'GO:0015818', 'GO:0003333', 'GO:1905039'}"
GO:0019402,galactitol metabolic process,BP,0.0006180627659601815,0.024357291731248974,"P0A9S3,P0C8J8,P69828,P37188",e,7,"(4, 400)","(5, 3697)",{'GO:0006059'}
GO:0140009,L-aspartate import across plasma membrane,BP,0.0006180627659601815,0.024357291731248974,"P37902,P0AAG3,P0AER5,P0AER3",e,10,"(4, 400)","(5, 3697)","{'GO:0089718', 'GO:0070778'}"
GO:0022900,electron transport chain,BP,0.0008082681814420577,0.031145267258233956,"P08200,P76182,P77285,P0ABJ1,P77179,P77611",e,4,"(6, 400)","(12, 3697)",{'GO:0006091'}
GO:0019676,ammonia assimilation cycle,BP,0.001258114313244776,0.04281721331767603,"P0A9C5,P09831,P09832",e,10,"(3, 400)","(3, 3697)","{'GO:0006536', 'GO:0006541', 'GO:0019740'}"
GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate,BP,0.001258114313244776,0.04281721331767603,"P08203,P08204,P08202",e,9,"(3, 400)","(3, 3697)","{'GO:1901159', 'GO:0019572'}"
GO:0006546,glycine catabolic process,BP,0.001258114313244776,0.04281721331767603,"P27248,P33195,P0A825",e,10,"(3, 400)","(3, 3697)","{'GO:0009071', 'GO:0006544'}"
GO:0006568,tryptophan metabolic process,BP,0.001258114313244776,0.04281721331767603,"P0A853,P0A879,P0A877",e,9,"(3, 400)","(3, 3697)","{'GO:0009072', 'GO:0006586', 'GO:1902221'}"
GO:0019464,glycine decarboxylation via glycine cleavage system,BP,0.001258114313244776,0.04281721331767603,"P27248,P33195,P0A6T9",e,11,"(3, 400)","(3, 3697)",{'GO:0006546'}
GO:0043952,protein transport by the Sec complex,BP,0.0012593298034610596,0.04281721331767603,"P0ADZ7,P10408,P25714,P0AG99,P0AG90",e,8,"(5, 400)","(9, 3697)",{'GO:0071806'}
GO:0006355,regulation of DNA-templated transcription,BP,5.8052732802191035e-06,0.0005298075719947329,"P31463,P0AAU7,P0C093,P0ACQ0,P0ABY7,P25748,P0ACP7,P0A8S9,P0AD74,P09546",p,8,"(10, 400)","(282, 3697)","{'GO:2001141', 'GO:0010468'}"
GO:0005975,carbohydrate metabolic process,BP,0.00016590203447883791,0.008461003758420734,,p,3,"(0, 400)","(79, 3697)",{'GO:0044238'}
