GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0140205,oligopeptide import across plasma membrane,BP,0.0006180627659601815,0.027480021440383452,"P77737,P0AFH6,P0AFH2,P76027",e,8,"(4, 400)","(5, 3697)","{'GO:0098739', 'GO:0035672'}"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.0006180627659601815,0.027480021440383452,"P77737,P0AFH6,P0AFH2,P76027",e,7,"(4, 400)","(5, 3697)",{'GO:0015833'}
GO:0015794,glycerol-3-phosphate transmembrane transport,BP,0.0006180627659601815,0.027480021440383452,"P10906,P0AG80,P10905,P10907",e,5,"(4, 400)","(5, 3697)","{'GO:1901264', 'GO:0055085', 'GO:0015711', 'GO:0015748'}"
GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,0.0009972944536534739,0.04323271456587809,"P75938,P06974,P0ABX5,P0ABX2,P21361,P0ABX8,P0A9H9,P75937",e,6,"(8, 400)","(21, 3697)",{'GO:0071973'}
GO:0035442,dipeptide transmembrane transport,BP,0.0012190339920815608,0.04549328915003078,"P37313,P0AEF8,P23847,P0AEG1,P77308,P77304,P0AAG0",e,8,"(7, 400)","(17, 3697)","{'GO:0042938', 'GO:0035672'}"
GO:0001407,glycerophosphodiester transmembrane transport,BP,0.001258114313244776,0.04549328915003078,"P0AG80,P10905,P10907",e,5,"(3, 400)","(3, 3697)","{'GO:0055085', 'GO:0015711', 'GO:0015748'}"
GO:0042867,pyruvate catabolic process,BP,0.001258114313244776,0.04549328915003078,"P06959,P0AFG8,P07003",e,8,"(3, 400)","(3, 3697)","{'GO:0006090', 'GO:0072329'}"
GO:0015761,mannose transmembrane transport,BP,0.001258114313244776,0.04549328915003078,"P69805,P69801,P69797",e,8,"(3, 400)","(3, 3697)",{'GO:0008645'}
GO:0050918,positive chemotaxis,BP,0.001258114313244776,0.04549328915003078,"P06974,P23847,P02925",e,4,"(3, 400)","(3, 3697)",{'GO:0006935'}
GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate,BP,0.001258114313244776,0.04549328915003078,"P08203,P08204,P08202",e,9,"(3, 400)","(3, 3697)","{'GO:1901159', 'GO:0019572'}"
GO:0019404,galactitol catabolic process,BP,0.001258114313244776,0.04549328915003078,"P0A9S3,P0C8J8,P0C8J6",e,8,"(3, 400)","(3, 3697)","{'GO:0019402', 'GO:0019407'}"
GO:0042773,ATP synthesis coupled electron transport,BP,0.0012593298034610596,0.04549328915003078,"P0AFE8,P33607,P33602,P0AFE4,P0AFF0",e,6,"(5, 400)","(9, 3697)",{'GO:0022904'}
GO:0006635,fatty acid beta-oxidation,BP,0.001365349821973073,0.048316665128598134,"P21177,P77399,P42593,P76082,P76503,P21151",e,9,"(6, 400)","(13, 3697)","{'GO:0009062', 'GO:0019395'}"
GO:0006412,translation,BP,0.00022606628505477452,0.015076882241729962,P68191,p,5,"(1, 400)","(99, 3697)","{'GO:0009059', 'GO:0019538'}"
GO:0006355,regulation of DNA-templated transcription,BP,0.00044942296170001226,0.025138690825413586,"P39399,Q47129,P0ACQ0,P0ACH8,P77743,P0ABY7,Q06065,P0A8S9,P06993,Q47141,P69786,P0ACL7,P0A968,P09546",p,8,"(14, 400)","(282, 3697)","{'GO:2001141', 'GO:0010468'}"
