GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,1.8801348949239062e-20,3.2601539077980535e-17,"P52613,P06974,P0AC05,P0ABX8,P0A6S3,P0AC07,P26608,P31068,P75938,P76299,P0ABX5,P52614,P75933,P75942,P0A6S0,P15070,P0ABY2,P0A8T7,P0A8V2,P33135,P25798,P76298,P52612,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,5,"(28, 400)","(37, 3697)",{'GO:0097588'}
GO:0006935,chemotaxis,BP,1.6447571776012251e-16,1.4260044729802622e-13,"P0AEE5,P52613,P06974,P0AC05,P27550,P0ABX8,P0A9H9,P0AE67,P0AC07,P31068,P76299,P75938,P0ABX5,P23847,P15070,P02925,P33135,P76298,P52612,P0ABW9,P0ABX2,P0ABZ1,P0A8T5,P22586",e,3,"(24, 400)","(34, 3697)",{'GO:0042330'}
GO:0044781,bacterial-type flagellum organization,BP,3.345141687069572e-14,1.9334918951262126e-11,"P76298,P52612,P22586,P52613,P76299,P31068,P0ABY7,P52614,P0AC05,P75933,P0ABY2,P0A8S9,P75942,P75936,P76297,P26608",e,5,"(16, 400)","(18, 3697)","{'GO:0030030', 'GO:0006996'}"
GO:0044780,bacterial-type flagellum assembly,BP,4.4027880634315807e-13,1.9086086254975902e-10,"P76298,P52612,P76299,P0A8Q0,P52614,P0ABZ1,P33135,P75933,P0A8S9,P75942,P0A8T7,P0AC47,P0A8V2,P0A8Q3,P0AC07,P00363,P26608",e,7,"(17, 400)","(22, 3697)","{'GO:0030031', 'GO:0140694', 'GO:0044781'}"
GO:0022904,respiratory electron transport chain,BP,6.797181381183703e-13,2.357262502994508e-10,"P0AAJ5,P0AFE8,P33607,P33599,P33602,P31979,P0AEL0,P0AFD4,P0AFE0,P0ABI8,P0AFE4,P06149,P0AFC7,P0AFD1,P0AFD6,P07014,P0AFC3,P0AFF0",e,5,"(18, 400)","(25, 3697)",{'GO:0022900'}
GO:0030254,protein secretion by the type III secretion system,BP,1.8739619698734032e-09,5.415750092934135e-07,"P76298,P52612,P52613,P76299,P31068,P0AC05,P0AC07,P33135,P22586",e,8,"(9, 400)","(9, 3697)","{'GO:0009306', 'GO:0071806'}"
GO:0009060,aerobic respiration,BP,3.445306192972141e-09,8.53451562659099e-07,"P07014,P0AFE8,P33602,P31979,P0AFD4,P0ABJ6,P0ABI8,P06149,P0AFC7,P0ABJ3,P0AFD6,P0AC41,P0AC44,P0AFF0",e,6,"(14, 400)","(22, 3697)",{'GO:0045333'}
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,1.0712783871272176e-08,2.3219959040982443e-06,"P0A6S0,P06974,P15070,P0ABZ1,P0ABX8,P0A9H9,P0AE67,P0A6S3,P0A8T5,P22586",e,4,"(10, 400)","(12, 3697)",{'GO:0001539'}
GO:0015031,protein transport,BP,2.5188739770330237e-08,4.853030529083626e-06,"P52613,P0AEF8,P15078,P76027,P0AC05,P77308,P77304,P0AAG0,P31068,P76299,P23847,P77622,P76128,P77737,P0AFH2,P0AFH6,P77268,P02931,P37313,P76298,P52612,P10408,P0AEG1",e,6,"(23, 400)","(61, 3697)","{'GO:0071705', 'GO:0045184'}"
GO:0006754,ATP biosynthetic process,BP,1.4372619036796906e-07,2.2656474008914396e-05,"P52612,P0A6E6,P0ABA6,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,10,"(8, 400)","(9, 3697)","{'GO:0009206', 'GO:0046034', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.4372619036796906e-07,2.2656474008914396e-05,"P52612,P0A6E6,P0ABA6,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,11,"(8, 400)","(9, 3697)",{'GO:0006754'}
GO:0042938,dipeptide transport,BP,3.601305254638984e-07,5.203886092953332e-05,"P37313,P0AEF8,P23847,P77268,P0AEG1,P77622,P76128,P77308,P77304,P0AAG0",e,7,"(10, 400)","(15, 3697)",{'GO:0006857'}
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,1.2012211178208913e-06,0.00016022441679241735,"P0A6E6,P0ABA6,P0ABB0,P0ABA0,P0ABA4,P68699,P0ABB4",e,12,"(7, 400)","(8, 3697)",{'GO:0015986'}
GO:0015990,electron transport coupled proton transport,BP,4.902453363906119e-06,0.0005941885792413002,"P0AFE8,P33607,P0ABJ6,P0ABI8,P0AFC7,P0ABJ3,P0AFF0",e,9,"(7, 400)","(9, 3697)",{'GO:0015988'}
GO:0006099,tricarboxylic acid cycle,BP,5.140039612814016e-06,0.0005941885792413002,"P14407,P07014,P0AGE9,P77243,P0AC38,P0AFG3,P0AC47,P05042,P0AC41,P0A836,P0A9G6,P0AC44",e,3,"(12, 400)","(26, 3697)",{'GO:0044238'}
GO:0015833,peptide transport,BP,8.745621611507668e-06,0.0009478067421471435,"P37313,P77737,P0AFH2,P0AEF8,P0AFH6,P23847,P15078,P77268,P33916,P76027,P77622,P0AEG1,P76128,P77308,P77304,P0AAG0",e,6,"(16, 400)","(45, 3697)",{'GO:0042886'}
GO:0042956,maltodextrin transmembrane transport,BP,1.4498717808200456e-05,0.0012570388339709795,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(5, 3697)",{'GO:0042955'}
GO:0019545,arginine catabolic process to succinate,BP,1.4498717808200456e-05,0.0012570388339709795,"P76216,P0AE37,P76215,P77581,P76217",e,11,"(5, 400)","(5, 3697)","{'GO:0006105', 'GO:0006527'}"
GO:0019544,arginine catabolic process to glutamate,BP,1.4498717808200456e-05,0.0012570388339709795,"P76216,P0AE37,P76215,P77581,P76217",e,11,"(5, 400)","(5, 3697)","{'GO:0006536', 'GO:0006527'}"
GO:0019402,galactitol metabolic process,BP,1.4498717808200456e-05,0.0012570388339709795,"P69828,P0A9S3,P37188,P0C8J8,P0C8J6",e,7,"(5, 400)","(5, 3697)",{'GO:0006059'}
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,BP,1.6555802978123853e-05,0.001367036303050798,"P05706,P36672,P69828,P56579,P37188,P69811,P58035,P0C8J8,P42904,P00550,P69797,P69786,P69805,P0A9N0,P69801,P56580",e,7,"(16, 400)","(47, 3697)",{'GO:0098704'}
GO:1902600,proton transmembrane transport,BP,2.5145537928601403e-05,0.0019819255803724925,"P0ABA4,P77304,P0AFD1,P0AFC3,P33599,P33602,P0ABA0,P0AFE4,P0A6E6,P0ABA6,P31979,P0AFE0,P0AFD4,P0ABI8,P52612,P0ABB0,P68699,P0AA82,P0ABB4",e,7,"(19, 400)","(64, 3697)","{'GO:0098655', 'GO:0098662'}"
GO:1904981,maltose transmembrane transport,BP,0.00013521152743859667,0.009378271543141066,"P68187,P02916,P02943,P68183",e,8,"(4, 400)","(4, 3697)","{'GO:0034219', 'GO:0015768'}"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.00013521152743859667,0.009378271543141066,"P15070,P06974,P0AE67,P0ABZ1",e,6,"(4, 400)","(4, 3697)","{'GO:0071975', 'GO:0071973'}"
GO:0098708,D-glucose import across plasma membrane,BP,0.00013521152743859667,0.009378271543141066,"P69786,P69805,P69801,P69797",e,9,"(4, 400)","(4, 3697)","{'GO:1904659', 'GO:0140271'}"
GO:0015768,maltose transport,BP,0.0002526651766378738,0.015647193438931187,"P0AEX9,P68187,P02916,P68183,P02943",e,7,"(5, 400)","(7, 3697)",{'GO:0015766'}
GO:0015795,sorbitol transmembrane transport,BP,0.0002526651766378738,0.015647193438931187,"P05706,P56579,P58035,P00550,P56580",e,6,"(5, 400)","(7, 3697)","{'GO:0034219', 'GO:0015791'}"
GO:0006974,DNA damage response,BP,0.0003767879384238025,0.02252932018023702,"P15067,P37685,P07762,P12758,P07650,P0A6U8,P0AEH5,P0A6S3,P0AB89,P0ACL7,P21179,P39451,P45425,P28904,P31677,P14407,P0AEX9,P02916,P39173,P0A901,P22564,P0AEL0,P45424,P25527,P13482,P0A830,P02943,Q46851,P0A6L0,P0A6F3,P0AAG8,P0A6Z3,P75779,P0ABP8,P29013,P00363",e,4,"(36, 400)","(186, 3697)",{'GO:0033554'}
GO:0009372,quorum sensing,BP,0.0004443990201562899,0.025138690825413586,"P77432,P77257,P76142,P77672,P64461,P0AFS1",e,5,"(6, 400)","(11, 3697)","{'GO:0007267', 'GO:0060245'}"
GO:0006096,glycolytic process,BP,0.0004892274549234472,0.026510012713664294,"P0A6T1,P0A9B2,P0A6P9,P0AB71,P06959,P0A991,P0AD61",e,11,"(7, 400)","(15, 3697)","{'GO:0046496', 'GO:0016052', 'GO:0006091', 'GO:0046032', 'GO:0046034', 'GO:0006090', 'GO:0019364'}"
GO:0035351,heme transmembrane transport,BP,0.0006140143844174528,0.027480021440383452,"P37313,P0AEF8,P23847,P0AEG1,P0AAG0",e,11,"(5, 400)","(8, 3697)","{'GO:0034755', 'GO:0015886'}"
GO:1905887,autoinducer AI-2 transmembrane transport,BP,0.0006180627659601815,0.027480021440383452,"P77257,P0AFS1,P76142,P77672",e,6,"(4, 400)","(5, 3697)",{'GO:0015791'}
GO:0015846,polyamine transport,BP,0.0006180627659601815,0.027480021440383452,"P31134,P31133,P0AFK9,P76108",e,5,"(4, 400)","(5, 3697)",{'GO:0071705'}
GO:0140207,tripeptide import across plasma membrane,BP,0.0006180627659601815,0.027480021440383452,"P77737,P0AFH6,P0AFH2,P76027",e,9,"(4, 400)","(5, 3697)","{'GO:0035443', 'GO:0140205'}"
