cell,subpopulation,label,umap_1,umap_2,pc_1,pc_2,group_axis_projection
75,A,0,3.923940658569336,7.264235019683838,5.630529458508916,-0.5411637844779117,5.563931234491289
76,A,0,4.459288597106934,6.214247703552246,6.207234411676767,-2.5453656060748515,6.172771350547714
77,A,0,3.6952900886535645,6.780608177185059,3.9420318403379664,-2.7149575998884576,4.0296210846066
78,A,0,5.701409816741943,5.656399250030518,4.751506314369536,-1.9634929248251483,4.838468159618197
79,A,0,1.0177197456359863,6.973757266998291,6.058356097508828,14.75511258633696,6.406103254425867
80,A,0,0.8698351979255676,6.9598708152771,3.2219880539584067,20.434443617193054,4.073238246220031
81,A,0,3.0603456497192383,6.560306549072266,5.132267341002229,1.5360013394173981,5.188212229010338
82,A,0,4.6793670654296875,6.7689056396484375,5.783623979399072,-2.7132171785698667,5.675470206198602
83,A,0,3.943600654602051,5.444059371948242,6.750478621710522,-0.6721368017646611,6.552769083872631
84,A,0,5.346592426300049,5.585980415344238,4.16783576803311,-1.4566280771374704,4.353759894272713
85,A,0,4.707178592681885,5.739652633666992,5.65573798389188,-2.4247774479046575,5.732404097395372
86,A,0,4.311794757843018,8.153274536132812,5.985574522572585,-2.330038773743353,5.854339767219415
87,A,0,3.421665668487549,6.258397579193115,6.855012083112418,-2.314107728265631,6.682167868790721
88,A,0,2.371818780899048,7.006861686706543,5.073143462565209,3.204625402145914,5.1644248011003775
89,A,0,5.427151203155518,6.978110313415527,4.7641414491067735,-2.4634512215718485,4.638520148586979
90,A,0,4.833557605743408,7.237003326416016,5.498068021223525,-2.6267577123616115,5.4347597908414285
91,A,0,4.127419471740723,7.844675540924072,6.998091791923166,-2.91894714236785,6.706881229271758
92,A,0,2.2685489654541016,6.4209675788879395,7.0234184754511855,4.831188462912092,6.964215338538062
93,A,0,4.245687961578369,6.667967796325684,6.244746575551908,-2.4756477655226616,6.13523849589563
94,A,0,0.908801257610321,6.934259414672852,5.56242442102863,15.656047244737412,5.959238265343283
95,A,0,5.573761940002441,5.8281755447387695,4.9094576423213905,-2.224546520737067,4.976576641768959
96,A,0,4.456141471862793,7.216708183288574,6.315732425604266,-2.7547182064485356,6.227416294148302
97,A,0,4.148277759552002,6.197304725646973,7.796029658284482,-0.5262705179431687,7.685883105332241
98,A,0,4.371028423309326,8.889443397521973,6.50431901566019,-2.48841034757608,6.357818008024527
99,A,0,5.447781562805176,5.561373710632324,2.5716763481737064,-1.8295093003953284,2.776601502935371
100,A,0,2.850806713104248,7.334051609039307,6.296596645784804,2.8989998396903216,6.274936808896673
101,A,0,4.99387788772583,7.534377574920654,4.166130339616538,-2.641052354973817,4.228448895507277
102,A,0,3.045778751373291,6.2598876953125,5.027475496917364,-2.286815864146438,5.047244366594999
103,A,0,4.013142108917236,6.365736484527588,4.557951227989163,-1.4780219392942238,4.653564059556945
104,A,0,4.011380672454834,8.43304443359375,7.438058278514161,4.614667504667302,7.3667334000657325
105,A,0,2.3258540630340576,6.9736247062683105,5.342507040950739,3.615886394646258,5.400710597827871
106,A,0,4.639721393585205,7.338332653045654,4.88529748820567,-0.9746599103409601,4.801951571387248
107,A,0,5.402297496795654,7.239406585693359,6.1904814790308365,-2.109922219146874,6.061492564979588
108,A,0,4.290943622589111,6.33733606338501,6.401955317887882,-2.549197709190961,6.289854750560494
109,A,0,3.2503981590270996,5.633564472198486,5.6297332555374915,-2.4165566872446154,5.519349289004987
110,A,0,5.255327224731445,6.609218120574951,4.655795217985547,0.5927548805469283,4.70872498728433
111,A,0,1.9019074440002441,6.899747848510742,5.999096548446329,7.408073475233066,6.167295071524884
112,A,0,0.8290793299674988,7.04850435256958,3.882349750842487,25.510661000589895,4.714504086878813
113,A,0,4.560846328735352,5.67409086227417,4.178629890988013,-3.1297992045493577,4.245230801182118
114,A,0,5.267821788787842,8.154747009277344,5.760399675594793,-2.937594003484136,5.775598643802828
115,A,0,5.524033069610596,5.326807498931885,2.990680963001583,-1.9470135018347423,3.1871157174785703
116,A,0,2.7753725051879883,5.9279937744140625,5.692535436679811,-2.141073614973626,5.619195737468921
117,A,0,4.2614240646362305,9.301727294921875,7.3250289266789315,-0.8200057966663096,7.1339000890958175
118,A,0,3.448482036590576,6.374522686004639,4.16623685274281,-2.018453677117183,4.187030112846888
119,A,0,3.616023540496826,5.502842903137207,5.106511314983025,-2.4508903305814647,5.126876423151121
120,A,0,5.781622886657715,5.534409999847412,3.593879234679609,-1.7908125002222777,3.7821988231433328
121,A,0,4.264888286590576,8.561551094055176,5.33680770908106,-2.6540048743602638,5.29343995136381
122,A,0,5.567749977111816,5.531715393066406,5.473590778730772,-1.3507436565461435,5.507443945827649
123,A,0,2.8464279174804688,5.996850967407227,5.968415305836085,-2.575199098838509,5.894954777296942
124,A,0,4.012408256530762,6.5644731521606445,6.087870076350295,-2.458044245487815,5.93530087251767
