cell,subpopulation,label,umap_1,umap_2,pc_1,pc_2,group_axis_projection
208,A,0,4.24852180480957,1.5276380777359009,5.596617717489229,0.9655231838153139,5.628836182351952
209,A,0,3.305431365966797,2.0712459087371826,6.7117914268807635,3.255337264866445,6.542481353360856
210,A,0,2.2489330768585205,2.05020809173584,4.892410159620669,1.8595968175984774,4.975348028413259
211,A,0,4.485598087310791,2.415851354598999,5.649397743745132,0.48111741975724726,5.677522987385263
212,A,0,2.748155117034912,3.1449062824249268,6.042245433934217,-0.4614652679753712,6.086037902484267
213,A,0,4.167304515838623,3.0654070377349854,4.538236133048207,-1.8928623850061894,4.66346330688447
214,A,0,4.363291263580322,3.0126516819000244,4.620959192484644,0.4911570959127236,4.678151188459521
215,A,0,3.9080514907836914,2.416416883468628,6.8435320612864885,1.5152025080540152,6.799900858836283
216,A,0,3.3336586952209473,2.061410665512085,6.612817374745726,1.3778945064281216,6.473758820567623
217,A,0,6.372401237487793,2.723511219024658,4.701216564600009,-8.802698315159352,4.9134970956506345
218,A,0,3.3576560020446777,2.1152572631835938,5.415342547495172,-1.7790649268878935,5.462213206720321
219,A,0,5.588491916656494,2.4381113052368164,5.007846781069984,-5.8493487734164455,5.116346336676951
220,A,0,3.2761335372924805,1.2482017278671265,6.798343865594188,0.5287291989413112,6.689628082048944
221,A,0,3.2691800594329834,2.023953914642334,4.398729530289497,-1.192282958739821,4.557331296782637
222,A,0,2.730833053588867,2.574169635772705,7.522058394859144,3.2707745353176723,7.385372335793023
223,A,0,3.1809635162353516,2.4450559616088867,4.5526298779911,0.8415810357807428,4.6667185778354
224,A,0,3.070650577545166,1.8777000904083252,6.104803751393797,-0.34896843400068867,6.114569319100395
225,A,0,3.1408677101135254,2.3004539012908936,5.806204450363756,-0.09990741075432934,5.852172707872141
226,A,0,2.2546937465667725,2.813230276107788,6.372645101147393,4.566568829730114,6.265074926910112
227,A,0,7.026069641113281,2.592414617538452,0.3559539792752236,-4.785160651103246,0.33267919370149324
228,A,0,2.7833449840545654,3.222064256668091,5.641945249020571,1.0271387449048974,5.607838936693897
229,A,0,4.534279823303223,2.932879686355591,4.862966147703846,-0.6812501261671633,4.956567674948476
230,A,0,3.049018621444702,1.8454408645629883,5.88504220215008,2.587379779321341,5.813361140473768
231,A,0,4.736751556396484,2.1120996475219727,6.086777485366859,-2.6974704439375468,6.137556343648992
232,A,0,6.185121536254883,2.8361129760742188,5.108138156851071,-7.694908370254513,5.271600107276963
233,A,0,5.334079742431641,2.672719955444336,3.3373209193058373,-5.424563336767088,3.50094390122685
234,A,0,2.9977288246154785,2.3547847270965576,6.058790425804757,0.03528639186371027,6.027572175411368
235,A,0,3.4354705810546875,3.1920037269592285,5.2096981458161,2.2875074846973837,5.240066597902595
236,A,0,4.007823944091797,1.8695094585418701,5.314921431108398,3.0007114160638424,5.325727859737689
237,A,0,3.844318151473999,3.2226617336273193,3.869661295032265,3.029343529019672,4.075101886912342
238,A,0,3.2709224224090576,2.6946139335632324,7.051324482224195,0.0032314017378996867,7.028081409066084
239,A,0,2.989856243133545,2.2798779010772705,6.336916393454899,1.081379581788328,6.292343025762266
240,A,0,1.9731972217559814,1.776314616203308,4.155130102212643,0.8310972769658236,4.316095418098069
241,A,0,2.4399518966674805,2.349853992462158,6.4415797813582705,2.270163376465949,6.308255445384723
242,A,0,3.5575966835021973,1.6063655614852905,6.613211379466626,1.4041369196916065,6.5009995556441496
243,A,0,6.199108600616455,2.44248366355896,2.9668400679584495,-7.224639174448402,3.28698388702621
244,A,0,5.766178607940674,2.884622812271118,3.925481758612638,-7.389994763014056,4.198541401243991
245,A,0,3.256887912750244,3.340209484100342,6.312575622079305,1.9689932499365648,6.285693999377866
246,A,0,3.3046844005584717,2.230618953704834,7.1507637878683665,1.629356003181606,7.034792358631659
247,A,0,2.246717929840088,2.0172581672668457,6.16035250424477,1.5150799881803647,6.113517897387201
248,A,0,3.8517634868621826,2.04818058013916,5.084416270544482,0.46731853533574086,5.0878976996787735
249,A,0,3.6382081508636475,2.1712324619293213,6.750406508737651,-0.5646474826791547,6.711755722458203
250,A,0,2.905484437942505,1.6789278984069824,6.655095577519266,3.956845789875769,6.567181178979812
251,A,0,2.239427089691162,1.5835185050964355,6.760692064202206,1.8169187845674624,6.674332360166041
252,A,0,2.3465445041656494,2.758922576904297,5.561126284469033,2.4797421641891026,5.547312375069218
253,A,0,4.157706260681152,2.652592420578003,5.129702926188064,-0.7097618161859013,5.111030473461653
254,A,0,2.631162405014038,1.5374093055725098,6.245910863620812,1.6639293913545226,6.201604697028585
255,A,0,4.239429473876953,2.2602198123931885,4.918415147637372,-2.8510291377133816,4.987695367567502
256,A,0,2.918968439102173,3.1988208293914795,6.806164952741232,1.0179385587194605,6.687513019506081
257,A,0,3.143094539642334,2.428372383117676,3.629377467514083,-0.02632039127959786,3.7150077241792125
258,A,0,3.3451693058013916,2.706662654876709,5.089411953408582,-0.08934713369798418,5.109326011805187
259,A,0,3.8639986515045166,1.5606955289840698,5.490624200072612,0.34780893007531205,5.477260454175818
260,A,0,2.043358087539673,2.466282844543457,4.756836506037962,0.7267155959122013,4.884109152947454
261,A,0,3.7765445709228516,1.3312636613845825,6.421578850765451,1.7046889656960609,6.378376321298685
262,A,0,3.052116870880127,2.910996198654175,6.624726751475896,2.710403780683622,6.48571852764066
263,A,0,3.963012218475342,3.0779168605804443,6.016268544374772,3.04093096384365,5.922761880267851
264,A,0,2.4867589473724365,2.715367555618286,5.550514145961726,0.2178377233021256,5.559191065862398
265,A,0,3.6954705715179443,1.682478427886963,6.304866555314546,-1.1126266570825438,6.303850703480352
266,A,0,5.784595489501953,2.570023775100708,5.435133161129723,-4.864566816018744,5.524354468697607
267,A,0,2.382737636566162,3.313279628753662,5.2544993994387115,-0.24820494157619663,5.281440593695671
268,A,0,2.602750062942505,1.800183653831482,6.2879615719329225,2.0504961161528947,6.120057753526725
269,A,0,3.4455292224884033,3.3444836139678955,6.08883704404431,0.9839991132296604,6.047231705144743
270,A,0,2.5394136905670166,3.46712327003479,7.003962234651753,-0.17227453602528017,6.953121028129824
271,A,0,2.2823989391326904,1.5279450416564941,5.81597439057604,2.4210839258160792,5.8260935183358695
272,A,0,2.38969087600708,2.84869384765625,5.646873911380361,0.3845643709232429,5.644510768038236
273,A,0,3.3333938121795654,2.5390446186065674,6.571266056060355,0.19853586784144084,6.505019323638485
274,A,0,4.375758647918701,2.5631115436553955,5.888389484304092,-0.9378071678895804,5.865544453637845
275,A,0,2.4268269538879395,2.9223077297210693,5.408048569975899,2.3611423916556737,5.398160595222076
276,A,0,5.915505409240723,2.9431240558624268,4.977174951785818,-8.169697270447887,5.172067968944788
277,A,0,3.0918500423431396,1.262882947921753,6.574918709978441,0.9970202392520374,6.517506598013822
278,A,0,5.998741626739502,2.6426005363464355,3.3262263514424846,-7.4088131386016824,3.562269426592712
279,A,0,3.4811694622039795,2.869983196258545,5.254204899307935,-0.431999858173254,5.28830885529599
280,A,0,3.607254981994629,2.2118730545043945,5.3537530288057384,2.152117089776911,5.29627636417843
281,A,0,2.424713611602783,3.1142425537109375,5.8264577583555495,1.123605909057818,5.8313629893698415
282,A,0,3.0850203037261963,2.8501718044281006,6.519107559019252,1.3877761561808435,6.412593297205261
283,A,0,3.4984283447265625,0.939087986946106,6.930096311952514,-4.327205107187454,6.745503215330205
284,A,0,3.549020290374756,3.0425355434417725,5.244142139330964,-0.13329399941963885,5.235185126599217
285,A,0,3.259575605392456,3.1031715869903564,6.205298383421926,1.7699021165864615,6.133184594623229
286,A,0,3.0582849979400635,1.9042654037475586,6.239604096871378,0.3418319709618827,6.189012460167725
287,A,0,5.437675476074219,2.887308359146118,5.983262231564212,-8.291876817463637,6.0454126870803355
288,A,0,3.9708151817321777,1.8440546989440918,6.5520020393227,0.7661573614889298,6.422339503291532
289,A,0,4.059208869934082,2.3979332447052,5.794643909389525,-1.0655112059355603,5.815272877281374
290,A,0,2.7197320461273193,1.6545979976654053,3.198335482240418,1.4476800017424456,3.4344639640810426
291,A,0,4.149895191192627,2.276339530944824,5.472818593447545,-1.2954964430888762,5.500521003466367
292,A,0,2.571470022201538,1.881701946258545,6.370416585933154,2.1867040386107885,6.2983146705354285
293,A,0,3.4158849716186523,1.9345961809158325,4.827279395553547,1.8121033851261794,4.918567876039808
294,A,0,2.929941177368164,1.3383804559707642,4.420568323615946,0.622151112678553,4.487767691238511
295,A,0,3.8624038696289062,3.0257375240325928,6.761353683979062,0.834503351719966,6.619078341676791
296,A,0,3.2992048263549805,1.7223351001739502,5.576989635331562,2.138188900877351,5.527775337531716
297,A,0,4.1998291015625,3.1546266078948975,6.316775033287966,-0.1888408321956423,6.292476295756431
298,A,0,3.299501657485962,3.513502359390259,5.7686600217032105,6.5673829735878515,5.74028620677718
299,A,0,2.7339813709259033,1.9428491592407227,6.557027578389707,2.3143345936929176,6.453551155241934
300,A,0,4.230492115020752,3.0216691493988037,5.693669532751569,-1.2628332753090499,5.7856835009154794
301,A,0,3.219125747680664,3.1211659908294678,5.562416425729283,3.507819596047595,5.562617328604267
302,A,0,3.9897053241729736,2.815714120864868,6.356539721350421,7.792583681573574,6.2434337113704785
303,A,0,4.002390384674072,3.5232057571411133,5.376938132257929,-0.6241514127272713,5.401210518611034
304,A,0,3.4828195571899414,2.671539306640625,6.475409222410867,-0.31843238613695773,6.42086059008694
305,A,0,3.538506507873535,2.217742919921875,6.783470323528139,-2.272773030090864,6.7455708368047045
306,A,0,2.1655197143554688,2.251107692718506,6.085978117272361,2.6798273296289965,6.067290741596507
307,A,0,4.0277252197265625,1.2986416816711426,6.522512408519333,-1.2434202994886978,6.483870098624236
308,A,0,5.666648864746094,2.3987786769866943,4.0965439902193355,-5.778137539722538,4.265883982966664
309,A,0,2.5796051025390625,2.7285845279693604,6.048816146081007,1.1178314533536815,6.007874680119661
310,A,0,6.026585102081299,2.570915937423706,3.0807076485169156,-7.535359210040763,3.356970987006526
311,A,0,4.013304710388184,3.1369216442108154,7.109698990831952,-0.11317747074603544,6.989251347047523
312,A,0,3.329192876815796,2.7136876583099365,5.143148062980593,-0.6090671930871364,5.235538572039721
313,A,0,3.677999496459961,2.081803798675537,6.162648160122899,-0.48311678170036276,6.176451903371516
314,A,0,3.8389687538146973,2.3452987670898438,7.903974035015017,4.158119804504424,7.592952701042913
315,A,0,2.89532470703125,0.8565797805786133,7.714248229282544,2.2809333238972958,7.530835550876884
316,A,0,3.195518970489502,3.5168135166168213,6.4635170112177285,1.2216226378930968,6.330585931725963
317,A,0,2.578531503677368,1.9938496351242065,6.223404080557434,0.49149655662937886,6.159127727435215
318,A,0,4.505485534667969,1.8332345485687256,6.263221096572632,1.590877982477112,6.159435137981703
319,A,0,2.6013898849487305,2.646182060241699,5.798533211755108,2.4818980135378763,5.737477023580012
320,A,0,3.3922784328460693,2.7893073558807373,5.481207821518607,0.021331421024259018,5.435418683348155
321,A,0,3.8560147285461426,2.375176429748535,5.96789092068813,1.4256096888819154,5.947934503117404
322,A,0,5.920896530151367,2.822777509689331,6.4380768795911605,-5.9487918865955995,6.4195999370201
323,A,0,3.2865209579467773,1.328797698020935,6.081025529393393,1.4278419978861423,6.01266582941897
324,A,0,2.272860527038574,1.344842791557312,6.536324058283845,1.7238490643969342,6.465286306617938
325,A,0,4.800268650054932,1.9270893335342407,4.7235029838815565,-3.3058443085214253,4.812995593987477
326,A,0,3.726591110229492,1.6398651599884033,5.365224636499082,-0.22817626911998495,5.353667714964189
327,A,0,3.2200686931610107,3.776566505432129,4.6639080858631194,5.252588925851356,4.746551961930541
328,A,0,4.6092095375061035,2.8807952404022217,4.340779832071484,-0.2040442208021509,4.434415861459622
329,A,0,4.120244026184082,3.2485992908477783,5.278018438017289,0.1024298319312638,5.344624794641014
330,A,0,3.8493480682373047,2.480701446533203,5.417888677881409,0.9491868226048519,5.455864953051449
331,A,0,2.170098066329956,2.1149158477783203,5.025226506193041,2.3760444181089535,5.086181647053513
332,A,0,6.0934882164001465,2.90651798248291,3.375589948535393,-8.03078494321858,3.6752118688779953
333,A,0,2.6682651042938232,1.5667520761489868,6.055371609673532,0.5630285405274744,6.0446114309758965
334,A,0,2.898577928543091,1.2648236751556396,4.882635185079949,1.0672386870604191,4.942488022138555
335,A,0,3.7938554286956787,2.1937851905822754,5.649560066746269,1.2289322143324046,5.661239831235262
336,A,0,2.798215866088867,2.2105562686920166,5.513749062590858,2.542781045625386,5.489511252642927
337,A,0,2.9721343517303467,2.274019956588745,5.477948074634916,0.6650365136749052,5.533735567018647
338,A,0,5.711042881011963,2.7657265663146973,4.794845108830421,-5.9985614578188375,4.970404731852727
339,A,0,3.057147264480591,3.020481586456299,4.816556538476728,2.9096177790181597,4.882061294899433
340,A,0,3.1336734294891357,1.9638019800186157,4.991443304687761,2.016269319043806,4.995028920615275
341,A,0,3.0981459617614746,2.9333596229553223,5.013007963190486,-0.2753293864990341,5.059970064468077
342,A,0,3.3484833240509033,2.216153621673584,5.350974168160226,1.2676754018783496,5.37530951969434
343,A,0,2.3409204483032227,2.9560954570770264,6.244698972336268,3.238015196390426,6.214229664808688
344,A,0,3.1052448749542236,2.551243543624878,5.815656755188778,0.8199355182237076,5.802484875678038
345,A,0,6.1266045570373535,2.8451855182647705,4.851744479661036,-7.131081062903076,5.02860525255524
346,A,0,2.8638577461242676,2.05619478225708,5.817041751033404,2.76737370476794,5.788862761634132
347,A,0,4.056077480316162,3.3998751640319824,5.301761035169838,-0.7891164340774118,5.385190570174734
348,A,0,3.8183178901672363,2.5747873783111572,6.378799649791521,0.3485107740058999,6.382351756192833
349,A,0,5.39145565032959,2.3642613887786865,7.219206980092344,-4.934888847771814,7.147090493024198
350,A,0,2.359487533569336,1.599400520324707,6.247825633420137,2.468328670350923,6.134511935492723
351,A,0,2.0002074241638184,2.2346770763397217,5.6865892942260485,2.086292225954355,5.663246734769284
352,A,0,5.971612453460693,2.6681835651397705,3.311538722140658,-6.475892831999511,3.479143176268392
353,A,0,6.317728042602539,2.4824087619781494,3.9649516302560137,-6.878104415163187,4.198584582428043
354,A,0,3.821781873703003,2.5816922187805176,6.245999701509304,1.0852749303214833,6.219499958197625
355,A,0,3.307446002960205,2.9378254413604736,6.289093482758567,1.4817594351990468,6.283636638886335
356,A,0,6.323400497436523,2.4482738971710205,4.454081363619677,-5.681726020258926,4.585678596368227
357,A,0,2.937682867050171,2.052700996398926,5.377486564636497,0.6983853354087439,5.407273059174611
358,A,0,4.937963962554932,1.9869375228881836,5.597874879180219,-1.900767780060362,5.56391856734316
359,A,0,2.63804292678833,2.441249370574951,4.930742598642145,2.4339951149182797,4.956836699285656
360,A,0,3.4302735328674316,1.2044252157211304,5.3178866781546095,1.823498918762997,5.30263609453711
361,A,0,4.0038299560546875,3.551053285598755,6.512980358884219,-0.17393369339603618,6.453435919337561
362,A,0,4.116732597351074,1.9723737239837646,5.1168411739259705,1.5122308084074725,5.212345623069802
363,A,0,4.0247907638549805,3.1724154949188232,5.230727929488569,-0.5643819644374317,5.274084363251312
364,A,0,3.3847033977508545,3.1846656799316406,5.908763369056154,1.8529142336723798,5.912771441439939
365,A,0,2.837130069732666,3.5419163703918457,5.616714900508431,-0.40376757466494306,5.634663408534708
366,A,0,2.226442813873291,1.603843092918396,4.6132041424389705,0.851440760966681,4.735367130040038
367,A,0,3.6421666145324707,3.562598943710327,5.598821397411424,-0.7467572786616199,5.578302227272228
368,A,0,3.5689399242401123,1.5897696018218994,6.120343418328757,-0.09038610763760366,6.0961767864408625
369,A,0,2.468825101852417,2.3281991481781006,6.588830281372438,2.4277691683943847,6.429951650778361
370,A,0,3.990431308746338,2.0419533252716064,6.021619331104709,1.2987854139713784,5.943527771760922
371,A,0,6.04148530960083,2.5457346439361572,1.671240540240293,-6.464002485207712,1.8813610330497497
372,A,0,2.8497321605682373,2.543135643005371,5.860125704315706,0.8837754910680896,5.832516475491922
373,A,0,7.0121684074401855,2.6114368438720703,0.3559539792752236,-4.785160651103246,0.33267919370149324
374,A,0,4.515141010284424,2.5348799228668213,5.856346978206425,1.6182148722322056,5.893148760834862
