GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0006935,chemotaxis,BP,4.3590888742044224e-20,7.76789637383228e-17,"P0A8T5,P0ABX5,P0ABZ1,P0ABW9,P07017,P31068,P0AEE5,P0ABX2,P23847,P52612,P0AC05,P07018,P76299,P33135,P06974,P50466,P0A9H9,P05704,P07364,P75938,P15070,P52613,P0A964,P07330,P76298,P02942,P22586,P02925,P0AE67,P27550,P0AC07,P0ABX8",e,3,"(32, 896)","(34, 4278)",{'GO:0042330'}
GO:0071973,bacterial-type flagellum-dependent cell motility,BP,3.21387610848488e-13,2.8635636126600277e-10,"P75933,P25798,P0A8T5,P0ABX5,P0ABZ1,P26608,P0ABW9,P31068,P0AEM6,P0ABX2,P52612,P0ABY2,P0AC05,P76299,P33135,P06974,P75938,P0A6S0,P15070,P52613,P52614,P76298,P22586,P29744,P0A6S3,P75942,P0AC07,P0ABX8,P24216",e,5,"(29, 896)","(38, 4278)",{'GO:0097588'}
GO:0044781,bacterial-type flagellum organization,BP,1.2241659113511606e-09,7.271545513425895e-07,"P75933,P22586,P31068,P76297,P0AEM4,P75942,P52612,P43533,P0ABY2,P0AC05,P75936,P76299,P26608,P52613,P52614,P76298",e,5,"(16, 896)","(18, 4278)","{'GO:0030030', 'GO:0006996'}"
GO:0006099,tricarboxylic acid cycle,BP,9.209770068820667e-09,4.102952565659607e-06,"P0AC44,P05042,P61889,P0AC41,P08200,P0A9P0,P0ABH7,P37330,P0AFG6,P0AGE9,P11071,P07014,P08997,P69054,P0AC33,P0AC38,P00864,P0A836,P0A9G6,P0AC47,P0AFG3",e,3,"(21, 896)","(30, 4278)",{'GO:0044238'}
GO:0044780,bacterial-type flagellum assembly,BP,2.270764244215075e-08,8.093003766382527e-06,"P75933,P0AEM6,P0AC47,P00363,P75942,P52612,P43533,P0AC07,P0A8Q0,P76299,P33135,P26608,P33235,P0ABZ1,P0A8Q3,P52614,P76298",e,7,"(17, 896)","(22, 4278)","{'GO:0030031', 'GO:0044781', 'GO:0140694'}"
GO:0009060,aerobic respiration,BP,5.529149273489961e-08,1.6421573342265185e-05,"P07014,P0AC41,P13035,P0ABJ3,P31979,P06149,P0AC44,P69054,P0ABI8,P0AFC7,P0AFD4,P33602,P0ABJ6,P33232,P0AFF0,P0AFE8,P0AFD6,P0ABJ1",e,6,"(18, 896)","(25, 4278)",{'GO:0045333'}
GO:0030254,protein secretion by the type III secretion system,BP,7.512030927139649e-07,0.00019123484445946934,"P22586,P31068,P52612,P0AC05,P0AC07,P76299,P33135,P52613,P76298",e,8,"(9, 896)","(9, 4278)","{'GO:0009306', 'GO:0071806'}"
GO:0022904,respiratory electron transport chain,BP,3.622193519731239e-06,0.0008068436065201334,"P07014,P0AFD1,P31979,P06149,P33607,P0AFE0,P0ABI8,P0AFC7,P0AFE4,P33602,P0AFD6,P0AFD4,P0AFF0,P0AFE8,P33599,P0AFC3",e,5,"(16, 896)","(25, 4278)",{'GO:0022900'}
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,6.782901595504218e-06,0.0012087130643188518,"P22586,P0AE67,P0A6S3,P0A8T5,P0A9H9,P0ABZ1,P0ABX8,P0A6S0,P15070,P06974",e,4,"(10, 896)","(12, 4278)",{'GO:0001539'}
GO:0019563,glycerol catabolic process,BP,2.6500211804456834e-05,0.00393528145296184,"P13035,P0A858,P76014,P76015,P13033,P0A9C0,P0A996,P0A6F3",e,7,"(8, 896)","(9, 4278)","{'GO:0019405', 'GO:0006071'}"
GO:0015990,electron transport coupled proton transport,BP,2.6500211804456834e-05,0.00393528145296184,"P0ABJ3,P33607,P0ABI8,P0AFC7,P0ABJ6,P0AFF0,P0AFE8,P0ABJ1",e,9,"(8, 896)","(9, 4278)",{'GO:0015988'}
GO:0009239,enterobactin biosynthetic process,BP,0.00011354672944415448,0.01447884926970395,"P15047,P0AEJ2,P10378,P11454,P0ADI4,P18393,P0A8Y8",e,7,"(7, 896)","(8, 4278)","{'GO:0009238', 'GO:0019540', 'GO:0033068'}"
GO:0006096,glycolytic process,BP,0.00011375077989666404,0.01447884926970395,"P61889,P0A991,P0A858,P0A6T1,P21599,P0A6P9,P0A7A2,P62707,P0AB71,P0A799,P0A9B2",e,11,"(11, 896)","(17, 4278)","{'GO:0006090', 'GO:0046032', 'GO:0046034', 'GO:0016052', 'GO:0006091', 'GO:0019364', 'GO:0046496'}"
GO:0006457,protein folding,BP,0.00013794050078247416,0.01638733149295793,"P0A9L3,P0ABZ6,P00452,P23869,P0A6Z3,P0ABY2,P45523,P0A6Y5,P0A6F5,P08622,P0A6Y8,P0AG86,P09372,P0AFL3,P0A6F9",e,2,"(15, 896)","(28, 4278)",{'GO:0009987'}
GO:0006094,gluconeogenesis,BP,0.00016541534908820927,0.018423134504699307,"P0A858,P22259,P0A6T1,P0A9C9,P16095,P30744,P62707,P0AB71,P0A799,P00864",e,7,"(10, 896)","(15, 4278)","{'GO:0019319', 'GO:0006006'}"
GO:0006979,response to oxidative stress,BP,0.00019081181108451052,0.02000156749132928,"P76594,P41407,P0A744,P0AE52,P0AEN1,P21179,P05042,P08200,P0A9P0,P13029,P0A8G6,P09546,P0ACQ4,P52647,P00448,P0A746,P77689,P0AE08,P0A6Y5,P25534,P0ADE2,P0A9Q7,P31142",e,3,"(23, 896)","(52, 4278)",{'GO:0006950'}
GO:0006071,glycerol metabolic process,BP,0.00023535669976088017,0.022361119749995936,"P13035,P0A9S5,P10908,P09394,P76014,P76015,P0A9C9,P08194,P0A6F3",e,6,"(9, 896)","(13, 4278)",{'GO:0019400'}
GO:0006826,iron ion transport,BP,0.00023841822404597237,0.022361119749995936,"P13039,P06972,P23876,P07822,P23878,P0ABD3,P75780,P05825,P06971,P07821,P17315,P0AEL6,P0AEN1,P23485,P23484,P23877",e,8,"(16, 896)","(32, 4278)",{'GO:0000041'}
GO:0019402,galactitol metabolic process,BP,0.0003994813539219076,0.02760182971808435,"P0C8J8,P69828,P0C8J6,P0A9S3,P37188",e,7,"(5, 896)","(5, 4278)",{'GO:0006059'}
GO:0019544,arginine catabolic process to glutamate,BP,0.0003994813539219076,0.02760182971808435,"P76217,P0AE37,P77581,P76215,P76216",e,11,"(5, 896)","(5, 4278)","{'GO:0006536', 'GO:0006527'}"
GO:0019545,arginine catabolic process to succinate,BP,0.0003994813539219076,0.02760182971808435,"P76217,P0AE37,P77581,P76215,P76216",e,11,"(5, 896)","(5, 4278)","{'GO:0006105', 'GO:0006527'}"
GO:0046168,glycerol-3-phosphate catabolic process,BP,0.0003994813539219076,0.02760182971808435,"P13035,P13033,P0A9C0,P0A996,P0A6S7",e,7,"(5, 896)","(5, 4278)","{'GO:1901136', 'GO:0006072', 'GO:0046434'}"
GO:0015794,glycerol-3-phosphate transmembrane transport,BP,0.0003994813539219076,0.02760182971808435,"P10907,P08194,P0AG80,P10905,P10906",e,5,"(5, 896)","(5, 4278)","{'GO:0015711', 'GO:0015748', 'GO:0055085', 'GO:1901264'}"
GO:0042956,maltodextrin transmembrane transport,BP,0.0003994813539219076,0.02760182971808435,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 896)","(5, 4278)",{'GO:0042955'}
GO:0006754,ATP biosynthetic process,BP,0.00041820954118309623,0.02760182971808435,"P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,10,"(7, 896)","(9, 4278)","{'GO:0046034', 'GO:0009206', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,0.00041820954118309623,0.02760182971808435,"P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,11,"(7, 896)","(9, 4278)",{'GO:0006754'}
GO:0002181,cytoplasmic translation,BP,5.043892094822917e-06,0.0009986906347749375,,p,6,"(0, 896)","(55, 4278)",{'GO:0006412'}
GO:0043709,cell adhesion involved in single-species biofilm formation,BP,0.0006265398088286406,0.039874783547594196,P77302,p,5,"(1, 896)","(45, 4278)",{'GO:0043708'}
GO:0006310,DNA recombination,BP,0.0006626175708446955,0.04071670728431888,"P0AG71,P0A8P6,P37014,P0CF91,P0CF93,P24230,P0CF92,P0A7H6,P13458",p,6,"(9, 896)","(106, 4278)",{'GO:0006259'}
