gene,gene_clean,coordination_score
trpE,trpE,0.14716159013733765
srlE,srlE,0.14716159013733765
pspD,pspD,0.14716159013733765
mhpE,mhpE,0.14716159013733765
nrfG,nrfG,0.1033614150545334
dtd,dtd,0.1033614150545334
ydcD,ydcD,0.08929858319971971
xylG,xylG,0.08029469831396521
aldB,aldB,0.07837869794340131
ydaF,ydaF,0.0783786979434013
melA,melA,0.07310932706556747
melB,melB,0.07111325454249412
hokC,hokC,0.06529331352732787
xylE,xylE,0.06238063677750026
lit,lit,0.06157997399234774
yhhQ,yhhQ,0.059977184556351495
yffL,yffL,0.05990987044848848
phnJ,phnJ,0.058556938566861776
ycaO,ycaO,0.053731598477021164
ygfK,ygfK,0.05339046462356339
gltK,gltK,0.052809486247838267
nikA,nikA,0.05221849041048027
ygeX,ygeX,0.050840406486292906
cobC,cobC,0.05053653055988731
araB,araB,0.05042967056752941
pppA,pppA,0.050037571731248225
mdlA,mdlA,0.04950130788945569
ykgH,ykgH,0.04906252500469772
yqhG,yqhG,0.04787021390240374
nfrB,nfrB,0.04608855288210061
yafZ,yafZ,0.04427526213231464
yggP,yggP,0.043518847575113664
yceF,yceF,0.04344513771584195
asnB,asnB,0.04314204755846108
galS,galS,0.042575341327066286
recT,recT,0.04030017117367684
ydjL,ydjL,0.040172010318135866
thiM,thiM,0.03984486659214541
ygfT,ygfT,0.03926611745531116
cmtA,cmtA,0.03922410344066304
yccF,yccF,0.039167696452421255
ygcG,ygcG,0.039068998408275116
yjfY,yjfY,0.038759090939277804
fiu,fiu,0.03869718005147455
yijD,yijD,0.03849520506055054
bglH,bglH,0.03842776115361577
lpxA,lpxA,0.03832496144251395
yjiT,yjiT,0.03809651538036606
yehB,yehB,0.03738133249315901
fecB,fecB,0.03628857629889194
pspA,pspA,0.0362204582414194
yjjP,yjjP,0.03547931696094599
ybeQ,ybeQ,0.035477046346829036
rhtA,rhtA,0.03521328203937961
dgoD,dgoD,0.03507488431920358
ppiC,ppiC,0.0345396707813237
mreC,mreC,0.03447521134451852
LELOBEKK_fdoG,fdoG,0.034472200215492646
pdxK,pdxK,0.034148354370515485
ybaP,ybaP,0.034148354370515485
yfaV,yfaV,0.034148354370515485
fliQ,fliQ,0.034148354370515485
bglF,bglF,0.03392598859143399
fdnI,fdnI,0.033286439067243316
yjfI,yjfI,0.03316411575376364
rhsC,rhsC,0.03283172030048715
zitB,zitB,0.032344524088063556
yagS,yagS,0.03220813167183828
frlC,frlC,0.03182273422660235
intF,intF,0.03156963977424378
csgE,csgE,0.03130643511839091
gudD,gudD,0.03129984636588022
yegZ,yegZ,0.031238940413357355
hisF,hisF,0.03114544563832627
yejA,yejA,0.030575014873427356
fimB,fimB,0.03042698985129246
rhsE,rhsE,0.030314314126309312
yraH,yraH,0.02943511410781606
dacA,dacA,0.028855740199739004
dos,dos,0.028752016788308344
atoC,atoC,0.028550533971425995
mglB,mglB,0.02824492799090658
yqaA,yqaA,0.02821905840660729
yfcU,yfcU,0.02790683892771142
