gene,gene_clean,coordination_score
tmRNA,tmRNA,0.3615612561648247
rpsR,rpsR,0.23342073139112884
hcaE,hcaE,0.19832092575553287
ynbB,ynbB,0.19524956037698715
yhfY,yhfY,0.19229078836440078
hemB,hemB,0.17870137052679363
mokC,mokC,0.17392937124735874
srmB,srmB,0.1724277572162259
mutT,mutT,0.17085406094143823
yahC,yahC,0.1697594729916571
caiF,caiF,0.16620492368223613
yjhU,yjhU,0.16119332670243658
nadD,nadD,0.15488163302542476
betA,betA,0.15477688894604538
pgm,pgm,0.14958185878380786
murB,murB,0.1438428303765487
yjhI,yjhI,0.13723889143287427
mfd,mfd,0.13364744164837225
yfjS,yfjS,0.13050913787205476
fabZ,fabZ,0.12617007886038895
idnR,idnR,0.12281410356289789
paaX,paaX,0.11764166993292675
yhgF,yhgF,0.11749802171768348
yjbM,yjbM,0.10576537617035688
mdoC,mdoC,0.10539289045981079
yhfZ,yhfZ,0.10233622867389085
pphA,pphA,0.09824740454385641
yidL,yidL,0.0949780062177117
tetR,tetR,0.09460771624221997
ybhC,ybhC,0.0919361520205549
yihA,yihA,0.08891450398501098
allD,allD,0.08847038205879879
ytfL,ytfL,0.08805715017899338
yahL,yahL,0.08642128435005479
citC,citC,0.08614493584354235
acrB,acrB,0.08543335302816826
insF-4,insF-4,0.08454201065749471
purR,purR,0.08096598615912473
yihP,yihP,0.07902290200257579
yeaS,yeaS,0.07765657540158005
aslB,aslB,0.07678208693836862
diaA,diaA,0.07491856857322951
yafT,yafT,0.07397867276231108
nirB,nirB,0.07120137203299105
fdoI,fdoI,0.07111840674789434
ykgK,ykgK,0.07107135685563996
yjfI,yjfI,0.07032125672406911
ybhD,ybhD,0.0702008077871828
nac,nac,0.07001439541089861
yahE,yahE,0.0695265526445044
ispU,ispU,0.06831213883302006
hemL,hemL,0.06798210048417698
yobH,yobH,0.06532537994326505
yjiZ,yjiZ,0.06416053954162516
copA,copA,0.06316947742441954
ydjJ,ydjJ,0.06268262556778118
fecB,fecB,0.06212902535877334
LELOBEKK,LELOBEKK,0.061268362318261334
wzc,wzc,0.06110907441291191
ykfA,ykfA,0.06093474654186257
ylbA,ylbA,0.0607182798551688
uidC,uidC,0.060664904740442074
ykgH,ykgH,0.06006324690748499
ydjI,ydjI,0.05998722683534372
cobC,cobC,0.05994959175239302
nudC,nudC,0.05948879156889392
gltK,gltK,0.0594414211287883
sstT,sstT,0.059332072912843585
wzxC,wzxC,0.059168109484521
yfdH,yfdH,0.05791420619160872
oxc,oxc,0.05704677701192996
ykgD,ykgD,0.056931856945463585
ugd,ugd,0.0564842255343175
modF,modF,0.05598754386331395
def,def,0.05587464879174943
emrK,emrK,0.05583785372338679
creD,creD,0.05577475420938383
yffQ,yffQ,0.05544262100388388
gloB,gloB,0.05518501630680189
gapA,gapA,0.05448626167977231
yadM,yadM,0.054458292577550645
yfbN,yfbN,0.053829579108703805
yajR,yajR,0.05354749167082755
pth,pth,0.05341409567303087
rsxE,rsxE,0.053329146553351324
ycbJ,ycbJ,0.05328010132799941
rnd,rnd,0.053051859789715584
yfdL,yfdL,0.05243508955704562
yidR,yidR,0.05227453739472116
ygjG,ygjG,0.05200125395569601
wcaE,wcaE,0.05199437421055802
dcuS,dcuS,0.05196134015530243
ftsW,ftsW,0.05063952875831343
yqeA,yqeA,0.050547087252869764
parC,parC,0.05047623440931023
dhaM,dhaM,0.050466580028542214
yggM,yggM,0.05020580159529106
intB,intB,0.04999557321466572
ydjL,ydjL,0.04974047007551612
yfcU,yfcU,0.04955057057902841
ygcK,ygcK,0.04950838844810135
yagV,yagV,0.049161656548952444
tig,tig,0.04903511901064892
potD,potD,0.04843962753885351
yadK,yadK,0.04835412200380044
pepN,pepN,0.04826810828535362
yeiM,yeiM,0.048076089034178635
ydjH,ydjH,0.04754528604026722
rfbX,rfbX,0.047260779950413084
aslA,aslA,0.047172225012176855
torY,torY,0.04709580304169176
rnb,rnb,0.04697742618030222
ybdH,ybdH,0.046920246659236504
yahH,yahH,0.04667972882944374
ybcK,ybcK,0.046462329760622444
yegI,yegI,0.046443792003039996
