gene,gene_clean,coordination_score
ybgO,ybgO,0.05994616237399296
ilvI,ilvI,0.04508515422794405
cysG,cysG,0.0383099591607636
ydhY,ydhY,0.0358116867444069
racC,racC,0.03526363891463404
rluF,rluF,0.03268226886945211
lpxB,lpxB,0.03268226886945211
yafM,yafM,0.03268226886945211
insF-4,insF-4,0.03246356493327859
yagX,yagX,0.02850931178711226
torY,torY,0.026309240903460325
yedL,yedL,0.022916951561529
eutA,eutA,0.02101683854706664
yojI,yojI,0.02096617943099557
mfd,mfd,0.020763912801272384
pspA,pspA,0.020417931157412788
ycjW,ycjW,0.02001616358937501
yjcS,yjcS,0.0197376421358782
yhdY,yhdY,0.01878785719392195
tmRNA,tmRNA,0.018217125248113166
yaaI,yaaI,0.017939711788082572
recB,recB,0.01792861380591993
ompN,ompN,0.017854341540470532
gcvT,gcvT,0.017024011979637762
ycgV,ycgV,0.01688827598540211
ygeX,ygeX,0.01605558645914134
ybjI,ybjI,0.015945012295674924
dsdC,dsdC,0.015909858454842458
ydeQ,ydeQ,0.015360075500804347
yjhA,yjhA,0.014796701231828193
yfhM,yfhM,0.014770282292500195
ykgN,ykgN,0.014560932568433226
pphB,pphB,0.014327937659792626
feaR,feaR,0.014187815095619078
metF,metF,0.013463077652677265
yfjO,yfjO,0.01343940379441454
phnJ,phnJ,0.013307830912045467
ddpF,ddpF,0.012883881790438655
ycjN,ycjN,0.012773433232343496
yjfY,yjfY,0.01271672781146304
mdtF,mdtF,0.012611235685199788
htrG,htrG,0.012227267307200551
poxB,poxB,0.01171387271826141
cpdB,cpdB,0.011280377780672653
ygcU,ygcU,0.011092134079710578
ydeT,ydeT,0.011073555106615007
yobF,yobF,0.01099646840155166
yfiF,yfiF,0.010907823961465503
ycaR,ycaR,0.010491596061141991
lldR,lldR,0.010491596061141991
grxA,grxA,0.01048947304595306
yfgB,yfgB,0.01041479470299969
ydbK,ydbK,0.010269603794181847
fimB,fimB,0.01003023535111436
artM,artM,0.009995658212564165
idnO,idnO,0.009990964316220258
