gene,gene_clean,coordination_score
tff,tff,0.20192741745436732
tyrT,tyrT,0.18509758630794565
aspv,aspv,0.16122720976004368
ffs,ffs,0.16040022213007551
rrfB,rrfB,0.1477295186992987
kanR,kanR,0.1075858287771243
csrb,csrb,0.10257477127327241
rpsK,rpsK,0.09496997577838283
trpE,trpE,0.09237721111280367
serV,serV,0.09235170227913923
rpsD,rpsD,0.09187874083071935
mCherry,mCherry,0.09004781318189994
rplO,rplO,0.08778546916526664
alaw,alaw,0.08545547099572826
fecC,fecC,0.07163407730185023
rplC,rplC,0.07003482684433911
yhjC,yhjC,0.06974193761160255
rpoA,rpoA,0.06678155954245336
usg,usg,0.06492805712525282
rplD,rplD,0.06023787821841456
thrU---thrToperon,thrU---thrToperon,0.053549982075301664
vapC,vapC,0.052923122688697054
Unnamed: 1,Unnamed: 1,0.050197624492666286
nadC,nadC,0.04974180387869609
rplW,rplW,0.04937082387802552
tetR,tetR,0.046500994204080784
rpmC,rpmC,0.04614760302417476
ybhN,ybhN,0.04474540276762183
rpsN,rpsN,0.043116901378606534
ydfK,ydfK,0.03994397127547146
dsbA,dsbA,0.03894300748865907
rplR,rplR,0.03752079340769149
speC,speC,0.03693578301473674
gcvP,gcvP,0.03665113609500587
rplL,rplL,0.03512191151949645
rplV,rplV,0.0344501483748637
ibpA,ibpA,0.03332438911975176
yfdY,yfdY,0.03320374421925483
rplN,rplN,0.032512429724916365
acrE,acrE,0.03214780238474275
nrdF,nrdF,0.031794673787826674
rplF,rplF,0.03091108244012369
cobB,cobB,0.03035277357764069
yibK,yibK,0.029307182205868386
caiT,caiT,0.028313339829384984
rpsE,rpsE,0.027243529438236946
ynjI,ynjI,0.02706517430843451
groL,groL,0.02629292453879346
lysT--lysQoperon,lysT--lysQoperon,0.02608338241482151
yfgL,yfgL,0.025900429477887114
yfgB,yfgB,0.02557236230634162
pstC,pstC,0.025156975052748807
rpmD,rpmD,0.025042587546608444
dinF,dinF,0.024729568323437118
ycjY,ycjY,0.02434983797494004
purA,purA,0.024306870444086158
ynjD,ynjD,0.02416606970366989
ycdM,ycdM,0.023635387778647335
gatZ,gatZ,0.02361333047318249
purF,purF,0.022918441456241702
ycaN,ycaN,0.02228305472659149
wcaJ,wcaJ,0.022202203003371775
yggJ,yggJ,0.022192478451200263
mgtA,mgtA,0.022183878476327003
yajD,yajD,0.022144908353073502
ydgD,ydgD,0.022049530464828986
atpA,atpA,0.02183801675050524
yhhS,yhhS,0.02156197730048463
cspE,cspE,0.021462565092698317
ykfA,ykfA,0.02137272255731854
rplJ,rplJ,0.021316282279546506
ymdB,ymdB,0.021108814666366466
serS,serS,0.020812574655435644
yafO,yafO,0.020765995605724754
