gene,gene_clean,score,rank,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10
yzgL,yzgL,0.002912209833388389,1,0.0002529709911899868,0.0005847671832871728,0.00025976279766362024,2.985346619689567e-05,0.0002324470511190291,0.000712006760764287,2.1478037685342202e-05,0.0003059438436115036,0.00033359782890650445,0.00017938187296404697
rplM,rplM,0.0028289116659742097,2,0.00018297592559568548,0.0006069722860533253,0.0002479857242157359,3.418731321434007e-05,0.00016845223511838413,0.0007232347257302864,1.1608396372648243e-05,0.0003237156999259243,0.0003620788113606487,0.00016770054838723125
yagQ,yagQ,0.0028214236645171375,3,0.00012335212200599325,0.0005718141487796064,0.00027025814273741276,4.146722838217414e-05,0.00020207474961251258,0.0007256975971756082,1.4174119209833113e-05,0.0003169087569543585,0.0003623686489166783,0.00019330815074296049
caiA,caiA,0.0027484445908798447,4,0.00023706898063653568,0.0006591481634054791,0.00026356153894197687,3.056675115092397e-05,0.00016039196994730587,0.000609043831322806,2.9691702014986955e-05,0.0002655856399859555,0.0003110726549246893,0.00018231335854918568
tmRNA,tmRNA,0.002524115653909146,5,0.0009720328249670797,0.00018632302579233768,4.2174054693919485e-05,0.0001860631362251039,0.00010737951156915878,2.2199052306634158e-05,0.0001172526869007875,0.000342944903884682,0.0004050224615852942,0.00014272399598414827
ybeQ,ybeQ,0.002405517098480793,6,0.00023375560849588065,0.0002354360031421608,0.00010919359794122358,8.963982761160978e-05,0.00013503358391956245,0.0006440494751079488,0.00010916143530450684,0.0005065640465134871,0.0002684246089997341,7.425891144467916e-05
ydaG,ydaG,0.0023526352791650193,7,0.00017869907734526498,9.173784326385208e-05,0.0008635948156306583,3.330484693352108e-05,0.0005868756287595329,9.495230270096295e-05,0.0002017937943414602,4.997573041627549e-05,9.057895624775654e-05,0.00016112228352573501
alsB,alsB,0.002282822278163153,8,0.0004486567956458601,0.0005931226773918825,0.00022655605564545574,2.841466017829352e-05,9.378334705321765e-05,0.00041134140908828697,1.9876924693654964e-05,0.00021036833147740737,0.00013477946464531638,0.00011592261234377798
ybbC,ybbC,0.0022514336941353756,9,0.00017601399379416592,0.0005453150793479573,3.267819755342875e-05,2.2964225238575813e-05,0.00017044735877424502,0.0006075070599908185,1.796695650285904e-05,0.0002778334000371496,0.00026720583018116,0.00013350159271501564
ydaT,ydaT,0.0022457185113596376,10,0.0002466694873454096,0.00015183335019770559,0.0008050451708884013,1.899128225444894e-05,0.0005317425475751405,6.81667910963111e-05,0.00018923163828683166,9.935836119473402e-06,5.629280872896036e-05,0.00016780959886695545
stfR,stfR,0.002217249785427715,11,0.00013237407018367847,0.0001326607478577967,0.000812948631399115,5.067336194474877e-05,0.000543976309605019,8.543750967760252e-05,0.00021680218645468862,1.6808888195383072e-05,3.35118836504254e-05,0.00019205619645925774
yihT,yihT,0.0021978126572488443,12,0.0001488772519540724,0.0005904120410702533,0.00019693203710620136,1.803800138781901e-05,0.00017740499331318635,0.0005191997393560065,2.6453642551490452e-05,0.000244541232405399,0.0001104276078054827,0.00016552611029893317
ygeK,ygeK,0.002187418731894397,13,6.816224934112694e-05,7.96426150785141e-06,4.6947122606227e-06,7.80668638485185e-05,0.00013385601621974404,0.0006257277379011472,9.678139447470208e-05,0.0007629831055093772,0.00038640269502132504,2.2779695809982375e-05
pyrC,pyrC,0.0021847841447852267,14,5.8654024166943475e-05,2.174210132517024e-05,8.571632263899869e-05,8.538448042553033e-05,0.00017244031222996388,0.0005914718563604138,8.461499782918575e-05,0.0007156690165472161,0.00034984073095614573,1.9250302305658798e-05
yjcP,yjcP,0.0021757296165743766,15,0.00011990761234999162,0.00017013413514291217,4.623102966185958e-05,6.597235217538778e-05,5.77611900285631e-05,0.0005477515579216169,0.00012145470728325039,0.0006591168636676811,0.0003454146818634354,4.1985486479678656e-05
