X,Y
1068,1
1083,0.998958333333333
1098,0.997916666666667
1098,0.996875
1098,0.995833333333333
1113,0.994791666666667
1113,0.99375
1113,0.992708333333333
1128,0.991666666666667
1128,0.990625
1128,0.989583333333333
1128,0.988541666666667
1128,0.9875
1128,0.986458333333333
1128,0.985416666666667
1128,0.984375
1128,0.983333333333333
1128,0.982291666666667
1128,0.98125
1128,0.980208333333333
1128,0.979166666666667
1128,0.978125
1143,0.977083333333333
1143,0.976041666666667
1143,0.975
1143,0.973958333333333
1143,0.972916666666667
1143,0.971875
1143,0.970833333333333
1143,0.969791666666667
1143,0.96875
1143,0.967708333333333
1143,0.966666666666667
1143,0.965625
1143,0.964583333333333
1143,0.963541666666667
1143,0.9625
1143,0.961458333333333
1143,0.960416666666667
1143,0.959375
1143,0.958333333333333
1143,0.957291666666667
1143,0.95625
1143,0.955208333333333
1143,0.954166666666667
1158,0.953125
1158,0.952083333333333
1158,0.951041666666667
1158,0.95
1158,0.948958333333333
1158,0.947916666666667
1158,0.946875
1158,0.945833333333333
1158,0.944791666666667
1158,0.94375
1158,0.942708333333333
1158,0.941666666666667
1158,0.940625
1158,0.939583333333333
1158,0.938541666666667
1158,0.9375
1158,0.936458333333333
1158,0.935416666666667
1158,0.934375
1158,0.933333333333333
1158,0.932291666666667
1158,0.93125
1158,0.930208333333333
1158,0.929166666666667
1158,0.928125
1158,0.927083333333333
1158,0.926041666666667
1158,0.925
1158,0.923958333333333
1158,0.922916666666667
1158,0.921875
1158,0.920833333333333
1158,0.919791666666667
1158,0.91875
1158,0.917708333333333
1158,0.916666666666667
1158,0.915625
1173,0.914583333333333
1173,0.913541666666667
1173,0.9125
1173,0.911458333333333
1173,0.910416666666667
1173,0.909375
1173,0.908333333333333
1173,0.907291666666667
1173,0.90625
1173,0.905208333333333
1173,0.904166666666667
1173,0.903125
1173,0.902083333333333
1173,0.901041666666667
1173,0.9
1173,0.898958333333333
1173,0.897916666666667
1173,0.896875
1173,0.895833333333333
1173,0.894791666666667
1173,0.89375
1173,0.892708333333333
1173,0.891666666666667
1173,0.890625
1173,0.889583333333333
1173,0.888541666666667
1173,0.8875
1173,0.886458333333333
1173,0.885416666666667
1173,0.884375
1173,0.883333333333333
1173,0.882291666666667
1173,0.88125
1173,0.880208333333333
1173,0.879166666666667
1173,0.878125
1173,0.877083333333333
1173,0.876041666666667
1173,0.875
1173,0.873958333333333
1173,0.872916666666667
1173,0.871875
1173,0.870833333333333
1173,0.869791666666667
1173,0.86875
1173,0.867708333333333
1173,0.866666666666667
1173,0.865625
1173,0.864583333333333
1173,0.863541666666667
1173,0.8625
1173,0.861458333333333
1173,0.860416666666667
1173,0.859375
1173,0.858333333333333
1173,0.857291666666667
1173,0.85625
1173,0.855208333333333
1173,0.854166666666667
1173,0.853125
1188,0.852083333333333
1188,0.851041666666667
1188,0.85
1188,0.848958333333333
1188,0.847916666666667
1188,0.846875
1188,0.845833333333333
1188,0.844791666666667
1188,0.84375
1188,0.842708333333333
1188,0.841666666666667
1188,0.840625
1188,0.839583333333333
1188,0.838541666666667
1188,0.8375
1188,0.836458333333333
1188,0.835416666666667
1188,0.834375
1188,0.833333333333333
1188,0.832291666666667
1188,0.83125
1188,0.830208333333333
1188,0.829166666666667
1188,0.828125
1188,0.827083333333333
1188,0.826041666666667
1188,0.825
1188,0.823958333333333
1188,0.822916666666667
1188,0.821875
1188,0.820833333333333
1188,0.819791666666667
1188,0.81875
1188,0.817708333333333
1188,0.816666666666667
1188,0.815625
1188,0.814583333333333
1188,0.813541666666667
1188,0.8125
1188,0.811458333333333
1188,0.810416666666667
1188,0.809375
1188,0.808333333333333
1188,0.807291666666667
1188,0.80625
1188,0.805208333333333
1188,0.804166666666667
1188,0.803125
1188,0.802083333333333
1188,0.801041666666667
1188,0.8
1188,0.798958333333333
1188,0.797916666666667
1188,0.796875
1188,0.795833333333333
1188,0.794791666666667
1188,0.79375
1188,0.792708333333333
1188,0.791666666666667
1188,0.790625
1188,0.789583333333333
1188,0.788541666666667
1188,0.7875
1188,0.786458333333333
1188,0.785416666666667
1188,0.784375
1188,0.783333333333333
1188,0.782291666666667
1188,0.78125
1188,0.780208333333333
1188,0.779166666666667
1188,0.778125
