,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C
yfjX,60.0,43.0,62.0
yfjY,5.0,5.0,2.0
yfjZ,36.0,27.0,30.0
ygaC,33.0,41.0,45.0
ygaD,1.0,0.0,0.0
ygaF,0.0,0.0,0.0
ygaH,0.0,0.0,2.0
ygaM,99.0,110.0,98.0
ygaP,52.0,41.0,50.0
ygaQ,258.0,238.0,262.0
ygaT,79.0,75.0,73.0
ygaU,11.0,11.0,15.0
ygaV,5.0,5.0,3.0
ygaW,91.0,64.0,54.0
ygaY,77.0,67.0,80.0
ygaZ,2.0,1.0,2.0
ygbA,2.0,1.0,1.0
ygbE,0.0,1.0,3.0
ygbF,41.0,39.0,44.0
ygbI,213.0,183.0,181.0
ygbJ,43.0,32.0,27.0
ygbK,7.0,16.0,8.0
ygbL,5.0,7.0,14.0
ygbM,7.0,5.0,4.0
ygbN,69.0,78.0,69.0
ygbT,125.0,141.0,113.0
ygcB,58.0,68.0,56.0
ygcE,135.0,127.0,142.0
ygcF,27.0,35.0,21.0
ygcG,100.0,116.0,90.0
ygcH,73.0,72.0,94.0
ygcI,36.0,66.0,57.0
ygcJ,53.0,50.0,40.0
ygcK,123.0,105.0,116.0
ygcL,164.0,165.0,144.0
ygcN,7.0,10.0,10.0
ygcP,148.0,123.0,138.0
ygcQ,0.0,1.0,1.0
ygcR,30.0,31.0,26.0
ygcS,52.0,75.0,71.0
ygcU,78.0,89.0,80.0
ygcW,76.0,63.0,63.0
ygdB,1.0,0.0,2.0
ygdD,0.0,0.0,0.0
ygdE,98.0,87.0,85.0
ygdH,76.0,77.0,99.0
ygdI,98.0,87.0,91.0
ygdK,25.0,16.0,9.0
ygdL,4.0,5.0,1.0
ygdQ,7.0,5.0,12.0
ygdR,2.0,0.0,1.0
ygeA,1.0,0.0,2.0
ygeD,113.0,106.0,111.0
ygeF,2.0,1.0,0.0
ygeG,10.0,11.0,12.0
ygeH,52.0,51.0,79.0
ygeI,0.0,2.0,1.0
ygeK,100.0,82.0,110.0
ygeN,7.0,32.0,14.0
ygeO,2.0,6.0,2.0
ygeQ,332.0,317.0,297.0
ygeR,282.0,265.0,300.0
ygeV,59.0,82.0,70.0
ygeW,17.0,18.0,26.0
ygeX,59.0,52.0,54.0
ygeY,40.0,37.0,40.0
ygfA,5.0,5.0,7.0
ygfB,81.0,91.0,86.0
ygfF,2.0,1.0,2.0
ygfG,164.0,146.0,154.0
ygfH,46.0,53.0,59.0
ygfI,44.0,38.0,38.0
ygfJ,144.0,146.0,137.0
ygfK,121.0,98.0,100.0
ygfM,28.0,20.0,26.0
ygfO,59.0,44.0,75.0
ygfQ,38.0,46.0,38.0
ygfS,0.0,4.0,0.0
ygfT,88.0,61.0,84.0
ygfU,24.0,23.0,25.0
ygfX,0.0,0.0,0.0
ygfY,52.0,57.0,49.0
ygfZ,52.0,43.0,39.0
yggC,52.0,57.0,76.0
yggD,116.0,116.0,108.0
yggE,97.0,85.0,77.0
yggF,1.0,0.0,1.0
yggG,3.0,4.0,4.0
yggJ,76.0,60.0,71.0
yggL,19.0,24.0,39.0
yggM,35.0,35.0,60.0
yggN,14.0,13.0,12.0
yggP,52.0,41.0,56.0
yggR,69.0,59.0,59.0
yggS,36.0,30.0,30.0
yggT,36.0,46.0,40.0
yggU,2.0,0.0,0.0
yggV,28.0,17.0,18.0
yggW,48.0,54.0,49.0
yggX,6.0,8.0,9.0
yghA,6.0,2.0,14.0
yghB,121.0,108.0,116.0
yghD,47.0,40.0,36.0
yghE,0.0,2.0,2.0
yghF,98.0,100.0,107.0
yghG,1.0,6.0,1.0
yghJ,85.0,87.0,84.0
yghO,144.0,133.0,175.0
yghQ,16.0,16.0,17.0
yghR,33.0,33.0,37.0
yghS,30.0,36.0,35.0
yghT,28.0,15.0,37.0
yghU,10.0,6.0,4.0
yghW,90.0,58.0,66.0
yghX,28.0,28.0,25.0
yghY,33.0,42.0,38.0
yghZ,118.0,128.0,118.0
ygiA,1.0,0.0,0.0
ygiB,13.0,14.0,13.0
ygiC,152.0,141.0,131.0
ygiD,2.0,7.0,3.0
ygiF,66.0,49.0,40.0
ygiH,26.0,30.0,38.0
ygiL,68.0,70.0,87.0
ygiN,27.0,18.0,30.0
ygiP,15.0,24.0,18.0
ygiQ,25.0,18.0,16.0
ygiS,269.0,313.0,265.0
ygiT,26.0,39.0,29.0
ygiV,1.0,2.0,1.0
ygiW,31.0,26.0,26.0
ygiZ,13.0,5.0,12.0
ygjD,27.0,22.0,14.0
ygjE,3.0,1.0,0.0
ygjG,154.0,148.0,141.0
ygjH,19.0,35.0,32.0
ygjI,54.0,30.0,23.0
ygjJ,6.0,12.0,7.0
ygjK,69.0,60.0,55.0
ygjM,8.0,7.0,5.0
ygjN,35.0,56.0,36.0
ygjO,43.0,27.0,26.0
ygjP,60.0,61.0,43.0
ygjQ,8.0,13.0,9.0
ygjR,35.0,39.0,34.0
ygjV,38.0,33.0,24.0
yhaB,56.0,41.0,46.0
yhaC,46.0,30.0,53.0
yhaH,0.0,2.0,2.0
yhaI,28.0,34.0,33.0
yhaJ,25.0,26.0,28.0
yhaK,53.0,66.0,51.0
yhaL,0.0,2.0,1.0
yhaM,18.0,7.0,15.0
yhaO,72.0,68.0,86.0
yhaV,220.0,207.0,213.0
yhbC,54.0,49.0,57.0
yhbE,27.0,23.0,29.0
yhbG,1.0,4.0,1.0
yhbJ,6.0,8.0,4.0
yhbN,54.0,39.0,37.0
yhbO,7.0,16.0,6.0
yhbP,54.0,42.0,59.0
yhbQ,0.0,0.0,0.0
yhbS,38.0,28.0,37.0
yhbT,39.0,33.0,41.0
yhbU,0.0,3.0,3.0
yhbV,0.0,0.0,3.0
yhbW,17.0,13.0,15.0
yhbX,115.0,93.0,121.0
yhbY,1.0,1.0,0.0
yhcA,70.0,80.0,81.0
yhcB,78.0,75.0,86.0
yhcC,13.0,8.0,17.0
yhcD,49.0,61.0,45.0
yhcE,49.0,42.0,52.0
yhcF,156.0,133.0,119.0
yhcG,130.0,140.0,129.0
yhcH,41.0,51.0,38.0
yhcM,63.0,34.0,60.0
yhcN,0.0,1.0,1.0
yhcO,15.0,23.0,14.0
yhdA,62.0,74.0,78.0
yhdE,41.0,42.0,45.0
yhdH,85.0,67.0,89.0
yhdJ,79.0,91.0,86.0
yhdL,338.0,360.0,377.0
yhdN,124.0,152.0,118.0
yhdP,107.0,128.0,144.0
yhdT,0.0,2.0,0.0
yhdU,32.0,36.0,34.0
yhdV,31.0,27.0,24.0
yhdW,115.0,111.0,124.0
yhdX,32.0,33.0,43.0
yhdY,52.0,49.0,59.0
yhdZ,91.0,115.0,111.0
yheL,0.0,0.0,0.0
yheM,12.0,5.0,13.0
yheN,0.0,0.0,0.0
yheO,81.0,79.0,74.0
yheS,22.0,22.0,25.0
yheT,0.0,0.0,1.0
yheU,58.0,61.0,67.0
yheV,32.0,30.0,27.0
yhfA,0.0,2.0,1.0
yhfG,0.0,0.0,2.0
yhfK,43.0,51.0,46.0
yhfL,73.0,88.0,65.0
yhfS,1.0,0.0,0.0
yhfT,0.0,0.0,0.0
yhfU,5.0,6.0,4.0
yhfW,26.0,19.0,23.0
yhfX,58.0,50.0,42.0
yhfY,47.0,36.0,43.0
yhfZ,192.0,177.0,188.0
yhgA,129.0,113.0,148.0
yhgE,51.0,49.0,71.0
yhgF,22.0,11.0,15.0
yhgG,1.0,1.0,1.0
yhgN,2.0,0.0,1.0
yhhA,33.0,33.0,37.0
yhhF,19.0,13.0,23.0
yhhH,1.0,0.0,0.0
yhhI,64.0,58.0,74.0
yhhJ,36.0,31.0,30.0
yhhK,0.0,1.0,0.0
yhhL,3.0,2.0,3.0
yhhM,2.0,2.0,1.0
yhhN,9.0,9.0,3.0
yhhQ,103.0,106.0,112.0
yhhS,53.0,51.0,62.0
yhhT,66.0,71.0,74.0
yhhW,26.0,33.0,34.0
yhhX,46.0,60.0,55.0
yhhY,11.0,5.0,11.0
yhhZ,109.0,116.0,127.0
yhiD,113.0,107.0,81.0
yhiF,74.0,72.0,86.0
yhiI,0.0,0.0,0.0
yhiJ,72.0,90.0,101.0
yhiL,112.0,120.0,104.0
yhiM,61.0,68.0,86.0
yhiN,0.0,0.0,0.0
yhiP,57.0,53.0,34.0
yhiQ,0.0,0.0,0.0
yhiR,8.0,16.0,15.0
yhiS,77.0,109.0,100.0
yhjA,88.0,122.0,111.0
yhjB,128.0,114.0,134.0
yhjC,13.0,22.0,23.0
yhjD,10.0,5.0,8.0
yhjE,99.0,97.0,113.0
yhjG,274.0,296.0,328.0
yhjH,22.0,21.0,38.0
yhjJ,53.0,61.0,51.0
yhjK,143.0,150.0,144.0
yhjQ,41.0,40.0,36.0
yhjR,124.0,113.0,98.0
yhjV,65.0,69.0,54.0
yhjX,22.0,21.0,19.0
yhjY,33.0,36.0,33.0
yiaA,43.0,72.0,79.0
yiaB,97.0,97.0,71.0
yiaC,3.0,2.0,6.0
yiaD,56.0,51.0,58.0
yiaF,55.0,74.0,79.0
yiaG,26.0,22.0,29.0
yiaH,37.0,32.0,34.0
yiaJ,0.0,1.0,1.0
yiaK,0.0,2.0,4.0
yiaL,42.0,42.0,43.0
yiaM,2.0,0.0,0.0
yiaN,45.0,49.0,38.0
yiaO,14.0,12.0,18.0
yiaT,110.0,108.0,102.0
yiaU,47.0,45.0,73.0
yiaV,2.0,1.0,1.0
yiaW,11.0,14.0,15.0
yiaY,70.0,90.0,57.0
yibA,79.0,79.0,98.0
yibD,61.0,77.0,95.0
yibF,4.0,7.0,1.0
yibG,80.0,66.0,78.0
yibH,62.0,72.0,71.0
yibI,1.0,1.0,2.0
yibJ,49.0,48.0,51.0
yibK,9.0,6.0,3.0
yibL,7.0,3.0,4.0
yibN,69.0,77.0,78.0
yibQ,65.0,49.0,41.0
yibT,8.0,11.0,1.0
yicC,26.0,26.0,28.0
yicE,0.0,0.0,2.0
yicG,37.0,46.0,49.0
yicH,97.0,114.0,101.0
yicI,64.0,55.0,40.0
yicJ,66.0,52.0,64.0
yicL,42.0,35.0,39.0
yicN,89.0,95.0,79.0
yicO,64.0,58.0,50.0
yicR,8.0,8.0,15.0
yicS,6.0,11.0,14.0
yidA,28.0,38.0,27.0
yidB,1.0,0.0,0.0
yidC,36.0,48.0,49.0
yidD,2.0,4.0,6.0
yidE,12.0,9.0,9.0
yidF,41.0,15.0,16.0
yidG,0.0,1.0,1.0
yidH,26.0,23.0,37.0
yidI,43.0,62.0,50.0
yidJ,62.0,42.0,63.0
yidK,153.0,169.0,158.0
yidL,101.0,97.0,107.0
yidP,35.0,26.0,28.0
yidQ,5.0,4.0,0.0
yidR,97.0,93.0,105.0
yidX,40.0,43.0,52.0
yidZ,11.0,13.0,8.0
yieE,2.0,0.0,0.0
yieF,21.0,14.0,32.0
yieG,14.0,10.0,3.0
yieH,87.0,99.0,91.0
yieI,117.0,101.0,83.0
yieK,64.0,49.0,49.0
yieL,88.0,70.0,81.0
yieP,126.0,114.0,123.0
yifB,80.0,50.0,62.0
yifE,1.0,5.0,4.0
yifK,121.0,103.0,124.0
yifL,2.0,0.0,0.0
yifN,19.0,15.0,19.0
yifO,51.0,48.0,58.0
yigA,63.0,60.0,42.0
yigB,0.0,0.0,0.0
yigE,76.0,74.0,91.0
yigF,2.0,1.0,1.0
yigG,95.0,89.0,112.0
yigI,59.0,66.0,69.0
yigL,70.0,64.0,74.0
yigM,1.0,0.0,0.0
yigP,0.0,1.0,1.0
yigZ,81.0,74.0,86.0
yihA,28.0,20.0,21.0
yihD,0.0,1.0,0.0
yihE,115.0,132.0,123.0
yihF,35.0,34.0,37.0
yihG,124.0,108.0,118.0
yihI,83.0,81.0,63.0
yihL,6.0,6.0,1.0
yihM,113.0,95.0,129.0
yihN,54.0,58.0,40.0
yihO,65.0,60.0,81.0
yihP,50.0,52.0,60.0
yihQ,19.0,15.0,24.0
yihR,64.0,75.0,67.0
yihS,100.0,85.0,99.0
yihT,10.0,19.0,16.0
yihU,0.0,1.0,0.0
yihV,6.0,9.0,3.0
yihW,23.0,28.0,28.0
yihX,24.0,26.0,19.0
yiiD,58.0,86.0,66.0
yiiE,0.0,0.0,0.0
yiiF,58.0,51.0,58.0
yiiG,73.0,73.0,55.0
yiiM,0.0,0.0,0.0
yiiQ,2.0,1.0,2.0
yiiR,45.0,42.0,65.0
yiiS,28.0,32.0,29.0
yiiT,61.0,57.0,51.0
yiiU,46.0,50.0,46.0
yiiX,34.0,67.0,48.0
yijD,24.0,28.0,32.0
yijE,27.0,36.0,38.0
yijF,31.0,28.0,38.0
yijO,16.0,14.0,18.0
yijP,54.0,62.0,64.0
yjaA,31.0,32.0,25.0
yjaB,5.0,4.0,13.0
yjaG,46.0,73.0,59.0
yjaH,0.0,1.0,0.0
yjbB,12.0,10.0,14.0
yjbD,13.0,15.0,7.0
yjbE,0.0,0.0,0.0
yjbF,12.0,12.0,8.0
yjbG,5.0,7.0,1.0
yjbH,194.0,152.0,162.0
yjbI,65.0,71.0,65.0
yjbJ,77.0,107.0,104.0
yjbL,0.0,0.0,0.0
yjbM,57.0,76.0,76.0
yjbO,0.0,0.0,0.0
yjbQ,42.0,46.0,50.0
yjbR,1.0,0.0,1.0
yjcB,49.0,44.0,48.0
yjcC,44.0,42.0,59.0
yjcD,68.0,62.0,47.0
yjcE,2.0,9.0,7.0
yjcF,91.0,95.0,98.0
yjcH,23.0,22.0,20.0
yjcO,71.0,78.0,76.0
yjcP,257.0,275.0,272.0
yjcQ,43.0,47.0,53.0
yjcR,5.0,3.0,2.0
yjcS,115.0,95.0,107.0
yjcZ,2.0,0.0,0.0
yjdA,46.0,52.0,51.0
yjdC,26.0,20.0,29.0
yjdF,7.0,4.0,8.0
yjdI,0.0,1.0,0.0
yjdJ,69.0,72.0,63.0
yjdK,25.0,40.0,40.0
yjdL,55.0,65.0,68.0
yjdO,1.0,0.0,0.0
yjdP,32.0,26.0,34.0
yjeE,20.0,16.0,23.0
yjeF,11.0,19.0,4.0
yjeH,0.0,0.0,1.0
yjeI,1.0,0.0,0.0
yjeJ,48.0,66.0,59.0
yjeK,79.0,75.0,82.0
yjeM,58.0,84.0,95.0
yjeN,0.0,0.0,0.0
yjeO,41.0,56.0,41.0
yjeP,123.0,110.0,118.0
yjeS,24.0,25.0,35.0
yjeT,3.0,1.0,2.0
yjfC,7.0,10.0,1.0
yjfF,20.0,16.0,15.0
yjfI,74.0,62.0,78.0
yjfJ,76.0,64.0,88.0
yjfK,68.0,58.0,62.0
yjfL,10.0,6.0,6.0
yjfM,60.0,69.0,44.0
yjfN,1.0,0.0,1.0
yjfO,17.0,15.0,12.0
yjfP,29.0,26.0,32.0
yjfY,41.0,29.0,40.0
yjfZ,74.0,79.0,71.0
yjgA,91.0,72.0,75.0
yjgB,54.0,59.0,50.0
yjgF,39.0,30.0,39.0
yjgH,7.0,3.0,11.0
yjgI,21.0,15.0,13.0
yjgJ,28.0,33.0,32.0
yjgK,96.0,81.0,94.0
yjgL,54.0,52.0,61.0
yjgM,103.0,73.0,91.0
yjgN,122.0,101.0,126.0
yjgP,129.0,106.0,118.0
yjgQ,85.0,113.0,113.0
yjgR,136.0,134.0,146.0
yjgW,16.0,17.0,22.0
yjgX,82.0,46.0,70.0
yjgZ,0.0,2.0,0.0
yjhA,98.0,116.0,112.0
yjhB,25.0,26.0,25.0
yjhC,76.0,87.0,88.0
yjhD,54.0,49.0,72.0
yjhE,6.0,4.0,2.0
yjhF,41.0,36.0,38.0
yjhG,81.0,95.0,89.0
yjhH,4.0,14.0,12.0
yjhI,145.0,175.0,150.0
yjhP,7.0,5.0,1.0
yjhQ,0.0,0.0,0.0
yjhR,80.0,87.0,87.0
yjhS,69.0,88.0,77.0
yjhT,33.0,36.0,43.0
yjhU,26.0,31.0,28.0
yjhV,93.0,95.0,102.0
yjhW,8.0,7.0,14.0
yjhX,38.0,48.0,37.0
yjiA,70.0,59.0,82.0
yjiC,55.0,50.0,40.0
yjiD,12.0,9.0,7.0
yjiE,0.0,2.0,2.0
yjiG,12.0,6.0,3.0
yjiH,2.0,2.0,3.0
yjiJ,1.0,0.0,0.0
yjiK,46.0,54.0,40.0
yjiL,0.0,1.0,2.0
yjiM,112.0,105.0,91.0
yjiN,58.0,54.0,51.0
yjiO,33.0,18.0,26.0
yjiP,224.0,255.0,232.0
yjiR,33.0,54.0,35.0
yjiS,0.0,0.0,0.0
yjiT,92.0,95.0,80.0
yjiV,123.0,117.0,113.0
yjiW,1.0,0.0,0.0
yjiX,0.0,2.0,1.0
yjiY,11.0,11.0,8.0
yjiZ,51.0,40.0,39.0
yjjA,1.0,0.0,0.0
yjjB,20.0,15.0,24.0
yjjG,92.0,96.0,127.0
yjjI,63.0,72.0,94.0
yjjJ,0.0,0.0,0.0
yjjK,133.0,121.0,118.0
yjjM,83.0,92.0,77.0
yjjN,109.0,91.0,118.0
yjjP,106.0,98.0,102.0
yjjQ,147.0,157.0,156.0
yjjU,20.0,19.0,33.0
yjjV,22.0,31.0,22.0
yjjW,0.0,0.0,0.0
yjjX,5.0,1.0,10.0
yjjY,5.0,4.0,5.0
yjjZ,67.0,54.0,74.0
yjtD,50.0,46.0,54.0
ykfA,88.0,103.0,99.0
ykfB,14.0,10.0,18.0
ykfC,98.0,92.0,99.0
ykfF,2.0,4.0,5.0
ykfG,14.0,13.0,7.0
ykfH,0.0,0.0,0.0
ykfI,0.0,2.0,0.0
ykfJ,0.0,1.0,0.0
ykgA,101.0,81.0,93.0
ykgB,69.0,96.0,104.0
ykgC,68.0,50.0,65.0
ykgD,37.0,34.0,31.0
ykgE,23.0,23.0,18.0
ykgF,43.0,35.0,39.0
ykgG,15.0,7.0,18.0
ykgH,80.0,92.0,72.0
ykgI,48.0,54.0,42.0
ykgJ,12.0,3.0,7.0
ykgK,79.0,86.0,107.0
ykgL,43.0,61.0,57.0
ykgM,50.0,57.0,48.0
ykgN,133.0,156.0,167.0
ykgO,39.0,32.0,43.0
ykiA,2.0,1.0,3.0
ykiB,1.0,4.0,1.0
ylaB,54.0,55.0,44.0
ylaC,14.0,27.0,27.0
ylbA,32.0,23.0,28.0
ylbE,1.0,3.0,3.0
ylbF,0.0,1.0,0.0
ylbG,52.0,48.0,63.0
ylbH,131.0,139.0,149.0
ylcG,0.0,0.0,0.0
yliA,74.0,78.0,91.0
yliB,155.0,164.0,124.0
yliC,27.0,33.0,21.0
yliD,62.0,57.0,45.0
yliE,74.0,47.0,44.0
yliF,94.0,86.0,97.0
yliG,36.0,46.0,43.0
yliI,32.0,44.0,37.0
yliJ,53.0,48.0,47.0
yliK,16.0,31.0,19.0
yliL,53.0,39.0,49.0
ymbA,100.0,93.0,96.0
ymcB,21.0,13.0,18.0
ymcC,71.0,57.0,78.0
ymcD,0.0,0.0,0.0
ymcE,13.0,20.0,16.0
ymdA,7.0,10.0,3.0
ymdB,3.0,5.0,11.0
ymdC,57.0,68.0,60.0
ymdE,8.0,9.0,5.0
ymdF,8.0,7.0,6.0
ymfA,23.0,30.0,35.0
ymfD,12.0,8.0,17.0
ymfE,16.0,16.0,24.0
ymfG,58.0,70.0,64.0
ymfH,1.0,1.0,2.0
ymfI,149.0,161.0,173.0
ymfJ,2.0,0.0,2.0
ymfK,167.0,198.0,174.0
ymfL,20.0,13.0,19.0
ymfM,0.0,0.0,2.0
ymfN,2.0,7.0,10.0
ymfO,4.0,4.0,6.0
ymfP,18.0,17.0,21.0
ymfQ,0.0,0.0,0.0
ymfR,9.0,11.0,7.0
ymfS,157.0,145.0,173.0
ymfT,0.0,0.0,0.0
ymgA,62.0,38.0,69.0
ymgB,35.0,40.0,57.0
ymgC,13.0,18.0,26.0
ymgD,13.0,6.0,4.0
ymgE,0.0,0.0,0.0
ymgF,0.0,3.0,0.0
ymgG,2.0,0.0,9.0
ymgH,30.0,43.0,44.0
ymiA,1.0,0.0,0.0
ymjA,103.0,112.0,97.0
ymjC,11.0,29.0,17.0
ynaA,161.0,159.0,157.0
ynaI,59.0,74.0,81.0
ynaJ,123.0,137.0,144.0
ynaK,2.0,4.0,3.0
ynbA,113.0,101.0,125.0
ynbB,61.0,89.0,69.0
ynbC,106.0,107.0,107.0
ynbD,67.0,78.0,55.0
ynbE,10.0,9.0,6.0
yncA,35.0,40.0,38.0
yncB,88.0,68.0,112.0
yncC,89.0,96.0,81.0
yncD,39.0,52.0,55.0
yncE,93.0,82.0,84.0
yncG,54.0,54.0,71.0
yncH,36.0,36.0,46.0
yncI,235.0,253.0,269.0
yncJ,25.0,17.0,27.0
yncK,126.0,117.0,109.0
yncN,1.0,0.0,1.0
yneE,39.0,38.0,51.0
yneF,48.0,38.0,49.0
yneG,8.0,7.0,5.0
yneH,97.0,100.0,84.0
yneI,0.0,1.0,0.0
yneJ,42.0,40.0,42.0
yneK,54.0,52.0,46.0
yneL,44.0,41.0,47.0
ynfA,7.0,9.0,10.0
ynfB,0.0,0.0,0.0
ynfC,143.0,144.0,141.0
ynfD,4.0,4.0,3.0
ynfE,100.0,74.0,86.0
ynfF,101.0,102.0,95.0
ynfG,3.0,2.0,5.0
ynfH,0.0,0.0,0.0
ynfK,1.0,1.0,2.0
ynfL,3.0,2.0,2.0
ynfM,7.0,5.0,2.0
ynfN,23.0,29.0,15.0
ynfO,0.0,0.0,1.0
ynfP,1.0,1.0,0.0
ynhG,139.0,143.0,159.0
yniA,37.0,29.0,44.0
yniB,150.0,127.0,152.0
yniC,16.0,27.0,12.0
yniD,0.0,0.0,0.0
ynjA,3.0,6.0,7.0
ynjB,0.0,0.0,0.0
ynjC,41.0,32.0,35.0
ynjD,70.0,47.0,63.0
ynjE,6.0,4.0,5.0
ynjF,8.0,6.0,6.0
ynjH,47.0,44.0,46.0
ynjI,88.0,89.0,110.0
yoaA,0.0,0.0,0.0
yoaB,0.0,0.0,2.0
yoaC,7.0,3.0,4.0
yoaD,169.0,181.0,182.0
yoaE,6.0,2.0,15.0
yoaF,0.0,0.0,0.0
yoaG,84.0,66.0,91.0
yoaH,14.0,17.0,18.0
yoaI,4.0,3.0,0.0
yobA,96.0,85.0,90.0
yobB,0.0,0.0,0.0
yobD,103.0,90.0,95.0
yobF,50.0,59.0,56.0
yobG,23.0,35.0,36.0
yobH,86.0,96.0,93.0
yodA,62.0,55.0,54.0
yodB,91.0,95.0,79.0
yodC,0.0,0.0,0.0
yodD,86.0,90.0,66.0
yoeA,29.0,28.0,28.0
yoeB,4.0,5.0,3.0
yoeF,37.0,29.0,36.0
yohC,15.0,8.0,8.0
yohD,0.0,1.0,1.0
yohF,0.0,0.0,0.0
yohJ,0.0,0.0,0.0
yohK,3.0,8.0,7.0
yohL,80.0,71.0,84.0
yohM,62.0,54.0,77.0
yohN,19.0,8.0,16.0
yojI,200.0,201.0,182.0
yojL,90.0,78.0,77.0
ypaA,38.0,44.0,35.0
ypdA,182.0,178.0,195.0
ypdB,125.0,126.0,133.0
ypdC,29.0,28.0,28.0
ypdD,34.0,46.0,35.0
ypdE,19.0,12.0,15.0
ypdF,30.0,20.0,27.0
ypdG,1.0,4.0,7.0
ypdH,67.0,80.0,80.0
ypdI,20.0,32.0,24.0
ypdJ,17.0,12.0,10.0
ypeA,80.0,81.0,62.0
ypeB,22.0,18.0,22.0
ypeC,48.0,45.0,40.0
ypfE,59.0,59.0,46.0
ypfG,16.0,15.0,19.0
ypfH,11.0,14.0,21.0
ypfI,38.0,25.0,34.0
ypfJ,47.0,33.0,30.0
ypfN,3.0,0.0,0.0
yphA,22.0,20.0,14.0
yphB,13.0,8.0,12.0
yphC,0.0,0.0,1.0
yphD,15.0,30.0,23.0
yphE,0.0,0.0,0.0
yphF,86.0,104.0,81.0
yphG,61.0,81.0,67.0
yphH,130.0,137.0,139.0
ypjA,100.0,117.0,98.0
ypjC,239.0,237.0,257.0
ypjD,56.0,41.0,42.0
ypjF,98.0,102.0,94.0
ypjJ,0.0,0.0,0.0
ypjK,4.0,3.0,4.0
yqaA,12.0,10.0,13.0
yqaB,50.0,59.0,54.0
yqaE,26.0,17.0,15.0
yqcA,51.0,48.0,40.0
yqcC,0.0,2.0,3.0
yqcE,73.0,57.0,77.0
yqeA,133.0,123.0,126.0
yqeB,0.0,1.0,1.0
yqeC,46.0,45.0,44.0
yqeF,42.0,33.0,63.0
yqeG,104.0,109.0,97.0
yqeH,335.0,407.0,377.0
yqeI,39.0,58.0,54.0
yqeJ,18.0,4.0,9.0
yqeK,51.0,56.0,47.0
yqfA,69.0,72.0,65.0
yqfB,2.0,2.0,5.0
yqfE,47.0,50.0,47.0
yqgA,51.0,58.0,56.0
yqgB,2.0,0.0,2.0
yqgC,0.0,0.0,0.0
yqgD,47.0,43.0,58.0
yqgE,0.0,0.0,0.0
yqgF,15.0,8.0,1.0
yqhA,191.0,199.0,179.0
yqhC,99.0,103.0,100.0
yqhD,0.0,0.0,0.0
yqhG,98.0,97.0,96.0
yqhH,0.0,0.0,0.0
yqiA,0.0,0.0,0.0
yqiB,22.0,20.0,21.0
yqiC,4.0,6.0,7.0
yqiG,72.0,78.0,57.0
yqiH,128.0,141.0,158.0
yqiI,42.0,46.0,45.0
yqiJ,74.0,74.0,88.0
yqiK,112.0,111.0,124.0
yqjA,12.0,13.0,12.0
yqjB,21.0,11.0,14.0
yqjC,39.0,55.0,39.0
yqjD,3.0,10.0,10.0
yqjE,0.0,0.0,0.0
yqjF,1.0,1.0,1.0
yqjG,79.0,83.0,87.0
yqjH,17.0,26.0,21.0
yqjI,2.0,2.0,3.0
yqjK,27.0,25.0,19.0
yraH,80.0,99.0,93.0
yraI,65.0,52.0,55.0
yraJ,84.0,90.0,86.0
yraK,22.0,31.0,35.0
yraL,6.0,11.0,18.0
yraM,26.0,19.0,21.0
yraN,15.0,14.0,25.0
yraP,48.0,71.0,54.0
yraQ,8.0,5.0,10.0
yraR,18.0,30.0,16.0
yrbA,1.0,0.0,1.0
yrbB,43.0,37.0,36.0
yrbC,0.0,2.0,0.0
yrbD,107.0,101.0,121.0
yrbF,0.0,2.0,2.0
yrbG,64.0,65.0,68.0
yrbK,116.0,118.0,139.0
yrbL,66.0,69.0,55.0
yrdA,57.0,48.0,35.0
yrdB,30.0,25.0,24.0
yrdC,23.0,28.0,28.0
yrdD,40.0,29.0,33.0
yrfA,1.0,0.0,0.0
yrfB,0.0,0.0,0.0
yrfC,2.0,0.0,1.0
yrfD,2.0,4.0,5.0
yrfF,98.0,53.0,86.0
yrfG,48.0,60.0,88.0
yrhA,24.0,25.0,30.0
yrhB,89.0,83.0,102.0
yrhC,46.0,47.0,59.0
ysaA,0.0,0.0,0.0
ysaB,2.0,5.0,8.0
ysgA,29.0,23.0,39.0
ytfA,80.0,70.0,70.0
ytfB,0.0,0.0,0.0
ytfE,174.0,155.0,166.0
ytfF,0.0,0.0,0.0
ytfG,22.0,20.0,31.0
ytfH,0.0,0.0,1.0
ytfI,127.0,113.0,110.0
ytfJ,0.0,0.0,0.0
ytfK,37.0,29.0,40.0
ytfL,264.0,255.0,267.0
ytfM,145.0,129.0,174.0
ytfN,113.0,136.0,125.0
ytfP,2.0,3.0,0.0
ytfQ,63.0,73.0,62.0
ytfR,7.0,2.0,1.0
ytfT,1.0,3.0,1.0
ytjA,1.0,0.0,0.0
ytjB,1.0,0.0,0.0
ytjC,82.0,68.0,74.0
yzcX,104.0,104.0,101.0
yzfA,0.0,2.0,0.0
yzgL,20.0,22.0,20.0
zapA,445.0,445.0,436.0
zipA,286.0,310.0,310.0
zitB,5.0,10.0,15.0
zntA,23.0,21.0,23.0
zntR,187.0,170.0,175.0
znuA,163.0,153.0,171.0
znuB,43.0,42.0,29.0
znuC,61.0,61.0,47.0
zraP,30.0,35.0,46.0
zraR,2.0,3.0,5.0
zraS,17.0,16.0,11.0
