,EXP_A,EXP_B,EXP_C,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C,VAPC_T5B_A,VAPC_T5B_B,VAPC_T5B_C,VAPC_TON_A,VAPC_TON_B,VAPC_TON_C
grxD,1.0,1.0,4.0,5.0,10.0,6.0,34.0,34.0,29.0,37.0,36.0,38.0,45.0,47.0,40.0
gshA,42.0,50.0,49.0,158.0,160.0,132.0,255.0,300.0,287.0,267.0,260.0,251.0,265.0,256.0,271.0
gshB,5.0,2.0,3.0,6.0,11.0,6.0,17.0,22.0,18.0,26.0,27.0,33.0,33.0,37.0,37.0
gsk,11.0,8.0,11.0,42.0,43.0,38.0,137.0,139.0,141.0,236.0,240.0,245.0,310.0,317.0,327.0
gspA,4.0,3.0,0.0,9.0,7.0,18.0,48.0,58.0,50.0,78.0,99.0,95.0,126.0,118.0,97.0
gspC,0.0,0.0,0.0,13.0,8.0,22.0,89.0,74.0,78.0,138.0,143.0,135.0,218.0,213.0,188.0
gspD,2.0,0.0,0.0,15.0,13.0,18.0,75.0,62.0,82.0,106.0,134.0,131.0,184.0,176.0,165.0
gspE,1.0,1.0,0.0,10.0,4.0,17.0,53.0,68.0,64.0,137.0,143.0,104.0,159.0,168.0,179.0
gspF,1.0,1.0,1.0,3.0,3.0,2.0,22.0,22.0,27.0,60.0,60.0,66.0,77.0,89.0,68.0
gspG,0.0,0.0,0.0,3.0,4.0,1.0,14.0,12.0,9.0,24.0,28.0,29.0,39.0,48.0,31.0
gspH,0.0,5.0,0.0,3.0,2.0,9.0,45.0,37.0,39.0,73.0,77.0,82.0,106.0,102.0,116.0
gspI,0.0,0.0,0.0,9.0,3.0,5.0,45.0,53.0,41.0,97.0,100.0,88.0,130.0,145.0,135.0
gspJ,2.0,0.0,0.0,4.0,8.0,3.0,29.0,19.0,19.0,67.0,64.0,71.0,86.0,85.0,77.0
gspK,2.0,4.0,1.0,13.0,17.0,12.0,110.0,126.0,118.0,177.0,214.0,200.0,268.0,274.0,251.0
gspL,1.0,1.0,2.0,25.0,11.0,23.0,81.0,93.0,92.0,182.0,182.0,173.0,246.0,266.0,253.0
gspM,0.0,0.0,0.0,2.0,2.0,2.0,30.0,38.0,27.0,54.0,61.0,47.0,85.0,84.0,94.0
gspO,1.0,0.0,1.0,7.0,5.0,5.0,54.0,56.0,53.0,110.0,115.0,115.0,139.0,137.0,147.0
gss,3.0,12.0,4.0,16.0,19.0,12.0,104.0,80.0,87.0,182.0,177.0,153.0,218.0,229.0,219.0
gst,5.0,6.0,6.0,5.0,9.0,3.0,21.0,13.0,22.0,39.0,29.0,37.0,57.0,40.0,42.0
guaA,33.0,21.0,13.0,20.0,28.0,24.0,73.0,70.0,67.0,87.0,70.0,82.0,100.0,84.0,85.0
guaB,38.0,26.0,33.0,138.0,153.0,147.0,255.0,238.0,233.0,188.0,184.0,201.0,170.0,195.0,214.0
guaC,47.0,52.0,53.0,106.0,111.0,108.0,300.0,256.0,285.0,373.0,416.0,399.0,490.0,455.0,473.0
guaD,3.0,0.0,0.0,17.0,11.0,10.0,83.0,55.0,77.0,141.0,131.0,107.0,185.0,167.0,168.0
gudD,2.0,0.0,0.0,1.0,1.0,0.0,8.0,10.0,17.0,22.0,21.0,13.0,40.0,25.0,33.0
gudP,1.0,0.0,0.0,3.0,3.0,5.0,37.0,50.0,37.0,96.0,84.0,95.0,101.0,126.0,121.0
gudX,3.0,6.0,1.0,18.0,13.0,8.0,75.0,70.0,59.0,139.0,136.0,136.0,173.0,187.0,208.0
gutM,0.0,3.0,1.0,3.0,1.0,7.0,21.0,17.0,16.0,43.0,51.0,46.0,55.0,49.0,40.0
gyrA,25.0,39.0,26.0,43.0,30.0,33.0,63.0,64.0,64.0,64.0,66.0,69.0,121.0,102.0,121.0
gyrB,47.0,36.0,32.0,65.0,59.0,55.0,127.0,153.0,145.0,138.0,152.0,136.0,164.0,168.0,183.0
hcaC,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,4.0,14.0,15.0,13.0,14.0,16.0,12.0
hcaD,0.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,14.0,23.0,28.0,16.0,19.0,24.0,23.0
hcaE,0.0,0.0,0.0,1.0,2.0,4.0,27.0,34.0,25.0,32.0,41.0,33.0,59.0,60.0,73.0
hcaF,2.0,3.0,2.0,3.0,4.0,2.0,26.0,31.0,33.0,69.0,46.0,62.0,83.0,72.0,54.0
hcaR,34.0,34.0,44.0,7.0,10.0,11.0,44.0,41.0,38.0,71.0,64.0,89.0,116.0,119.0,106.0
hcaT,4.0,2.0,0.0,7.0,10.0,8.0,31.0,48.0,24.0,61.0,69.0,89.0,111.0,86.0,84.0
hchA,6.0,3.0,2.0,15.0,16.0,23.0,94.0,66.0,99.0,139.0,129.0,123.0,168.0,172.0,217.0
hcp,0.0,0.0,1.0,4.0,6.0,4.0,24.0,23.0,37.0,47.0,47.0,65.0,89.0,83.0,65.0
hcr,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,4.0,14.0,3.0,7.0,10.0,17.0,9.0
hda,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0
hdeA,1.0,3.0,0.0,1.0,2.0,2.0,6.0,5.0,2.0,12.0,11.0,15.0,7.0,10.0,7.0
hdeB,0.0,2.0,1.0,3.0,3.0,1.0,19.0,19.0,18.0,45.0,40.0,37.0,55.0,45.0,58.0
hdeD,4.0,1.0,0.0,7.0,6.0,5.0,31.0,37.0,55.0,76.0,80.0,61.0,98.0,116.0,103.0
hdfR,2.0,0.0,5.0,13.0,14.0,20.0,99.0,72.0,86.0,123.0,136.0,122.0,180.0,192.0,197.0
hdhA,19.0,16.0,22.0,46.0,48.0,51.0,293.0,251.0,243.0,377.0,432.0,355.0,546.0,572.0,537.0
helD,19.0,8.0,15.0,37.0,43.0,30.0,168.0,147.0,153.0,219.0,251.0,234.0,374.0,349.0,389.0
hemA,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
hemB,1.0,1.0,2.0,0.0,2.0,11.0,21.0,37.0,37.0,66.0,75.0,65.0,79.0,94.0,87.0
hemC,0.0,3.0,6.0,1.0,3.0,2.0,17.0,14.0,10.0,21.0,18.0,20.0,35.0,34.0,26.0
hemF,1.0,1.0,0.0,4.0,4.0,2.0,9.0,4.0,4.0,15.0,11.0,12.0,18.0,9.0,16.0
hemG,8.0,7.0,10.0,15.0,9.0,9.0,33.0,31.0,47.0,55.0,71.0,78.0,95.0,104.0,86.0
hemH,7.0,11.0,12.0,23.0,21.0,26.0,113.0,118.0,120.0,165.0,176.0,189.0,240.0,211.0,231.0
hemL,2.0,9.0,6.0,12.0,6.0,11.0,29.0,23.0,32.0,38.0,29.0,31.0,49.0,47.0,35.0
hemX,46.0,35.0,53.0,47.0,49.0,44.0,188.0,183.0,175.0,309.0,294.0,295.0,381.0,422.0,401.0
hemY,3.0,2.0,2.0,1.0,0.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,11.0,8.0
hepA,2.0,2.0,2.0,13.0,9.0,9.0,52.0,55.0,59.0,84.0,85.0,85.0,120.0,129.0,106.0
hflC,34.0,30.0,32.0,28.0,32.0,27.0,100.0,114.0,115.0,113.0,110.0,120.0,116.0,113.0,111.0
hflD,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
hflK,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0
hflX,73.0,76.0,89.0,85.0,64.0,55.0,161.0,175.0,190.0,154.0,158.0,160.0,211.0,207.0,225.0
hfq,111.0,94.0,132.0,95.0,90.0,79.0,161.0,167.0,167.0,138.0,152.0,119.0,126.0,130.0,126.0
hha,1.0,0.0,2.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,8.0,4.0,12.0,13.0,16.0
hinT,9.0,8.0,14.0,11.0,14.0,9.0,28.0,46.0,27.0,37.0,39.0,42.0,40.0,45.0,40.0
hipA,2.0,4.0,9.0,33.0,22.0,22.0,86.0,105.0,113.0,167.0,176.0,141.0,218.0,238.0,213.0
hipB,0.0,0.0,1.0,5.0,5.0,4.0,2.0,2.0,15.0,6.0,6.0,8.0,18.0,23.0,18.0
hisB,1.0,4.0,6.0,1.0,2.0,3.0,15.0,9.0,22.0,20.0,24.0,27.0,33.0,36.0,23.0
hisC,1.0,6.0,4.0,10.0,15.0,10.0,66.0,60.0,54.0,106.0,114.0,105.0,186.0,129.0,164.0
hisD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0
hisF,0.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,2.0,5.0,6.0,5.0,8.0,8.0,13.0
hisG,5.0,11.0,5.0,11.0,19.0,9.0,45.0,43.0,47.0,74.0,73.0,60.0,79.0,87.0,82.0
hisI,0.0,7.0,0.0,1.0,5.0,2.0,6.0,3.0,7.0,8.0,9.0,10.0,10.0,16.0,8.0
hisJ,71.0,80.0,106.0,59.0,41.0,45.0,161.0,137.0,153.0,210.0,178.0,189.0,256.0,252.0,254.0
hisL,14.0,14.0,18.0,7.0,4.0,8.0,52.0,51.0,50.0,95.0,117.0,89.0,112.0,114.0,124.0
hisM,19.0,6.0,7.0,10.0,12.0,10.0,46.0,51.0,44.0,59.0,60.0,73.0,121.0,118.0,93.0
hisP,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,5.0,5.0
hisQ,2.0,6.0,3.0,8.0,16.0,8.0,43.0,44.0,44.0,63.0,81.0,66.0,80.0,86.0,79.0
hisS,12.0,14.0,16.0,29.0,32.0,30.0,47.0,73.0,66.0,60.0,49.0,71.0,50.0,76.0,65.0
hlpA,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0
hlyE,2.0,2.0,1.0,11.0,14.0,16.0,98.0,85.0,111.0,144.0,156.0,159.0,211.0,250.0,272.0
hmp,2.0,6.0,0.0,3.0,5.0,1.0,36.0,31.0,37.0,48.0,60.0,33.0,70.0,65.0,68.0
hns,253.0,206.0,207.0,155.0,152.0,142.0,157.0,183.0,183.0,133.0,99.0,118.0,95.0,99.0,90.0
hofB,0.0,1.0,0.0,6.0,6.0,9.0,54.0,50.0,50.0,91.0,108.0,102.0,161.0,147.0,171.0
hofC,1.0,0.0,0.0,11.0,2.0,3.0,39.0,26.0,37.0,76.0,86.0,85.0,98.0,116.0,94.0
hofQ,0.0,0.0,0.0,4.0,1.0,1.0,13.0,13.0,18.0,34.0,33.0,23.0,36.0,35.0,48.0
hokB,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,4.0,8.0,4.0,5.0,8.0,5.0
hokC,8.0,12.0,17.0,144.0,134.0,120.0,346.0,272.0,342.0,557.0,586.0,529.0,556.0,628.0,588.0
hokD,5.0,6.0,2.0,86.0,78.0,90.0,109.0,105.0,118.0,120.0,125.0,109.0,98.0,135.0,103.0
hokE,0.0,4.0,0.0,10.0,7.0,4.0,39.0,38.0,45.0,80.0,95.0,98.0,95.0,90.0,123.0
holA,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,8.0,3.0,2.0,14.0,8.0,3.0
holB,4.0,1.0,3.0,18.0,13.0,13.0,54.0,58.0,60.0,78.0,78.0,56.0,89.0,102.0,91.0
holC,3.0,0.0,0.0,2.0,1.0,0.0,6.0,6.0,4.0,8.0,5.0,9.0,16.0,13.0,5.0
holD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
holE,0.0,2.0,0.0,4.0,1.0,2.0,4.0,3.0,4.0,8.0,2.0,7.0,6.0,9.0,7.0
hpf,9.0,12.0,11.0,5.0,9.0,8.0,23.0,23.0,18.0,13.0,18.0,17.0,32.0,21.0,18.0
hpt,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,2.0
hrpA,6.0,11.0,7.0,25.0,14.0,18.0,94.0,74.0,78.0,102.0,103.0,115.0,188.0,195.0,202.0
hrpB,6.0,1.0,2.0,6.0,6.0,8.0,31.0,34.0,25.0,36.0,55.0,41.0,72.0,76.0,51.0
hscA,12.0,22.0,19.0,67.0,56.0,42.0,120.0,112.0,122.0,99.0,98.0,109.0,105.0,101.0,93.0
hscB,4.0,6.0,6.0,44.0,36.0,26.0,58.0,66.0,42.0,40.0,50.0,31.0,39.0,55.0,44.0
hscC,2.0,2.0,2.0,34.0,21.0,26.0,109.0,87.0,100.0,227.0,194.0,186.0,254.0,288.0,290.0
hsdM,7.0,5.0,9.0,17.0,10.0,8.0,55.0,35.0,40.0,66.0,87.0,88.0,120.0,111.0,96.0
hsdR,22.0,25.0,32.0,32.0,29.0,24.0,165.0,178.0,163.0,284.0,320.0,286.0,398.0,443.0,423.0
hsdS,10.0,28.0,24.0,10.0,6.0,6.0,75.0,74.0,75.0,143.0,122.0,158.0,202.0,176.0,207.0
hslJ,4.0,4.0,3.0,17.0,23.0,14.0,132.0,114.0,120.0,254.0,256.0,272.0,317.0,318.0,381.0
hslO,22.0,70.0,31.0,31.0,30.0,16.0,150.0,135.0,152.0,216.0,183.0,201.0,262.0,216.0,214.0
hslR,4.0,1.0,0.0,2.0,6.0,4.0,21.0,17.0,17.0,27.0,32.0,27.0,31.0,35.0,38.0
hslU,8.0,8.0,3.0,5.0,2.0,3.0,15.0,33.0,23.0,28.0,22.0,32.0,35.0,32.0,42.0
hslV,25.0,27.0,32.0,7.0,9.0,8.0,50.0,42.0,59.0,55.0,53.0,60.0,103.0,79.0,80.0
hspQ,2.0,0.0,2.0,7.0,20.0,11.0,51.0,59.0,55.0,84.0,74.0,78.0,95.0,104.0,107.0
hsrA,0.0,0.0,6.0,9.0,6.0,4.0,35.0,29.0,28.0,74.0,64.0,63.0,88.0,95.0,88.0
htgA,0.0,0.0,2.0,2.0,0.0,1.0,5.0,8.0,12.0,28.0,18.0,20.0,18.0,28.0,29.0
htpG,32.0,33.0,38.0,20.0,7.0,15.0,75.0,73.0,79.0,121.0,105.0,95.0,127.0,156.0,141.0
htpX,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
htrC,1.0,7.0,1.0,10.0,10.0,15.0,89.0,79.0,70.0,141.0,145.0,116.0,223.0,198.0,219.0
htrE,0.0,2.0,0.0,10.0,5.0,3.0,61.0,63.0,68.0,119.0,110.0,109.0,107.0,147.0,139.0
htrG,10.0,18.0,16.0,4.0,10.0,16.0,42.0,49.0,48.0,80.0,66.0,83.0,115.0,104.0,120.0
htrL,18.0,11.0,13.0,32.0,35.0,30.0,100.0,104.0,112.0,155.0,153.0,151.0,218.0,212.0,188.0
hupA,7.0,13.0,8.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0
hupB,1485.0,1507.0,1505.0,425.0,355.0,422.0,490.0,559.0,538.0,388.0,385.0,407.0,376.0,395.0,404.0
hyaA,4.0,4.0,0.0,3.0,9.0,3.0,24.0,34.0,23.0,54.0,73.0,59.0,68.0,59.0,73.0
hyaC,0.0,3.0,4.0,7.0,4.0,8.0,42.0,23.0,43.0,73.0,82.0,70.0,74.0,85.0,80.0
hyaF,0.0,1.0,3.0,1.0,3.0,2.0,28.0,10.0,14.0,45.0,35.0,43.0,35.0,52.0,51.0
hybB,3.0,3.0,10.0,10.0,6.0,10.0,49.0,46.0,38.0,99.0,126.0,86.0,100.0,115.0,136.0
hybC,6.0,6.0,5.0,17.0,30.0,19.0,75.0,100.0,81.0,123.0,100.0,115.0,152.0,193.0,168.0
hybD,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0
hybE,0.0,1.0,0.0,1.0,0.0,1.0,6.0,7.0,3.0,7.0,8.0,15.0,9.0,16.0,10.0
hybF,3.0,0.0,1.0,4.0,2.0,2.0,14.0,7.0,7.0,22.0,26.0,19.0,24.0,35.0,32.0
hybG,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0
hybO,9.0,4.0,7.0,11.0,17.0,10.0,85.0,83.0,111.0,172.0,154.0,162.0,249.0,253.0,223.0
hycA,3.0,0.0,1.0,6.0,4.0,4.0,17.0,30.0,22.0,30.0,41.0,41.0,59.0,55.0,44.0
hycB,0.0,0.0,0.0,1.0,4.0,3.0,6.0,6.0,10.0,12.0,19.0,21.0,21.0,24.0,18.0
hycC,1.0,5.0,0.0,7.0,8.0,11.0,36.0,57.0,59.0,90.0,81.0,77.0,100.0,130.0,111.0
hycE,0.0,2.0,2.0,1.0,5.0,0.0,22.0,27.0,21.0,24.0,30.0,42.0,57.0,61.0,40.0
hycG,1.0,1.0,1.0,4.0,4.0,4.0,13.0,8.0,9.0,14.0,24.0,19.0,19.0,13.0,26.0
hycH,1.0,0.0,4.0,4.0,6.0,2.0,22.0,26.0,29.0,51.0,50.0,38.0,65.0,72.0,64.0
hycI,7.0,7.0,8.0,23.0,34.0,29.0,133.0,156.0,164.0,237.0,278.0,261.0,354.0,349.0,357.0
hyfA,0.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,1.0,11.0,7.0,5.0,14.0,10.0,9.0
hyfB,0.0,0.0,1.0,4.0,3.0,5.0,28.0,36.0,35.0,57.0,75.0,75.0,101.0,108.0,105.0
hyfC,0.0,3.0,1.0,4.0,2.0,7.0,33.0,41.0,34.0,74.0,69.0,69.0,122.0,120.0,112.0
hyfD,1.0,0.0,0.0,2.0,2.0,5.0,17.0,12.0,25.0,26.0,30.0,28.0,40.0,54.0,45.0
hyfF,3.0,0.0,1.0,1.0,2.0,3.0,20.0,19.0,31.0,43.0,44.0,39.0,49.0,72.0,58.0
hyfG,0.0,0.0,0.0,0.0,3.0,2.0,9.0,16.0,28.0,35.0,38.0,44.0,35.0,43.0,43.0
hyfH,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,6.0,3.0,17.0,8.0,13.0,9.0,9.0
hyfJ,0.0,3.0,0.0,9.0,14.0,8.0,51.0,51.0,49.0,101.0,112.0,114.0,127.0,151.0,141.0
hyfR,2.0,1.0,2.0,6.0,4.0,9.0,63.0,68.0,35.0,116.0,108.0,118.0,156.0,150.0,154.0
hyi,5.0,3.0,5.0,17.0,16.0,16.0,175.0,156.0,144.0,241.0,274.0,261.0,367.0,392.0,379.0
hypB,0.0,0.0,1.0,3.0,2.0,3.0,11.0,15.0,18.0,22.0,24.0,19.0,32.0,39.0,30.0
hypC,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0
hypD,0.0,0.0,0.0,2.0,0.0,0.0,11.0,13.0,11.0,33.0,29.0,29.0,43.0,44.0,23.0
hypE,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0
hyuA,2.0,1.0,0.0,6.0,5.0,6.0,34.0,25.0,22.0,47.0,43.0,41.0,87.0,82.0,82.0
iaaA,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0
iap,1.0,2.0,11.0,10.0,10.0,8.0,39.0,32.0,26.0,48.0,61.0,60.0,82.0,87.0,102.0
ibpA,10.0,11.0,8.0,4.0,5.0,9.0,168.0,192.0,167.0,157.0,167.0,174.0,200.0,188.0,165.0
ibpB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0
icd,653.0,636.0,625.0,189.0,189.0,146.0,295.0,291.0,304.0,215.0,180.0,226.0,151.0,142.0,169.0
icdC,136.0,133.0,131.0,47.0,55.0,47.0,95.0,91.0,120.0,129.0,106.0,105.0,117.0,139.0,132.0
idi,3.0,5.0,8.0,1.0,3.0,5.0,36.0,25.0,24.0,53.0,59.0,50.0,59.0,90.0,67.0
idnD,1.0,1.0,4.0,9.0,9.0,6.0,61.0,48.0,57.0,101.0,82.0,97.0,132.0,161.0,117.0
idnK,5.0,3.0,10.0,20.0,21.0,12.0,148.0,121.0,153.0,221.0,227.0,205.0,337.0,313.0,327.0
idnO,2.0,4.0,6.0,8.0,12.0,12.0,65.0,54.0,51.0,103.0,110.0,104.0,146.0,150.0,153.0
idnR,3.0,1.0,2.0,4.0,4.0,10.0,46.0,44.0,39.0,91.0,66.0,93.0,117.0,110.0,104.0
idnT,8.0,4.0,4.0,19.0,21.0,20.0,111.0,89.0,112.0,213.0,204.0,207.0,261.0,297.0,277.0
ihfA,77.0,79.0,113.0,178.0,181.0,180.0,271.0,273.0,269.0,136.0,158.0,138.0,142.0,171.0,147.0
ihfB,12.0,9.0,22.0,66.0,60.0,52.0,44.0,62.0,44.0,30.0,35.0,29.0,24.0,26.0,24.0
ileS,6.0,9.0,10.0,14.0,15.0,9.0,42.0,31.0,40.0,28.0,36.0,26.0,42.0,43.0,39.0
ilvA,5.0,3.0,1.0,12.0,5.0,9.0,21.0,18.0,21.0,27.0,32.0,35.0,31.0,37.0,55.0
ilvB,164.0,163.0,221.0,7.0,10.0,9.0,52.0,55.0,70.0,96.0,92.0,87.0,152.0,150.0,160.0
ilvC,123.0,102.0,122.0,11.0,21.0,19.0,93.0,87.0,95.0,171.0,196.0,169.0,224.0,246.0,265.0
ilvD,13.0,8.0,17.0,23.0,25.0,26.0,111.0,91.0,111.0,141.0,151.0,151.0,207.0,202.0,215.0
ilvG,3.0,7.0,1.0,2.0,1.0,0.0,11.0,10.0,12.0,18.0,19.0,10.0,21.0,19.0,23.0
ilvH,3.0,3.0,2.0,11.0,11.0,9.0,83.0,65.0,59.0,144.0,112.0,104.0,133.0,162.0,126.0
ilvI,14.0,7.0,10.0,13.0,17.0,21.0,97.0,71.0,94.0,164.0,154.0,154.0,265.0,230.0,225.0
ilvM,4.0,0.0,2.0,7.0,5.0,4.0,40.0,35.0,32.0,54.0,66.0,54.0,66.0,65.0,63.0
ilvN,72.0,72.0,67.0,3.0,5.0,3.0,14.0,14.0,15.0,25.0,18.0,18.0,29.0,31.0,25.0
imp,142.0,125.0,113.0,103.0,105.0,94.0,346.0,270.0,360.0,531.0,521.0,491.0,604.0,656.0,683.0
inaA,4.0,7.0,4.0,25.0,15.0,16.0,84.0,87.0,87.0,161.0,172.0,152.0,219.0,209.0,232.0
infA,1.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
infB,124.0,144.0,155.0,587.0,606.0,613.0,600.0,629.0,584.0,390.0,403.0,366.0,229.0,233.0,230.0
infC,2.0,3.0,2.0,2.0,1.0,3.0,3.0,8.0,6.0,3.0,3.0,3.0,1.0,1.0,4.0
insA-7,1.0,1.0,0.0,1.0,3.0,2.0,24.0,24.0,39.0,73.0,92.0,78.0,76.0,93.0,87.0
insC-2,10.0,6.0,9.0,37.0,43.0,38.0,38.0,52.0,53.0,33.0,40.0,33.0,33.0,32.0,50.0
insD-2,2.0,1.0,1.0,3.0,3.0,3.0,5.0,6.0,5.0,9.0,9.0,5.0,7.0,8.0,11.0
insE-4,21.0,34.0,22.0,111.0,66.0,92.0,191.0,200.0,188.0,273.0,250.0,268.0,342.0,310.0,323.0
insF-4,7.0,6.0,4.0,9.0,11.0,19.0,34.0,38.0,29.0,47.0,55.0,54.0,78.0,82.0,78.0
insG,4.0,7.0,1.0,17.0,15.0,13.0,92.0,89.0,72.0,150.0,148.0,158.0,215.0,200.0,208.0
insH-1,242.0,261.0,319.0,568.0,589.0,516.0,571.0,602.0,638.0,273.0,274.0,265.0,78.0,87.0,80.0
insH-6,31.0,42.0,27.0,80.0,97.0,87.0,104.0,97.0,82.0,47.0,49.0,37.0,10.0,12.0,14.0
insI-1,19.0,27.0,16.0,29.0,36.0,34.0,96.0,95.0,119.0,176.0,118.0,155.0,152.0,187.0,200.0
insI-2,0.0,6.0,0.0,2.0,1.0,6.0,8.0,12.0,9.0,36.0,11.0,19.0,19.0,29.0,16.0
insJ,2.0,5.0,4.0,142.0,131.0,122.0,258.0,296.0,270.0,340.0,326.0,341.0,441.0,415.0,444.0
insK,2.0,2.0,2.0,52.0,83.0,63.0,176.0,161.0,172.0,234.0,213.0,228.0,298.0,305.0,322.0
insL-3,70.0,56.0,64.0,45.0,57.0,47.0,157.0,166.0,128.0,104.0,102.0,99.0,105.0,112.0,101.0
insM,6.0,14.0,11.0,24.0,27.0,24.0,104.0,110.0,112.0,145.0,149.0,166.0,217.0,240.0,184.0
insN-1,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0
insN-2,3.0,7.0,4.0,11.0,16.0,13.0,45.0,43.0,48.0,53.0,53.0,55.0,120.0,89.0,71.0
insO-1,0.0,2.0,1.0,4.0,0.0,3.0,3.0,5.0,6.0,4.0,3.0,10.0,10.0,9.0,9.0
insO-2,2.0,2.0,7.0,11.0,11.0,14.0,72.0,67.0,79.0,122.0,157.0,133.0,203.0,193.0,163.0
intA,10.0,11.0,7.0,19.0,20.0,15.0,94.0,101.0,91.0,188.0,180.0,166.0,213.0,207.0,241.0
intB,7.0,8.0,1.0,39.0,43.0,38.0,135.0,133.0,135.0,179.0,191.0,193.0,258.0,280.0,259.0
intD,3.0,9.0,10.0,29.0,38.0,29.0,116.0,112.0,125.0,160.0,192.0,150.0,229.0,232.0,245.0
intE,0.0,0.0,0.0,12.0,14.0,16.0,81.0,99.0,86.0,130.0,144.0,159.0,203.0,210.0,176.0
intF,1.0,1.0,2.0,7.0,22.0,14.0,53.0,36.0,41.0,57.0,59.0,51.0,101.0,82.0,77.0
intG,1.0,0.0,0.0,13.0,7.0,13.0,69.0,64.0,60.0,103.0,106.0,104.0,170.0,149.0,141.0
intQ,2.0,1.0,2.0,29.0,22.0,11.0,111.0,126.0,111.0,171.0,192.0,184.0,248.0,242.0,225.0
intR,0.0,3.0,0.0,9.0,8.0,8.0,48.0,44.0,47.0,85.0,75.0,67.0,86.0,96.0,96.0
intS,0.0,0.0,2.0,11.0,17.0,8.0,67.0,54.0,58.0,131.0,139.0,118.0,181.0,213.0,174.0
intZ,0.0,1.0,1.0,6.0,2.0,13.0,23.0,23.0,15.0,38.0,46.0,36.0,58.0,56.0,69.0
iraP,9.0,8.0,10.0,24.0,30.0,24.0,75.0,50.0,80.0,115.0,105.0,88.0,113.0,128.0,129.0
iscA,10.0,6.0,22.0,51.0,53.0,47.0,73.0,61.0,74.0,35.0,42.0,52.0,23.0,28.0,21.0
iscR,14.0,15.0,8.0,74.0,68.0,75.0,105.0,117.0,100.0,81.0,63.0,85.0,57.0,64.0,57.0
iscS,0.0,2.0,2.0,6.0,8.0,4.0,9.0,16.0,20.0,7.0,6.0,2.0,8.0,7.0,7.0
iscU,157.0,150.0,151.0,355.0,298.0,336.0,541.0,469.0,505.0,271.0,310.0,278.0,248.0,225.0,239.0
ispA,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0
ispB,25.0,18.0,30.0,23.0,27.0,24.0,72.0,61.0,69.0,110.0,124.0,107.0,153.0,151.0,132.0
ispD,3.0,7.0,9.0,26.0,27.0,25.0,51.0,45.0,48.0,28.0,23.0,38.0,28.0,48.0,25.0
