GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,5.0527038994793666e-27,5.861136523396065e-24,"(22, 43)","(38, 1471)"
GO:0006412,translation,BP,3.627910646555177e-21,2.1041881750020026e-18,"(22, 43)","(61, 1471)"
GO:0000027,ribosomal large subunit assembly,BP,2.8664657989486268e-11,1.1083667755934691e-08,"(9, 43)","(15, 1471)"
GO:0000028,ribosomal small subunit assembly,BP,6.443545922926181e-07,0.00018686283176485923,"(6, 43)","(13, 1471)"
GO:0046677,response to antibiotic,BP,2.632624842191535e-05,0.006107689633884361,"(8, 43)","(45, 1471)"
GO:0006353,DNA-templated transcription termination,BP,9.133613316340108e-05,0.01765831907825754,"(3, 43)","(4, 1471)"
GO:0042255,ribosome assembly,BP,0.0002236779403843762,0.03706663012083949,"(3, 43)","(5, 1471)"
GO:0031564,transcription antitermination,BP,0.000264784633593174,0.038393771871010236,"(4, 43)","(12, 1471)"
