feature,T0CASP2_cutadapt_1,T0CASP4_cutadapt_1,T0CASP5_cutadapt_1,T0EXP2_cutadapt_1,T0EXP4_cutadapt_1,T0EXP5_cutadapt_1,T0VapC2_cutadapt_1,T0VapC3_cutadapt_1,T0VapC4_cutadapt_1,T0VapC5_cutadapt_1,T1CASP2_cutadapt_1,T1CASP4_cutadapt_1,T1CASP5_cutadapt_1,T2CASP2_cutadapt_1,T2CASP4_cutadapt_1,T2CASP5_cutadapt_1,T2VapC2_cutadapt_1,T2VapC3_cutadapt_1,T2VapC4_cutadapt_1,T2VapC5_cutadapt_1,T3VapC2_cutadapt_1,T3VapC3_cutadapt_1,T3VapC4_cutadapt_1,T3VapC5_cutadapt_1
flgK,0.006578283601761251,0.0035506551852302532,0.002590544180080724,3.9901430342948636,3.3926300398339113,3.245371947301545,2.573175774313416,2.903190186076938,2.670105562644661,3.6362308880569643,0.004923785951595401,0.006749509215020116,0.0073142382265156325,0.005402509588423142,0.0064967689252094386,0.00450290432775336,3.456898278764532,3.30906254029692,5.127084916117067,4.918170740015243,0.9578488464743545,0.7381976943909175,0.9292821316754261,0.6118357582947604
flgL,0.008771044802348334,0.006778523535439575,0.0042096342926311765,2.0223165615946757,1.9510361666106213,1.738793499486154,1.3882724698519393,1.5896621181743755,1.4905408562554532,1.9874376262988513,0.009232098659241376,0.009085877789450155,0.007662535284921139,0.005402509588423142,0.007522574544979351,0.010206583142907616,1.5233500539115,1.3810684000701325,2.0829368004934117,2.059582343312462,0.4720965801360363,0.40859650981047096,0.5068811627320506,0.3463895051824422
flgM,0.006777625529087349,0.0058101630303767785,0.0032381802251009047,2.1065636493889883,2.046898963753399,1.7044482269432377,1.3614617438679877,1.536704903053754,1.419052086171259,1.7751678351144236,0.004513470455629117,0.004153544132320071,0.005224455876082595,0.006483011506107769,0.006154833718619469,0.004803097949603584,2.0390763850122644,1.7055021601334737,2.566353017459499,3.035173979618365,0.3745559644054503,0.34594504497286543,0.4005996286108142,0.2559235175746566
flgN,0.006378941674435152,0.007424097205481439,0.0064763604502018094,3.3888197837996765,3.2319457322422087,2.883465045580665,2.1644756830946394,2.575044585240229,2.4120311026407193,3.064583403890529,0.005128943699578543,0.005451526673670094,0.00940402057694867,0.007293387944371241,0.005129028098849557,0.0072046469244053755,2.9939360277433837,2.7313924538000975,3.9297866113057114,4.530032132022572,0.6242599406757504,0.5298134743875773,0.6267885345611378,0.44161686055905863
flgO,0.020731560441914244,0.010329178720669829,0.010362176720322896,2.0702369234593303,2.1820198587736948,2.013555679829485,0.8533657904648049,1.6350540168491943,1.8286827387536928,1.8936439976359647,0.01702809308260076,0.013239421921770227,0.015673367628247784,0.017017905203532895,0.017438695536088494,0.020413166285815233,1.642494750865472,1.1456314320441168,2.6687822934058016,3.2747009584246536,0.7627676150131826,0.5597772184403452,0.6949177231003919,0.9677479990148643
flhA,0.002790786982565379,0.002259507845146525,0.0032381802251009047,0.6967775196933307,0.5742638038362569,0.6064247375861204,0.6892318338313443,0.6941177839024341,0.6619860109796402,0.7809553712878248,0.0030773662197471257,0.00233636857443004,0.0031346735256495566,0.002701254794211571,0.0027354816527197638,0.001200774487400896,0.04255167748356145,0.06229775442612783,0.07682195695972703,0.04545767480995247,0.15021254822510247,0.11304503438089697,0.15170099314740584,0.04285230991947738
flhB,0.000797367709304394,0.0006455736700418643,0.0009714540675302715,0.5514706159746994,0.52039804163222,0.4972375278601324,0.5551782039115858,0.6439975624489885,0.5526081927508227,0.7562728374291705,0.0016412619838651337,0.0025959650827000447,0.0013931882336220252,0.0002701254794211571,0.00034193520658997047,0.0018011617311013439,0.11914469695397206,0.1739482753456816,0.19736372682336376,0.19057255978018536,0.23019585312418298,0.11168304601486206,0.18258622528520105,0.0702301745902546
flhC,0.016346038040740078,0.015493768081004744,0.016838537170524706,0.862952968094957,0.8499834679992927,0.8724724457916964,0.7533160081344485,0.7177593977955687,0.727755679457099,0.8648759864072497,0.015181673350752486,0.021806106694680374,0.011145505868976202,0.017828281641796367,0.017096760329498525,0.01801161731101344,1.0825146751818033,1.1254048883992702,2.106045844456907,1.8690097835322768,0.7393578672378419,0.37590878902563324,0.39605768270819725,1.5081632407771624
flhD,0.004983548183152462,0.004196228855272118,0.0032381802251009047,0.28520344400093073,0.28758839142833215,0.26348462816505985,0.22233284962301433,0.2184485123725644,0.22876406426942206,0.33666976183204583,0.006359890187477393,0.008566684772910147,0.009752317635354175,0.010805019176846283,0.0034193520658997046,0.0075048405462556,0.12425089825199943,0.11488676790272923,0.19549002055605333,0.19232093188826047,0.07413086795524537,0.06537544156967535,0.06631241017820734,0.7725319204928006
flhE,0.0001993419273260985,0.00032278683502093216,0.0,0.14144235840696565,0.12325216775499948,0.1030358176287491,0.11901346656290768,0.14184968335880804,0.11938624604060466,0.1411840936715031,0.0,0.00025959650827000444,0.0003482970584055063,0.0,0.0006838704131799409,0.0,0.00851033549671229,0.007281555712144811,0.005621118801931247,0.00699348843230038,0.017557310831505482,0.005447953464139612,0.024526507874131482,0.008332393595453937
fliA,0.0011960515639565911,0.001936721010125593,0.0016190901125504524,2.0953564679851575,1.9765995791820288,2.1242807375797823,1.8675959368333204,2.1513868642752554,2.0517277014163793,2.748646970499753,0.0006154732439494252,0.0018171755578900311,0.0027863764672440504,0.0013506273971057854,0.002051611239539823,0.000600387243700448,2.052692921807004,2.070389007486508,2.8105594009656234,3.12608932923827,0.6632761869679848,0.5788450555648338,0.5604761243829306,0.3285343760493266
fliC,0.037874966191958716,0.033247044007156015,0.04047725281376131,46.527193279799526,41.956863861842635,40.49102586406598,30.494258166088315,34.00988008210782,31.008254024019323,43.01079620073679,0.026465349489825277,0.03712230068261064,0.0442337264174993,0.031874806571696536,0.04616125288964601,0.04172691343718114,21.034145213674094,20.56554051633433,28.87256444174196,30.395449098885532,6.513762318488533,5.394835917864251,5.957216245872379,3.681727627248432
fliD,0.0035881546918697734,0.0016139341751046606,0.0016190901125504524,2.721026353943839,2.456826543916323,2.2211651631112925,1.9159860276336236,2.3755093639821725,2.032425733493647,2.260920101452742,0.0018464197318482753,0.0036343511157800623,0.0031346735256495566,0.0037817567118961994,0.0027354816527197638,0.0018011617311013439,1.8382324672898547,1.6974115426755347,2.368989290636135,2.697738162759872,0.4759982047652597,0.3391351031426909,0.479629487316349,0.2559235175746566
fliE,0.0001993419273260985,0.0,0.0,0.14221526746929877,0.17529197191822146,0.15173433839855588,0.2236406899149144,0.18629591747790125,0.18158147601385377,0.23201581827135123,0.0004103154959662834,0.0007787895248100135,0.0003482970584055063,0.0,0.0,0.000600387243700448,0.001702067099342458,0.008899679203732547,0.007494825069241661,0.00349674421615019,0.0,0.0,0.0018167783610467765,0.0035710258266231157
fliF,0.0009967096366304926,0.0006455736700418643,0.0003238180225100905,2.823050350171814,2.5864695648141742,2.4333881904660295,2.5816767362107664,2.924940470858622,2.669390674943819,3.6362308880569643,0.001436104235881992,0.0020767720661600355,0.0017414852920275316,0.0005402509588423142,0.0010258056197699115,0.000300193621850224,0.018722738092767036,0.021035605390640567,0.03435128156735762,0.036715814269577,0.017557310831505482,0.027239767320698063,0.015442616068897599,0.016664787190907873
fliG,0.001993419273260985,0.0009683605050627965,0.0,2.045117378933503,1.758397593304659,1.738793499486154,1.7165403831188608,1.8676874975576394,1.8944524072311517,2.3616248395960517,0.0012309464878988504,0.0018171755578900311,0.0013931882336220252,0.0008103764382634711,0.0006838704131799409,0.002101355352951568,0.005106201298027374,0.021035605390640567,0.02498275023080554,0.038464186377652095,0.027311372404564084,0.02315380222259335,0.014534226888374212,0.008332393595453937
fliH,0.0013953934912826894,0.00032278683502093216,0.0,1.0743435966430723,0.9330645588563664,1.0067778399147425,0.9913429412602639,1.0288830366292212,1.0759059897671257,1.389133005565069,0.0004103154959662834,0.0007787895248100135,0.0003482970584055063,0.0008103764382634711,0.0010258056197699115,0.000600387243700448,0.010212402596054748,0.013754049678495755,0.026856456498115952,0.03321907005342681,0.015606498516893762,0.014981872026383935,0.00999228098575727,0.015474445248700166
fliI,0.0017940773459348867,0.0006455736700418643,0.0003238180225100905,0.9186024205829434,0.8481575099584778,0.8765733738565221,0.9436067706059109,0.9522842076154647,0.9136264816760046,1.2844790620043742,0.0006154732439494252,0.0020767720661600355,0.0013931882336220252,0.0005402509588423142,0.0027354816527197638,0.000600387243700448,0.015318603894082121,0.010517802695320284,0.015614218894253462,0.005245116324225286,0.023409747775340644,0.01225789529431413,0.00999228098575727,0.016664787190907873
fliJ,0.0,0.0,0.0,0.2805659896269318,0.25198220963244333,0.2486187639300662,0.294917985823469,0.3101779742779269,0.28381041723425177,0.37023800787981587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032362469831754715,0.001249137511540277,0.001748372108075095,0.0019508123146117203,0.001361988366034903,0.005450335083140329,0.0023806838844154105
fliK,0.000797367709304394,0.0006455736700418643,0.0003238180225100905,0.9321283291737735,0.8244200554278854,0.726376883482276,0.7572395290101488,1.0024044290689103,0.9179158078810561,1.0307426139374072,0.0004103154959662834,0.001557579049620027,0.0003482970584055063,0.0,0.0006838704131799409,0.0,0.005106201298027374,0.004854370474763207,0.0031228437788506924,0.008741860540375476,0.0039016246292234405,0.010895906928279225,0.006358724263663718,0.005951709711038526
fliL,0.0,0.0,0.0003238180225100905,1.5048539443626343,1.472635159917142,1.3809875258300999,1.3150334135055346,1.5688574979484171,1.6206504178086871,1.817621793351309,0.0008206309919325668,0.00025959650827000444,0.0,0.0008103764382634711,0.0013677408263598819,0.0,0.4476436471270664,0.45711988637353534,0.6976433001952447,0.8182381465791446,0.07022924332602193,0.06809941830174517,0.07085435608082427,0.04761367768830821
fliM,0.000398683854652197,0.0006455736700418643,0.000647636045020181,1.1972361375540423,1.1183992999990695,1.0508628166116203,1.179671943293876,1.3324413590170703,1.2210281930380404,1.5461139209061108,0.0,0.0,0.0,0.0,0.0006838704131799409,0.000600387243700448,0.22126872291451954,0.18689326327838346,0.2729365462715505,0.26575256042741446,0.06437680638218676,0.03949766261501219,0.04632784820669279,0.02618752272856951
fliN,0.0001993419273260985,0.0,0.0,0.6453790670481766,0.5706118877546272,0.5843822492376815,0.5839506903333876,0.6827698092337294,0.5847781392887103,0.7868791794139018,0.0,0.00025959650827000444,0.0,0.0002701254794211571,0.0,0.0,0.1702067099342458,0.16990296661671225,0.23296414590226167,0.20281116453671105,0.052671932494516446,0.036773685882942386,0.029976842957271814,0.02023581301753099
fliO,0.0013953934912826894,0.00032278683502093216,0.0,0.6921400653193318,0.6436502093872195,0.7571338439684697,0.6656907085771429,0.7584229736917605,0.7427683211747799,0.8856093148485195,0.0,0.0,0.0,0.0,0.0006838704131799409,0.000300193621850224,0.27743693719282064,0.2192557331101382,0.3122843778850692,0.28498465361624054,0.052671932494516446,0.03404970915087258,0.03815234558198231,0.014284103306492463
fliP,0.0011960515639565911,0.00032278683502093216,0.000647636045020181,0.45331116505838986,0.41905737036699825,0.39215124619897046,0.3910442472781252,0.44919066396955887,0.4296475082060084,0.5361046354099732,0.0006154732439494252,0.00025959650827000444,0.0,0.0,0.00034193520658997047,0.000300193621850224,0.0646785497750134,0.07362461886724198,0.081193938250118,0.06119302378262833,0.025360560089952362,0.014981872026383935,0.022709729513084708,0.005951709711038526
fliQ,0.0,0.0,0.0,0.08888454216831174,0.1068185453876662,0.09022041742616836,0.10724290393580692,0.10875142390841952,0.10794804282713355,0.129336477419349,0.0002051577479831417,0.0,0.0,0.0,0.0,0.000300193621850224,0.006808268397369832,0.007281555712144811,0.007494825069241661,0.01398697686460076,0.0097540615730586,0.001361988366034903,0.003633556722093553,0.0011903419422077052
fliR,0.0001993419273260985,0.00032278683502093216,0.000647636045020181,0.1762232662119572,0.21181113273451763,0.15327218642286558,0.19225252290931238,0.20237221492523283,0.21160675944921542,0.23596502368873595,0.0002051577479831417,0.0005191930165400089,0.0,0.0,0.0006838704131799409,0.0,0.015318603894082121,0.009708740949526415,0.021859906451954847,0.010490232648450571,0.025360560089952362,0.006809941830174516,0.00999228098575727,0.008332393595453937
fliS,0.0005980257819782956,0.00032278683502093216,0.0003238180225100905,0.7632476990539813,0.7020808666932933,0.6125761296833591,0.4930557900463317,0.6108993029986,0.6276714013392269,0.7187553859640157,0.0004103154959662834,0.0005191930165400089,0.0031346735256495566,0.0008103764382634711,0.0013677408263598819,0.0,0.1770149783316156,0.1383495585307514,0.20798139567145613,0.23428186248206276,0.07413086795524537,0.03132573241880277,0.060862075095067004,0.03213923243960804
fliT,0.0001993419273260985,0.0006455736700418643,0.001942908135060543,1.0766623238300717,0.9796264888971441,0.9683316393070003,0.7847041751400505,0.8709570558230815,0.8528610271044393,0.967555327259252,0.0012309464878988504,0.0020767720661600355,0.002438079408838544,0.0005402509588423142,0.0017096760329498523,0.0009005808655506719,0.19233358222569774,0.16504859614194906,0.28979990267734423,0.2220432577255371,0.09558980341597428,0.06673742993571025,0.08084663706658154,0.0464233357461005
fliX,0.06079928783446004,0.04196228855272118,0.05472524580420529,11.189018040865783,10.729329447827807,11.804521434601165,8.07264420175327,11.063329637431302,10.779076753294833,12.738162073774356,0.052110067987717994,0.0464677749803308,0.04841329111836538,0.0440304531456486,0.04616125288964601,0.04412846241198293,7.194637628920569,8.119743680787257,11.799977502765227,12.22636615176914,2.774055111377866,2.196887234414299,2.4372081713442504,1.821223171577789
fliZ,0.003189470837217576,0.0025822946801674572,0.003561998247610995,1.3239932237766783,1.321080642529513,1.1446715460945112,1.1672474605208252,1.5263025929407745,1.3139635941474932,1.6122631116473045,0.0016412619838651337,0.0007787895248100135,0.0031346735256495566,0.0037817567118961994,0.005129028098849557,0.006003872437004481,1.2203821102285424,1.1229777031618886,1.547056808042633,1.6137474557533127,0.43112952152919015,0.33777311477665595,0.43239324992913275,0.2273553109616717
flk,0.0033888127645436746,0.002259507845146525,0.0022667261575706333,0.1008646326344755,0.09221088106114776,0.08765733738565222,0.08370177868160539,0.06241386067787554,0.08578652410103328,0.09379362866288668,0.006154732439494251,0.00467273714886008,0.004876158817677088,0.002701254794211571,0.0044451576856696165,0.003902517084052912,0.07148681817238324,0.07605180410462357,0.11304694479439506,0.1363730244298574,0.1365568620228204,0.09942515072054792,0.11264025838490013,0.1154631683941474
flu,0.006179599747109053,0.0048418025253139825,0.004857270337651357,0.2767014443152661,0.2392005033467397,0.29116589260263426,0.24587397487721585,0.2827537021618907,0.2623637862089935,0.4255268837232017,0.0030773662197471257,0.00467273714886008,0.006965941168110126,0.005942760547265455,0.004787092892259587,0.0066042596807049285,0.02553100649013687,0.01941748189905283,0.0487163629500708,0.038464186377652095,0.0682784310114102,0.04903158117725652,0.08266341542762833,0.07261085847467001
flxA,0.0025914450552392805,0.0029050815151883892,0.002914362202590814,0.6245105223651816,0.5213110206526274,0.6074499696023268,0.38188936523482464,0.4671582905283412,0.39533289856559506,0.5025363893622034,0.0022567352278145586,0.0051919301654000894,0.002438079408838544,0.004051882191317356,0.002051611239539823,0.003902517084052912,3.073933181412479,2.8058261344131337,4.438185578502604,4.855229344124539,1.1548808902501384,0.858052670601989,0.9492666936469407,0.5094663512648978
fmt,0.31137209048336584,0.30277405124963436,0.3173416620598886,0.4842275275517156,0.41997034938740563,0.4772455035441065,0.3380767154561718,0.4870172461985743,0.38175003224959814,0.5183332110317421,0.22813541575725357,0.22325299711220384,0.23753859383255532,0.25580882901183577,0.2516643120502183,0.25696574030379177,0.4493457142264089,0.4587380098651231,0.7126329503337281,0.7745288438772671,0.7315546179793951,0.7136819038022892,0.6858338312951581,0.779673972146047
fnr,0.214491913802882,0.2007734113830198,0.20594826231641755,1.9794201086351857,1.8040465443250295,1.7690378439642445,1.2607580413916812,1.495095662601837,1.492685519357979,1.912402723368542,0.19654112256784975,0.2154651018641037,0.21211290856895332,0.20583561531892167,0.1877224284178938,0.222443473791016,1.2186800431292,1.0873789863469585,1.552053358088794,2.003634435854059,2.216122789398914,1.9163176310111087,1.9739296892773226,2.2426042191193165
fnrS,0.04405456593906777,0.023886225791548976,0.02752453191335769,0.04173708936598986,0.02373745453059249,0.04613544072929064,0.029426406567751896,0.033098259450388544,0.030740171136203594,0.03554284875646232,0.0359026058970498,0.018431352087170318,0.028908655847657026,0.025391795065588765,0.029748362973327433,0.036323428243877104,0.04765787878158882,0.029126222848579245,0.05995860055393329,0.06468976799877853,0.21654016692190095,0.15935263882608366,0.1535177715084526,0.22259394319284084
focA,0.1202031821776374,0.09457654266113312,0.08322123178509325,0.1445339946562982,0.15794537053048083,0.13789370617976868,0.13928499108735898,0.12955604413437802,0.13868821396333714,0.20733328441269686,0.09991182326779001,0.09553151504336165,0.08010832343326645,0.09859579998872232,0.08890315371339233,0.08735634395841518,0.061274415576328484,0.06229775442612783,0.09493445087706104,0.11189581491680609,0.20483529303423062,0.15662866209401385,0.1535177715084526,0.2118808657129715
focB,0.0001993419273260985,0.0009683605050627965,0.000647636045020181,0.0023187271869994364,0.0009129790204074036,0.003075696048619376,0.0019617604378501263,0.002836993667176161,0.001429775401683888,0.004936506771730877,0.0004103154959662834,0.0007787895248100135,0.0017414852920275316,0.0008103764382634711,0.00034193520658997047,0.0009005808655506719,0.005106201298027374,0.013754049678495755,0.009368531336552077,0.012238604756525667,0.011704873887670322,0.020429825490523548,0.015442616068897599,0.014284103306492463
folA,0.01973485080528375,0.015493768081004744,0.016190901125504524,0.2256894462012785,0.19081261526514734,0.19274361904681422,0.1641339566334606,0.17305661369774583,0.18301125141553767,0.2063459830583507,0.01456620010680306,0.01791215907063031,0.016718258803464302,0.017828281641796367,0.012651602643828906,0.01861200455471389,0.11914469695397206,0.1440129907513085,0.17925123290602973,0.3356874447504183,0.12680280044976183,0.1756964992185025,0.17986105774363087,0.2047388140597253
folB,0.0011960515639565911,0.0006455736700418643,0.0009714540675302715,0.014685272184329766,0.011868727265296246,0.013840632218787194,0.017001923794701095,0.008510981001528483,0.007863764709261385,0.01974602708692351,0.0008206309919325668,0.0028555615909700493,0.0013931882336220252,0.0002701254794211571,0.0023935464461297936,0.0009005808655506719,0.018722738092767036,0.029935284594373113,0.041846106636599274,0.057696279566478145,0.060475181752963326,0.05584152300743103,0.035427178040412136,0.04761367768830821
folC,0.03388812764543674,0.031955896667072284,0.02655307784582742,0.26433489931793575,0.25106923061203595,0.21734918743576925,0.20206132509856303,0.24303579082142446,0.22090029956016072,0.258672954838698,0.027080822733774705,0.04101624830666071,0.0390092705414167,0.039978570954331244,0.031458039006277284,0.042327300680881585,0.13616536794739664,0.19255669549894058,0.207356826915686,0.2412753509143631,0.47404739245064803,0.393614637784087,0.43239324992913275,0.39043215704412726
folD,0.018738141168653258,0.015493768081004744,0.012628902877893528,0.38838680382240565,0.32228159420381347,0.31935977304831187,0.27333862100711764,0.27613405027181304,0.2773764279266743,0.36233959704504637,0.017233250830583902,0.021286913678140368,0.01706655586186981,0.019178909038902153,0.018122565949268435,0.021613940773216128,0.13616536794739664,0.1941748189905283,0.23233957714649153,0.28148790940009033,0.4701457678214246,0.37590878902563324,0.4296680823875626,0.26425591117011055
folE,0.02511708284308841,0.03098753616200949,0.015543265080484344,0.31766562461892284,0.3085869088977024,0.2778378763919503,0.21513972801756387,0.26478607560310835,0.22947895197026402,0.2724951737995444,0.016412619838651336,0.019729334628520338,0.022291011737952404,0.016747779724111737,0.02119998280857817,0.018311810932863666,0.10723022725857485,0.15129454646345328,0.19923743309067418,0.24477209513051332,0.2497039762703002,0.23290001059196844,0.22891407349189383,0.2297359948460871
folK,0.0023921031279131822,0.0032278683502093212,0.001942908135060543,0.2086854468299493,0.22276688097940647,0.17428944275509797,0.15170947386040978,0.1891329111450774,0.19659411773153462,0.2497872426495824,0.0022567352278145586,0.0036343511157800623,0.0041795647008660754,0.0024311293147904135,0.0030774168593097344,0.0015009681092511202,0.19573771642438267,0.23381884453442783,0.2904244714331144,0.37065488691192017,0.48575226633831836,0.3364111264106211,0.35154661286255123,0.45828164774996644
folM,0.014352618767479093,0.011943112895774488,0.011333630787853167,0.057195270612652775,0.05660469926525902,0.056900376899458455,0.047082250508403034,0.05012022145344552,0.052901689862303855,0.08589521782811728,0.014976515602769342,0.01401821144658024,0.01950463527070835,0.012966023012215538,0.014019343470188789,0.0150096810925112,0.03404134198684916,0.03559871681493019,0.040596969125059,0.04895441902610267,0.09558980341597428,0.13756082496952524,0.14261710134217195,0.10951145868310887
folP,0.009369070584326629,0.008069670875523302,0.0068001784727119005,0.14994435809263024,0.13238195795907354,0.14763341033373004,0.09351058087085602,0.11726240490994799,0.10794804282713355,0.15006980586061866,0.008821783163275093,0.009085877789450155,0.0073142382265156325,0.010805019176846283,0.008890315371339233,0.009606195899207168,0.06808268397369832,0.07605180410462357,0.09868186341168188,0.12588279178140685,0.16776985905660793,0.16071462719211857,0.1834946144657244,0.1642671880246633
folX,0.06339073288969933,0.059392777643851515,0.0443630690838824,0.18820335667812094,0.17437899289781408,0.1481460263418333,0.12620658816835814,0.15792598080613962,0.1672837219970149,0.18265075055404245,0.050879121499819144,0.04594858196379079,0.05224455876082594,0.05780685259612761,0.046845123302825954,0.04893156036158651,0.0851033549671229,0.10275084171582122,0.13428228249057977,0.15210837340253328,0.21849097923651267,0.15799065046004876,0.19712045217357524,0.2368780464993333
fpr,0.0069769674564134476,0.0035506551852302532,0.002914362202590814,0.2384424457297754,0.18716069918351771,0.1835165309009561,0.14190067167115913,0.19575256303515512,0.15870506958691158,0.27644437921692916,0.006975363431426818,0.0075282987398301296,0.005224455876082595,0.005672635067844298,0.006154833718619469,0.0033021298403524643,0.08340128786778044,0.059870569188746225,0.09056246958667008,0.08916697751182985,0.023409747775340644,0.03541169751690748,0.025434897054654872,0.04285230991947738
frc,0.0005980257819782956,0.00032278683502093216,0.0009714540675302715,0.0011593635934997182,0.005477874122444421,0.003075696048619376,0.0019617604378501263,0.0,0.0042893262050516644,0.003949205417384702,0.0008206309919325668,0.00025959650827000444,0.0003482970584055063,0.0002701254794211571,0.0017096760329498523,0.000600387243700448,0.010212402596054748,0.009708740949526415,0.014989650138483322,0.015735348972675856,0.04681949555068129,0.03949766261501219,0.03451878885988875,0.036900600208438855
frdA,0.13116698818057282,0.10458293454678201,0.09261195443788588,0.7029607921919959,0.6655617058769973,0.594634569399746,0.6264554998201404,0.7442380053558797,0.7227514655512054,0.6940728521053614,0.09786024578795859,0.09085877789450156,0.09543339400310873,0.09211278848261456,0.092664440985882,0.08495479498361339,0.07489095237106815,0.06634306315509717,0.09118703834244023,0.1083990707006559,0.17752392062966652,0.12121696457710639,0.1298996528148445,0.2773496725343953
frdB,0.029901289098914773,0.025500159966653637,0.017486173215544885,0.2140958102662813,0.19902942644881397,0.20555901924939496,0.23671909283391523,0.19291556936797893,0.23448316587615767,0.2063459830583507,0.02564471849789271,0.02492126479392043,0.019156338212302844,0.013506273971057853,0.020516112395398228,0.022814715260617024,0.0323392748875067,0.021035605390640567,0.028105594009656232,0.04370930270187738,0.0390162462922344,0.02451579058862826,0.03179362131831859,0.06308812293700837
frdC,0.017542089604696668,0.012911473400837285,0.013600356945423801,0.12018735919280413,0.10864450342848103,0.09996012158012972,0.10004978233035644,0.12482772135575108,0.09079073800692689,0.11057775168677166,0.011078518391089653,0.012720228905230219,0.014280179394625758,0.011345270135688597,0.011625797024058996,0.011407357630308512,0.020424805192109496,0.01941748189905283,0.015614218894253462,0.020980465296901143,0.025360560089952362,0.013619883660349032,0.009083891805233881,0.028568206612984925
frdD,0.1339577751631382,0.14073506006912642,0.1156030340361023,0.3029803524345931,0.2894143494691469,0.30859483687814404,0.28445526348826833,0.3669178476214502,0.35172474881423643,0.34950467943854613,0.13519895592089037,0.10072344520876172,0.16787918215145403,0.14964951559932102,0.18669662279812388,0.19512585420264558,0.07148681817238324,0.0728155571214481,0.06433058184432426,0.1433665128621578,0.08583574184291569,0.0830812903281291,0.0690375777197775,0.1178438522785628
fre,0.03049931488089307,0.030664749326988552,0.023962533665746695,0.483068163958216,0.49848654514244234,0.4444380790254998,0.3688109623158237,0.36218952484282324,0.39533289856559506,0.5420284435360503,0.02626019174184214,0.03244956353375056,0.030998438198090058,0.028093049859800334,0.028722557353557523,0.02701742596652016,0.10723022725857485,0.14644017598869008,0.19299174553297277,0.2727460488597148,0.22044179155112437,0.23698597569007315,0.19984561971514542,0.2594945434012797
frlA,0.000398683854652197,0.0,0.0003238180225100905,0.0011593635934997182,0.0027389370612222103,0.0005126160081032294,0.0013078402919000842,0.002836993667176161,0.002859550803367776,0.0009873013543461756,0.0002051577479831417,0.0,0.0006965941168110126,0.0,0.00034193520658997047,0.0,0.001702067099342458,0.0,0.001249137511540277,0.00349674421615019,0.0,0.005447953464139612,0.0009083891805233882,0.0
frlB,0.005382232037804659,0.002259507845146525,0.0016190901125504524,0.015844635777829484,0.01734660138774067,0.010764936170167817,0.011770562627100759,0.023641613893134676,0.012153090914313049,0.01579682166953881,0.004923785951595401,0.0025959650827000447,0.003482970584055063,0.006212886026686612,0.0037612872724896757,0.005403485193304032,0.013616536794739663,0.02184466713643443,0.013740512626943046,0.012238604756525667,0.021458935460728922,0.013619883660349032,0.010900670166280659,0.010713077479869345
frlC,0.0,0.0009683605050627965,0.0,0.005796817967498591,0.007303832163259229,0.003075696048619376,0.0039235208757002525,0.005673987334352322,0.0035744385042097196,0.0029619040630385267,0.0006154732439494252,0.0012979825413500224,0.0010448911752165189,0.0016207528765269422,0.0,0.000300193621850224,0.00851033549671229,0.006472493966350943,0.010617668848092354,0.017483721080750952,0.025360560089952362,0.005447953464139612,0.008175502624710493,0.005951709711038526
frlD,0.001993419273260985,0.0012911473400837286,0.000647636045020181,0.011980090466163756,0.010955748244888841,0.010252320162064586,0.005231361167600337,0.006619651890077709,0.01072331551262916,0.014809520315192632,0.0018464197318482753,0.0018171755578900311,0.002438079408838544,0.0016207528765269422,0.0010258056197699115,0.002101355352951568,0.00851033549671229,0.016181234915877356,0.030603869032736784,0.03147069794535171,0.015606498516893762,0.03404970915087258,0.021801340332561318,0.017855129133115575
frlR,0.0069769674564134476,0.0058101630303767785,0.005828724405181628,0.07110763373464939,0.0739513006529997,0.06561484903721336,0.0372734483191524,0.07187050623512942,0.04432303745220053,0.07700950563900169,0.007590836675376243,0.004413140640590076,0.0073142382265156325,0.005942760547265455,0.008890315371339233,0.00900580865550672,0.05616821427830111,0.06472493966350942,0.12241547613094714,0.12763116388948195,0.1541141728543259,0.11440702274693187,0.12626609609275094,0.08094325207012396
frmA,0.01694406382271837,0.010006391885648896,0.011981266832873348,0.1789284479301232,0.13785983208151792,0.10969982573409108,0.11247426510340724,0.10307743657406719,0.14011798936502104,0.1362475868997722,0.018669355066465894,0.012720228905230219,0.017414852920275316,0.020799661915429094,0.016754825122908552,0.019812779042114783,0.42211264063692955,0.5250810730202202,0.6033334180739538,0.5944465167455324,4.609769499427495,5.348528313419065,3.580870149623196,1.5153052924304087
frmB,0.0035881546918697734,0.004196228855272118,0.0022667261575706333,0.03864545311665728,0.029215328653036915,0.026656032421367923,0.03138816700560202,0.026478607560310837,0.02931039573451971,0.03949205417384702,0.0032825239677302673,0.003374754607510058,0.0031346735256495566,0.002701254794211571,0.0034193520658997046,0.002701742596652016,0.09020955626515027,0.06877024839247876,0.0943098821212909,0.07692837275530419,1.2777820660706767,1.4151059123102645,0.9619841421742681,0.3618639504311424
frmR,0.004983548183152462,0.0016139341751046606,0.001942908135060543,0.037872544054324137,0.03104128669385172,0.025630800405161466,0.020925444670401347,0.026478607560310837,0.02144663102525832,0.03159364333907762,0.0018464197318482753,0.003374754607510058,0.0017414852920275316,0.0024311293147904135,0.002051611239539823,0.004202710705903136,0.10212402596054748,0.11488676790272923,0.12928573244441866,0.12063767545718156,0.9188326001821202,0.9751836700809906,0.6722079935873073,0.29401445972530316
