feature,T0CASP2_cutadapt_1,T0CASP4_cutadapt_1,T0CASP5_cutadapt_1,T0EXP2_cutadapt_1,T0EXP4_cutadapt_1,T0EXP5_cutadapt_1,T0VapC2_cutadapt_1,T0VapC3_cutadapt_1,T0VapC4_cutadapt_1,T0VapC5_cutadapt_1,T1CASP2_cutadapt_1,T1CASP4_cutadapt_1,T1CASP5_cutadapt_1,T2CASP2_cutadapt_1,T2CASP4_cutadapt_1,T2CASP5_cutadapt_1,T2VapC2_cutadapt_1,T2VapC3_cutadapt_1,T2VapC4_cutadapt_1,T2VapC5_cutadapt_1,T3VapC2_cutadapt_1,T3VapC3_cutadapt_1,T3VapC4_cutadapt_1,T3VapC5_cutadapt_1
ERCC-00035,0.0069769674564134476,0.0061329498653977105,0.0064763604502018094,0.028211180775159814,0.032867244734666526,0.03126957649429699,0.022887205108251475,0.017967626558782354,0.025735957230309983,0.01579682166953881,0.00964241415520766,0.006489912706750111,0.0038312676424605693,0.008103764382634712,0.009574185784519174,0.0075048405462556,0.018722738092767036,0.029935284594373113,0.02310904396349512,0.022728837404976235,0.015606498516893762,0.01770584875845374,0.012717448527327436,0.019045471075323284
ERCC-00039,0.0001993419273260985,0.00032278683502093216,0.0,0.00038645453116657275,0.0018259580408148072,0.0,0.0013078402919000842,0.0,0.000714887700841944,0.0,0.001436104235881992,0.0,0.0,0.0,0.00034193520658997047,0.0,0.0,0.0,0.0,0.001748372108075095,0.0,0.0,0.0,0.0
ERCC-00040,0.0,0.0,0.0,0.0,0.0,0.0010252320162064588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016181234915877358,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00042,0.019934192732609848,0.022917865286486185,0.01910526332809534,0.08424708779431286,0.0739513006529997,0.08099332928031024,0.05885281313550379,0.06903351256795326,0.07077388238335246,0.07602220428465552,0.02195187903419616,0.019469738120250334,0.021246120562735882,0.019719159997744467,0.025987075700837754,0.02791800683207083,0.06638061687435586,0.06634306315509717,0.05870946304239301,0.057696279566478145,0.029262184719175802,0.05720351137346594,0.07448791280291783,0.05951709711038526
ERCC-00043,0.025715108625066707,0.023563438956528047,0.02849598598088796,0.10820726872664038,0.10955748244888842,0.10406104964495556,0.08174001824375526,0.07943582268093251,0.07720787169092995,0.07799680699334786,0.023593141018061297,0.02855561590970049,0.024729091146790946,0.024311293147904138,0.026329010907427727,0.0300193621850224,0.08680542206646535,0.07200649537565425,0.09368531336552076,0.09091534961990494,0.07022924332602193,0.06265146483760554,0.07085435608082427,0.06546880682142378
ERCC-00044,0.0047842062558263645,0.007424097205481439,0.006152542427691718,0.026278908119326948,0.03469320277548134,0.03332004052670991,0.024848965546101602,0.023641613893134676,0.026450844931151928,0.020733328441269686,0.006975363431426818,0.009085877789450155,0.0073142382265156325,0.008644015341477027,0.007180639338389381,0.008105227789956048,0.020424805192109496,0.028317161102785374,0.029354731521196505,0.022728837404976235,0.037065433977622686,0.020429825490523548,0.029976842957271814,0.0226164969019464
ERCC-00046,0.07116506805541717,0.0813422824252749,0.07998305155999234,0.31186880665142425,0.2675028529793692,0.2609215481245437,0.2550288569205164,0.25816642371303067,0.22804917656858015,0.2300412155626589,0.07590836675376243,0.0693122677080912,0.07418727344037285,0.08130776930576827,0.06018059635983481,0.07564879270625645,0.24509766230531393,0.22087385660172593,0.21047967069453663,0.22728837404976238,0.2223926038657361,0.23970995242214296,0.22709729513084706,0.2285456529038794
ERCC-00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00051,0.000398683854652197,0.0,0.0,0.0007729090623331455,0.0009129790204074036,0.0,0.0006539201459500421,0.0009456645557253871,0.0,0.0009873013543461756,0.0010257887399157085,0.0,0.0,0.0005402509588423142,0.00034193520658997047,0.0,0.001702067099342458,0.0,0.001249137511540277,0.0,0.005852436943835161,0.0,0.0,0.0011903419422077052
ERCC-00053,0.0017940773459348867,0.001936721010125593,0.0016190901125504524,0.006183272498665164,0.004564895102037018,0.003075696048619376,0.005885281313550379,0.010402310112979258,0.006433989307577496,0.0029619040630385267,0.0010257887399157085,0.0012979825413500224,0.0010448911752165189,0.0010805019176846284,0.0013677408263598819,0.001200774487400896,0.003404134198684916,0.0016181234915877358,0.0031228437788506924,0.00349674421615019,0.0,0.00817193019620942,0.008175502624710493,0.0023806838844154105
ERCC-00054,0.000398683854652197,0.00032278683502093216,0.0,0.00038645453116657275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482970584055063,0.0,0.0,0.000300193621850224,0.0,0.0,0.0018737062673104153,0.0,0.0,0.0,0.0,0.0
ERCC-00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00058,0.0,0.0,0.000647636045020181,0.00038645453116657275,0.0,0.0,0.0013078402919000842,0.0009456645557253871,0.000714887700841944,0.0009873013543461756,0.0004103154959662834,0.0007787895248100135,0.0,0.0002701254794211571,0.0,0.000600387243700448,0.003404134198684916,0.0,0.001249137511540277,0.0,0.0,0.001361988366034903,0.0009083891805233882,0.0011903419422077052
ERCC-00059,0.0011960515639565911,0.0009683605050627965,0.0003238180225100905,0.007342636092164883,0.0018259580408148072,0.003075696048619376,0.005885281313550379,0.002836993667176161,0.001429775401683888,0.0029619040630385267,0.0002051577479831417,0.0012979825413500224,0.0013931882336220252,0.0008103764382634711,0.00034193520658997047,0.000300193621850224,0.001702067099342458,0.0008090617457938679,0.0006245687557701385,0.0,0.005852436943835161,0.00408596509810471,0.0009083891805233882,0.0011903419422077052
ERCC-00060,0.002790786982565379,0.003873442020251186,0.002590544180080724,0.008888454216831173,0.011868727265296246,0.013328016210683961,0.0071931216054504634,0.004728322778626936,0.011438203213471105,0.00888571218911558,0.0016412619838651337,0.00233636857443004,0.003482970584055063,0.0021610038353692567,0.0034193520658997046,0.002701742596652016,0.010212402596054748,0.01132686444111415,0.0081193938250118,0.010490232648450571,0.0039016246292234405,0.010895906928279225,0.00999228098575727,0.0035710258266231157
ERCC-00061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00062,0.000797367709304394,0.00032278683502093216,0.0003238180225100905,0.0011593635934997182,0.0009129790204074036,0.001537848024309688,0.0006539201459500421,0.0009456645557253871,0.001429775401683888,0.0,0.0004103154959662834,0.0005191930165400089,0.0,0.0,0.0,0.000600387243700448,0.0,0.0016181234915877358,0.0,0.0,0.007803249258446881,0.001361988366034903,0.0009083891805233882,0.0
ERCC-00067,0.0,0.0,0.0,0.0011593635934997182,0.0,0.0005126160081032294,0.0013078402919000842,0.0,0.0,0.0,0.0,0.00025959650827000444,0.0,0.0,0.00034193520658997047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009083891805233882,0.0
ERCC-00069,0.0,0.00032278683502093216,0.0,0.0,0.0,0.001537848024309688,0.0,0.0,0.000714887700841944,0.0,0.0,0.0,0.0,0.0002701254794211571,0.0,0.0,0.0,0.0,0.0006245687557701385,0.0,0.0,0.00408596509810471,0.0009083891805233882,0.0
ERCC-00071,0.0037874966191958712,0.0035506551852302532,0.005504906382671538,0.015071726715496336,0.016433622367333263,0.014353248226890422,0.009808802189250631,0.011347974668704644,0.010008427811787218,0.014809520315192632,0.004103154959662834,0.0051919301654000894,0.005921049992893607,0.0035116312324750417,0.005812898512029498,0.005103291571453808,0.006808268397369832,0.016181234915877356,0.01249137511540277,0.017483721080750952,0.015606498516893762,0.01225789529431413,0.011809059346804046,0.013093761364284756
ERCC-00073,0.0,0.0,0.0,0.0007729090623331455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00074,0.31097340662871364,0.3305337190614345,0.34130419572563536,1.088255959765069,1.154005481794958,1.1277552178271046,1.0423487126443671,0.987273796177304,0.9422219897096822,0.9912505597635601,0.3223028220815156,0.4171715887898972,0.33401687901088056,0.3109144268137518,0.3385158545240708,0.3281116286822948,1.0042195886120502,1.0113271822423349,0.9743272590014159,0.8864246587940733,0.885668790833721,0.9166181703414897,0.9901442067704931,0.9915548378590184
ERCC-00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00076,0.005382232037804659,0.0054873761953558465,0.005504906382671538,0.020482090151828357,0.024650433550999894,0.018454176291716255,0.01569408350280101,0.015130632891606193,0.02502106952946804,0.028631739276039087,0.004923785951595401,0.006489912706750111,0.003482970584055063,0.005402509588423142,0.005129028098849557,0.006003872437004481,0.015318603894082121,0.01941748189905283,0.015614218894253462,0.01398697686460076,0.0097540615730586,0.014981872026383935,0.017259394429944376,0.017855129133115575
ERCC-00077,0.000398683854652197,0.0,0.0,0.00038645453116657275,0.0,0.0005126160081032294,0.0,0.0009456645557253871,0.0,0.0,0.0,0.0,0.0,0.0002701254794211571,0.0,0.000300193621850224,0.001702067099342458,0.0,0.001249137511540277,0.0,0.0,0.0,0.0,0.0
ERCC-00078,0.000797367709304394,0.00032278683502093216,0.002590544180080724,0.007342636092164883,0.007303832163259229,0.00820185612965167,0.010462722335200673,0.013239303780155419,0.005719101606735552,0.004936506771730877,0.0016412619838651337,0.001557579049620027,0.0038312676424605693,0.0016207528765269422,0.0013677408263598819,0.0018011617311013439,0.00851033549671229,0.008090617457938678,0.008743962580781939,0.001748372108075095,0.013655686202282042,0.00817193019620942,0.004541945902616941,0.007142051653246231
ERCC-00079,0.0035881546918697734,0.0029050815151883892,0.003561998247610995,0.00966136327916432,0.010042769224481439,0.012302784194477504,0.007847041751400505,0.008510981001528483,0.0042893262050516644,0.003949205417384702,0.0016412619838651337,0.003374754607510058,0.0020897823504330377,0.0029713802736327276,0.0017096760329498523,0.002401548974801792,0.006808268397369832,0.007281555712144811,0.002498275023080554,0.00349674421615019,0.0097540615730586,0.002723976732069806,0.0018167783610467765,0.004761367768830821
ERCC-00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021446631025258322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00083,0.0,0.0,0.0,0.0,0.0,0.0005126160081032294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC-00084,0.000797367709304394,0.00032278683502093216,0.000647636045020181,0.004250999842832301,0.0036519160816296144,0.00820185612965167,0.0026156805838001684,0.0018913291114507741,0.001429775401683888,0.003949205417384702,0.0010257887399157085,0.0010383860330800178,0.0006965941168110126,0.002701254794211571,0.0013677408263598819,0.000600387243700448,0.003404134198684916,0.0032362469831754715,0.001249137511540277,0.00699348843230038,0.0039016246292234405,0.001361988366034903,0.003633556722093553,0.005951709711038526
