GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,1.884188604236448e-08,2.443792619694673e-05,"(11, 43)","(52, 1712)"
GO:0000027,ribosomal large subunit assembly,BP,6.363444554743966e-08,4.126693793751462e-05,"(8, 43)","(25, 1712)"
GO:0006412,translation,BP,1.01789120864839e-05,0.00440068299205654,"(11, 43)","(94, 1712)"
