GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,3.351435037930921e-33,3.870907468810214e-30,"(25, 37)","(45, 1507)"
GO:0006412,translation,BP,9.465930568276453e-31,5.4665749031796515e-28,"(26, 37)","(61, 1507)"
GO:0000027,ribosomal large subunit assembly,BP,6.33687627986888e-12,2.439697367749519e-09,"(10, 37)","(21, 1507)"
GO:0000028,ribosomal small subunit assembly,BP,3.756807368117742e-07,0.0001084778127543998,"(6, 37)","(14, 1507)"
GO:0006417,regulation of translation,BP,2.8108724676434797e-06,0.0006493115400256438,"(5, 37)","(11, 1507)"
GO:0046677,response to antibiotic,BP,0.00016426843551128016,0.03162167383592143,"(6, 37)","(36, 1507)"
