,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Unnamed: 1,2129.689007735139,0.7110343980998339,0.04269604442150318,16.65340215314496,2.8587785386475323e-62,1.017089875638822e-60
GFP,22485.267698059142,4.170630243295072,0.05934373774208694,70.2791971314816,0.0,0.0
INTR_alaXW,319.2241967404379,0.6104845099051812,0.12250276090594638,4.983434702944297,6.246539973475939e-07,4.2829595278522385e-06
LELOBEKK,34.74677754014917,-3.2188498249474873,0.38007444266901486,-8.468998342386836,2.4751219935055917e-17,3.2348329074305736e-16
LELOBEKK_appX,3.5445862869755866,-4.2338715405318395,1.527598671229485,-2.771586294405595,0.005578388406187566,0.016179347533163576
LELOBEKK_fdoG,0.32827497325121846,0.8171465506311083,4.324919679458094,0.18893912747380678,0.8501405265429969,
LELOBEKK_finO,2.5922807730993296,-2.017261521240534,1.1110476349185525,-1.8156390939875529,0.06942575254042382,
LELOBEKK_flmC,1.9085319126094253,-3.2382008251362384,1.676654044207583,-1.931347039852023,0.053440149805204964,
LELOBEKK_gap,1.5233682707366152,-2.914749904171475,1.7021274138540665,-1.712415815906349,0.08682006644945006,
LELOBEKK_lacA,0.0,,,,,
LELOBEKK_lacY,0.18999328634162757,-0.0553933437288452,4.425352969962189,-0.012517271301258143,0.9900129232853532,
LELOBEKK_lacZ,1.0172477456578122,-3.4621116142479416,3.7489521916189443,-0.9234878006680758,0.3557530549226189,
LELOBEKK_malE,1.3694777555963737,-3.870893518025311,2.6454703765459375,-1.4632155976281802,0.1434083941199309,
LELOBEKK_mpaA,1.6784662679110967,-4.186059406277536,3.4813028903098537,-1.202440447778721,0.22919292601185481,
LELOBEKK_psiB,0.02055849232301172,-1.0171823433736018,4.628065198223048,-0.21978565551845516,0.8260380917318826,
LELOBEKK_tisB,2.1879686151186184,-3.4909582308144373,2.368279357730304,-1.474048329399822,0.14046857912611857,
LELOBEKK_trpA,0.6787339829554622,-2.8780503205652987,3.9323534325541822,-0.7318900424207083,0.46423568438261764,
LELOBEKK_ynhF,1.6942189104131926,-4.197415216933354,2.175574101355173,-1.9293368193336966,0.05368906165812524,
LELOBEKK_yshB,1.5206113442111329,-2.9125513483849104,1.7006698327052894,-1.712590705364519,0.08678786443382275,
LELOBEKKtfaE,1.2046279197454028,-2.4980397704607364,1.7311526249080444,-1.4429922206272412,0.14902266268482803,
LacI,85697.30735536462,0.2428166142386579,0.013683889795658192,17.744706941128833,1.893855379142483e-70,7.774519133351577e-69
MS2_fwd,7.878473733360145,-3.409352884942959,0.8343157727178354,-4.086405886630646,4.3810708011033545e-05,0.00022847212874809353
YFP,6.568561584750494,-4.188872120160768,1.117744960120459,-3.747609937520394,0.00017852759595075903,0.0007995040031249376
aaeA,32.11628138780681,0.3899304779651571,0.36339786178344197,1.0730125819989735,0.2832654709369825,0.37698089689950876
aaeB,24.61772848772101,0.8658610725534761,0.4177973791464326,2.072442566112898,0.03822418719806036,0.08036365555363707
aaeR,30.903602216112954,2.0207195818891095,0.520935998394081,3.8790169773609358,0.00010487943578963414,0.0004982551237365111
aaeX,1.4855448131472457,0.4652947072858064,1.6680011427147146,0.2789534703366734,0.7802805331186432,
aas,33.26632484745599,1.1527456767145572,0.465826354946448,2.474625285739959,0.013337603119661654,0.033521982095099385
aat,7.279123082990885,1.1525701384254896,1.1360670426459074,1.0145265157425452,0.3103315835743723,0.4070797749304138
abgB,21.47879181559007,0.9827219484929084,0.5396936910669861,1.8208883386241663,0.0686238321890316,0.1262962186913818
abgR,29.97514379084542,-0.6930051086133151,0.434385398867497,-1.5953692514068742,0.1106296878304322,0.18018121080012406
abgT,22.37843040304891,2.5064392282146652,0.759966832707326,3.2980902854479317,0.0009734482856523793,0.0035628417997068747
abrB,2.2441708817011055,-0.12104057181988431,1.7411395605472793,-0.06951801829247883,0.9445772908258179,
accA,203.6501114052617,-0.8014272331700957,0.12452593011466871,-6.435826116151935,1.228035561890744e-10,1.1299338704523455e-09
accB,174.2246400225457,-1.8816161254174397,0.13718212915684433,-13.716189834509226,8.122292700896425e-43,2.0318422834586214e-41
accC,65.47798517928749,-2.0618884840987013,0.2292913744901843,-8.992438065684711,2.4180577263835853e-19,3.4411648177245512e-18
accD,14.365380738689051,-1.239117446678117,0.5029353371584386,-2.4637708968295473,0.013748395876626907,0.03441936168644203
aceA,956.4379159542162,-5.020488076466524,0.12770947834888807,-39.311789080769,0.0,0.0
aceB,387.1966292288878,-4.0007797275482595,0.1496908629516221,-26.726946779919714,2.2891001940883112e-157,2.2905308817096164e-155
aceE,126.793637076556,-1.1940309631219206,0.1463886532654283,-8.156581377635417,3.4464032989138175e-16,4.2443782165854015e-15
aceF,201.38091530654057,-1.5232830965279278,0.12995823481653598,-11.721327999555932,9.910609440092399e-32,2.0342161171266578e-30
aceK,30.285687294391202,-2.7539237655066073,0.3971153117025632,-6.93482140917618,4.067346603198557e-12,4.095485479069742e-11
