GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,6.4919900193166804e-12,7.53070842240735e-09,"(21, 157)","(38, 1471)"
GO:0006412,translation,BP,5.893570295108002e-08,3.4182707711626416e-05,"(22, 157)","(61, 1471)"
