GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,7.139475579981374e-20,8.246094294878487e-17,"(30, 163)","(45, 1507)"
GO:0006412,translation,BP,1.1038642056224034e-15,6.37481578746938e-13,"(31, 163)","(61, 1507)"
GO:0000027,ribosomal large subunit assembly,BP,2.1555306875910813e-07,8.298793147225662e-05,"(12, 163)","(21, 1507)"
GO:0000028,ribosomal small subunit assembly,BP,2.043022930259736e-06,0.0005899228711124988,"(9, 163)","(14, 1507)"
GO:0046677,response to antibiotic,BP,4.3445984797927534e-05,0.01003602248832126,"(13, 163)","(36, 1507)"
