,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3'ETS-leuZ,3635.313658762592,0.6419964425702938,0.23442524023987568,2.7385977803131216,0.0061701809283683465,0.12732656971203693
C0293,9.540483442877951,0.6245633157324385,1.149501261728067,0.5433341715462936,0.5868997406546955,
ERCC-00002,6690.504878268512,-0.0010178425720644016,0.16319954634786754,-0.006236797802702356,0.9950237875848876,0.9986083409760752
ERCC-00003,210.63436525670167,-0.1393850193473295,0.24040518494564442,-0.5797920680406475,0.562054847224567,0.8774771452914103
ERCC-00004,95.57267527602,0.004984004374229865,0.19860013006930688,0.025095675277204313,0.9799786497262192,0.9961011018830407
ERCC-00009,145.25013296627208,-0.1722491237484961,0.19602253975811662,-0.8787210081098026,0.37955256507184243,0.7987810629783639
ERCC-00012,0.0,,,,,
ERCC-00013,0.16343609624958083,-0.7905942343743029,6.252970712211318,-0.12643498118907948,0.8993876133413107,
ERCC-00014,2.9277013013465223,-0.9019379542692818,1.0846427886820011,-0.8315529902386274,0.4056613061145006,
ERCC-00016,0.0,,,,,
ERCC-00017,0.0,,,,,
ERCC-00019,0.6378206290298446,-0.8144833360438971,2.560192885994772,-0.31813358302002576,0.7503836103499603,
ERCC-00022,53.20409777931817,-0.0443340097734039,0.29518414446739505,-0.1501910268703503,0.880613905115666,0.9760229955235189
ERCC-00024,0.0,,,,,
ERCC-00025,19.455697044905502,-0.290314686887499,0.3498078536253498,-0.8299261548267897,0.40658053618160905,
ERCC-00028,0.14688052163788137,-0.7905879885828592,6.252971405730437,-0.12643396831438206,0.899388415064671,
ERCC-00031,0.42128839930678824,2.1558181951166384,3.0650884822590023,0.7033461538205833,0.48184005440442723,
ERCC-00033,0.20202730225783552,-0.7912077923495452,5.109814652161294,-0.15484080073528472,0.8769468247575792,
ERCC-00034,4.59643022386736,0.9940171216844389,0.8233400884204216,1.2072983396101375,0.2273172698937873,
ERCC-00035,27.377258311502356,0.3756970207349598,0.33620541447047475,1.1174627313087284,0.26379652601354375,
ERCC-00039,0.7802731941582238,-0.6624709392513312,2.362333671309724,-0.28043072293172044,0.7791470687711559,
ERCC-00040,0.1150025943043782,0.15381027179121334,6.398658663390477,0.02403789292140697,0.980822383250925,
ERCC-00041,0.0,,,,,
ERCC-00042,81.69501067423609,0.2667432802361375,0.23721736206226707,1.124467778906167,0.2608146322348204,0.7013490426479851
ERCC-00043,99.63492837438535,0.07360979254737716,0.16801841022053224,0.438105517429672,0.6613097949836702,0.9088909261910781
ERCC-00044,29.29864093248672,0.4462339648652422,0.2984998551586871,1.4949218807091795,0.1349348310613351,
ERCC-00046,285.1707394364867,-0.08185648084077732,0.19842432453017525,-0.41253249083546234,0.679949171264371,0.9136625042960722
ERCC-00048,0.0,,,,,
ERCC-00051,0.9881255031983246,0.9268823739278799,1.756762307906086,0.5276082995158555,0.5977712313658013,
ERCC-00053,5.378817695551938,-0.5364345236862825,0.6155109724320291,-0.8715271501443803,0.3834663881557153,
ERCC-00054,0.3935415460843194,-1.1271622653871258,2.9115618088329804,-0.3871332087017991,0.6986575937343398,
ERCC-00057,0.0,,,,,
ERCC-00058,1.1099738415239582,0.6865317738628667,1.476881740616086,0.4648522322284774,0.6420372800749887,
ERCC-00059,2.9615723513387695,-0.7637563331878772,0.9564247676895482,-0.7985534868914954,0.42454936723888637,
ERCC-00060,10.723012634826695,-0.1379903890085455,0.45351686787425866,-0.3042673796353799,0.7609241949915013,
ERCC-00061,0.0,,,,,
ERCC-00062,1.2449359499634076,-1.3161743086821576,1.3914966941021558,-0.9458695189580749,0.3442151420013507,
ERCC-00067,0.27993801478281477,1.1156034548783416,3.539598844587063,0.31517793508842956,0.7526265576904663,
ERCC-00069,0.37263282258115143,0.13265129629714315,3.0081192219368864,0.04409775228647048,0.9648264844591053,
ERCC-00071,16.74947146926981,0.19495683231992952,0.33936901241830286,0.5744685731048057,0.5656507611742567,
ERCC-00073,0.025520197729741557,0.1538271558410096,6.398662157275187,0.02404051848027487,0.9808202889632552,
ERCC-00074,1240.8345642735212,0.005519144878311865,0.18972107221832601,0.029090837479352732,0.9767921433391012,0.9961011018830407
ERCC-00075,0.0,,,,,
ERCC-00076,20.872546512347874,0.04512093624349892,0.31764665862532143,0.14204757084103664,0.8870424305239488,
ERCC-00077,0.4237903494320003,0.3559802578744154,2.1184783919576136,0.16803582194929362,0.86655509789677,
ERCC-00078,7.815525706048276,0.4498912341276654,0.6561257960273986,0.6856783209128372,0.492915980435769,
ERCC-00079,9.17308812692206,-0.4702481863759164,0.47798457663022526,-0.9838145609030942,0.32520669862919394,
ERCC-00081,0.09191209791497525,0.1538230014940594,6.398661297617817,0.02403987245759152,0.980820804265854,
ERCC-00083,0.01916072694050047,0.15383106182079279,6.398662965560383,0.02404112588032218,0.9808198044681652,
ERCC-00084,4.06131575250464,1.3972215610020833,0.7700919233086297,1.8143568562556118,0.06962280343397938,
ERCC-00085,0.49354551586299883,1.1155993561684119,3.2668034764251797,0.3414957049663721,0.732730437696967,
ERCC-00086,0.07666202409268957,0.1538164459165686,6.398659941018733,0.024038853030854998,0.980821617415718,
ERCC-00092,10.103887827601126,0.180939573141615,0.6282441961562464,0.28800834810516057,0.7733403484385846,
ERCC-00095,2.8137024412524494,0.12607059635582882,0.8449883894461201,0.1491980220443817,0.8813973807053905,
ERCC-00096,2661.6937398333,0.026604103467916387,0.16662126022279133,0.15966812057683225,0.8731425147628954,0.9725192742117611
ERCC-00097,0.0,,,,,
ERCC-00098,0.0,,,,,
ERCC-00099,6.22670923505713,-0.441396395736694,0.6723745560444482,-0.6564739723843965,0.5115192088656519,
ERCC-00104,0.03157263559332669,0.15383106181259476,6.398662965558689,0.024041125879047335,0.980819804469182,
ERCC-00108,71.35008426861405,0.19432270739707813,0.25567449902604156,0.7600394569553278,0.4472310000385026,0.8336542763875596
ERCC-00109,0.0,,,,,
ERCC-00111,124.78549986878477,0.2299414722414485,0.22451501071519753,1.0241697047737026,0.30575512537492444,0.7353447841474537
ERCC-00112,65.41793703763281,0.056577507194802555,0.2070429480118848,0.27326459431767197,0.7846498295446969,0.9525821446309352
ERCC-00113,1405.9843258599822,0.08657279632635959,0.14183437992839862,0.610379488880366,0.5416104520897898,0.873802112238137
ERCC-00116,35.48899147200775,0.007854787420027712,0.2663256793088067,0.029493165812674138,0.976471269463586,0.9961011018830407
ERCC-00117,0.0,,,,,
ERCC-00120,0.0,,,,,
ERCC-00123,0.6475231606789897,0.15380251087856192,6.398657057474567,0.02403668605725605,0.9808233459110495,
ERCC-00126,1.4201255651242886,-1.769652005148427,1.7612760406280958,-1.0047556228138685,0.3150145372440909,
ERCC-00130,1625.3561170963476,0.01813171588492332,0.1560921491599101,0.1161603321019567,0.9075254742702489,0.9811888789985426
ERCC-00131,2.543120744902437,0.06513246491435967,0.9316479543231759,0.06991102659767781,0.9442644766495797,
ERCC-00134,0.012760098864870778,0.15383193472276208,6.398663146195446,0.024041261621066633,0.9808196961940154,
ERCC-00136,106.37453766544047,-0.07863091908365986,0.19808121413165716,-0.3969630306859733,0.6913947227679155,0.9160614719057438
ERCC-00137,0.35352179884542534,-0.8280221941975734,3.2096986573297097,-0.2579750570374235,0.7964261574272127,
ERCC-00138,0.0,,,,,
ERCC-00142,0.0,,,,,
ERCC-00143,0.6869561638624252,-0.3025291543729658,1.6947745693742093,-0.1785070178889183,0.8583248102326311,
ERCC-00144,0.7403016804020653,0.7768110878092346,1.5473382444129409,0.5020305615880103,0.6156460233446182,
