,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3'ETS-leuZ,3635.313658762592,1.108320616286435,0.19949555004850764,5.555615731864421,2.7663485177134395e-08,7.166787259609081e-08
C0293,9.540483442877951,-0.3595529534873893,0.4174917326470821,-0.8612217329614281,0.38911593255346155,0.44401758284919396
ERCC-00002,6690.504878268512,0.01919546177248481,0.14143345174254288,0.13572080392570135,0.8920420007439829,0.9109792052290507
ERCC-00003,210.63436525670167,0.12009447472598025,0.2090894169718357,0.574368977948592,0.5657181408693817,0.6133646272296737
ERCC-00004,95.57267527602,-0.19550046985223365,0.17195921207064854,-1.1369002422034438,0.2555799908732239,0.30369229284727856
ERCC-00009,145.25013296627208,0.1311291039958515,0.1709014582040106,0.7672790236776006,0.4429156373280393,0.4973278777860294
ERCC-00012,0.0,,,,,
ERCC-00013,0.16343609624958083,-0.9930346966945314,5.39272629942672,-0.18414335190719713,0.8539009980316408,0.8789026038298645
ERCC-00014,2.9277013013465223,0.4957443775416321,0.8843512056027041,0.5605740959031902,0.5750879146789221,0.621753435079885
ERCC-00016,0.0,,,,,
ERCC-00017,0.0,,,,,
ERCC-00019,0.6378206290298446,-0.6847357701158164,1.496648262513144,-0.45751282199467547,0.6473024883773026,0.6897114413346405
ERCC-00022,53.20409777931817,0.07216937898523029,0.2672968592033466,0.26999710808546123,0.787162478427875,0.8203128464820701
ERCC-00024,0.0,,,,,
ERCC-00025,19.455697044905502,0.7084941755953624,0.3187620380124411,2.2226428843691552,0.026239890066682345,0.037509007696195903
ERCC-00028,0.14688052163788137,1.9834014482472413,5.375679853290566,0.36895825316553393,0.7121588419345447,0.7524631688716616
ERCC-00031,0.42128839930678824,0.8575418481847542,2.5619223249471426,0.3347259360029375,0.7378318348431094,0.7756824212636324
ERCC-00033,0.20202730225783552,-0.2751749506940031,4.467433907706147,-0.061595751919090995,0.9508847599981277,0.9592810934197448
ERCC-00034,4.59643022386736,0.4622979890906425,0.6825804053159866,0.6772799006391506,0.498228380962094,0.5510415539682404
ERCC-00035,27.377258311502356,0.18032668256194254,0.29586987164167355,0.6094797066067451,0.5422065198694893,0.5930789362861575
ERCC-00039,0.7802731941582238,-0.7610903043293443,2.058495592839457,-0.3697313256228585,0.7115826887224546,0.7524631688716616
ERCC-00040,0.1150025943043782,1.983402872826288,5.3756812983297575,0.36895841899008003,0.7121587183316705,0.7524631688716616
ERCC-00041,0.0,,,,,
ERCC-00042,81.69501067423609,-0.12701659875075094,0.2104716879117655,-0.6034854379274004,0.5461858000281148,0.5952943253347209
ERCC-00043,99.63492837438535,0.07276151163652737,0.14749514106402997,0.4933146347169529,0.621790289321415,0.6664122003280644
ERCC-00044,29.29864093248672,0.08323349898236695,0.24919966831305188,0.33400324946583243,0.7383771066273809,0.7758986841313246
ERCC-00046,285.1707394364867,-0.10482605702742538,0.17292123751189414,-0.6062069560438755,0.5443773342556428,0.5941472560540619
ERCC-00048,0.0,,,,,
ERCC-00051,0.9881255031983246,0.20615494044606833,1.540762771104035,0.13380057223108255,0.8935602746903551,0.9123258389935038
ERCC-00053,5.378817695551938,-1.2821030490747198,0.5785411289022772,-2.216096635181979,0.026684884651365492,0.038073656839444366
ERCC-00054,0.3935415460843194,1.9123381397358592,2.8618967440351093,0.6682065464876181,0.5040017572242701,0.5567532101800614
ERCC-00057,0.0,,,,,
ERCC-00058,1.1099738415239582,0.004333721191442098,1.145495528081345,0.0037832720296175158,0.9969813928592139,0.9969813928592139
ERCC-00059,2.9615723513387695,-2.1916819863084553,1.013332985253332,-2.1628448083731704,0.030553117927266067,0.04316159163140833
ERCC-00060,10.723012634826695,0.2509807909953758,0.3964663113073412,0.6330444323699804,0.526704627828461,0.5776434243283097
ERCC-00061,0.0,,,,,
ERCC-00062,1.2449359499634076,-0.5871892627661872,1.3723471291860982,-0.42787225642715715,0.6687441268436417,0.711562435314422
ERCC-00067,0.27993801478281477,-0.9759352791226797,2.998401178863541,-0.3254852239260993,0.7448138639493956,0.7819433398228206
ERCC-00069,0.37263282258115143,0.40201752847801137,2.718685123186939,0.14787204485334152,0.8824437506073826,0.9025890645200847
ERCC-00071,16.74947146926981,0.22417981074835436,0.31185494742347614,0.7188592408121542,0.4722276522367178,0.525848043548197
ERCC-00073,0.025520197729741557,0.4461685245195282,5.556274220163601,0.08029994684214686,0.9359987004927883,0.946562084809168
