GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,1.5717268872678906e-42,1.8153445547944135e-39,"(30, 41)","(45, 1507)"
GO:0006412,translation,BP,7.215730230872259e-39,4.1670842083287295e-36,"(31, 41)","(61, 1507)"
GO:0000027,ribosomal large subunit assembly,BP,4.2080536042176046e-13,1.6201006376237777e-10,"(11, 41)","(21, 1507)"
GO:0000028,ribosomal small subunit assembly,BP,1.9414648932882263e-08,5.605979879369753e-06,"(7, 41)","(14, 1507)"
GO:0046677,response to antibiotic,BP,3.0330622515088654e-05,0.007006373800985479,"(7, 41)","(36, 1507)"
GO:0006417,regulation of translation,BP,0.0001358529576694766,0.026151694351374245,"(4, 41)","(11, 1507)"
