GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0015986,proton motive force-driven ATP synthesis,BP,2.008559120096245e-06,0.0002556608822865363,"P0ABA0,P0ABB0,P0ABA4,P68699,P0AB98,P0A6E6,P52612,P0ABA6,P0ABB4",e,11,"(9, 999)","(9, 4278)",{'GO:0006754'}
GO:0071555,cell wall organization,BP,7.310849646371866e-06,0.0008685289379889778,"P17443,P0AD70,P22634,P76190,P0AEZ7,P0A6B4,P63883,P31697,P0AD14,P0A749,P60472,P36548,P0AC78,P0C066,P0AE16,P0ACC7,P26365,P0ABG4,P0AD65,P24228,P0AGC5,P0AFV4,P07862,P46022,P75942,P75806,P17952,P22188,P14900,P0AEB2,P0AD68,P37773,P11880,P75954,P0A6W3,P02918",e,5,"(36, 999)","(77, 4278)","{'GO:0071554', 'GO:0045229'}"
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,8.654437379223983e-06,0.000963887963111071,"P0ABA0,P0ABB0,P0ABA4,P68699,P0AB98,P0A6E6,P0ABA6,P0ABB4",e,12,"(8, 999)","(8, 4278)",{'GO:0015986'}
GO:0007165,signal transduction,BP,2.0083568492171273e-05,0.0021052305325323065,"P07330,P18392,P76339,P0AEC5,P07018,P02942,P0A964,P0ADG4,P30855,P23865,P0AD14,P50466,P14377,P77485,P0AFB5,P05704,P0AE67,P69411,P07017,P0AEC8,P46139",e,4,"(21, 999)","(38, 4278)","{'GO:0009987', 'GO:0050794'}"
GO:0044780,bacterial-type flagellum assembly,BP,6.177591232625317e-05,0.005681516559342453,"P0AEM6,P33135,P76298,P33235,P0ABZ1,P52612,P0A7Z4,P0AC07,P26608,P76299,P43533,P52614,P75942,P75933",e,7,"(14, 999)","(22, 4278)","{'GO:0030031', 'GO:0140694', 'GO:0044781'}"
GO:0015990,electron transport coupled proton transport,BP,6.182146345224589e-05,0.005681516559342453,"P0ABJ1,P0AFF0,P0ABJ6,P0ABJ3,P33607,P0ABI8,P0AFC7,P0AFE8",e,9,"(8, 999)","(9, 4278)",{'GO:0015988'}
GO:0000027,ribosomal large subunit assembly,BP,6.376561794997141e-05,0.005681516559342453,"P0AG44,P62399,P0A7M6,P0ADZ0,P60624,P0A7J7,P60422,P68919,P0A7N9,P60438,P0ADY7,P0AG55,P0A7L0,P0A7L8,P0AGK4,P0A7M2",e,7,"(16, 999)","(27, 4278)",{'GO:0022618'}
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,6.921428140153726e-05,0.0058733261646447335,"P0A7E1,P0A6F1,P00968,P05020,P0A786,P0A7F3,P0AD83,P0A7E9,P08244",e,8,"(9, 999)","(11, 4278)","{'GO:0009165', 'GO:0072528', 'GO:0006220'}"
GO:0015031,protein transport,BP,7.326149742543053e-05,0.005934181291459874,"P0AG90,P0AAG0,P0ABV6,P61320,P77304,P23847,P0AFH6,P0AEG1,P76299,P31068,P69423,P77737,P0ADE4,P0AG99,P76298,P76027,P0ADZ7,P0AFH2,P69425,P15078,P25714,P0AEF8,P52612,P52613,P0A850,P37313,P10408,P23843,P0AC05,P77622,P02931",e,6,"(31, 999)","(69, 4278)","{'GO:0071705', 'GO:0045184'}"
GO:0000028,ribosomal small subunit assembly,BP,8.31810524837576e-05,0.006444723283741567,"P0A7V8,P0A7U7,P0A7W1,P0A7W7,P0A7T3,P0AG67,P0ADZ4,P0A7V3,P0A8A8,P0A7U3,P68679,P0A7X6,P0AGK4",e,7,"(13, 999)","(20, 4278)",{'GO:0022618'}
GO:0009060,aerobic respiration,BP,8.916144741118371e-05,0.006620237470280391,"P0ABJ1,P0AC41,P0AFF0,P0ABJ6,P0ABJ3,P31979,P0AFD4,P0AFD6,P07014,P0ABI8,P0AFC7,P33602,P0AFE8,P06149,P0AC44",e,6,"(15, 999)","(25, 4278)",{'GO:0045333'}
GO:0035999,tetrahydrofolate interconversion,BP,0.00016030192389402794,0.010579926977005844,"P13009,P0AEZ1,P24186,P0A825,P25665,P0AC28",e,6,"(6, 999)","(6, 4278)","{'GO:0006730', 'GO:0046653'}"
GO:0070814,hydrogen sulfide biosynthetic process,BP,0.00016030192389402794,0.010579926977005844,"P0A6J1,P17854,P23845,P17846,P21156,P38038",e,5,"(6, 999)","(6, 4278)","{'GO:0070813', 'GO:0044272'}"
GO:1903711,spermidine transmembrane transport,BP,0.00016030192389402794,0.010579926977005844,"P0AFK9,P69212,P69210,P69874,P0AFK4,P0AFK6",e,7,"(6, 999)","(6, 4278)","{'GO:0015848', 'GO:1902047'}"
GO:1902600,proton transmembrane transport,BP,0.00019212438864555362,0.012227345020227733,"P0AA47,P07001,P76007,P0ABA4,P0AB98,P31466,P77304,P0ABI8,P0ABB4,P0ABC0,P0AFE4,P33026,P31979,P0AFE0,P0AA82,P0AFD1,P09348,P68699,P0AFC3,P52612,P33599,P0ABA6,P33602,P0AF06,P0ABA0,P0ABB0,P0A6E6,P0AFD4,P31801",e,7,"(29, 999)","(66, 4278)","{'GO:0098655', 'GO:0098662'}"
GO:0035351,heme transmembrane transport,BP,0.00023750847097983233,0.01459448604434694,"P29018,P0AAG0,P0AEF8,P23847,P23886,P0AEG1,P37313",e,11,"(7, 999)","(8, 4278)","{'GO:0034755', 'GO:0015886'}"
GO:0051301,cell division,BP,0.00028947741550592145,0.016640282401017805,"P22523,P17443,P0A8P6,P75862,P0ABV6,P45955,P63883,P0A912,P0A749,P37690,P36548,P0C066,P60472,P64612,P26365,P0C093,P0AEZ3,P0ABG4,P24228,P0A850,P22524,P60293,P17952,P22188,P14900,P0AEB2,P56976,P0AD68,P37773,P11880,P0A6W3,P0ABU9",e,2,"(32, 999)","(76, 4278)",{'GO:0009987'}
GO:0022900,electron transport chain,BP,0.000565275845688842,0.03052489566719747,"P77179,P77223,P08200,P0ABJ1,P0AC41,P77285,P0A766,P77611,P76182",e,4,"(9, 999)","(13, 4278)",{'GO:0006091'}
GO:0042956,maltodextrin transmembrane transport,BP,0.000689104749294951,0.032315385874831654,"P02916,P0AEX9,P02943,P68187,P68183",e,7,"(5, 999)","(5, 4278)",{'GO:0042955'}
GO:0034775,glutathione transmembrane transport,BP,0.000689104749294951,0.032315385874831654,"P29018,P75798,P75799,P75796,P23886",e,9,"(5, 999)","(5, 4278)","{'GO:0034635', 'GO:0035443'}"
GO:0019545,arginine catabolic process to succinate,BP,0.000689104749294951,0.032315385874831654,"P76216,P77581,P0AE37,P76217,P76215",e,11,"(5, 999)","(5, 4278)","{'GO:0006105', 'GO:0006527'}"
GO:0140205,oligopeptide import across plasma membrane,BP,0.000689104749294951,0.032315385874831654,"P23843,P76027,P0AFH2,P0AFH6,P77737",e,8,"(5, 999)","(5, 4278)","{'GO:0035672', 'GO:0098739'}"
GO:0019544,arginine catabolic process to glutamate,BP,0.000689104749294951,0.032315385874831654,"P76216,P77581,P0AE37,P76217,P76215",e,11,"(5, 999)","(5, 4278)","{'GO:0006536', 'GO:0006527'}"
GO:0006090,pyruvate metabolic process,BP,0.000852412997326385,0.03480890300626584,"P0A9P0,P76014,P23538,P76015,P06959,P27306,P26616",e,7,"(7, 999)","(9, 4278)",{'GO:0032787'}
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,0.000852412997326385,0.03480890300626584,"P0A7E1,P0A6F1,P05020,P0A786,P0A7F3,P37678,P08244",e,8,"(7, 999)","(9, 4278)",{'GO:0019856'}
GO:0015768,maltose transport,BP,0.0008985463177823954,0.03480890300626584,"P02916,P0AEX9,P02943,P19642,P68187,P68183",e,7,"(6, 999)","(7, 4278)",{'GO:0015766'}
GO:0044205,'de novo' UMP biosynthetic process,BP,0.0008985463177823954,0.03480890300626584,"P0A7E1,P0A6F1,P00968,P05020,P0A786,P08244",e,11,"(6, 999)","(7, 4278)",{'GO:0006222'}
GO:0009243,O antigen biosynthetic process,BP,0.0008985463177823954,0.03480890300626584,"P37760,P37744,P37746,P37759,P37745,P0AC78",e,6,"(6, 999)","(7, 4278)","{'GO:0046402', 'GO:0000271'}"
GO:0042884,microcin transport,BP,0.0008985463177823954,0.03480890300626584,"P75780,P33915,P33916,P33913,P0AFU0,P33941",e,6,"(6, 999)","(7, 4278)",{'GO:0042886'}
GO:0015803,branched-chain amino acid transport,BP,0.0008985463177823954,0.03480890300626584,"P22731,P0AEX7,P0AD96,P04816,P0A9S7,P22729",e,6,"(6, 999)","(7, 4278)","{'GO:0071705', 'GO:0046942'}"
GO:0015833,peptide transport,BP,0.0011990908575486808,0.04546340230110105,"P0AAG0,P23847,P77304,P75796,P0AFH6,P0AEG1,P33941,P77737,P76027,P0AFH2,P15078,P33915,P33916,P33913,P0AEF8,P37313,P23843,P0AFU0,P77622,P75797,Q46863",e,6,"(21, 999)","(46, 4278)",{'GO:0042886'}
GO:0007059,chromosome segregation,BP,0.0012558845946370799,0.046624715575901594,"P22523,P0A8P6,P33026,P20083,P0AEZ3,P0AFI2,P22524,P0DM85,P60293",e,3,"(9, 999)","(14, 4278)",{'GO:0022402'}
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,BP,0.00027151129652539213,0.016127771013608294,"P0C8K0,P19642,P37177",p,7,"(3, 999)","(59, 4278)",{'GO:0098704'}
GO:0006355,regulation of DNA-templated transcription,BP,0.0003659928760725392,0.020381228286289525,"P06993,P0AC51,P0ACQ0,P0A8A2,P0ACZ4,P0ACF8,P31463,P0AAU7,P0AFT5,Q06065,P09546,P0ACM2,P39376,P0A6Z6,P0DMC5,P77171,P0ACQ4,P0ACP7,P0ACM5,P77615,P0ACH5,P06846,P0ACN7,P0AEM6,P52108,P76034,P30958,P0DMC9,P0C093,P25748,P0A8V6,P0AFB5,P0A881,P0ABY7,P0ACJ8,P0A6R3,P37767,P0ACG1,P0A9F3,P0ACP1,P0ACR9,P0AEC8,P16528,P0ACS9,P0A780",p,8,"(45, 999)","(298, 4278)","{'GO:0010468', 'GO:2001141'}"
GO:0019645,anaerobic electron transport chain,BP,0.0007392547774847625,0.03377825675584222,"P0ABK9,P0AAJ5",p,6,"(2, 999)","(46, 4278)",{'GO:0022904'}
