GO_ID,Term,Category,p-value,FDR,Fold Enrichment,Ratio in Study,Ratio in Population
GO:0019365,pyridine nucleotide salvage,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0015856,cytosine transport,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0070298,negative regulation of phosphorelay signal transduction system,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0042545,cell wall modification,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0009146,purine nucleoside triphosphate catabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0006178,guanine salvage,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0019309,mannose catabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0015977,carbon fixation,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0015864,pyrimidine nucleoside transport,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:2001125,negative regulation of translational frameshifting,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0046040,IMP metabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0015912,short-chain fatty acid transport,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0046086,adenosine biosynthetic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0018160,peptidyl-pyrromethane cofactor linkage,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0018393,internal peptidyl-lysine acetylation,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0009407,toxin catabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0006168,adenine salvage,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0016075,rRNA catabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0046174,polyol catabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:1901891,regulation of cell septum assembly,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0019988,charged-tRNA amino acid modification,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0018410,C-terminal protein amino acid modification,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0019292,L-tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0051258,protein polymerization,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0110052,toxic metabolite repair,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0015791,polyol transmembrane transport,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0044211,CTP salvage,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0002047,phenazine biosynthetic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0090358,positive regulation of tryptophan metabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0051726,regulation of cell cycle,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0006218,uridine catabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0010133,proline catabolic process to glutamate,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0006213,pyrimidine nucleoside metabolic process,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0033215,reductive iron assimilation,BP,0.13900472616068946,0.8758422066256297,e,"(1, 500)","(1, 3597)"
GO:0089718,amino acid import across plasma membrane,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0005996,monosaccharide metabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:1990169,stress response to copper ion,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0006152,purine nucleoside catabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0019301,rhamnose catabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0015940,pantothenate biosynthetic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0002143,tRNA wobble position uridine thiolation,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0019740,nitrogen utilization,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0006565,L-serine catabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0019317,fucose catabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0019430,removal of superoxide radicals,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0043171,peptide catabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0009116,nucleoside metabolic process,BP,0.14478829981920213,0.8758422066256297,e,"(2, 500)","(5, 3597)"
GO:0019521,D-gluconate metabolic process,BP,0.1518393297658814,0.9113607757702445,e,"(3, 500)","(10, 3597)"
GO:0051289,protein homotetramerization,BP,0.18261703389422346,1.0,e,"(9, 500)","(43, 3597)"
GO:0016226,iron-sulfur cluster assembly,BP,0.18352428466641985,1.0,e,"(5, 500)","(20, 3597)"
GO:0061077,chaperone-mediated protein folding,BP,0.18595284963750647,1.0,e,"(7, 500)","(31, 3597)"
GO:0043093,FtsZ-dependent cytokinesis,BP,0.1967542726969622,1.0,e,"(7, 500)","(32, 3597)"
GO:0008295,spermidine biosynthetic process,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0015768,maltose transport,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0006276,plasmid maintenance,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0042355,L-fucose catabolic process,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0009252,peptidoglycan biosynthetic process,BP,0.2083398871887735,1.0,e,"(10, 500)","(49, 3597)"
GO:0019752,carboxylic acid metabolic process,BP,0.2267886008211243,1.0,e,"(3, 500)","(12, 3597)"
GO:0009117,nucleotide metabolic process,BP,0.2267886008211243,1.0,e,"(3, 500)","(12, 3597)"
GO:0015757,galactose transmembrane transport,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0070689,L-threonine catabolic process to propionate,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0051205,protein insertion into membrane,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:1901642,nucleoside transmembrane transport,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0035429,gluconate transmembrane transport,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0019363,pyridine nucleotide biosynthetic process,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0046940,nucleoside monophosphate phosphorylation,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0006269,"DNA replication, synthesis of primer",BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0006284,base-excision repair,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:1990451,cellular stress response to acidic pH,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0006783,heme biosynthetic process,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0031460,glycine betaine transport,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0000162,tryptophan biosynthetic process,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:1903826,L-arginine transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006545,glycine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0045717,negative regulation of fatty acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0044208,'de novo' AMP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0097264,self proteolysis,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006241,CTP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071286,cellular response to magnesium ion,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006835,dicarboxylic acid transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046104,thymidine metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0002099,tRNA wobble guanine modification,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019413,acetate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019303,D-ribose catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019572,L-arabinose catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006285,"base-excision repair, AP site formation",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015796,galactitol transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015829,valine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0010106,cellular response to iron ion starvation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006426,glycyl-tRNA aminoacylation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009107,lipoate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0120029,proton export across plasma membrane,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1902208,regulation of bacterial-type flagellum assembly,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006542,glutamine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1903692,methionine import across plasma membrane,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015853,adenine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009970,cellular response to sulfate starvation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006014,D-ribose metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1902626,assembly of large subunit precursor of preribosome,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0070981,L-asparagine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0050779,RNA destabilization,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009067,aspartate family amino acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0106035,protein maturation by [4Fe-4S] cluster transfer,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006740,NADPH regeneration,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006529,asparagine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009589,detection of UV,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0001407,glycerophosphodiester transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0098710,guanine import across plasma membrane,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0001514,selenocysteine incorporation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0070778,L-aspartate transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015951,purine ribonucleotide interconversion,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046081,dUTP catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009249,protein lipoylation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0035344,hypoxanthine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0089709,L-histidine transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043137,"DNA replication, removal of RNA primer",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0044571,[2Fe-2S] cluster assembly,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0045733,acetate catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071731,response to nitric oxide,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071139,resolution of DNA recombination intermediates,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0044210,'de novo' CTP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043043,peptide biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006760,folic acid-containing compound metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019345,cysteine biosynthetic process via S-sulfo-L-cysteine,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009132,nucleoside diphosphate metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006220,pyrimidine nucleotide metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0000303,response to superoxide,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019427,acetyl-CoA biosynthetic process from acetate,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046133,pyrimidine ribonucleoside catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0032272,negative regulation of protein polymerization,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1901875,positive regulation of post-translational protein modification,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009255,Entner-Doudoroff pathway through 6-phosphogluconate,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043068,positive regulation of programmed cell death,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046256,"2,4,6-trinitrotoluene catabolic process",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046854,phosphatidylinositol phosphate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019068,virion assembly,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0022417,protein maturation by protein folding,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046394,carboxylic acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006420,arginyl-tRNA aminoacylation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071288,cellular response to mercury ion,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0048473,D-methionine transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0044038,cell wall macromolecule biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015756,fucose transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0002937,tRNA 4-thiouridine biosynthesis,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006183,GTP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019284,L-methionine salvage from S-adenosylmethionine,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015818,isoleucine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0008360,regulation of cell shape,BP,0.2802677980425579,1.0,e,"(9, 500)","(46, 3597)"
GO:0006633,fatty acid biosynthetic process,BP,0.2805387656481211,1.0,e,"(4, 500)","(17, 3597)"
GO:0006166,purine ribonucleoside salvage,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0050821,protein stabilization,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0019344,cysteine biosynthetic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0008616,queuosine biosynthetic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0009239,enterobactin biosynthetic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0031297,replication fork processing,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0019698,D-galacturonate catabolic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0031564,transcription antitermination,BP,0.3238529587640236,1.0,e,"(4, 500)","(19, 3597)"
GO:0034198,cellular response to amino acid starvation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019629,"propionate catabolic process, 2-methylcitrate cycle",BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:1902209,negative regulation of bacterial-type flagellum assembly,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0042150,plasmid recombination,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0009166,nucleotide catabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0032263,GMP salvage,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015821,methionine transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0046474,glycerophospholipid biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006571,tyrosine biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015838,amino-acid betaine transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019450,L-cysteine catabolic process to pyruvate,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0051781,positive regulation of cell division,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015760,glucose-6-phosphate transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006868,glutamine transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006226,dUMP biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0016260,selenocysteine biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006569,tryptophan catabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0090071,negative regulation of ribosome biogenesis,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0032298,positive regulation of DNA-templated DNA replication initiation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0030174,regulation of DNA-templated DNA replication initiation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0002943,tRNA dihydrouridine synthesis,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019693,ribose phosphate metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0000967,rRNA 5'-end processing,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0009298,GDP-mannose biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006801,superoxide metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006568,tryptophan metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006753,nucleoside phosphate metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0097171,ADP-L-glycero-beta-D-manno-heptose biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019324,L-lyxose metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006107,oxaloacetate metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006163,purine nucleotide metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0045900,negative regulation of translational elongation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:1902210,positive regulation of bacterial-type flagellum assembly,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:1903803,L-glutamine import across plasma membrane,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006085,acetyl-CoA biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015860,purine nucleoside transmembrane transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019477,L-lysine catabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015858,nucleoside transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006098,pentose-phosphate shunt,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0046942,carboxylic acid transport,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0071897,DNA biosynthetic process,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0065002,intracellular protein transmembrane transport,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0006268,DNA unwinding involved in DNA replication,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0009314,response to radiation,BP,0.38198002174558265,1.0,e,"(8, 500)","(44, 3597)"
GO:0042938,dipeptide transport,BP,0.40891277481871313,1.0,e,"(3, 500)","(13, 3597)"
GO:0010447,response to acidic pH,BP,0.40891277481871313,1.0,e,"(3, 500)","(13, 3597)"
GO:0006950,response to stress,BP,0.4120202113331106,1.0,e,"(5, 500)","(27, 3597)"
GO:0015847,putrescine transport,BP,0.42949246786281764,1.0,e,"(3, 500)","(14, 3597)"
GO:0034605,cellular response to heat,BP,0.42949246786281764,1.0,e,"(3, 500)","(14, 3597)"
GO:0007059,chromosome segregation,BP,0.42949246786281764,1.0,e,"(3, 500)","(14, 3597)"
GO:0006561,proline biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015687,ferric-hydroxamate import into cell,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0034763,negative regulation of transmembrane transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0032264,IMP salvage,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0006083,acetate metabolic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0019294,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0006479,protein methylation,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015741,fumarate transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0019448,L-cysteine catabolic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015825,L-serine transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015861,cytidine transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015968,stringent response,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0042882,L-arabinose transmembrane transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0043953,protein transport by the Tat complex,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:1903810,L-histidine import across plasma membrane,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:1902344,negative regulation of maltose transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015724,formate transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:1905887,autoinducer AI-2 transmembrane transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015862,uridine transmembrane transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:2001295,malonyl-CoA biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0042906,xanthine transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0032150,ubiquinone biosynthetic process from chorismate,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015937,coenzyme A biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0033014,tetrapyrrole biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0098712,L-glutamate import across plasma membrane,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0008156,negative regulation of DNA replication,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0051782,negative regulation of cell division,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0042780,tRNA 3'-end processing,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0030308,negative regulation of cell growth,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0030388,"fructose 1,6-bisphosphate metabolic process",BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0072344,rescue of stalled ribosome,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0006979,response to oxidative stress,BP,0.5233741889264382,1.0,e,"(8, 500)","(47, 3597)"
GO:0009165,nucleotide biosynthetic process,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0140009,L-aspartate import across plasma membrane,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:1903711,spermidine transmembrane transport,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0019323,pentose catabolic process,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0043687,post-translational protein modification,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0051596,methylglyoxal catabolic process,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0016114,terpenoid biosynthetic process,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0071470,cellular response to osmotic stress,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0033194,response to hydroperoxide,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
GO:0006886,intracellular protein transport,BP,0.5270570733668499,1.0,e,"(1, 500)","(5, 3597)"
